miliseconds,IIa,VIII,VIIIa,APC_PS,IX,IXa,XIa,XI,XIIa,VII,VIIa,X,Xa,IXa_VIIIa,V,Va,II,F,Fg,P,XF,XIII,Pg,APC,IIa_Tmod,PC,Tmod,TF,VIIa_TF,VII_TF,Xa_TFPI,TFPI,PS,VKH2,Va_Xa,CA,XII,K,ATIII_Heparin,Xa_ATIII_Heparin,VK,VKO,Pk,FDP,D,TAT,VIIa_TF_Xa_TFPI,XIIIa,IIa_ATIII_Heparin,IXa_ATIII_Heparin,VK_p,C_warf,A_warf
1600,2.2913615377385513e-24,0.6999999999997302,5.4641016979771085e-15,7.979590797221288e-21,89.10950609760755,5.445033159352723e-23,4.6271955018120354e-24,30.6,0.0,9.79307466299571,5.718261169378354e-24,173.68342296003956,-1.8103970769507865e-24,-5.843632775916238e-26,26.7,8.943821494047658e-21,1391.9992302095015,2.7035817133011787e-15,8945.5,1.4309156908649756e-16,2.3941947171746844e-36,70.3,2154.3,6.3471716705254004e-24,1.7327121421882694e-23,59.40139596053133,50.0,0.0,0.0,0.0,2.0257689504981902e-23,2.5,299.0761402273706,0.07632690004528847,4.99932499036836e-26,0.0,375.0,0.0,0.0,0.0,1.0008335981230154,0.12252269101112671,450.0,82.18926385952265,6.346178423201739e-38,7.566495625115733e-22,0.0,2.9719097605683112e-21,0.0,0.0,115.47543625989906,1.168699752860108,2.18339167390641
1700,2.73601047054293e-23,0.6999999999996819,3.127515975467366e-14,-1.2924829480360246e-20,89.05869293361621,3.432557196474418e-23,2.6268744731143995e-23,30.6,0.0,9.736042396013744,1.2936785350680624e-24,173.6568885079254,6.21201850390494e-23,8.979103025233882e-25,26.7,1.207186532716002e-19,1391.1672920830754,3.3052455245402383e-15,8945.5,1.5309523577857397e-16,3.0555440184763746e-36,70.3,2154.3,6.743923513801342e-23,8.794635948499743e-23,59.34215342597771,50.0,0.0,0.0,0.0,6.313943753388932e-24,2.5,298.90863059404404,0.07525941978760278,2.1397912400760644e-25,0.0,375.0,0.0,0.0,0.0,1.0009570729981365,0.1237529906751982,450.0,81.63508673681942,1.1197948826073952e-37,8.126197099773342e-22,0.0,3.2973443577674803e-21,0.0,0.0,115.47543785468797,1.1899391680985194,1.9736477842155895
1800,2.550774272022864e-23,0.6999999999995895,5.0902708950981484e-14,-4.471374830640158e-21,88.95590468568253,1.213548789117897e-22,4.464158529870585e-23,30.6,0.0,9.71688855490622,6.661191984977469e-24,173.58459901779256,1.4793136744541853e-22,6.878741518050519e-25,26.7,1.92680682431619e-19,1390.9866700560556,4.130183078591559e-15,8945.5,1.9453210840673173e-16,4.396789609649498e-36,70.3,2154.3,9.777973273958127e-23,1.5418832570588778e-22,59.34574630337594,50.0,0.0,0.0,0.0,3.2254231424958594e-23,2.5,298.8183557852055,0.07457576022469486,5.7934967846677e-26,0.0,375.0,0.0,0.0,0.0,1.0011240563930768,0.1236407338613102,450.0,82.30723592840602,5.867724611497466e-38,9.780699862468568e-22,0.0,4.4355551224594155e-21,0.0,0.0,115.47545880485232,1.2134070048893453,1.7805691399800068
1900,-3.0098271136193418e-24,0.6999999999995263,1.707645013696489e-14,2.209229880851956e-20,88.92146708709268,1.0880038843936547e-22,1.4729258206705268e-23,30.6,0.0,9.690577718299798,5.072309395167778e-24,173.4727170196537,-3.090273103302274e-23,-9.837197287839128e-25,26.7,7.079577999730355e-20,1390.8265491862421,4.853449812833569e-15,8945.5,2.4469806845426124e-16,5.782619854589577e-36,70.3,2154.3,3.4959066556251454e-23,5.988501194258043e-23,59.19564439405137,50.0,0.0,0.0,0.0,2.2316137262872475e-23,2.5,298.5806362654363,0.07381224967874261,-8.999840329118889e-27,0.0,375.0,0.0,0.0,0.0,1.0011340626004521,0.12564596466409933,450.0,80.918750197215,6.622380336194284e-38,1.0671573092211004e-21,0.0,5.003008015362625e-21,0.0,0.0,115.47545118857464,1.221779592644456,1.605323076616476
2000,-2.6590141592361427e-23,0.6999999999996032,-3.3033946506397484e-14,-2.269918705462654e-21,88.81270458218809,-3.010120527225358e-23,-2.724745227770982e-23,30.6,0.0,9.671396297444115,-4.806221324518013e-24,173.39951752642426,-1.6693404878088684e-22,-1.151230413074169e-24,26.7,-1.186501585694791e-19,1390.327910282695,4.0786504887853136e-15,8945.5,2.3915124224780903e-16,6.649590000303033e-36,70.3,2154.3,-4.8160852182667693e-23,-7.893282963047072e-23,59.09277070613646,50.0,0.0,0.0,0.0,-2.1138387316045217e-23,2.5,298.4437462929576,0.07141237348300644,-3.0524933301670185e-26,0.0,375.0,0.0,0.0,0.0,1.0012704100485093,0.12603441785482006,450.0,81.59176060589917,1.2964956463922984e-37,9.573903451043763e-22,0.0,4.1597998455304284e-21,0.0,0.0,115.47546269046674,1.236478208491952,1.4800924846223895
2100,-1.9126358316803754e-23,0.6999999999996872,-3.98843845461476e-14,-1.1641123839713589e-20,88.78315654971378,-1.157045308697567e-22,-3.6061695364407516e-23,30.6,0.0,9.66386682310158,-8.061493811380045e-24,173.29050280411047,-1.095308518682118e-22,-3.7985030234188563e-25,26.7,-1.6741755329143075e-19,1390.1597543252733,3.088265661211962e-15,8945.5,1.975735928308687e-16,6.912452332017598e-36,70.3,2154.3,-8.071445350599161e-23,-1.2157953607777193e-22,59.11735173122745,50.0,0.0,0.0,0.0,-3.8709921603633896e-23,2.5,298.44225641702997,0.07117561572800073,-4.904824565165194e-26,0.0,375.0,0.0,0.0,0.0,1.0013463542682437,0.12728550016181203,450.0,81.18640639719075,1.7823138746399707e-37,7.6185093029635e-22,0.0,2.667491909215602e-21,0.0,0.0,115.47547178282534,1.2459894640277385,1.3339680280841213
2200,-4.659392471192625e-25,0.6999999999997389,-1.2772087866067763e-14,5.342891000372564e-22,88.74343607740536,-7.468562985367816e-23,-1.3460447439648454e-23,30.6,0.0,9.60431241261053,-2.3027797516510106e-24,173.18399179022214,-1.0293199867413073e-23,-9.243423420351491e-26,26.7,-5.619223141655665e-20,1389.5253361800044,2.727385295675621e-15,8945.5,1.44406375308172e-16,8.431285984401185e-36,70.3,2154.3,-2.791185521277015e-23,-5.306360951105247e-23,58.92846733985479,50.0,0.0,0.0,0.0,-9.347420767802542e-24,2.5,298.1994308533924,0.06930362740451455,-8.079911493203699e-27,0.0,375.0,0.0,0.0,0.0,1.0014356377547802,0.1281281436134144,450.0,81.47645258799285,1.6301113597993086e-37,6.769381778268471e-22,0.0,1.6457214456762014e-21,0.0,0.0,115.47548711440085,1.2628727200603798,1.2063723282598515
2300,8.520237782863464e-24,0.6999999999997362,1.7217316657135282e-14,1.4689265647010778e-20,88.66546150584519,2.199310682655765e-23,1.5747211941380294e-23,30.6,0.0,9.563975139994811,4.51706317672235e-24,173.12936269744367,6.435302353750294e-23,2.431691118450685e-25,26.7,7.171296449511775e-20,1388.9415108100088,2.6583988300772766e-15,8945.5,1.3877778220028166e-16,8.42629073519736e-36,70.3,2154.3,3.106147894474561e-23,3.3953797608564723e-23,58.83292697772794,50.0,0.0,0.0,0.0,2.0701027567518076e-23,2.5,298.04492128360005,0.06807856523466135,-1.7845823094591305e-26,0.0,375.0,0.0,0.0,0.0,1.0015638900274637,0.12923174085625258,450.0,82.36975027455456,1.5048372224311123e-37,6.582918724973767e-22,0.0,1.7155940235367903e-21,0.0,0.0,115.47549435374803,1.2649867517675644,1.1252824006836273
2400,1.3076036924049306e-23,0.6999999999997139,4.0192963196962015e-14,3.254201633816863e-20,88.53875489974129,1.0193577019065102e-22,3.479837528175343e-23,30.6,0.0,9.532376709714617,1.0562935639659855e-23,173.0773513266406,1.847428924206373e-22,1.0485014811143048e-24,26.7,1.6890408617595484e-19,1388.7118806928727,3.016543736088312e-15,8945.5,1.2672744972519323e-16,8.416795908507143e-36,70.3,2154.3,7.335345549255434e-23,1.0566766036732531e-22,58.83172201037472,50.0,0.0,0.0,0.0,4.9325875073349715e-23,2.5,297.8589716695937,0.06795520784899887,-1.823440412166065e-25,0.0,375.0,0.0,0.0,0.0,1.0016785074458383,0.1297515962765354,450.0,81.45936297418518,1.8168887548869864e-37,7.097606129954318e-22,0.0,1.7564965009503998e-21,0.0,0.0,115.47550254287275,1.2686132703586224,1.0060294335203144
2500,1.4219959867129944e-23,0.699999999999694,3.514386828979104e-14,1.8571761330979272e-20,88.42896195866888,1.1222412587904547e-22,3.521741646867617e-23,30.6,0.0,9.49862888155955,1.1678665656420855e-23,172.88878596720394,1.9220316797113954e-22,7.92006992638561e-25,26.7,1.3776868174896892e-19,1388.4180665163606,3.3503221995160882e-15,8945.5,1.6186415469943598e-16,7.81665918759302e-36,70.3,2154.3,7.161934373360619e-23,9.880303469197766e-23,58.73128468902868,50.0,0.0,0.0,0.0,5.731243992635202e-23,2.5,297.84187623140946,0.06737667745533724,-1.515501156831677e-25,0.0,375.0,0.0,0.0,0.0,1.0017403454330769,0.13099126231684102,450.0,81.66012602607276,2.7412508328855e-37,7.205693884722025e-22,0.0,2.200959955601396e-21,0.0,0.0,115.4755029694163,1.279562748204685,0.9229869798156696
2600,8.615990640129823e-24,0.6999999999996549,2.2633708906613133e-14,4.331270848546799e-22,88.34208226977952,6.993795882669057e-23,1.587383059028257e-23,30.6,0.0,9.466196769124505,6.888738355353364e-24,172.7485734633846,6.266107175678599e-23,-2.4576763046851947e-26,26.7,7.482873259336579e-20,1388.0115511122287,3.761551597245593e-15,8945.5,1.9182659628471486e-16,8.31223432550086e-36,70.3,2154.3,4.7105091341558215e-23,6.105975843310657e-23,58.612777310577926,50.0,0.0,0.0,0.0,3.5931717222492104e-23,2.5,297.6706452481984,0.06591650539622469,-7.73480917051051e-27,0.0,375.0,0.0,0.0,0.0,1.0019240096834845,0.13198054441080112,450.0,81.87872904313271,3.4349934072926002e-37,7.839764183118026e-22,0.0,2.817344088547084e-21,0.0,0.0,115.47552782345234,1.2805374352671297,0.7728594176067184
2700,1.0528254473187113e-24,0.6999999999996166,7.371650612007465e-15,1.064998371718105e-21,88.2485302613567,3.605904531899594e-23,5.755025506945526e-24,30.6,0.0,9.447895109786435,4.168609748893407e-25,172.7646562392271,-3.494083664325562e-23,-6.697852453671724e-26,26.7,2.775318825548629e-20,1387.1905497604369,3.8414012063476366e-15,8945.5,2.0769698953150983e-16,9.74556302072756e-36,70.3,2154.3,1.7236168113419894e-23,1.9398232940177332e-23,58.555994032704696,50.0,0.0,0.0,0.0,5.89068107160933e-25,2.5,297.5075593690535,0.06413805107011354,6.503889588048711e-26,0.0,375.0,0.0,0.0,0.0,1.0019123599222672,0.132942795886041,450.0,81.87950237844422,3.6969468299129806e-37,8.135540547292661e-22,0.0,2.9433424809772204e-21,0.0,0.0,115.47552371073265,1.2963590075100162,0.77411219600401
2800,2.6019635189883112e-24,0.6999999999996207,-3.762541981882967e-16,1.6080625945057537e-20,88.1485622639135,3.167847355804893e-24,5.121245755351656e-24,30.6,0.0,9.387687465960344,-2.7721657483095313e-24,172.624482456149,-2.3737127008223434e-23,8.7469809854345e-26,26.7,4.415738956359964e-21,1386.5844668900677,4.001144272086463e-15,8945.5,2.1372004119302375e-16,1.063830553470112e-35,70.3,2154.3,7.6885411154190525e-25,2.4984838614566457e-24,58.43018147904319,50.0,0.0,0.0,0.0,-1.2255227224251864e-23,2.5,297.37490892617785,0.06376523799726748,6.968703697642249e-26,0.0,375.0,0.0,0.0,0.0,1.0021032234500171,0.13387673793671973,450.0,82.4770470289538,4.334309106024169e-37,8.480481222791808e-22,0.0,2.8747949699115435e-21,0.0,0.0,115.47553732489877,1.296991507931971,0.6998395139600837
2900,8.802433861917617e-24,0.6999999999996265,6.798886711293797e-15,1.205067120369137e-20,88.12050786241511,1.527851364065709e-23,8.955321552712602e-24,30.6,0.0,9.367089753024608,-2.6322412270326697e-25,172.51425320672763,3.700343524679277e-23,1.0020156520155128e-25,26.7,3.7126351737903156e-20,1386.336419206712,4.0961608362906456e-15,8945.5,2.1560096112001526e-16,1.1218742132617697e-35,70.3,2154.3,1.1680932464248601e-23,3.4405835538741824e-23,58.318272631698036,50.0,0.0,0.0,0.0,-8.382224505058432e-25,2.5,297.04571646177425,0.06316774326228364,1.7134718637221074e-26,0.0,375.0,0.0,0.0,0.0,1.0021100540930692,0.13423369509917424,450.0,81.64923862941235,4.714835843624488e-37,8.303854274796463e-22,0.0,2.8228885808516506e-21,0.0,0.0,115.47556575056298,1.296233770803274,0.5651486261635991
3000,1.6286061115311515e-24,0.6999999999996098,7.193553193933347e-15,8.26095305486436e-21,88.0691599638318,2.777016375968704e-23,5.7481743780995894e-24,30.6,0.0,9.340438548318268,3.193594745582897e-24,172.32709241435737,2.5835738247700552e-23,-4.533586168215278e-26,26.7,2.697816358491111e-20,1385.6532841409894,4.151081423197975e-15,8945.5,2.207941663095557e-16,1.207993374178499e-35,70.3,2154.3,1.4857436985336192e-23,3.5893126061821915e-23,58.260501476386416,50.0,0.0,0.0,0.0,1.1104184358959167e-23,2.5,296.94981025756164,0.061848379247938144,-1.790307118867364e-26,0.0,375.0,0.0,0.0,0.0,1.0023140690671881,0.13550914635250727,450.0,81.86345911664836,4.522648629912577e-37,8.700023612418394e-22,0.0,2.8585222464075048e-21,0.0,0.0,115.47557645855242,1.3081824160507671,0.565141943297968
