milliseconds,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017
3400,4.0896019301924586e-11,5.000000000000001e-06,9.670976113890151e-10,1.3496907999368437e-09,4.482527688170274e-23,1.0895618661893485e-08,3.334167332863818e-13,1e-05,1.0000000000000003e-05
3500,4.0937823544944855e-11,5e-06,9.84416552619355e-10,1.393593137508037e-09,4.533509448744738e-23,1.210241168447199e-08,3.606369202019068e-13,1e-05,9.999999999999999e-06
3600,4.176308567154243e-11,5e-06,9.64816154822447e-10,1.4703951261823255e-09,4.473224679586483e-23,1.309992397310384e-08,3.5978226265198076e-13,9.999999999999999e-06,1e-05
3700,4.178938510292783e-11,5.000000000000001e-06,9.827777188874695e-10,1.5819321970390013e-09,4.562947426191673e-23,1.2434017202824479e-08,3.789926632344512e-13,9.999999999999999e-06,1e-05
3800,4.077195273734592e-11,5e-06,9.59259171475896e-10,1.5530721644417804e-09,4.495482853425399e-23,1.3217912727341848e-08,3.727310519281232e-13,1e-05,1e-05
3900,4.1392876394097005e-11,4.9999999999999996e-06,9.789856771146074e-10,1.5494330628611903e-09,4.5361325226829564e-23,1.3961151529286004e-08,4.0294737319144534e-13,1.0000000000000003e-05,1e-05
4000,4.167690973188989e-11,5.000000000000001e-06,9.778253347738998e-10,1.5999158732832767e-09,4.4474028722078065e-23,1.5103306552364824e-08,3.9952842564308023e-13,1e-05,1e-05
4100,4.128452858421382e-11,5e-06,9.610517860358017e-10,1.6622589409658418e-09,4.5143600395078927e-23,1.560751318998246e-08,3.935525880237801e-13,1e-05,1e-05
4200,4.115291522359409e-11,5e-06,9.70312599816033e-10,1.7063880260266876e-09,4.4985962650237605e-23,1.6377097464941873e-08,4.182740769501092e-13,1e-05,1e-05
4300,4.1192676094564977e-11,5e-06,9.619665468762288e-10,1.7599952414830195e-09,4.4501034778073106e-23,1.6126242124508496e-08,4.1489162105304514e-13,1e-05,1e-05
4400,4.103828606934034e-11,5.000000000000001e-06,9.615972544649295e-10,1.7541659891363164e-09,4.455483132081238e-23,1.7619479711413315e-08,4.4256804236353436e-13,1e-05,1.0000000000000003e-05
4500,4.076346729186086e-11,4.9999999999999996e-06,9.764669191390102e-10,1.87697402679413e-09,4.558684960113563e-23,1.7337818564587962e-08,4.4123373128106e-13,1.0000000000000003e-05,1e-05
4600,4.090517200437669e-11,4.9999999999999996e-06,9.671861362589922e-10,1.9131011583885497e-09,4.5489047673553834e-23,1.823709156555259e-08,4.658396285798427e-13,1e-05,9.999999999999999e-06
4700,4.1570451149414985e-11,5e-06,9.66258609313612e-10,1.9467032620558486e-09,4.531157983261068e-23,1.9694659790799544e-08,4.738987813654739e-13,1e-05,1.0000000000000003e-05
4800,4.099443388227885e-11,4.9999999999999996e-06,9.719977129754854e-10,1.9733576326111245e-09,4.5211477341138317e-23,1.98767990777609e-08,4.745051092300282e-13,1e-05,1e-05
4900,4.086310976644126e-11,5e-06,9.687928657549836e-10,2.0014078918503244e-09,4.538664042437971e-23,2.0787318497749232e-08,4.932393114586734e-13,1e-05,1e-05
5000,4.151914299288104e-11,5e-06,9.821264459173673e-10,2.0076545249475518e-09,4.5369500580102884e-23,2.0796137294699416e-08,4.998708458430487e-13,1.0000000000000003e-05,1e-05
