milliseconds,species_0000001,species_0000002,species_0000006,species_0000007,species_0000008,species_0000009,species_0000011,species_0000016,species_0000017
2600,4.1238358932914076e-11,5e-06,9.684422125329883e-10,1.0370363512318904e-09,4.539249402666416e-23,7.449743122463591e-09,2.7749626252218054e-13,9.999999999999999e-06,1e-05
2700,4.158152279601505e-11,5e-06,9.8008672750049e-10,1.14231997931456e-09,4.446835797827161e-23,7.0721609395790624e-09,2.7609047283806134e-13,9.999999999999999e-06,9.999999999999999e-06
2800,4.101536225826166e-11,5.000000000000001e-06,9.677625171250881e-10,1.1071318202612637e-09,4.464858685200261e-23,7.647132538738218e-09,2.7571239817388194e-13,9.999999999999999e-06,1e-05
2900,4.171603801144417e-11,5e-06,9.60985509484407e-10,1.1995059310301037e-09,4.4794094514224606e-23,9.192291815136395e-09,3.0366232873888143e-13,1e-05,1e-05
3000,4.14993421784086e-11,4.9999999999999996e-06,9.602396338639048e-10,1.2310765898103663e-09,4.4678017606520525e-23,9.250829016171738e-09,3.151465265768309e-13,1e-05,9.999999999999999e-06
3100,4.0954393429418906e-11,5.000000000000001e-06,9.826469703661028e-10,1.2761123915939464e-09,4.456870325830299e-23,9.561167271139347e-09,3.1377501639640575e-13,1e-05,1e-05
3200,4.128352444344721e-11,5e-06,9.669668903865577e-10,1.3170762803909197e-09,4.546101839536636e-23,1.0024777960563012e-08,3.0710396857557767e-13,1e-05,1e-05
3300,4.160881939375335e-11,5e-06,9.809354277997224e-10,1.3808699938815967e-09,4.4767628004451184e-23,1.0593683887874603e-08,3.295493869414723e-13,1e-05,1e-05
3400,4.137482733763821e-11,5.000000000000001e-06,9.750988419669826e-10,1.4231194817621475e-09,4.493124877126092e-23,1.1585596736967467e-08,3.433357865391174e-13,1e-05,1e-05
3500,4.135707641069776e-11,4.9999999999999996e-06,9.78664330521577e-10,1.4392673333548014e-09,4.4473174670879275e-23,1.2289925146279366e-08,3.37895781083937e-13,1e-05,1e-05
3600,4.0842703179264974e-11,5e-06,9.766012549335814e-10,1.455624376411324e-09,4.4608003621005626e-23,1.2183723358415819e-08,3.5392375735826275e-13,1e-05,1e-05
3700,4.14975456435004e-11,5e-06,9.707794420871318e-10,1.5000482261032065e-09,4.513648097781507e-23,1.2730808154164134e-08,3.707719214153443e-13,1e-05,1e-05
3800,4.117987289130895e-11,5e-06,9.821288610919145e-10,1.5900401370763279e-09,4.4452924006078577e-23,1.3817360728517488e-08,3.8194196855252866e-13,1e-05,1e-05
3900,4.105992955588687e-11,4.9999999999999996e-06,9.680608522639385e-10,1.5779282644984696e-09,4.5309201739024277e-23,1.3797666880460327e-08,3.9629652489506464e-13,9.999999999999999e-06,1e-05
4000,4.134877220517665e-11,5e-06,9.581180731293956e-10,1.6383771763437572e-09,4.530842581856267e-23,1.5002553708204772e-08,3.9924243271995923e-13,1e-05,1e-05
4100,4.106331468685426e-11,4.9999999999999996e-06,9.768106456272307e-10,1.656517335260893e-09,4.547274056131835e-23,1.53621421907039e-08,3.943666938829079e-13,1.0000000000000003e-05,1e-05
4200,4.151041363823477e-11,4.9999999999999996e-06,9.625081343807214e-10,1.671813304632397e-09,4.523314434471253e-23,1.578280970716013e-08,4.2471209409237105e-13,1e-05,1e-05
4300,4.114033738420911e-11,5e-06,9.660167939889595e-10,1.7107415461062176e-09,4.46872787972476e-23,1.5996915650481354e-08,4.3018262691206493e-13,9.999999999999999e-06,9.999999999999999e-06
4400,4.140717790879838e-11,5e-06,9.59278575960105e-10,1.858477987518392e-09,4.4710909648093935e-23,1.6868668854288817e-08,4.4335241599938334e-13,1e-05,1e-05
4500,4.177273765648367e-11,5e-06,9.84067092389755e-10,1.8068644922904789e-09,4.500608589109099e-23,1.714465575625187e-08,4.573725244208248e-13,9.999999999999999e-06,1e-05
4600,4.164624726505162e-11,5e-06,9.70308582663008e-10,1.8499687357837264e-09,4.563119320147059e-23,1.8843650183849263e-08,4.623702872843899e-13,1e-05,1e-05
4700,4.147897393360964e-11,5e-06,9.734661844037784e-10,1.9499633334113473e-09,4.5240298888728905e-23,1.9110105990635678e-08,4.700421299455113e-13,1e-05,1e-05
4800,4.077817155677316e-11,5.000000000000001e-06,9.74057946815167e-10,1.9528180642420567e-09,4.519007687289195e-23,1.927986881661303e-08,4.827846209249596e-13,1e-05,1e-05
4900,4.0872056157692653e-11,5e-06,9.662968520871796e-10,2.0489521677793584e-09,4.494722921690237e-23,2.0371606994514733e-08,4.9147937961206e-13,1e-05,1e-05
5000,4.1749716991729605e-11,5e-06,9.787292849355333e-10,2.1089624862056355e-09,4.547531401250724e-23,2.056307817603377e-08,4.93298272841033e-13,1e-05,1e-05
