milliseconds,MrnaP21,MrnaCy,MrnaP53,P21,Cy,CyP21,aPcna,Rc,pRc,aRc,iRc,Dna,Dam,P53,iPcna
3000,1.002513870612463,1.0,1.0,0.08629520051033014,0.2836958581765125,0.12857530056444486,-0.0016318606381807719,0.999988477292151,1.162655222151573e-05,1.8752211491613953e-10,1.1625340864582554e-07,1.3878982341058204e-12,0.0030213656741592838,0.012852294733541542,0.49790654984210747
3100,1.0025986678866807,1.0,1.0,0.08388145539174219,0.2842364128947555,0.1274967752175669,0.0036465257546587984,0.9999880773051459,1.1737579687248972e-05,2.019420064071534e-10,1.2229126275411395e-07,1.4449311176245194e-12,0.0031407211778964965,0.012884555813303198,0.49897607788727094
3200,1.0026736814736084,1.0,1.0,0.08686367386161084,0.2819996112630411,0.12940798325699596,-0.00019345386829763443,0.9999882214141452,1.1945703352355067e-05,2.2326902086451313e-10,1.2540361242549644e-07,1.5669072051749532e-12,0.0031744071067665107,0.013013446777308204,0.49823980052122807
3300,1.0027631667850465,1.0,1.0,0.08263294796638866,0.2804747512642324,0.13174350293750225,0.0009269155436024213,0.9999880501721252,1.2109832529832869e-05,2.2463395391687553e-10,1.357453564380905e-07,1.6992121856144836e-12,0.003345341717501718,0.013071687996842959,0.5015140874163313
3400,1.0029351363053876,1.0,1.0,0.08001454188699521,0.2789878984475429,0.1351155326473787,-0.001631614346635619,0.9999876030972601,1.1989327862530451e-05,2.391333981700403e-10,1.366430125111361e-07,1.963250757826279e-12,0.00339951031637027,0.013190904381227003,0.4953831166499594
3500,1.0029736397443445,1.0,1.0,0.08286472143758904,0.27822140983146854,0.13706716882049727,-0.0017009519671090404,0.9999876214932589,1.2330656484524857e-05,2.6598713263940726e-10,1.48878077420639e-07,2.166859942989266e-12,0.0034950739271323197,0.013206130628809263,0.4968566461167158
3600,1.0030126984883794,1.0,1.0,0.08146491283507372,0.27694589936724595,0.13883584269885182,-0.0003451955244306204,0.9999876847499827,1.2439916338957979e-05,2.7814929122847644e-10,1.5499655162549482e-07,2.2946429806028664e-12,0.0035519558914719755,0.01344558804184601,0.4956705209976746
3700,1.0031700688262806,1.0,1.0,0.078002071771429,0.27709646893431394,0.13932114920128563,0.003270639746165381,0.9999873819884593,1.241511287223181e-05,3.029580223497479e-10,1.568490407663636e-07,2.4859314442644025e-12,0.003700455726380488,0.01333049597548172,0.49548329329847385
3800,1.0033059629607002,1.0,1.0,0.07450675198331398,0.2743173813504122,0.13934427678747718,-0.0021519133074440304,0.999987452937178,1.237332228865818e-05,3.167370850389397e-10,1.667718572999634e-07,2.7809625969373595e-12,0.0037252494918353115,0.013480155921293674,0.5008158803975522
3900,1.0033921514931596,1.0,1.0,0.07573450326485909,0.27353423577757036,0.14181845458877024,-0.0004268679012499764,0.9999872397426565,1.251776168988776e-05,3.287843632843146e-10,1.7158029041066137e-07,2.9948250974017155e-12,0.003886981838049601,0.013753164512938438,0.49834514648666234
4000,1.0035370620742265,1.0,1.0,0.06816405361943667,0.2727461713739787,0.14101397387985296,0.0012839324201534648,0.9999871453155843,1.2836075128433667e-05,3.454092956110777e-10,1.7363213755634635e-07,3.233106649565567e-12,0.003985620623626795,0.013772587067994653,0.4976591393973979
4100,1.0036126951238855,1.0,1.0,0.06743545947041273,0.2722339089063002,0.144214331194244,0.0018722224045293605,0.9999869510403541,1.2790201445867992e-05,3.6870637786137784e-10,1.8213235062618105e-07,3.3230920670559276e-12,0.004072753458955367,0.013815420448390427,0.49821239866879136
4200,1.003736581710927,1.0,1.0,0.06928069622737891,0.27464772880662236,0.1428334441300901,0.0024066904505149946,0.9999869579704235,1.2820451137983449e-05,3.9098107778038773e-10,1.8717905287293256e-07,3.6345352621641914e-12,0.0042614946285116796,0.013993706539870261,0.4960606484962281
4300,1.0037441658215993,1.0,1.0,0.07167596666887104,0.2729563845342209,0.14573815047722402,0.0027499896984358937,0.999986783987083,1.2944298239389302e-05,4.0818154562532914e-10,1.934679479930863e-07,3.86164507767563e-12,0.004282763579611662,0.014115127494940911,0.5006877866604146
4400,1.0038703049312274,1.0,1.0,0.06868929717017856,0.2700809735011584,0.14637773073880544,0.0022902626011568074,0.9999867020447245,1.3186312091822148e-05,4.22356197169984e-10,2.038557875250209e-07,4.272281793700204e-12,0.004336051830635498,0.014130837586473566,0.4984942036053951
4500,1.00392910027372,1.0,1.0,0.06758489251955557,0.2708386226526458,0.14603748630435714,0.001696154474281169,0.9999863546535595,1.329562709531892e-05,4.5557007119400653e-10,2.0964851578536385e-07,4.50293167437668e-12,0.004510642717139064,0.014324845258318012,0.500098517951586
4600,1.0041486141931892,1.0,1.0,0.06295174194499051,0.27042535355471875,0.14999628420759692,0.004096897804964843,0.999986564758983,1.3424411358574905e-05,4.718852909895598e-10,2.1625701364187934e-07,4.955711473452946e-12,0.004596085274253236,0.014412537985444191,0.5010754617506985
4700,1.0042202828808706,1.0,1.0,0.06559497094104913,0.26924951040323597,0.14991630743772366,0.004452109730921751,0.9999861486132038,1.3569132575452112e-05,4.894316997887979e-10,2.254673477385189e-07,5.182039366150665e-12,0.004675722231669066,0.014510797731995963,0.5003320953816416
4800,1.0043203025829734,1.0,1.0,0.061467596037373624,0.27113088322275114,0.14919768632029806,0.002468032306709102,0.9999860665207982,1.3426741825885465e-05,5.143941008098172e-10,2.2750954548358725e-07,5.6258516772154826e-12,0.004775081644954037,0.014546620678364156,0.49991377792044883
4900,1.0044634885141204,1.0,1.0,0.06046035751392609,0.2702569625277034,0.1526413372823424,0.003651343368488434,0.9999859598569163,1.3599397795455638e-05,5.357611990560243e-10,2.3623212648131255e-07,5.903094379124418e-12,0.0049475914524351235,0.014681255961734143,0.49886851204238164
5000,1.0045127267710152,1.0,1.0,0.06402292923782305,0.2702562663047438,0.15040710448619288,0.0031237557284277163,0.999986077712084,1.3722020761175438e-05,5.539979394860742e-10,2.4329466437214295e-07,6.377041037844095e-12,0.004946580654353756,0.014717515495819665,0.5013407518138885
