miliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
1000,-0.0007991293705016718,-3.433359765945386e-06,0.0011196572035048378,7.146041040605134e-05,4.150712258357016e-06,3.42127102171818e-05,-7.425242653155966e-07,-6.362421365896637e-06,8.239304293870879e-08,-1.3369877008874367e-07,-2.633367524106461e-09,1.1085723199572643e-06,5.592283559259211e-06,5.584184059408467e-10,2.4623094363119943e-05,-2.8369840029723558e-12,2.16337861706312e-08,1.0302530453764358e-06,4.62978824348463e-06,0.0017897588130157936,-0.048689283405719215
1100,-0.0009344630664971545,-4.147627979642172e-06,0.001346674465456631,8.577478436449933e-05,4.861188948197548e-06,3.835577852640644e-05,-9.78510930926705e-07,-7.409667832309747e-06,8.893304069106512e-08,-1.3637254513512552e-07,-2.9804333709057278e-09,1.299250433976617e-06,6.15501143082853e-06,7.175238203325573e-10,2.9894623840209253e-05,-3.128333011245211e-12,2.4835272393635667e-08,1.2522169387058038e-06,6.107465367087862e-06,0.0024419094345462474,-0.06544461870282474
1200,-0.0012535711359386804,-5.1375189585127725e-06,0.0015826138466622129,9.787129674315441e-05,5.802223524756361e-06,4.0686958343273245e-05,-9.964824958749258e-07,-9.31109607896039e-06,1.0037930546646751e-07,-1.7073354854206437e-07,-3.602566250273745e-09,1.537945654018753e-06,7.21301204034551e-06,8.935194878776245e-10,3.9651877762220524e-05,-3.588294912674843e-12,2.685568653526626e-08,1.2991286893725496e-06,6.859648574931627e-06,0.002529334625524794,-0.0717803316207652
1300,-0.0012627708326121286,-5.573918682050741e-06,0.00160000330619327,0.00011665672185670331,6.473148400674696e-06,4.368595001387494e-05,-1.2218331746429494e-06,-9.84709286199626e-06,1.0757856706095136e-07,-1.630033947786287e-07,-4.126341809226534e-09,1.680467211397797e-06,7.69877832463373e-06,1.002654814906097e-09,4.5569282804717616e-05,-4.277501180405192e-12,3.077100484075395e-08,1.4978584881914943e-06,6.907137737658845e-06,0.0033435462900450563,-0.07252882267131897
1400,-0.0015150835091441686,-5.721151601958448e-06,0.0017799673756694182,0.00012780594158646232,6.935551085524877e-06,4.8899284725078015e-05,-1.1786238262687693e-06,-1.0547736832946209e-05,1.2973222341497486e-07,-1.8252990270987623e-07,-4.320418086842354e-09,1.8871318923522892e-06,9.23958481097684e-06,1.1675530549807714e-09,4.7938325706387744e-05,-4.737577284212412e-12,3.399326054512331e-08,1.6174670647484757e-06,7.990907219480773e-06,0.0035029832081017727,-0.08167440777284177
1500,-0.0015577348867360308,-6.703425762292183e-06,0.002041846654213878,0.00013606911153867196,7.219627159324529e-06,5.8365034715534566e-05,-1.3302085098846792e-06,-1.1560798866533852e-05,1.3526041713826101e-07,-1.9992785506557196e-07,-4.567202913185765e-09,1.9271762566691893e-06,8.975624696401383e-06,1.1691825001719324e-09,5.446170452036215e-05,-5.007747363703918e-12,3.6869670031455196e-08,1.8696320109518344e-06,9.005654673318772e-06,0.004075334956368131,-0.09309672912592032
1600,-0.0016670709449147236,-7.2006436252037854e-06,0.002081484672568816,0.00014008996588236476,7.766340084478047e-06,5.976693353077778e-05,-1.5263145558095342e-06,-1.2314277863112508e-05,1.5533998465676606e-07,-2.1616825880584215e-07,-5.450670129449645e-09,2.10501756151385e-06,1.0566319380466735e-05,1.3792127803018938e-09,6.01521873326405e-05,-5.404944864952575e-12,3.598242882260649e-08,1.983227605618799e-06,9.504587541706557e-06,0.004492887864842532,-0.10685498428695729
1700,-0.0018498224918537672,-7.724173089724266e-06,0.0024008031043421555,0.0001653887151886032,8.940744938367305e-06,6.494995431334943e-05,-1.6491939798874744e-06,-1.3914799486773351e-05,1.7282944429909484e-07,-2.2780440305875227e-07,-5.3869234799106525e-09,2.390987048447365e-06,1.0766962672832043e-05,1.4392147286104574e-09,6.786413079054909e-05,-5.769400979804706e-12,4.206136421756411e-08,2.1389120270813826e-06,1.0750069978100853e-05,0.00464367406181294,-0.11213717749166555
1800,-0.002013565170325674,-8.343917252218281e-06,0.0024005312788383856,0.00016610050492741387,9.453754948101733e-06,7.239139490308965e-05,-1.6951551477691382e-06,-1.4572860602333209e-05,1.7200335946459978e-07,-2.419476928406374e-07,-6.175001648993055e-09,2.3937817217837663e-06,1.223567282903907e-05,1.5814934878700973e-09,6.993481499025501e-05,-6.518558279666563e-12,4.275498608446947e-08,2.150343858485189e-06,1.1991516875842587e-05,0.004968397135291026,-0.12136377843706317
1900,-0.0020640262672213133,-8.655833196392652e-06,0.0025894854934400595,0.0001774673660519039,9.724103770871464e-06,7.790540787877894e-05,-1.9310134169949497e-06,-1.5804743446941037e-05,1.883004937978673e-07,-2.4267465774301163e-07,-6.31069628362377e-09,2.695261424141087e-06,1.3066490819479936e-05,1.6444780545413786e-09,7.558892059236065e-05,-6.695024545872296e-12,4.5113204351878285e-08,2.4634828646802758e-06,1.2651903131043893e-05,0.005376350818518659,-0.12431728910687549
2000,-0.002323090600444921,-9.276480735073097e-06,0.002763924302498128,0.0001950853721377431,1.0988622248130166e-05,8.115355774022552e-05,-2.04969607334733e-06,-1.6094393577797684e-05,1.995149664804949e-07,-2.421950895456566e-07,-6.684707760933613e-09,2.743884999920449e-06,1.394248535992319e-05,1.7579840103793525e-09,8.036443071195955e-05,-7.29899755102477e-12,5.1185977924575216e-08,2.532359000945383e-06,1.3505433401690291e-05,0.005764399387606233,-0.13838332524163993
2100,-0.0023575111470644995,-9.93543212200237e-06,0.0029494956222405554,0.00020900977135166653,1.1200175054763414e-05,8.533175925271903e-05,-2.1490558442001156e-06,-1.7868315954425396e-05,2.195584525021742e-07,-2.720268747511948e-07,-7.336113099974912e-09,2.9637027561199754e-06,1.4129024916087676e-05,2.0136342274199044e-09,8.520663910584137e-05,-7.713069429762944e-12,5.072246784139409e-08,2.6109479552669495e-06,1.4286788105056825e-05,0.006334447164783281,-0.1490600245405034
2200,-0.0025381735103257317,-1.0607845540811186e-05,0.003174672520469216,0.00022147926315377507,1.1411114273721135e-05,8.73240710628947e-05,-2.192914196902958e-06,-1.8149914391140322e-05,2.1982178922132007e-07,-2.8475134033397397e-07,-7.750544138062529e-09,3.249816805603527e-06,1.537516043148111e-05,2.0844806635446884e-09,9.596976485520199e-05,-7.89951063296487e-12,5.4301800224319035e-08,2.7662598464856217e-06,1.5353633380966856e-05,0.006547266300901886,-0.153565156186521
2300,-0.002709922971197249,-1.112890345728718e-05,0.0032640375757851067,0.00022842283964789702,1.2829625544755228e-05,9.848498685832026e-05,-2.2683733808470225e-06,-1.88806001164081e-05,2.304838411422992e-07,-2.78464620382066e-07,-8.09129129467524e-09,3.4180843947492268e-06,1.5733155707937832e-05,2.1522540446134225e-09,9.746989736655286e-05,-8.323646910918138e-12,5.886767100643128e-08,2.9463729341597078e-06,1.6063298062107228e-05,0.007201494641288687,-0.16456057714142233
2400,-0.0027808360894805385,-1.1117236492766295e-05,0.0036358292296982866,0.00023468214248980834,1.3465191022179002e-05,9.906137249040403e-05,-2.4234629154104027e-06,-2.0874776823490188e-05,2.4589014640903585e-07,-3.0371520741984924e-07,-8.327791141798071e-09,3.5136705900811087e-06,1.6374362314840188e-05,2.3925478916326356e-09,0.00010256211420854197,-8.6398475995864e-12,6.062537777029195e-08,3.0669939871313493e-06,1.645476848505666e-05,0.007655007910659536,-0.17459892222552448
2500,-0.002894055322757013,-1.2071513293822328e-05,0.0037709120957214906,0.00025025211358727697,1.3590036760509665e-05,0.00010635362731629193,-2.6472712801161075e-06,-2.1614946020443663e-05,2.6886438919219953e-07,-3.2003456819462063e-07,-9.190209563544978e-09,3.640004747381219e-06,1.717465775674934e-05,2.4423013262017327e-09,0.00010590382820769446,-9.348436024834569e-12,6.572141747092431e-08,3.2825104977126696e-06,1.758387120045434e-05,0.007755107252425982,-0.18182462975017044
2600,-0.003106358583733182,-1.2183972740444492e-05,0.0038698315661498646,0.0002607089873394235,1.3957107961087988e-05,0.00011198537435927468,-2.7243625092738724e-06,-2.1990470788969567e-05,2.781355869237514e-07,-3.2289825914971154e-07,-9.152563243545592e-09,3.8711665573769305e-06,1.7829769401733204e-05,2.509768259943688e-09,0.00011474934271509938,-9.727624839182281e-12,6.540228687326018e-08,3.4881978750302843e-06,1.8421536941302956e-05,0.008388597255344767,-0.1915591565954546
2700,-0.0032446792685476692,-1.2994837568244742e-05,0.003986066940692563,0.00028076747528652565,1.5008626380402085e-05,0.00011538881186533624,-2.824795008428089e-06,-2.275871599391495e-05,2.8336907554599665e-07,-3.393134326128673e-07,-9.7719660210052e-09,4.094003605665606e-06,1.9282328335617564e-05,2.692281510674981e-09,0.00012280803278314363,-1.0086853123821267e-11,7.009818452318667e-08,3.6556192373798663e-06,1.9651204579048863e-05,0.008559017997270804,-0.1931198561236535
2800,-0.003244429977128527,-1.369733395652173e-05,0.004102807028899892,0.00028082735746919,1.594211670116223e-05,0.00011831015548751129,-2.9586452156944977e-06,-2.4309344881401558e-05,3.059608865561795e-07,-3.382792942903188e-07,-1.0410658367156418e-08,4.206218310963722e-06,2.0119465974956925e-05,2.753903589672055e-09,0.00012861165991017286,-1.084408185500046e-11,7.089232350542225e-08,3.7429995884457136e-06,1.9456683654984194e-05,0.009031615616481166,-0.2084272907345021
2900,-0.0035133326625959205,-1.4153390275223934e-05,0.00433024383719649,0.000291351808199919,1.6599170835151755e-05,0.00012617123883093583,-3.0191496328331806e-06,-2.587188286073027e-05,3.049634083065835e-07,-3.56071475844776e-07,-1.0570362070346843e-08,4.373557800508293e-06,2.1087137419573628e-05,2.9830757038602264e-09,0.00012861090427353222,-1.0912098078993413e-11,7.706700456614962e-08,3.9439966999256984e-06,2.1018465335747007e-05,0.009565030881151302,-0.21980419833501463
3000,-0.003593432187153143,-1.4598639902869769e-05,0.004588590789801854,0.0003040568592462836,1.6388692133128567e-05,0.0001272058103926699,-3.1989129955131967e-06,-2.675753571906586e-05,3.2141657101099436e-07,-3.638320609707762e-07,-1.1247022497602239e-08,4.369405845649509e-06,2.1194685811113412e-05,3.1323959548343475e-09,0.00013534183738309996,-1.1388422362109379e-11,7.913857485157708e-08,4.0594681445756736e-06,2.1740515903747062e-05,0.009593959819427919,-0.22585684865806055
3100,-0.0037449354191822436,-1.5231243225130907e-05,0.004763563730358387,0.0003290113059530334,1.717684620713198e-05,0.00013603902235741121,-3.3114768953595173e-06,-2.793710298780153e-05,3.436469096779797e-07,-3.91887693155057e-07,-1.1384648980858549e-08,4.632571417260868e-06,2.2398586067817663e-05,3.2277675032922603e-09,0.00013907824474936048,-1.1798546556313939e-11,8.130570811790238e-08,4.132471833283134e-06,2.246259359253047e-05,0.010330366778498787,-0.23100720910783082
3200,-0.003885803640841152,-1.597073805564697e-05,0.004846754888521324,0.00032444556842510687,1.7661655437320896e-05,0.00014013664788455833,-3.4179520971632587e-06,-2.7632849607047756e-05,3.4432532007350375e-07,-3.845774777077186e-07,-1.1637137050192932e-08,4.8467543598217796e-06,2.2953607198051356e-05,3.2412174037901433e-09,0.00014716171650255828,-1.2519615457354348e-11,8.224109659700861e-08,4.2288539917931675e-06,2.392707055172123e-05,0.010437392775185636,-0.24124476413106677
3300,-0.004019419420460009,-1.6358174116882504e-05,0.005102772918299749,0.0003365470668853161,1.8850156832578754e-05,0.00014617123683097663,-3.4372781145652574e-06,-2.9310822496400702e-05,3.558001223591354e-07,-4.018878392491045e-07,-1.2227644265578367e-08,5.0169968740135575e-06,2.435716574769755e-05,3.480553081950214e-09,0.0001502742667307215,-1.2615940341317901e-11,8.632942118688131e-08,4.406311863747691e-06,2.3877316451879636e-05,0.01112865218359571,-0.2522319869184287
3400,-0.004012875254611864,-1.7052392974447822e-05,0.005149077396040235,0.000352593191155099,1.957507091297143e-05,0.00014613044534003984,-3.6510320644798388e-06,-3.0029933918891918e-05,3.66963457713767e-07,-4.039302906146958e-07,-1.258742076557668e-08,5.105001554872637e-06,2.431261397486227e-05,3.5932148318676697e-09,0.00015521247790411543,-1.3134676437336171e-11,8.888439659762313e-08,4.496187338108099e-06,2.448986592075418e-05,0.011265294736449721,-0.2536015538823463
3500,-0.00432963605185078,-1.7477236161448733e-05,0.005310359396735519,0.00036844752726315446,1.9558164021117944e-05,0.00015417283941546354,-3.8275703581391885e-06,-3.11032118068477e-05,3.8253805799789087e-07,-4.230187410992585e-07,-1.3199834800348118e-08,5.195385083160529e-06,2.5132710444299946e-05,3.635295508991627e-09,0.00016116983234905162,-1.379222491357151e-11,9.035554700697581e-08,4.7539778462367695e-06,2.578705405858783e-05,0.011883409675984762,-0.26840904455199965
3600,-0.004395292331751903,-1.7615748798177797e-05,0.005468164826809813,0.0003805129593900817,2.061313140353398e-05,0.00015737114982470875,-3.901831522404157e-06,-3.254957575787475e-05,3.952250441326335e-07,-4.4584537677219446e-07,-1.3670331100166894e-08,5.493337708949765e-06,2.5965334202567248e-05,3.7575243275160375e-09,0.00017135568396757538,-1.3724876270876524e-11,9.520904112169437e-08,4.85031106975709e-06,2.616019926404598e-05,0.012135192279470842,-0.2735889608496061
3700,-0.0045202095182912735,-1.8646134379325973e-05,0.005740873800704243,0.0003900943547486288,2.0709727842885074e-05,0.0001639108107570342,-3.999816411156254e-06,-3.333593847143992e-05,4.004200259484182e-07,-4.476517868044321e-07,-1.4071822780463647e-08,5.542379552476693e-06,2.710384517834398e-05,3.856407880822577e-09,0.00017449015005274152,-1.4089993517314822e-11,9.808307585280255e-08,4.943497139547964e-06,2.7474765389025574e-05,0.012808855883023149,-0.286609159469696
3800,-0.004643326892300902,-1.9214528134744558e-05,0.005898141689439781,0.00040665286678964984,2.1921659745038934e-05,0.0001716040224473622,-4.175772946179386e-06,-3.3431329240516644e-05,4.2815085843011546e-07,-4.67663150787325e-07,-1.4436789605979164e-08,5.915290482090096e-06,2.822946194732178e-05,3.980067974839494e-09,0.00017869049254373866,-1.4952285329728795e-11,1.0241484365690704e-07,5.194273428950931e-06,2.8634841678424908e-05,0.013188755579031802,-0.28777675765848865
3900,-0.0048123072458905744,-1.9355551258454415e-05,0.00593248472529128,0.00040736279807578794,2.2294780863528762e-05,0.00017424985804325715,-4.2186778667915446e-06,-3.456065664517345e-05,4.266062631926766e-07,-5.049231666876401e-07,-1.433445857209937e-08,5.8352737323649796e-06,2.855114295590205e-05,4.099834937195846e-09,0.00017811161839887164,-1.529396418431444e-11,1.0502392477860313e-07,5.209256030279861e-06,2.8845560479461737e-05,0.01282694165808466,-0.2901788502652961
4000,-0.004896093145960753,-1.965269671349845e-05,0.006274235416713654,0.0004220850575680185,2.2536015521359855e-05,0.0001782390579920473,-4.34670969103498e-06,-3.6137084730242824e-05,4.490251542529407e-07,-5.58062526667923e-07,-1.478155639574325e-08,6.146172631257108e-06,2.88551498316725e-05,4.133946203130054e-09,0.0001768405044661296,-1.5317690421726154e-11,1.063565971898772e-07,5.433328488785358e-06,2.9692392201182467e-05,0.01270451432177812,-0.2967676558150371
4100,-0.0050734312665524205,-2.0752657398743336e-05,0.006393422263282976,0.0004244962066537245,2.315020312400521e-05,0.00017850434008827396,-4.483587852829353e-06,-3.656345054583621e-05,4.600087407692534e-07,-6.378125184559505e-07,-1.562293832681726e-08,6.2509019984632e-06,2.9770038949749135e-05,4.365257015523761e-09,0.00017708651222164598,-1.609044381869387e-11,1.0906451418008647e-07,5.604456002085012e-06,3.0481710517433668e-05,0.013133395636263735,-0.2934501588988049
4200,-0.005142420712927039,-2.1184474313890494e-05,0.006532161228411084,0.00045000203057687785,2.4080020197736868e-05,0.00018924414651433558,-4.515923669185778e-06,-3.7906658651049465e-05,4.5442798232609446e-07,-6.829231049061956e-07,-1.5845122723747073e-08,6.337273803464007e-06,3.094020986613622e-05,4.360215391096796e-09,0.00017752808847811368,-1.655251941133578e-11,1.1113077899466333e-07,5.6330372089349105e-06,3.084087704289452e-05,0.012673595482516006,-0.2944289900253445
4300,-0.005248311970856436,-2.121396967574992e-05,0.0065523489660840265,0.00045351703815528515,2.4793852848967772e-05,0.00019138132500283084,-4.643250543028864e-06,-3.793430348610229e-05,4.747947259258222e-07,-7.326950443672451e-07,-1.6091059884869565e-08,6.641424681525542e-06,3.174117664902581e-05,4.521397045064505e-09,0.00017656725486958,-1.6873055614471863e-11,1.1554648269386947e-07,5.9446711869176e-06,3.2324492788095294e-05,0.012871283284008153,-0.2911381404241167
4400,-0.005422709053571478,-2.1631816144700995e-05,0.006720864282793005,0.00046416422796303477,2.516056871248615e-05,0.00019523118129694748,-4.748541958000612e-06,-3.9665726041034396e-05,4.782560313856368e-07,-8.109171347402257e-07,-1.6718566408112067e-08,6.715461686639564e-06,3.236652958938817e-05,4.533715573111777e-09,0.0001794944757196319,-1.7035421060927232e-11,1.1784169041132233e-07,6.067113667501702e-06,3.3403037763764045e-05,0.012601801329369448,-0.29634372634361966
4500,-0.005498680709028312,-2.2412947439204922e-05,0.006954569694043637,0.00047456930615206815,2.593112339604767e-05,0.00019735040562264566,-4.918276153578292e-06,-4.0823137519430067e-05,4.944187595795196e-07,-8.64955534637797e-07,-1.7079431120848426e-08,6.850146892989767e-06,3.228621771415272e-05,4.6543694701425495e-09,0.00017808500023701337,-1.7554551483452114e-11,1.1844769697539821e-07,6.1556819610273866e-06,3.341656424331081e-05,0.012618650916531457,-0.2973983961894208
4600,-0.005605388959972666,-2.2923473927772458e-05,0.007028396978578111,0.0004923860583357179,2.6142013678038738e-05,0.00020186113874982937,-4.898375424336045e-06,-4.0943986188751326e-05,5.052922194436721e-07,-9.122789974176057e-07,-1.6957327249316676e-08,6.993192777637834e-06,3.376915071717913e-05,4.680515227187542e-09,0.000172613686638796,-1.775923343279819e-11,1.2322557228906254e-07,6.209048408508136e-06,3.4402131452341796e-05,0.012864258157851301,-0.29504284199493425
4700,-0.005654122487103516,-2.378285824708527e-05,0.007328308347585125,0.0005005716727669777,2.6395747534257748e-05,0.00020649680737177016,-5.058899859508001e-06,-4.1927953254353044e-05,5.075482378016924e-07,-9.930968878879348e-07,-1.766872952002981e-08,7.2389176833041205e-06,3.378856125607656e-05,4.786540444556365e-09,0.0001783213164523796,-1.79923582355336e-11,1.2500567029208078e-07,6.356667129506442e-06,3.5291829130824936e-05,0.012687614591442952,-0.29643611023342276
4800,-0.0057614483024530354,-2.4033545523854888e-05,0.007521503721534674,0.0005076120954593023,2.720392654592669e-05,0.00021059233039946243,-5.274148098449862e-06,-4.280609551583421e-05,5.199636970923402e-07,-1.0433719254442607e-06,-1.8028984993458097e-08,7.199792167605172e-06,3.454643944625848e-05,4.9648486400353215e-09,0.00017404837646125903,-1.830320972692502e-11,1.2799514608123507e-07,6.526438434094437e-06,3.589362843515549e-05,0.01270915276347472,-0.28793381685872843
4900,-0.0060335878970169295,-2.4771553652764697e-05,0.007532312343722677,0.0005178538789174633,2.8185320457820407e-05,0.0002155569759433051,-5.2418519409716835e-06,-4.4325410729864074e-05,5.401383459961054e-07,-1.1077643743419709e-06,-1.8370701814769284e-08,7.559322762273104e-06,3.566776270402814e-05,4.983908801975707e-09,0.0001737857815022529,-1.9072097148127075e-11,1.302818798019346e-07,6.685064618942645e-06,3.6863043154898216e-05,0.012755120559836547,-0.2967182438010047
5000,-0.006075182734916034,-2.5117979276078915e-05,0.007778680663603343,0.00052512152316846,2.833288136638652e-05,0.0002226095558761376,-5.477663718191286e-06,-4.401893592897464e-05,5.467655215839703e-07,-1.1610411416543995e-06,-1.8625093792996708e-08,7.665601663616158e-06,3.648785621772795e-05,5.074570490633654e-09,0.0001726608153233655,-1.9505093961778896e-11,1.3052365382175986e-07,6.675053489809597e-06,3.709054108942579e-05,0.012595889468166343,-0.2945394669565096
