milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
1200,-0.0012416804858814488,-5.0906213780651684e-06,0.0014758093171998363,0.00010364738967277435,5.628131204326735e-06,4.127897327587344e-05,-1.0089198195513918e-06,-8.4517051093537e-06,1.0544934639926508e-07,-1.5866747406394016e-07,-3.878717834302719e-09,1.551881463975812e-06,6.633566426686151e-06,8.614045935679711e-10,3.993477268824333e-05,-3.8697766331698535e-12,2.561133450674853e-08,1.295847631822223e-06,6.267955471183594e-06,0.0026986956296687044,-0.07384143649863033
1300,-0.0013107230818263447,-5.4479109957340855e-06,0.0016944081563995653,0.0001065981047711582,6.3924546528709655e-06,4.550287107582664e-05,-1.0986975651975695e-06,-9.140900860522957e-06,1.224807074486191e-07,-1.7699951241094358e-07,-4.072696586820279e-09,1.7696482818192641e-06,7.783251971386747e-06,1.04284191375929e-09,4.4264601035868165e-05,-4.0607281543912365e-12,2.8743435403556213e-08,1.5682537401750783e-06,7.0174379701668285e-06,0.002891622666061961,-0.07583625259120058
1400,-0.0014263509043622833,-5.737472797239375e-06,0.001766733876687584,0.00012900660918795649,6.508915511174891e-06,5.390079553884075e-05,-1.3136183811161128e-06,-1.0321938094780355e-05,1.2887755027136072e-07,-1.9649824133354081e-07,-4.6964072523706974e-09,1.7792338348238077e-06,9.251856844429239e-06,1.0936329895215268e-09,4.75434741191822e-05,-4.745891114897701e-12,3.336015538418872e-08,1.6499842196718315e-06,8.46489857304101e-06,0.003406822443589028,-0.08410048142021151
1500,-0.0015236743050462218,-6.443363935892053e-06,0.002087589446731222,0.00013590200256770552,7.841717396701531e-06,5.4693890835600334e-05,-1.377092013929641e-06,-1.1107465449962203e-05,1.490638934474615e-07,-1.9892587760226324e-07,-4.830347765389646e-09,1.891719295521436e-06,8.968520738586579e-06,1.2353379368468974e-09,5.605748924229783e-05,-5.008944336362204e-12,3.709529256971309e-08,1.7370407141270638e-06,8.778064975833444e-06,0.003963670917935322,-0.09425842331529977
1600,-0.001652498958130431,-7.258504062495357e-06,0.0020608123812087633,0.0001451405137511499,8.496440573284863e-06,6.063808594193428e-05,-1.5326210283512355e-06,-1.3109406956111423e-05,1.593753450423112e-07,-1.938281931175088e-07,-5.415264341734218e-09,2.0535952394671627e-06,1.0458585533155931e-05,1.3665966270901787e-09,6.260180391939684e-05,-5.751626641962593e-12,3.669118070729897e-08,2.03389483562013e-06,9.463076403819776e-06,0.0045252287816438365,-0.10572928219619263
1700,-0.0017960358715751173,-7.820254513030463e-06,0.0024341514680028607,0.0001536290689336646,8.392020641362307e-06,6.673960626803552e-05,-1.5474198729791996e-06,-1.2926498768973982e-05,1.6636691503617723e-07,-2.2304122775223577e-07,-5.38464256859922e-09,2.397861909882714e-06,1.139331263658426e-05,1.499382529590545e-09,6.499172153550092e-05,-5.800221744384936e-12,4.281293376441661e-08,1.98580302746846e-06,1.1360607003307208e-05,0.004799884304569097,-0.11512687914888048
1800,-0.001899602968813589,-8.334152925583038e-06,0.002600975129063918,0.00017426844510712273,9.74728463676558e-06,6.930175319205878e-05,-1.7683425844395398e-06,-1.487963985505126e-05,1.7620326237458876e-07,-2.400329920259905e-07,-6.322709833853215e-09,2.6109343204924165e-06,1.2279768492764339e-05,1.5486359260582406e-09,6.931103340095499e-05,-6.444641039677378e-12,4.19206856478303e-08,2.16894244267572e-06,1.1348862778777516e-05,0.005173120145321539,-0.11771101035950561
1900,-0.0021515320742767734,-8.218546679473293e-06,0.002777752489138343,0.00018023456226481114,9.815461198424005e-06,7.824704122115798e-05,-1.8258756795739626e-06,-1.4970309706135335e-05,1.858819612406736e-07,-2.535805079746727e-07,-6.2068277317158735e-09,2.7526008071615264e-06,1.2329354125086797e-05,1.6339714585763084e-09,7.83626101705742e-05,-7.049021568130258e-12,4.772260870286965e-08,2.4825563609638894e-06,1.2573853679546739e-05,0.005434444731415255,-0.12509888536024036
2000,-0.0023076836195692323,-8.949276932987527e-06,0.002750868988747961,0.0001933089081476503,1.1016009910131537e-05,8.02452336317268e-05,-2.00029244196964e-06,-1.6750396038790288e-05,2.072757935622746e-07,-2.4635887978736853e-07,-6.8492382215173215e-09,2.789746969805381e-06,1.3775507862131224e-05,1.8541743021355977e-09,8.482113146481193e-05,-7.344860976623737e-12,4.7761192918625e-08,2.593659111447523e-06,1.3265520514534474e-05,0.005689303752772965,-0.1422446783025283
2100,-0.002368651329674526,-9.337449409475719e-06,0.002962159569627852,0.00020100696684841496,1.1648116032033507e-05,8.362988548341112e-05,-2.0949547122197795e-06,-1.688584341967418e-05,2.1812474746284722e-07,-2.5004902999415396e-07,-7.349775495521838e-09,2.951402242917823e-06,1.3694510759488604e-05,2.022267700067651e-09,8.748256596524585e-05,-7.63128590749616e-12,5.110258044507817e-08,2.762192647924634e-06,1.4677327497971491e-05,0.006121510889494758,-0.14351462593125033
2200,-0.0025481029113877825,-9.88784574171995e-06,0.0030920048192369276,0.00022501706921535192,1.2035041946706743e-05,9.104931163387207e-05,-2.167776965596824e-06,-1.847379524560239e-05,2.2059505801302805e-07,-2.873123828921058e-07,-7.92286824740217e-09,3.210306894600168e-06,1.4890394685986508e-05,2.0397688609635953e-09,9.569637047140617e-05,-8.068858777631078e-12,5.6884184020762016e-08,2.8738578963612937e-06,1.558363749995161e-05,0.006623603904749715,-0.15044840367159296
2300,-0.0026561928268365067,-1.037915793797451e-05,0.003334878833862027,0.0002239128760253206,1.2265328419857367e-05,9.352599853929019e-05,-2.262941130113168e-06,-1.911451998334144e-05,2.3148592581724174e-07,-2.9931471923142694e-07,-8.145297080840781e-09,3.3498005772461147e-06,1.5860714178251504e-05,2.2659174543401435e-09,0.00010135782543377504,-8.140149164358742e-12,5.7947491592331646e-08,3.0446991038351424e-06,1.6391316577802106e-05,0.006839744034289069,-0.16474958684789448
2400,-0.0028443912207774865,-1.129844483880296e-05,0.003400746507390597,0.000246679215041078,1.2777878972554067e-05,0.00010197431413358335,-2.4875612794967306e-06,-1.990952680863027e-05,2.472255447028891e-07,-3.047040107122634e-07,-8.294122002608978e-09,3.59177039799495e-06,1.6505953758230266e-05,2.361844746943048e-09,0.00010190419593461733,-9.014344025398579e-12,5.946731781615267e-08,3.0107164171126808e-06,1.7055077699673876e-05,0.007240597996017137,-0.1728638592560844
2500,-0.0029286191059115386,-1.2110972953343281e-05,0.0036273452612661894,0.00025161263704139616,1.3750054712718702e-05,0.00010706675378297273,-2.591174921364293e-06,-2.172756755488823e-05,2.536739265693409e-07,-3.0905342305123137e-07,-9.055159385640863e-09,3.5950528938331215e-06,1.7942279042736575e-05,2.3959154688312273e-09,0.00010857538643177683,-9.587776008503987e-12,6.393859591478268e-08,3.248826012178358e-06,1.8115594936760452e-05,0.007638259972063839,-0.18336074817923076
2600,-0.0029760850383677225,-1.2473434796016323e-05,0.003915235902098247,0.00026044972029494684,1.468482226830674e-05,0.00011341873073401967,-2.6323150929936686e-06,-2.24936837799015e-05,2.71397911087069e-07,-3.1683389051393786e-07,-9.269001665411941e-09,3.7833140468658296e-06,1.8347208456475272e-05,2.502805317881357e-09,0.00011557584861775925,-9.761104099174289e-12,6.639766523671978e-08,3.352466249949356e-06,1.8388579146209553e-05,0.008207743380691006,-0.18854422799489737
2700,-0.0030996171340673907,-1.3146997960235538e-05,0.004018969578454828,0.0002780981200748088,1.478263970754153e-05,0.00011342860846979869,-2.8254139772772905e-06,-2.3058668240008943e-05,2.7941915606198424e-07,-3.204567543309712e-07,-9.947227788581588e-09,4.08870313678076e-06,1.8685784273794218e-05,2.748258009935021e-09,0.0001224767428584545,-1.0035881685370276e-11,7.06450030073487e-08,3.5799335368825028e-06,1.8791538799729947e-05,0.008806316051331493,-0.20116939336361497
2800,-0.0032717622206824746,-1.3249186457037772e-05,0.004125884687926485,0.0002838879037722614,1.5605452784964338e-05,0.0001184220667902619,-2.855951898543897e-06,-2.4113780558847e-05,3.0317780165512467e-07,-3.450225918327766e-07,-1.0221191201084133e-08,4.077094978846594e-06,1.943893035784027e-05,2.766224866573406e-09,0.0001269127178493361,-1.0396443447364925e-11,7.240943863993614e-08,3.754577746487092e-06,2.0029379208003497e-05,0.009107947609474532,-0.20170586286745035
2900,-0.0035235770797604434,-1.383713160536156e-05,0.004352937920644962,0.00029500158030695817,1.5858952379873332e-05,0.00012737530016733998,-3.0224710574708036e-06,-2.4741079662706657e-05,3.0711977085458443e-07,-3.557723145602423e-07,-1.0289839740735097e-08,4.3919456646640805e-06,2.0882598010076582e-05,2.9948414750089088e-09,0.00013408675523380413,-1.1101989614337409e-11,7.494079351360152e-08,3.796554348768777e-06,2.0558939191915467e-05,0.009266100264165512,-0.21642333585681697
3000,-0.003520761025145357,-1.4320054442569602e-05,0.004652372854241039,0.0003111832017881235,1.7009532593168233e-05,0.00012673855141837707,-3.2018004786458743e-06,-2.6889974981364476e-05,3.2965753214666963e-07,-3.576903032575583e-07,-1.0750823072491304e-08,4.568952974963732e-06,2.1972551459946977e-05,3.1258645261871316e-09,0.00013556681248414566,-1.1354338496626772e-11,7.604915816268174e-08,3.960788767844671e-06,2.1502996391666384e-05,0.009678806541160863,-0.2253645535124883
3100,-0.003692362481249466,-1.527180253095256e-05,0.004627116474470963,0.00031541406145152483,1.7763428542287084e-05,0.00013462219782446881,-3.3476730999175295e-06,-2.7849404315275698e-05,3.2787632516235023e-07,-3.737614912214727e-07,-1.1633377630708771e-08,4.554400020304759e-06,2.1957547978449963e-05,3.2267756692870363e-09,0.00014102051315188763,-1.197549914235329e-11,8.204790532398715e-08,4.042469617401124e-06,2.3030871624353116e-05,0.010287200503205664,-0.22880105991324026
3200,-0.0038793106864131784,-1.548117707379799e-05,0.00498523369530735,0.0003248881820695505,1.8198803862820944e-05,0.00013760207539707299,-3.407067889705897e-06,-2.7841709425927203e-05,3.457442824997611e-07,-3.847640580700299e-07,-1.1753708698301855e-08,4.92416414397772e-06,2.340643847992198e-05,3.3043178582882833e-09,0.00014932241062399525,-1.2026714937422208e-11,8.371293567092934e-08,4.387007052800373e-06,2.3849903628727906e-05,0.010548584176555716,-0.24484914407584657
3300,-0.004052461427893121,-1.6122312997210597e-05,0.004970959254456729,0.00035179774288749533,1.8319141701243924e-05,0.0001424414018009318,-3.442953629191209e-06,-2.9151631473101574e-05,3.5871700623006396e-07,-4.0751877006674527e-07,-1.2310042549788429e-08,5.06468515729717e-06,2.4378712653090853e-05,3.3956028010180573e-09,0.00015079544077962142,-1.2580094267908415e-11,8.606629705963877e-08,4.534466980247873e-06,2.4792469211808234e-05,0.011022294887497756,-0.2499140656710578
3400,-0.0040576920366759564,-1.6586367884252213e-05,0.005326764140378671,0.0003501649409489647,1.930432272124931e-05,0.0001473012608034767,-3.6045881396635326e-06,-3.0504859867158292e-05,3.654169409650039e-07,-4.110319530971441e-07,-1.2330878937826305e-08,5.156662440805767e-06,2.4898980653170818e-05,3.5473514616873302e-09,0.00015753112193311053,-1.283721569281623e-11,8.840553719484035e-08,4.528051276781544e-06,2.5320416302124722e-05,0.01143341977804592,-0.2590689799283431
3500,-0.00421777178702263,-1.7095633297876676e-05,0.005440198842879284,0.0003660078147757578,2.0265354892767317e-05,0.00015221394604165764,-3.7939827632900404e-06,-3.105768582063256e-05,3.768192186554172e-07,-4.340726234456612e-07,-1.3154443821664905e-08,5.41873441402442e-06,2.5532392467465294e-05,3.631412586297677e-09,0.00016215323548638054,-1.3689899685657861e-11,9.137218521770512e-08,4.680568018942215e-06,2.6017875557401532e-05,0.012002917464930466,-0.2630808400211876
3600,-0.004378811633744292,-1.8110543884236772e-05,0.005457320468620643,0.00037663818518315515,2.0436715755307195e-05,0.00016008554665275276,-3.954439269618618e-06,-3.2163747745381615e-05,3.956345352086942e-07,-4.419862777442687e-07,-1.3334629098147116e-08,5.569704222076287e-06,2.56882528393539e-05,3.699153970563278e-09,0.00017132402684109888,-1.4049872242983072e-11,9.373843307322552e-08,4.842553940037531e-06,2.6322574847848555e-05,0.012167079464861686,-0.2757915287818373
3700,-0.004435950691777462,-1.8795721964294912e-05,0.00573866168774607,0.0003890086285787735,2.0859149927578058e-05,0.00016599108715010502,-4.002032821767485e-06,-3.385575528270894e-05,4.152697428164599e-07,-4.5623651079297166e-07,-1.3730217910785296e-08,5.639559065859661e-06,2.7549986976914737e-05,3.829302018951087e-09,0.00017266577954568952,-1.4145113644794721e-11,9.95928287017122e-08,5.029600415880661e-06,2.7169461744798308e-05,0.012799556445992162,-0.28229977244467397
3800,-0.0046524213181751315,-1.9178545032040267e-05,0.005810491020085695,0.000401277166897905,2.1401700498829892e-05,0.00016537219164578477,-4.153382535459101e-06,-3.3677264482468386e-05,4.2764997454150356e-07,-4.6781923977495543e-07,-1.4535043497425417e-08,5.908667520259229e-06,2.7568241624038602e-05,4.083311972164939e-09,0.00017893198609577734,-1.4552859968609472e-11,1.015524323993642e-07,5.175790437857855e-06,2.8514875178145444e-05,0.013162078127603907,-0.28790633984185365
3900,-0.004829716573219456,-1.9388365699404866e-05,0.005978985158559061,0.00041779883677977805,2.2545844718299322e-05,0.00017541180137625736,-4.240627177735805e-06,-3.543251684325009e-05,4.2304551255006917e-07,-5.100879367803769e-07,-1.4497925882696162e-08,5.96944850103422e-06,2.8430147349765165e-05,4.042718086215592e-09,0.00018001062924010854,-1.4992118405377947e-11,1.0221528852356024e-07,5.359557716806016e-06,2.9471702426795945e-05,0.01284946921892308,-0.29649017653526394
4000,-0.004904475151932976,-1.975592970969201e-05,0.006201987261581168,0.00042664297176086207,2.2589758685769506e-05,0.00017773140432835062,-4.286084914255927e-06,-3.5956946244279105e-05,4.446285381003586e-07,-5.588389431055826e-07,-1.5257850668071123e-08,6.004459344591647e-06,2.8693523494511785e-05,4.289990014824637e-09,0.00017921032860775276,-1.5711830707339616e-11,1.0487056177607427e-07,5.3719976319518465e-06,2.983922096282646e-05,0.012722003696220046,-0.2875112220467081
4100,-0.004947257044356272,-2.0668902685191267e-05,0.006424501441260017,0.00042584991799326534,2.365364191463851e-05,0.00018252927066906123,-4.504547934861113e-06,-3.636158072235801e-05,4.5251944096238344e-07,-6.385896927863964e-07,-1.5442149453439168e-08,6.361575084207948e-06,2.9924054017793097e-05,4.279309154413179e-09,0.0001812921830512104,-1.5784082599178542e-11,1.1039126619663387e-07,5.654942515611845e-06,3.0252155737297828e-05,0.013072159172762355,-0.29129910211816507
4200,-0.005139210282084734,-2.127081834870398e-05,0.006482894009407674,0.00044361565195695784,2.3675364786928396e-05,0.00018907834157861765,-4.546268535330324e-06,-3.760329235479367e-05,4.608550980179618e-07,-6.770896874179628e-07,-1.570813132435447e-08,6.301729637444029e-06,3.0974198601412e-05,4.366687146262932e-09,0.00018058895898530387,-1.6175937440345007e-11,1.1276456339618258e-07,5.8086604013383784e-06,3.16861765580667e-05,0.012847234271282114,-0.28975191881083984
4300,-0.005170219161463785,-2.168213262717002e-05,0.006750736867784059,0.0004603294937103555,2.4618145669850508e-05,0.00018687925282537162,-4.574951104493702e-06,-3.844229716974321e-05,4.768626920027531e-07,-7.593176732888765e-07,-1.6029571218015287e-08,6.6648919086476535e-06,3.174835940099169e-05,4.534104269030257e-09,0.00018037939881788967,-1.6395598005265226e-11,1.1305562646416459e-07,5.845169902403064e-06,3.158231584808722e-05,0.012887202543730185,-0.2978531085128178
4400,-0.0054378061366101805,-2.2257715427615886e-05,0.006714982412082018,0.0004588613262547827,2.4948881982476015e-05,0.00019485994693230186,-4.7282322342846985e-06,-3.883151792979205e-05,4.777438535810781e-07,-8.077306046141467e-07,-1.6470924616633585e-08,6.77762418090243e-06,3.259446179659005e-05,4.566667467953388e-09,0.00017889463626297064,-1.7306676751352972e-11,1.1830522826686185e-07,6.049699109871479e-06,3.25569520265908e-05,0.012550355004609472,-0.29263883724346096
4500,-0.005566461389731127,-2.2415127638456856e-05,0.006961361623612455,0.0004698871092565695,2.5226819129139784e-05,0.00020156297826116906,-4.917210991841461e-06,-4.054628664240231e-05,4.894784200510271e-07,-8.697688945755198e-07,-1.7121995901723897e-08,6.736043270336342e-06,3.2643631904150776e-05,4.646623929179346e-09,0.0001740825042640233,-1.721911970332618e-11,1.1742889377429186e-07,6.134797238700629e-06,3.381195468166161e-05,0.012899151712416972,-0.294787562933478
4600,-0.00563864314291345,-2.2954399660229133e-05,0.0069978479040754766,0.0004883573392814706,2.6022527387750332e-05,0.0002066516572683806,-4.994147149269038e-06,-4.154751437366889e-05,5.034393054539389e-07,-9.134323181826092e-07,-1.7020434413130995e-08,6.939346705024811e-06,3.346977163637746e-05,4.841913011724588e-09,0.0001787227397406525,-1.7858837924569883e-11,1.2059273932032156e-07,6.224880811172176e-06,3.4458472157280593e-05,0.012573961941673161,-0.28943210508573153
4700,-0.00575222678226121,-2.3273623089779322e-05,0.007233280831657041,0.0004960936019135548,2.6411227118335744e-05,0.0002077207942263058,-5.037849595176215e-06,-4.166322831171842e-05,5.050999401069662e-07,-9.672278588219939e-07,-1.776164871987563e-08,7.173786355724235e-06,3.392504178624249e-05,4.811148818675963e-09,0.00017719480529367307,-1.812813250313188e-11,1.2457020940466147e-07,6.2733054065572995e-06,3.5050659992846756e-05,0.012778335526466261,-0.2902475507707407
4800,-0.0058255007595242195,-2.376409233472329e-05,0.007465837291345532,0.0005056228667813772,2.7523186867243275e-05,0.0002135273369637806,-5.224304101134009e-06,-4.336739261253994e-05,5.200685305721175e-07,-1.0314385362283182e-06,-1.7729258096798666e-08,7.385415482287312e-06,3.4409883026206045e-05,5.015701250515326e-09,0.0001765116674435342,-1.8475616127207734e-11,1.282663225922235e-07,6.551943847460357e-06,3.583671506262277e-05,0.012604615320410356,-0.2919467337678257
4900,-0.005952971743808116,-2.442162975353848e-05,0.007502625778458275,0.0005107341757407154,2.7484404809462403e-05,0.00021961960851179648,-5.318063303695849e-06,-4.402587902424019e-05,5.3094439197909e-07,-1.086576329473357e-06,-1.8292899086686233e-08,7.5013232629824705e-06,3.6119975005256684e-05,5.108020836747317e-09,0.00017557357818603938,-1.9122430605662702e-11,1.2805808039523308e-07,6.562396642211882e-06,3.7105857801011834e-05,0.012575441246509157,-0.29360240195242227
5000,-0.0060481406569471785,-2.512262932502231e-05,0.007737613416767261,0.0005258942976697682,2.8765353904606534e-05,0.00021739682479138023,-5.429777437450062e-06,-4.4246022389143975e-05,5.471473052989676e-07,-1.1669917612045096e-06,-1.842656675388867e-08,7.611565869446748e-06,3.662587181352806e-05,5.113194325625661e-09,0.00017513199739588322,-1.9513715554830528e-11,1.324960059877644e-07,6.672038191335569e-06,3.716447977893857e-05,0.012462464868194877,-0.29597267874875965
