milliseconds,Susceptible,Infected,Diagnosed,Ailing,Recognized,Threatened,Healed,Extinct
1500,0.9999938623524618,3.9741613157215174e-06,1.057148006067345e-06,5.160622119476635e-07,3.0394048203293074e-07,1.2686908099931218e-08,2.3405447699159378e-07,8.602628138613745e-11
1600,0.9999937228343851,3.9824179920900026e-06,1.124716813847624e-06,5.591026400892553e-07,3.474229698576013e-07,1.2786237048418602e-08,2.569891970085261e-07,1.1436194018843005e-10
1700,0.9999935418619188,4.047815357520392e-06,1.1591125848224666e-06,5.718915668890823e-07,3.7357491037301203e-07,1.8505373261477723e-08,2.59766740820223e-07,6.474924662302406e-11
1800,0.9999932458005448,4.128203000362104e-06,1.212150915194285e-06,6.086299993796973e-07,3.948058251052882e-07,1.7454043444648962e-08,2.831906719972511e-07,9.791700221436976e-11
1900,0.9999931376448207,4.171695166792333e-06,1.2662702260944518e-06,6.294841137142431e-07,4.6866698185925e-07,2.2305433826337973e-08,2.9268369384668656e-07,1.0772519068192683e-10
2000,0.9999929166232218,4.253134202747221e-06,1.369256982150476e-06,6.661812632636521e-07,4.945965857116911e-07,2.3951095099389818e-08,3.2865041854717783e-07,1.516208361879187e-10
2100,0.999992581669612,4.269340458809614e-06,1.370499203229479e-06,6.842481009222514e-07,5.398736152696679e-07,2.7167096692912472e-08,3.540572813047497e-07,1.521845263286594e-10
2200,0.9999923711799213,4.406129408208114e-06,1.4376921976415328e-06,6.973646879868976e-07,5.849560101254572e-07,2.808574985081172e-08,3.7062909519800113e-07,2.0946470654835463e-10
2300,0.9999923146347321,4.460234137919189e-06,1.5190046764712622e-06,7.280368713824151e-07,6.165719149846752e-07,3.322050178226786e-08,4.0613232340478424e-07,2.12176520170898e-10
2400,0.9999920541260513,4.460280344261707e-06,1.545749615179982e-06,7.752323937223291e-07,6.587916389420603e-07,3.4159492397403824e-08,4.2303389953936724e-07,2.900250949464673e-10
2500,0.9999917603267501,4.557160035829386e-06,1.567376439905713e-06,7.863603168514544e-07,7.29922210067217e-07,3.867811138070146e-08,4.58648791472686e-07,3.1204125573695e-10
2600,0.9999918299655658,4.616539596726923e-06,1.6168043867282581e-06,8.087507387498087e-07,7.848936168358517e-07,4.230593672933832e-08,4.77824348761907e-07,3.3643723871904634e-10
2700,0.9999913907505144,4.665108102584001e-06,1.697198908442455e-06,8.222958548091066e-07,7.715153825590028e-07,4.20185395546333e-08,5.027636043278211e-07,3.945404056544718e-10
2800,0.9999911364646652,4.736599677055931e-06,1.7365211769587786e-06,8.65042100360844e-07,8.299130477829762e-07,4.950308899107941e-08,5.240199760537236e-07,4.0791720146808843e-10
2900,0.999991074185411,4.8203732641466655e-06,1.8196543943676024e-06,8.694717633085079e-07,8.861949129074243e-07,5.035874935962619e-08,5.27547956658226e-07,5.091129219804583e-10
3000,0.9999908617097952,4.907481992837481e-06,1.831535062366203e-06,9.068619021352483e-07,9.745026930137421e-07,5.509754393241718e-08,5.514883004866574e-07,5.266760166917545e-10
3100,0.9999906542469803,4.937273611866762e-06,1.9121371757505992e-06,9.168612261395192e-07,9.862572545617539e-07,5.716250899083089e-08,6.110864858020072e-07,5.878110420227484e-10
3200,0.9999902357973087,5.078984643701319e-06,1.975792251473591e-06,9.553409500769153e-07,1.0368941226607842e-06,6.361719938389777e-08,6.251655329186494e-07,6.407693808251817e-10
3300,0.9999899065218038,5.119961459330696e-06,2.0112185196561078e-06,9.765265340623679e-07,1.1145354095634496e-06,6.765737399810626e-08,6.389877039305669e-07,7.052266658225568e-10
3400,0.999989774927228,5.1702416306821805e-06,2.109204521685699e-06,9.995688833002067e-07,1.1990705722670327e-06,7.063455533292775e-08,6.823259299898918e-07,7.901529933227452e-10
3500,0.9999894068234949,5.233271582409999e-06,2.1828523463366054e-06,1.0121712183672525e-06,1.248002011943787e-06,7.533818833454509e-08,7.160035782508236e-07,8.792412246835104e-10
3600,0.9999891966143758,5.376758107081829e-06,2.193934861927661e-06,1.0665586578875753e-06,1.264587338007462e-06,8.245984094067326e-08,7.382945764816178e-07,9.349657861298347e-10
3700,0.9999889486974186,5.4456907032142604e-06,2.283866281598067e-06,1.0742559192370599e-06,1.330180008015734e-06,8.768890939235265e-08,7.48505016684161e-07,1.048101130844712e-09
3800,0.9999887540163427,5.560882487497143e-06,2.280023474107981e-06,1.1154612402856133e-06,1.4546794163345982e-06,9.148537676283469e-08,7.799527986539817e-07,1.1218830166962399e-09
3900,0.9999883723733236,5.621782669665535e-06,2.3743949038329416e-06,1.124247553510273e-06,1.4882933725419102e-06,9.651048027406069e-08,8.128918461856932e-07,1.232734683948137e-09
4000,0.9999882514949852,5.711877624683727e-06,2.4614119892724456e-06,1.1375525904680311e-06,1.5547669370699731e-06,1.0531011719068706e-07,8.623920254180475e-07,1.2953240055688411e-09
4100,0.9999879722700821,5.760032738373271e-06,2.530371453874739e-06,1.1917775168434804e-06,1.5862189521258414e-06,1.1026430090427197e-07,8.755652208303774e-07,1.444502268820202e-09
4200,0.9999877231724253,5.918139635569454e-06,2.514615937635208e-06,1.1994984948657595e-06,1.6577965836406653e-06,1.1817854243157816e-07,9.116166895675814e-07,1.495496570249938e-09
4300,0.9999873656341944,5.985090685566794e-06,2.592389348473214e-06,1.2359535188486682e-06,1.748111445298679e-06,1.2295766224564577e-07,9.703322040670458e-07,1.6182175721572148e-09
4400,0.9999870104867767,6.105461915800892e-06,2.7029065000587534e-06,1.246754023437612e-06,1.8516705012365016e-06,1.2747079699429785e-07,9.833488958646707e-07,1.7355868818741774e-09
4500,0.9999866554871615,6.154909273886515e-06,2.7300413692281925e-06,1.2832177407214896e-06,1.921173998441238e-06,1.3313899884388633e-07,1.02842231983096e-06,1.9271965371714766e-09
4600,0.9999866043201402,6.226261826594322e-06,2.804380492615949e-06,1.2869836978059474e-06,1.9845544261508706e-06,1.445460515072385e-07,1.049796537638579e-06,2.0338689346485475e-09
4700,0.9999863101969494,6.316340349196883e-06,2.8323113505414953e-06,1.3219750225039317e-06,2.0725180805650307e-06,1.504809834883738e-07,1.1155729836942419e-06,2.208233844429329e-09
4800,0.9999858785277269,6.404669057519695e-06,2.951466007340349e-06,1.3415422726111428e-06,2.0996350881118795e-06,1.5807311262038016e-07,1.1300643348204113e-06,2.3081425394674847e-09
4900,0.9999855753849306,6.546319110170807e-06,2.96891298679867e-06,1.3702275165615995e-06,2.18990004830064e-06,1.6578598437156762e-07,1.1928972152475517e-06,2.5079774046216763e-09
5000,0.9999851001263028,6.668727585436032e-06,3.0743024526893683e-06,1.3944055675500415e-06,2.310667290350459e-06,1.7405422390767314e-07,1.2109772541322913e-06,2.6678476180671314e-09
