miliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
1000,63.9776406810219,0.022494436059577568,300.02391370275274,6.828500325899163e-07,69.99999957718465,70.0,3999.999997683577,3999.9999999999973,1.916338194161232e-06,6.807904255170271e-12,3.715660701959092e-06,-6.091134631188232e-10,6.74535890210171e-11,69.9999999133874,3.6224787291726846e-08,647.4663879594942,22.536004534110898,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999450907,1000.000000527299,0.0,0.0,1.0,0.0,0.0,0.0,0.17086621610313893,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1100,63.97482396346587,0.024895994020319445,300.0261891319997,6.81989243454087e-07,69.99999916387786,70.0,3999.999996646703,4000.0000000000864,2.2154505270229995e-06,-6.651922516485538e-13,2.0426183880333946e-06,2.8040701866796234e-08,-8.88968135277644e-11,69.99999993261406,1.2495345520911613e-07,643.290933781797,24.02448841898344,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999274101,1000.000000632303,0.0,0.0,1.0,0.0,0.0,0.0,0.186006105448499,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1200,63.97248073395795,0.027031692454240464,300.0282526271075,6.726687288248694e-07,69.99999914728569,70.0,4000.0000009091323,3999.999999999909,4.017636234318318e-06,1.0298893718693093e-11,3.5440167984780146e-06,-2.534714704464341e-08,6.975896152723168e-11,69.99999975802969,1.1859329045392807e-07,642.205204489218,28.903973266453487,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999268488,1000.0000008739622,0.0,0.0,1.0,0.0,0.0,0.0,0.18315492190918278,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1300,63.97150832678337,0.02973671097963824,300.02842726818847,8.826845030800428e-07,69.99999905845404,70.0,3999.9999904650344,4000.0000000000537,4.680422779707818e-06,-3.1824161539494274e-12,3.1432872974999756e-06,-2.9185254948273125e-08,-3.4854490025934414e-11,69.99999982415285,2.4522868059046064e-07,640.9976956452379,31.030740357572736,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999062862,1000.0000010390746,0.0,0.0,1.0,0.0,0.0,0.0,0.21378837790314387,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1400,63.96999323361017,0.02991341853716158,300.03140784909283,1.062339967763303e-06,69.99999906071592,70.0,3999.9999890746226,4000.0000000000546,4.770051967282255e-06,2.577324992878939e-12,6.416680496242819e-06,2.235629670677614e-08,-5.203461888595338e-11,69.99999982018413,2.543960736503821e-07,636.40840132228,30.607550958675862,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998867946,1000.0000011103233,0.0,0.0,1.0,0.0,0.0,0.0,0.21674335143908058,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1500,63.96654067679822,0.03199128384827001,300.0331812351995,1.2914910993732288e-06,69.99999862103206,70.0,3999.999991257725,3999.9999999999036,5.270436508759333e-06,1.0847593673087976e-11,1.7111031830926434e-05,-8.322512026750685e-09,6.55588814262105e-11,69.99999962784338,2.577040234945372e-07,635.2905776791698,33.88695655214858,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998798674,1000.0000013024121,0.0,0.0,1.0,0.0,0.0,0.0,0.23768118791986098,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1600,63.965715178456655,0.03504218450027138,300.03596357430644,1.4667577824787013e-06,69.99999875111365,70.0,3999.9999812706824,3999.999999999928,7.084971336223003e-06,-4.983685507555891e-12,1.0697710679652401e-05,1.0612923139984125e-08,-4.1944034924944516e-11,69.99999964657033,3.062551842891514e-07,633.7154822121375,35.62792655913666,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998678615,1000.0000012541484,0.0,0.0,1.0,0.0,0.0,0.0,0.25238181459482734,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1700,63.9626497921665,0.03635915704464267,300.036830730917,1.5620046380768523e-06,69.99999841670672,70.0,3999.9999763662686,4000.000000000001,7.251265913125763e-06,-6.1043746784624606e-12,2.2067431596718892e-05,4.8085321695957375e-09,3.760398110429994e-12,69.9999996023152,3.874717872444267e-07,630.0568838492518,40.27464408223891,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998430267,1000.0000015796627,0.0,0.0,1.0,0.0,0.0,0.0,0.27656158900441696,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1800,63.962377593699806,0.04009702855541502,300.03996545663045,1.887332472983724e-06,69.99999826595734,70.0,3999.999982117412,4000.000000000042,8.722019907859892e-06,4.990024991151884e-13,1.7426266485957154e-05,-1.4674533738860597e-08,-3.9343826150764855e-11,69.99999945905485,4.83834572605107e-07,630.6192100734122,42.17297675193025,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999998074598,1000.0000016760168,0.0,0.0,1.0,0.0,0.0,0.0,0.28342277446270026,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1900,63.958064652240154,0.041050442437033,300.040271245843,2.040985782079361e-06,69.99999803708654,70.0,3999.9999785851364,4000.000000000041,9.404954033949309e-06,-8.699871419514223e-12,2.614297458447499e-05,-8.389520613049643e-09,-4.960333078888312e-11,69.9999993198006,5.33994240178504e-07,627.4113438378536,42.08176272484277,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997934694,1000.0000020641536,0.0,0.0,1.0,0.0,0.0,0.0,0.29964100249774217,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2000,63.95616513865927,0.04193165683339374,300.04285861179136,2.352195732682601e-06,69.99999782089944,70.0,3999.9999742567798,4000.0000000000623,1.1597406403548282e-05,-1.0066129488336373e-11,3.269302757927915e-05,9.813227388335386e-09,-9.744215063462137e-11,69.99999926919347,7.327044598553559e-07,625.6930816692769,44.23015130520045,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997861854,1000.0000021480733,0.0,0.0,1.0,0.0,0.0,0.0,0.3299376161674025,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2100,63.95450993071388,0.043811138052984665,300.0432879306892,2.229424318712221e-06,69.99999754336568,70.0,3999.999966677249,3999.9999999998986,1.1715283783924442e-05,4.573442842672814e-12,3.6032386243437045e-05,-1.4090435268733672e-08,-3.462840403734733e-11,69.99999926397037,8.539416971524765e-07,622.4900038507317,48.77628517854555,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997649507,1000.0000025090199,0.0,0.0,1.0,0.0,0.0,0.0,0.33294377833066763,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2200,63.95264023183012,0.04524361594191418,300.0453408608625,2.4900505858275087e-06,69.9999973642139,70.0,3999.9999631939454,3999.999999999954,1.349071318127948e-05,-4.911257565544869e-12,3.4397130384821e-05,-1.3794664809042395e-08,-3.897920510373431e-12,69.99999913819309,8.185271230470365e-07,619.4571035162876,50.68812410201188,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999997249313,1000.0000026898256,0.0,0.0,1.0,0.0,0.0,0.0,0.3508955833090335,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2300,63.950861815243265,0.0488244330955061,300.0486569920009,2.931640648812321e-06,69.99999723656481,70.0,3999.9999541486645,3999.999999999905,1.53704345081393e-05,1.0193774926519227e-11,4.4515676918428506e-05,2.6040504891879e-08,-9.391365460439471e-12,69.99999900680771,9.96375941382792e-07,618.3319402237253,52.422095603696434,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999726629,1000.0000028635085,0.0,0.0,1.0,0.0,0.0,0.0,0.37396323996286895,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2400,63.94939020554055,0.049631878018617036,300.0485044851518,3.0865329464281085e-06,69.99999699647918,70.0,3999.9999549880977,4000.000000000023,1.5811025003315324e-05,9.400327624078178e-13,5.747244049845532e-05,5.434475800108084e-08,1.606697708767017e-11,69.99999894502633,1.0795665927517919e-06,615.6768246207918,54.80568712298871,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996882318,1000.0000030523914,0.0,0.0,1.0,0.0,0.0,0.0,0.37906412757561003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2500,63.947843581806204,0.05193817551935116,300.0521067452598,3.237067315828195e-06,69.99999668495632,70.0,3999.9999394895844,3999.99999999995,1.7904696283777563e-05,1.3219511320032366e-11,5.279141251009092e-05,7.110484148191056e-08,-4.130824207898443e-11,69.99999877790327,1.1961124609265877e-06,614.7090521835584,57.68216737754923,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996659748,1000.0000035212208,0.0,0.0,1.0,0.0,0.0,0.0,0.4032217592660024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2600,63.94753413389653,0.0519343686106925,300.0524714582235,3.6418705642469463e-06,69.99999643964806,70.0,3999.9999383252516,4000.000000000058,1.9964881572660094e-05,1.6031834139786206e-11,6.09144590544953e-05,5.6817051576225514e-08,6.125166229671328e-11,69.9999987598444,1.2110247948390932e-06,612.4475910052929,59.40606749612521,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996511835,1000.0000037741592,0.0,0.0,1.0,0.0,0.0,0.0,0.4104198211506323,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2700,63.9459953204758,0.05392704983094493,300.05556222189404,3.76349195334666e-06,69.99999602501121,70.0,3999.9999250384058,4000.000000000034,2.1963065946894307e-05,3.166075465450981e-12,7.82069732665897e-05,8.280234590660518e-08,-3.319279461446168e-11,69.99999857562848,1.3616872846518658e-06,611.0722189580001,61.15097277553937,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999996012459,1000.0000039662829,0.0,0.0,1.0,0.0,0.0,0.0,0.4214914581943626,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2800,63.94414184915039,0.05660456727604326,300.05612690167453,4.199514956581115e-06,69.99999590842363,70.0,3999.9999163383523,3999.9999999998818,2.2058825565846006e-05,9.181041785010844e-12,7.86107324144561e-05,1.0145573861470108e-07,6.073307170040251e-11,69.99999844780588,1.5030538994059719e-06,608.3016835183507,61.89629878904246,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995923134,1000.000004278574,0.0,0.0,1.0,0.0,0.0,0.0,0.4441617321823231,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2900,63.9409472332074,0.058380303300054046,300.05915257767225,4.3985240383565116e-06,69.99999575998834,70.0,3999.9999064823455,3999.999999999888,2.3817671562427534e-05,1.7059125210256293e-11,8.759561444871625e-05,1.1717351983085782e-07,1.065084646220122e-10,69.9999982238784,1.6362234825649612e-06,604.3098598378253,65.63024837627675,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995701983,1000.00000447533,0.0,0.0,1.0,0.0,0.0,0.0,0.47492633489460084,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3000,63.94175576852597,0.05841511778200057,300.06025191646916,4.730687833478869e-06,69.999995260834,70.0,3999.9999040969947,3999.999999999895,2.4789204124639466e-05,2.1808516893417232e-11,0.00010162987650019869,1.5089752791334103e-07,1.650417916055342e-10,69.99999817648101,1.8078182983624636e-06,602.9963920874794,66.71248280207809,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995283495,1000.0000046218746,0.0,0.0,1.0,0.0,0.0,0.0,0.47727245511197686,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3100,63.939134742232625,0.06115145103016954,300.0619163789458,4.945125561490635e-06,69.99999505905261,70.0,3999.9998937713926,3999.999999999935,2.688818592598903e-05,2.482131396217789e-11,0.0001110816008081661,1.3860137721789592e-07,2.0970621557283616e-10,69.99999797443718,2.009024243396169e-06,601.131181272201,67.70750265961588,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994958082,1000.0000049929415,0.0,0.0,1.0,0.0,0.0,0.0,0.5029476167434135,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3200,63.93790494219716,0.06307747261965728,300.06181303959227,5.194324352242744e-06,69.99999488147374,70.0,3999.99987143215,3999.9999999998277,2.905189530967584e-05,3.102450323937085e-11,0.0001241449994136132,1.7667417619623304e-07,1.2508113644204132e-10,69.9999978009148,2.175872239397624e-06,599.0551746693725,69.64633928724179,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994603924,1000.000005294613,0.0,0.0,1.0,0.0,0.0,0.0,0.5113179181202706,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3300,63.93588630059753,0.06517822708162356,300.06487714580066,5.781720314420247e-06,69.9999943966443,70.0,3999.9998685232003,3999.99999999975,3.119534893508362e-05,3.571368665790552e-11,0.0001419714519686902,2.157912472927607e-07,1.6366330646273196e-10,69.99999772186183,2.322593895341436e-06,598.0744608261219,73.27849550532694,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994364112,1000.0000056152622,0.0,0.0,1.0,0.0,0.0,0.0,0.5206485733241295,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3400,63.935554590178036,0.06642171277780534,300.0643376567618,5.942292155892062e-06,69.9999940329875,70.0,3999.9998522301084,3999.9999999997126,3.225073120641406e-05,3.873168397795787e-11,0.00015081237988902028,2.5867566840992286e-07,2.1044749402541714e-10,69.99999754091412,2.4484064692797443e-06,593.8918345969513,75.17267022446782,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993967587,1000.0000057690507,0.0,0.0,1.0,0.0,0.0,0.0,0.5327355545718164,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3500,63.93371476397864,0.06620560025522698,300.0681976037019,6.379386527329176e-06,69.9999936760689,70.0,3999.9998405604565,3999.9999999995894,3.436030008904886e-05,5.379551222973909e-11,0.00015887276562521007,3.492585972226013e-07,3.206908230839779e-10,69.99999728488078,2.614142221137076e-06,592.3007471534555,76.56816241023412,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993747188,1000.0000061458065,0.0,0.0,1.0,0.0,0.0,0.0,0.5654577185940173,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3600,63.930458857499495,0.06757032676879478,300.0690530298111,6.563878548971172e-06,69.99999358384436,70.0,3999.9998270112974,3999.999999999541,3.62799613345539e-05,8.478938061457205e-11,0.00017178909308319696,3.810543242183321e-07,5.34740438261808e-10,69.99999721810667,2.8285451420228535e-06,589.5061249634268,77.88053712091661,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993351072,1000.0000064503165,0.0,0.0,1.0,0.0,0.0,0.0,0.583967042321715,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3700,63.93050700762978,0.06868512362478246,300.07113538210274,6.903306128645987e-06,69.99999300226966,70.0,3999.999814756042,3999.999999999332,3.824343900836715e-05,8.375523839147502e-11,0.00018735342247220714,4.4123973845468676e-07,6.233481191618378e-10,69.9999969650424,3.0279004505999704e-06,587.0652573477826,80.27759295383527,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999322357,1000.0000070591332,0.0,0.0,1.0,0.0,0.0,0.0,0.5812239736586609,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3800,63.929052288522286,0.07031217718193682,300.07075670865714,7.394662929896794e-06,69.99999270191522,70.0,3999.999798931341,3999.999999999242,3.9042724911184726e-05,1.2063952565992122e-10,0.00020935528650043242,5.195492925381751e-07,8.217148135649856e-10,69.9999967330138,3.1961234379311768e-06,586.0786145057915,83.04290631683767,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.9999927257,1000.000007279446,0.0,0.0,1.0,0.0,0.0,0.0,0.6097416943269578,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3900,63.92677759670823,0.07185112712705026,300.072348556156,7.444757696862813e-06,69.99999254773192,70.0,3999.9997728771414,3999.999999998905,4.226289163201091e-05,1.4468276307999303e-10,0.00022543230365900936,6.267672716055265e-07,1.0433211156827515e-09,69.99999670807637,3.2969152277162693e-06,584.4578053279848,86.90769765789452,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992205692,1000.0000077719075,0.0,0.0,1.0,0.0,0.0,0.0,0.6124946956771429,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4000,63.92663301171929,0.07401529800690962,300.0735420224179,8.08497870112749e-06,69.99999219999701,70.0,3999.999761216167,3999.9999999987663,4.290156832328073e-05,1.684316738848117e-10,0.00023990378307068235,7.013229266320834e-07,1.2710477214311365e-09,69.99999645758079,3.6456363671085716e-06,581.1530692022942,87.68031939840857,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992138435,1000.0000080411002,0.0,0.0,1.0,0.0,0.0,0.0,0.6372371556042705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
