miliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
2800,63.94487483846545,0.056664690985486425,300.05753878106,3.212889983145074e-06,69.99999689391251,70.0,3999.999919012956,3999.999999999939,2.1927544331298855e-05,1.3196441602663096e-11,8.210147840320832e-05,8.704551917099141e-08,6.539296265437737e-11,69.99999871779295,1.2156479261128392e-06,608.8607469966698,62.354507892942955,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995963539,1000.0000040736179,0.0,1.0,1.0,0.0,0.0,0.0,0.45327400315966976,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2900,63.94137314216267,0.05796701649035414,300.0590957327937,3.3716689073681745e-06,69.99999655623897,70.0,3999.9999082503546,3999.999999999884,2.3490401273018947e-05,1.1874919632809104e-11,8.817565805051131e-05,1.2482045495967314e-07,1.1728813970294096e-10,69.99999869411414,1.3490297681370644e-06,605.4464724278452,64.57753200874306,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999574222,1000.0000042949601,0.0,1.0,1.0,0.0,0.0,0.0,0.46532046257189363,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3000,63.9400055552311,0.05872570170533259,300.05823226869956,3.530992759094503e-06,69.99999643897219,70.0,3999.9998999860713,3999.9999999999854,2.606166462555018e-05,1.2769655307050974e-11,9.553469795771446e-05,1.0536783941517962e-07,1.3953231145339846e-12,69.99999860224193,1.4124501721463157e-06,603.085339107568,65.6043082485732,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995176633,1000.0000047898745,0.0,1.0,1.0,0.0,0.0,0.0,0.4808965932346573,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3100,63.9389698614441,0.061605053883178,300.0616022145121,3.626202324467995e-06,69.99999625428394,70.0,3999.999886361653,3999.9999999999277,2.6931500003868316e-05,2.975341278018235e-11,0.00011594473804477255,1.6494890898915043e-07,1.9436800966522173e-10,69.9999984522088,1.5348310948842707e-06,600.3948535512454,69.9771767137982,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999995147698,1000.0000049713113,0.0,1.0,1.0,0.0,0.0,0.0,0.4922526372728856,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3200,63.936726693715535,0.0628389996166783,300.0632561761133,4.0057048347497885e-06,69.99999599408402,70.0,3999.9998744939057,3999.999999999801,2.935978650647844e-05,3.673640526232955e-11,0.0001286748846841055,1.6712061679240122e-07,2.5011224889308073e-10,69.99999838501209,1.6176562790549806e-06,599.9108599697769,70.29317819108384,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994575786,1000.0000053883847,0.0,1.0,1.0,0.0,0.0,0.0,0.5029078795769301,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3300,63.93641874319864,0.06514737045247711,300.06330640830436,4.1537316523331726e-06,69.99999597057204,70.0,3999.999869829975,3999.999999999774,3.0300553117678498e-05,3.4188567789039043e-11,0.00013785171245739658,2.315246431656427e-07,3.00436210037571e-10,69.9999982085441,1.7765900253643643e-06,596.1142493202606,72.03966435822576,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994376476,1000.0000054775206,0.0,1.0,1.0,0.0,0.0,0.0,0.5252167880659764,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3400,63.93478051843407,0.06449443094632086,300.0651185863407,4.18733508974434e-06,69.99999572802804,70.0,3999.999857187626,3999.9999999996858,3.246108651194244e-05,4.2994612483496986e-11,0.00015370697225626254,2.886314943441439e-07,2.2009836930423608e-10,69.99999807681691,1.913090695735488e-06,594.3120933987645,75.61044767528736,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999994257969,1000.0000059423829,0.0,1.0,1.0,0.0,0.0,0.0,0.534052512401007,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3500,63.93375570580745,0.06794595350667107,300.06751726105585,4.4842047046563916e-06,69.99999562373422,70.0,3999.9998437965196,3999.9999999995503,3.4488261860539694e-05,6.274388238992259e-11,0.0001598981496685589,3.466059644590178e-07,3.9290887032242345e-10,69.99999799108502,2.0243158031070193e-06,593.985827679134,78.38039333316117,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993666186,1000.000006094288,0.0,1.0,1.0,0.0,0.0,0.0,0.5582923326566896,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3600,63.932098975143745,0.06838958761249495,300.06857228038757,4.661643169175632e-06,69.99999540206598,70.0,3999.9998236796505,3999.999999999521,3.5743620718206516e-05,7.874544779523739e-11,0.00017241533110525054,4.049693507890605e-07,4.1459530491344906e-10,69.99999784788398,2.088150881422448e-06,590.7693728860582,80.54918257084896,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993390371,1000.0000067438073,0.0,1.0,1.0,0.0,0.0,0.0,0.5771191549744252,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3700,63.92910149012225,0.06915242338402643,300.0692407751878,4.954813221035646e-06,69.9999950475682,70.0,3999.9998136084164,3999.999999999433,3.707625827907139e-05,9.462649531748177e-11,0.00018827350774161425,4.400537114876718e-07,6.360879671005511e-10,69.9999978110649,2.1912261469600327e-06,589.1524862259429,81.9117882247766,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999993055017,1000.000006764749,0.0,1.0,1.0,0.0,0.0,0.0,0.601413259621498,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3800,63.929316100712015,0.07136639220902163,300.0721878727572,4.9742079809245495e-06,69.99999495547483,70.0,3999.9997920301885,3999.9999999991605,4.038213174761263e-05,1.068613170127473e-10,0.0002085201078039096,5.322748621901593e-07,8.096280329695658e-10,69.9999976583944,2.2820796231712603e-06,585.3368536049593,83.64707282144994,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.9999926779,1000.0000072825682,0.0,1.0,1.0,0.0,0.0,0.0,0.5954305958029733,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3900,63.92799379248839,0.07339382262970276,300.07383481915986,5.285024844075605e-06,69.99999478957687,70.0,3999.9997792684685,3999.9999999990314,4.110672675336387e-05,1.504870408933497e-10,0.00021601266049657436,6.319414808550198e-07,9.664307272825505e-10,69.99999748990959,2.467895784589867e-06,585.2825054121386,85.5233767337181,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992197081,1000.0000075659349,0.0,1.0,1.0,0.0,0.0,0.0,0.6236671239016731,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4000,63.92618995818358,0.07451198010083267,300.074162374545,5.517295587602702e-06,69.99999459321286,70.0,3999.999767153734,3999.9999999986762,4.356075768222748e-05,1.805340914880699e-10,0.0002452544418889939,7.054108172025596e-07,1.1655155121746229e-09,69.99999741542298,2.636492005117534e-06,581.3904869665853,86.36226861546022,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999992103874,1000.0000079742539,0.0,1.0,1.0,0.0,0.0,0.0,0.626830944087614,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
