milliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
2100,9.792524173974902e-05,9.74460549109735e-05,5.344081085831795e-05,0.006346484167698458,0.005073846668080059,0.004271528136572003,0.31047395612878687,0.357626681712056,0.47643287786003136,0.5738505912663787,0.5106400934910543,0.4118044688928849,0.006460372563479938,0.0031474778386597745,0.0009036520047578562
2200,0.00011351015197324081,0.00011279419967098513,6.10177690202078e-05,0.007801324824885094,0.006044622832541211,0.004900086036883046,0.3619609254413565,0.38474150235634197,0.5186656386635349,0.597310784708406,0.5366268505655545,0.4392272213919272,0.008638595705368166,0.00441306432818367,0.0013601585612508557
2300,0.0001357965324598614,0.00013474629099409862,7.152550369533424e-05,0.009698321851414534,0.007348271717031136,0.005773509019094941,0.4273388852322555,0.41120169342035284,0.575805138730418,0.6187651539850031,0.5607629130281346,0.4653314749852466,0.011237107232210258,0.005995670045783227,0.0019742825015215573
2400,0.00016685329793666065,0.0001653262503673607,8.554688566614096e-05,0.01210487137885249,0.009043670792293304,0.006944001314792568,0.5087487597445506,0.4362372985046522,0.6525670221598505,0.6383221746236517,0.583083828428762,0.49003317814132547,0.01426677552211853,0.007922097071882099,0.0027743171907951615
2500,0.00020931449971848756,0.00020709234615781845,0.00010361798870679837,0.015086510089450167,0.011187581767207558,0.008463085390243442,0.6082202255780286,0.45885824393243513,0.7542664071063153,0.656092082673799,0.6036372558307271,0.5132658941043698,0.017728626673023832,0.010211710848387942,0.003786862663758006
2600,0.0002666528122277807,0.00026338414918376975,0.00012618671528622635,0.0187061616791705,0.013833017473182623,0.010379421427029396,0.7276087696896103,0.4780604722386088,0.8866949451989578,0.6721843542761743,0.6224798420166701,0.534979451707085,0.021614322971226334,0.012875637603984951,0.005035265398226383
2700,0.00034364284620909944,0.00033873186969219293,0.0001535736863994761,0.023023794823569775,0.01702807636176338,0.012737007489307096,0.8685422053957175,0.49310902762547876,1.0559561108589033,0.6867072405590344,0.6396769192085442,0.5551424321519187,0.025907004876991577,0.015916439940441025,0.006538196057711147
2800,0.0004471573900295401,0.00043953517616203495,0.00018593471863573237,0.028096444637686856,0.020815237614054995,0.015573872178641155,1.0323784056819472,0.5037364133675012,1.2682690802331986,0.6997679822655519,0.6553030486037096,0.573745506860944,0.030582430371651436,0.01932829698236453,0.0083085393904028
2900,0.0005875687872321526,0.0005751967626186849,0.00022321959544553297,0.03397854509004946,0.02523106891483607,0.018921287614456994,1.2201753014647678,0.5101494439025834,1.5297559995991743,0.7114723833095624,0.6694414071963037,0.5908021864202108,0.03561031513808334,0.023097650221804617,0.010352719249561878
3000,0.0007813439886180723,0.0007600446247680075,0.0002651163659933652,0.04072249087287868,0.030306269167627447,0.02280346434449522,1.4326732529433812,0.5128805186094404,1.8462288121007053,0.721923246506267,0.6821812991965749,0.60634546022535,0.04095573994806375,0.027204194826978965,0.01267047522074709
3100,0.0010560905597760374,0.0010165997794926182,0.00031095024238952576,0.04837930524525996,0.03606594271118923,0.027237643090059254,1.6702888532476141,0.5125979474697365,2.2229893942109444,0.7312176525309232,0.6936139866827208,0.6204205559076995,0.04658047525969324,0.0316220419218463,0.015254996204740882
3200,0.0014605456432560087,0.0013805771215352214,0.00035950221774686263,0.05699925247225283,0.042529982586959586,0.03223446903551336,1.9331181867566793,0.5099617843040052,2.6646512485050566,0.7394433003899518,0.7038275320324151,0.633074919429304,0.052444081221148985,0.036320866704074306,0.018093238227268243
3300,0.002085190116463546,0.001907092614249433,0.00040874121852065514,0.06663221136085652,0.04971343800306707,0.03779852529218991,2.2209466830809244,0.5055473332445973,3.174983708813436,0.7466736170893751,0.7129007290429903,0.6443456541949446,0.05850465147796327,0.04126686891450719,0.021166206534987592
3400,0.003101552749721201,0.002671084199591077,0.0004555698809263315,0.0773275913997905,0.05762674974814305,0.043928912920134004,2.5332619980631734,0.49982126939855,3.756772001172295,0.7529611810073905,0.7208959160505765,0.654244380710546,0.06471905931347349,0.04642338002270634,0.0244489547459239
3500,0.004821685053951763,0.0037444906981461807,0.0004963114909865385,0.08913352148159347,0.06627574981624253,0.05061978282055645,2.869265488137745,0.49314655775020955,4.411678640119113,0.7583298978739694,0.7278510261977442,0.662741837772306,0.07104257448340946,0.051750971043781034,0.027910080656820303
3600,0.007738689397564607,0.005141327244802176,0.0005282899160615072,0.10209500473103195,0.07566133908291003,0.05786075142621643,3.2278776151598065,0.48579885372990994,5.140088610919236,0.762769866882602,0.7337741539487505,0.6697621069458797,0.07742785790557598,0.057207026399435416,0.03151074498884802
3700,0.012465614842078289,0.00678378480498253,0.0005513621494965515,0.11625084588117668,0.08577880056441217,0.06563716128348998,3.607734355187022,0.4779849289160371,5.9409322149510135,0.7662422530581476,0.7386468290270017,0.6752013877400956,0.08382374663104804,0.0627450601448032,0.03520385018212939
3800,0.019577243772326017,0.00854663194264483,0.0005673573993258734,0.13162953908096878,0.09661681284981483,0.07393018895594289,4.007176717727731,0.4698590749515678,6.811511848585232,0.7686967058449309,0.7424382386213086,0.6789711643049964,0.0901746725187323,0.06831439911856117,0.03893456471050982
3900,0.029492452811125842,0.010325245195160867,0.000578472841966843,0.14824477148821197,0.10815637914251086,0.08271685860054119,4.4242415085822016,0.4615363235595363,7.747392940488118,0.7700932069631108,0.7451236893955927,0.6810409563774771,0.09642142629213081,0.07386080540518913,0.04264296667644654
4000,0.042463301309365376,0.012058968447766672,0.0005864032170395407,0.16609137913229893,0.12036998848395176,0.09197007015859655,4.856663629007305,0.4531025604526074,8.742420385600186,0.7704176879911269,0.7466983868393305,0.6814562809738813,0.10250327152971447,0.07932811675416689,0.04626832261155143
4100,0.05861661746754939,0.013721003162010718,0.0005922556588077979,0.1851423847161624,0.13322127835118167,0.10165875961502131,5.301897098641207,0.44462209149385074,9.788885492037792,0.7696874911849536,0.7471830759126475,0.6803296517296448,0.10836082013726199,0.08466053455950445,0.04975367463673955
4200,0.07799608553049824,0.015303478634098554,0.0005967208238910229,0.20534741603627601,0.1466653490576901,0.11174827816603648,5.757156616233076,0.4361432131673451,10.877823311302372,0.7679485817494262,0.7466228050795289,0.6778171922465043,0.11393892828466151,0.08980503643854211,0.05304948714171427
4300,0.10059062930444643,0.01680763434725875,0.000600228781141459,0.22663246589336913,0.16064966282559548,0.12220098770628113,6.21947445237048,0.4277022392068166,11.99937872004526,0.7652686361265136,0.7450819324641175,0.6740945156832372,0.11918901864259454,0.09471344062431779,0.05611576343091706
4400,0.12635218621246205,0.01823853023208479,0.0006030579540975366,0.2489007523984455,0.17511540613531595,0.13297703737906263,6.685767562244991,0.4193264682983076,13.143194919719067,0.761729002367766,0.7426377557387317,0.6693380316811761,0.12407064459018008,0.09934394214276102,0.058922758174180016
4500,0.15520803527813343,0.019602146039579427,0.0006053881507191313,0.2720345831496869,0.18999917454565352,0.1440352854082864,7.152912365993534,0.41103653559718856,14.298802661157664,0.7574170231882327,0.7393740549014202,0.6637122339523869,0.12855232067228253,0.10366210452549657,0.061450631412759235
4600,0.1870674527423104,0.020904687006189086,0.0006073432166135445,0.2958978168960591,0.20523462644225443,0.1553341703633505,7.617811498954372,0.40284789681810396,15.45592391260043,0.7524207495459767,0.7353763068554307,0.6573648474961813,0.1326114775234995,0.10764110382995164,0.06368832637905601
4700,0.22182742711941417,0.02215193706705072,0.0006090092326791345,0.32033868096914736,0.22075410913044688,0.16683254054782268,8.07745652749716,0.3947720750903482,16.604731827453335,0.746825039186887,0.7307279799039188,0.6504247925413748,0.13623403456467337,0.11126161835593695,0.06563226707987355
4800,0.2593769289705651,0.02334908923731121,0.000610447648458564,0.34519287673931726,0.23649007028674549,0.17849036787210437,8.528981700330174,0.3868175915380487,17.73604785406632,0.7407091557886928,0.725508073762484,0.643002509263139,0.13941362051411427,0.1145113680562447,0.06728495826198005
4900,0.29959996926909194,0.0245007732962266,0.0006117040396922211,0.37028673359165803,0.2523762103812401,0.19026929553586644,8.969706183393182,0.37899062549706963,18.84147376368184,0.7341456461236058,0.7197897908395129,0.6351917486783857,0.1421505925474418,0.11738441811973063,0.06865365651860979
5000,0.3423782196071546,0.025611075363804817,0.0006128125642469488,0.3954403270668239,0.2683484061834449,0.20213305948943625,9.397167744736993,0.37129555773513234,19.913483253865923,0.7271998274384427,0.7136398034310089,0.6270715686148066,0.14445102111588085,0.11988040562087854,0.06974918286547002
