milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
2900,-0.0032598963966943037,-1.4136538424128094e-05,0.004443274027522873,0.00029367034685028585,1.645963911867092e-05,0.00012759034295265455,-3.060660669488373e-06,-2.4391177855699692e-05,2.9822603146938494e-07,-3.323639919888951e-07,-1.0877466345568914e-08,4.5053586425012646e-06,2.111634378909181e-05,3.031715770775586e-09,0.00013347608871890423,-1.1446991885517557e-11,7.24211382575381e-08,3.7932853513506052e-06,2.1983239938812538e-05,0.009552292470624226,-0.20837342356937846
3000,-0.003560772091046378,-1.3918910787641816e-05,0.004527210110644235,0.00030843835747487285,1.705730013021003e-05,0.00013378353263876307,-3.168606874127867e-06,-2.5915861151595418e-05,3.324951937555595e-07,-3.417811452690555e-07,-1.0522566242036837e-08,4.282086976558792e-06,2.1062277455290188e-05,2.9149818688668648e-09,0.00014209915548122384,-1.0844592461975599e-11,7.546048936191645e-08,4.002961594687098e-06,2.2551189305521547e-05,0.010114205206221465,-0.2270247311198088
3100,-0.0036559906628992507,-1.5863586288012564e-05,0.004755665476708927,0.00030764207741137945,1.6954528980419313e-05,0.00013278311399280126,-3.1268931129504464e-06,-2.7026369639578547e-05,3.400454485401144e-07,-3.713389101486321e-07,-1.1257699143266217e-08,4.656213095090841e-06,2.161421549228004e-05,3.2288599986094746e-09,0.00013981909181861652,-1.2314319061096808e-11,8.270513634456092e-08,4.329037073745504e-06,2.356438914025905e-05,0.00997765024099731,-0.2278151260570329
3200,-0.004005453080548885,-1.5080280185983103e-05,0.00481540447445063,0.00034505110873511073,1.7178076879507643e-05,0.00014562554480666238,-3.5705219041771546e-06,-2.797719677350906e-05,3.4061577751234193e-07,-4.150333266294876e-07,-1.1574036110553858e-08,4.6027900142676935e-06,2.2722324847762236e-05,3.356527432447293e-09,0.00015306904765535748,-1.1997002278557855e-11,7.973979628436493e-08,4.212630461693441e-06,2.3658465681877584e-05,0.010570819056060748,-0.2425716232923019
3300,-0.0038329106531538805,-1.6939648327412604e-05,0.004870697719295482,0.00034268069046068834,1.7863656776653653e-05,0.0001372899177705065,-3.448509691299063e-06,-3.057471141801292e-05,3.4372077209463084e-07,-3.8750709063771034e-07,-1.2230340853845825e-08,4.788423607729466e-06,2.322777484333187e-05,3.4627379822931052e-09,0.0001558826142768607,-1.3070311896835817e-11,8.26188369747497e-08,4.649933170257228e-06,2.3321250931163813e-05,0.011475516639677098,-0.2541758766500095
3400,-0.0040382467911556095,-1.6304654309529228e-05,0.005241611173372655,0.0003698466692033769,1.909044461919901e-05,0.00015549135797187714,-3.7646131754563855e-06,-3.148616380019263e-05,3.6133734815608074e-07,-4.3881249531864315e-07,-1.206469710129075e-08,5.235490335689357e-06,2.442064823379669e-05,3.705616596512127e-09,0.00015218630596602322,-1.3441304682161855e-11,8.82655064204776e-08,4.433989868424613e-06,2.539323930790549e-05,0.01099816950294702,-0.2528111943137995
3500,-0.004352192174821497,-1.8111765324491094e-05,0.0056079236279683855,0.0003778484165852088,1.9639911900139302e-05,0.00014793688740971083,-3.8497334874675255e-06,-3.0294112642084047e-05,3.6820058746285966e-07,-4.2592891225496997e-07,-1.2835513974466194e-08,5.532395440101684e-06,2.628474802068574e-05,3.7541106291181875e-09,0.00015888032706705928,-1.337407499567102e-11,9.367043954971919e-08,4.7330404120732e-06,2.5006082563759226e-05,0.011829775746261654,-0.26861063882423253
3600,-0.004499720545711757,-1.7735614142095596e-05,0.005777064903668967,0.00037743040867494414,2.1035941728040412e-05,0.00016189554846663312,-3.906250823241032e-06,-3.2838984756787805e-05,3.811197872518097e-07,-4.3335312605790715e-07,-1.3394683693553788e-08,5.455617981983875e-06,2.676411181051967e-05,3.786248319046711e-09,0.00016921374933916904,-1.3424888212627608e-11,9.663067890104153e-08,4.957337347616902e-06,2.7237062045506198e-05,0.011890956495370832,-0.26489496775967003
3700,-0.0045286871337083204,-1.8114911970358913e-05,0.00576989245649571,0.00039466717337618696,2.0231929556284166e-05,0.00016234886135019726,-4.098817767761533e-06,-3.2511386912808664e-05,4.2043646277317776e-07,-4.3576962297300337e-07,-1.3873569879146083e-08,5.80106844480917e-06,2.6525967298721188e-05,4.057036452479679e-09,0.0001716301319295119,-1.3863847587410774e-11,1.0077397187176513e-07,5.123180990964895e-06,2.8051288606869665e-05,0.012435963891769701,-0.2925430135383459
3800,-0.004653375980346865,-1.8895246611691044e-05,0.005952258166498299,0.0004084161024308958,2.1829723154054536e-05,0.0001737981415728998,-3.95650335769007e-06,-3.512014323542241e-05,4.298877427546494e-07,-4.4192066754844956e-07,-1.4750094563149362e-08,5.9826507807803385e-06,2.866400826547395e-05,4.158108309939188e-09,0.00018356985938632894,-1.5270216582273524e-11,1.0022247760646345e-07,5.244124798526014e-06,2.756722284743693e-05,0.012942800352150063,-0.2932089649189462
3900,-0.004771290145399955,-1.9766360997592652e-05,0.006049207302672724,0.00040402339659529284,2.3043758059604953e-05,0.00017020682618311476,-4.07356320444103e-06,-3.430643261078876e-05,4.305352917692609e-07,-5.119828279087515e-07,-1.4830966791902813e-08,5.996418771511532e-06,2.9501096532328085e-05,3.987654773962357e-09,0.00017610608352399445,-1.5530470490339966e-11,1.0322394775990242e-07,5.355762102236491e-06,2.875601983270317e-05,0.013278980333603455,-0.29245911866359525
4000,-0.004732360127602695,-1.965410428879309e-05,0.006137836640677673,0.00041308283438909953,2.340675279050717e-05,0.00018001013752178566,-4.4409930584701875e-06,-3.5617173383886216e-05,4.2737170530035893e-07,-5.937821148807746e-07,-1.4991359558311527e-08,6.184926739414914e-06,3.005952738493074e-05,4.191099959431067e-09,0.00017753389633580393,-1.5958039916913247e-11,1.0393737864893704e-07,5.544920254442265e-06,2.8771018263781227e-05,0.01273302837780147,-0.2892788195989015
4100,-0.005033540794686116,-2.0390588780440624e-05,0.006292231999274451,0.00044506656516144557,2.2594096258969634e-05,0.00018421998511591458,-4.362635749885522e-06,-3.580083749593653e-05,4.4736400528123503e-07,-6.038495853416904e-07,-1.5447233734259226e-08,6.140482256447638e-06,3.0524757215183196e-05,4.166178135459852e-09,0.0001788515080760453,-1.6301879659858476e-11,1.0636474630085066e-07,5.607129504245725e-06,3.1426675788255054e-05,0.013262648177436049,-0.29795633306297
4200,-0.0051300709351650145,-2.0299988159115816e-05,0.006479177889692972,0.0004496015548245784,2.363912519579467e-05,0.0001927822424705231,-4.553241636100146e-06,-3.6785856609352334e-05,4.7136225097877364e-07,-6.941354340131619e-07,-1.572854162900413e-08,6.378979747491878e-06,3.0900049821064055e-05,4.453554429757227e-09,0.00017301457580128524,-1.5808074262685244e-11,1.1535758318667016e-07,5.919212393622198e-06,3.169143434197641e-05,0.012417119912127164,-0.30048085375699257
4300,-0.005197990873705529,-2.1587522701867624e-05,0.006799226876483494,0.00046640752231430325,2.5128521395629732e-05,0.00019173348305954733,-4.643489028607506e-06,-3.784406932384873e-05,4.801104584410758e-07,-7.183475700470797e-07,-1.6277847369467728e-08,6.7410622515121704e-06,3.080822093092897e-05,4.625584940591079e-09,0.00018329100964006937,-1.6115409495374398e-11,1.1548881522407157e-07,5.818250760615934e-06,3.2122068464410826e-05,0.01293666772764318,-0.2940239896938641
4400,-0.005203782795482194,-2.1636487163137607e-05,0.006578412439213219,0.00045680011311697894,2.4487091292773496e-05,0.00019239418136458145,-4.926710362035715e-06,-3.818342998260791e-05,4.936456472505662e-07,-7.767865309921838e-07,-1.6567722576667327e-08,6.513019850807025e-06,3.240440882940322e-05,4.569636777781866e-09,0.0001825113214833043,-1.6591433409404466e-11,1.1948029846315452e-07,5.936481908474349e-06,3.2285311979604836e-05,0.01308695452892082,-0.2838406601438586
4500,-0.005334767227556778,-2.2119296908462988e-05,0.0071858125258631176,0.00048561232343943323,2.4804254127034766e-05,0.0001991668742141919,-4.782273617688396e-06,-4.095010084324576e-05,4.828633237710572e-07,-8.471700458561567e-07,-1.6709784045725118e-08,6.827667379454261e-06,3.221841980064626e-05,4.645530779041289e-09,0.00017412289044764734,-1.7433159771583528e-11,1.2216594453847864e-07,6.022363144566736e-06,3.487381990982773e-05,0.012509833646612404,-0.2902172935173941
4600,-0.005581858645479317,-2.3545388176797518e-05,0.006917613945536046,0.000489931267526091,2.65519230984872e-05,0.00020977813248932868,-5.057972898641236e-06,-4.075617696454948e-05,4.89925510793474e-07,-9.168043082323004e-07,-1.7735736501535374e-08,7.20251822397191e-06,3.3119363597753955e-05,4.858293914833688e-09,0.00018156466306678786,-1.7608470770269504e-11,1.1863148808023235e-07,6.2107170067743674e-06,3.541265822941496e-05,0.012776012628555846,-0.2838934523490635
4700,-0.005858814276512263,-2.420305383845247e-05,0.0071948831003695105,0.0004941111918996587,2.7204401325101666e-05,0.00021444738271016924,-5.242284042444516e-06,-4.163786630864096e-05,5.033039049884275e-07,-9.520365837910526e-07,-1.8041642402338078e-08,7.144256971362018e-06,3.326494216732123e-05,4.833352348130433e-09,0.00017563311389123907,-1.8192784096600506e-11,1.2326986920715611e-07,6.318172181829604e-06,3.5262942779589994e-05,0.01217995976403388,-0.29201215345636683
4800,-0.005703955052686209,-2.421535100132061e-05,0.007627752724453903,0.000521441057826354,2.7454499040743864e-05,0.00020820994240107842,-5.2247628135888396e-06,-4.248685781412389e-05,5.141224381157279e-07,-1.0589825717989102e-06,-1.7809523000943153e-08,7.2607420028246055e-06,3.456137830832542e-05,4.896285948662228e-09,0.00016992468372984445,-1.8861818291506263e-11,1.2607475625540482e-07,6.351114506226164e-06,3.6898014300117505e-05,0.012285087503539625,-0.28896426427802985
4900,-0.006063239587251323,-2.40741773926841e-05,0.007793716612916841,0.0005222759955190058,2.7015402275465012e-05,0.00021404611319388468,-5.3502191240255494e-06,-4.4202457031663736e-05,5.220923871122449e-07,-1.0911714682240047e-06,-1.8021427857523838e-08,7.418182366740837e-06,3.6319524286210694e-05,4.918603230755296e-09,0.0001690312017028994,-1.87287047203459e-11,1.2555412334858162e-07,6.807067878296266e-06,3.739978586311919e-05,0.01209309615357536,-0.285947820889154
5000,-0.005895592327691447,-2.5521828460300455e-05,0.007831862523996194,0.000515916432582624,2.8266006809053416e-05,0.00022780315772005617,-5.529758320930963e-06,-4.4233022258031615e-05,5.600362700262506e-07,-1.1576007599831298e-06,-1.900224233527711e-08,7.541422665627666e-06,3.637965547881596e-05,5.0466321731760025e-09,0.00016750979893783753,-1.921516971861126e-11,1.3052203788981257e-07,6.883779051608544e-06,3.70639922739707e-05,0.012100022817094516,-0.2826228884040311
