milliseconds,S1,DNA_000,DNA_100,DNA_010,DNA_001,DNA_110,DNA_101,DNA_011,DNA_111,DNA_1B10,DNA_01B1,DNA_1B11,DNA_11B1,DNA_1B1B1
2000,9.762002179014642e-11,9.784564842022564e-11,9.551949371318507e-15,1.9103988748560267e-12,9.551949371318507e-15,1.8625163621208298e-16,9.37948182304761e-19,1.8625163621208295e-16,6.4387399633642886e-21,1.117393199355491e-13,1.1173931993554909e-13,1.5223311534384973e-18,1.5223311534384973e-18,9.110655542731596e-16
2100,9.761990033103026e-11,9.784560818591364e-11,9.551926367042484e-15,1.9103939100384637e-12,9.551926367042484e-15,1.8625812999630572e-16,9.378022794237562e-19,1.862581299963057e-16,6.514832964556062e-21,1.1174353882460256e-13,1.1174353882460255e-13,1.5828612659508418e-18,1.5828612659508418e-18,9.473984466651892e-16
2200,9.761977887191412e-11,9.784556795160163e-11,9.551903362766463e-15,1.9103889452209003e-12,9.551903362766463e-15,1.8626462378052845e-16,9.376563765427513e-19,1.8626462378052842e-16,6.590925965747835e-21,1.1174775771365603e-13,1.1174775771365602e-13,1.6433913784631859e-18,1.6433913784631859e-18,9.837313390572184e-16
2300,9.761965741279798e-11,9.784552771728963e-11,9.55188035849044e-15,1.9103839804033373e-12,9.55188035849044e-15,1.862711175647512e-16,9.375104736617464e-19,1.8627111756475117e-16,6.6670189669396084e-21,1.1175197660270949e-13,1.1175197660270947e-13,1.7039214909755304e-18,1.7039214909755304e-18,1.0200642314492478e-15
2400,9.761953595368184e-11,9.784548748297762e-11,9.55185735421442e-15,1.9103790155857743e-12,9.55185735421442e-15,1.8627761134897392e-16,9.373645707807415e-19,1.862776113489739e-16,6.743111968131382e-21,1.1175619549176294e-13,1.1175619549176293e-13,1.7644516034878745e-18,1.7644516034878745e-18,1.056397123841277e-15
2500,9.761941449456568e-11,9.784544724866562e-11,9.551834349938397e-15,1.9103740507682113e-12,9.551834349938398e-15,1.8628410513319664e-16,9.372186678997366e-19,1.8628410513319664e-16,6.819204969323155e-21,1.117604143808164e-13,1.117604143808164e-13,1.8249817160002186e-18,1.8249817160002186e-18,1.0927300162333062e-15
2600,9.761929303544954e-11,9.784540701435361e-11,9.551811345662376e-15,1.9103690859506482e-12,9.551811345662376e-15,1.862905989174194e-16,9.370727650187316e-19,1.8629059891741936e-16,6.895297970514928e-21,1.1176463326986987e-13,1.1176463326986986e-13,1.8855118285125627e-18,1.8855118285125627e-18,1.1290629086253354e-15
2700,9.76191715763334e-11,9.784536678004161e-11,9.551788341386354e-15,1.910364121133085e-12,9.551788341386354e-15,1.8629709270164211e-16,9.36926862137727e-19,1.8629709270164211e-16,6.9713909717067e-21,1.1176885215892333e-13,1.1176885215892332e-13,1.9460419410249072e-18,1.9460419410249072e-18,1.1653958010173649e-15
2800,9.761905011721726e-11,9.78453265457296e-11,9.551765337110332e-15,1.910359156315522e-12,9.551765337110332e-15,1.8630358648586486e-16,9.36780959256722e-19,1.8630358648586484e-16,7.047483972898473e-21,1.1177307104797679e-13,1.1177307104797679e-13,2.0065720535372513e-18,2.0065720535372513e-18,1.201728693409394e-15
2900,9.76189286581011e-11,9.78452863114176e-11,9.55174233283431e-15,1.910354191497959e-12,9.55174233283431e-15,1.8631008027008758e-16,9.36635056375717e-19,1.8631008027008756e-16,7.123576974090247e-21,1.1177728993703024e-13,1.1177728993703024e-13,2.0671021660495954e-18,2.0671021660495954e-18,1.2380615858014233e-15
3000,9.761880719898496e-11,9.784524607710559e-11,9.551719328558288e-15,1.9103492266803958e-12,9.551719328558288e-15,1.8631657405431033e-16,9.364891534947122e-19,1.863165740543103e-16,7.19966997528202e-21,1.1178150882608372e-13,1.117815088260837e-13,2.12763227856194e-18,2.12763227856194e-18,1.2743944781934527e-15
3100,9.761868573986882e-11,9.784520584279359e-11,9.551696324282267e-15,1.9103442618628328e-12,9.551696324282267e-15,1.8632306783853305e-16,9.363432506137073e-19,1.8632306783853303e-16,7.275762976473792e-21,1.1178572771513717e-13,1.1178572771513716e-13,2.1881623910742837e-18,2.1881623910742837e-18,1.3107273705854819e-15
3200,9.761856428075268e-11,9.784516560848158e-11,9.551673320006244e-15,1.9103392970452694e-12,9.551673320006246e-15,1.8632956162275578e-16,9.361973477327025e-19,1.8632956162275578e-16,7.351855977665565e-21,1.1178994660419063e-13,1.1178994660419063e-13,2.2486925035866285e-18,2.2486925035866285e-18,1.3470602629775113e-15
3300,9.761844282163653e-11,9.784512537416958e-11,9.551650315730223e-15,1.9103343322277064e-12,9.551650315730223e-15,1.8633605540697852e-16,9.360514448516976e-19,1.863360554069785e-16,7.427948978857338e-21,1.1179416549324409e-13,1.1179416549324409e-13,2.3092226160989727e-18,2.3092226160989727e-18,1.3833931553695407e-15
3400,9.761832136252038e-11,9.784508513985757e-11,9.5516273114542e-15,1.9103293674101433e-12,9.551627311454202e-15,1.8634254919120125e-16,9.359055419706927e-19,1.8634254919120125e-16,7.504041980049111e-21,1.1179838438229756e-13,1.1179838438229755e-13,2.3697527286113168e-18,2.3697527286113168e-18,1.41972604776157e-15
3500,9.761819990340424e-11,9.784504490554557e-11,9.551604307178179e-15,1.9103244025925803e-12,9.551604307178179e-15,1.86349042975424e-16,9.357596390896878e-19,1.8634904297542397e-16,7.580134981240885e-21,1.1180260327135102e-13,1.1180260327135102e-13,2.4302828411236613e-18,2.4302828411236613e-18,1.4560589401535991e-15
3600,9.76180784442881e-11,9.784500467123356e-11,9.551581302902158e-15,1.9103194377750173e-12,9.551581302902158e-15,1.8635553675964672e-16,9.356137362086829e-19,1.8635553675964672e-16,7.656227982432658e-21,1.1180682216040447e-13,1.1180682216040447e-13,2.4908129536360054e-18,2.4908129536360054e-18,1.4923918325456284e-15
3700,9.761795698517195e-11,9.784496443692156e-11,9.551558298626135e-15,1.910314472957454e-12,9.551558298626137e-15,1.8636203054386947e-16,9.35467833327678e-19,1.8636203054386944e-16,7.732320983624431e-21,1.1181104104945793e-13,1.1181104104945793e-13,2.5513430661483495e-18,2.5513430661483495e-18,1.5287247249376576e-15
3800,9.76178355260558e-11,9.784492420260955e-11,9.551535294350114e-15,1.910309508139891e-12,9.551535294350114e-15,1.863685243280922e-16,9.353219304466732e-19,1.863685243280922e-16,7.808413984816204e-21,1.118152599385114e-13,1.118152599385114e-13,2.611873178660694e-18,2.611873178660694e-18,1.5650576173296868e-15
3900,9.761771406693966e-11,9.784488396829755e-11,9.551512290074091e-15,1.910304543322328e-12,9.551512290074093e-15,1.8637501811231491e-16,9.351760275656683e-19,1.8637501811231491e-16,7.884506986007976e-21,1.1181947882756486e-13,1.1181947882756486e-13,2.672403291173038e-18,2.672403291173038e-18,1.6013905097217162e-15
4000,9.761759260782352e-11,9.784484373398554e-11,9.55148928579807e-15,1.910299578504765e-12,9.55148928579807e-15,1.8638151189653766e-16,9.350301246846634e-19,1.8638151189653764e-16,7.96059998719975e-21,1.1182369771661832e-13,1.1182369771661832e-13,2.7329334036853822e-18,2.7329334036853822e-18,1.6377234021137454e-15
4100,9.761747114870737e-11,9.784480349967354e-11,9.551466281522048e-15,1.910294613687202e-12,9.551466281522049e-15,1.8638800568076038e-16,9.348842218036585e-19,1.8638800568076038e-16,8.036692988391523e-21,1.1182791660567178e-13,1.1182791660567179e-13,2.7934635161977263e-18,2.7934635161977263e-18,1.6740562945057746e-15
4200,9.761734968959122e-11,9.784476326536153e-11,9.551443277246026e-15,1.9102896488696384e-12,9.551443277246026e-15,1.8639449946498313e-16,9.347383189226536e-19,1.863944994649831e-16,8.112785989583296e-21,1.1183213549472525e-13,1.1183213549472525e-13,2.853993628710071e-18,2.853993628710071e-18,1.710389186897804e-15
4300,9.761722823047508e-11,9.784472303104953e-11,9.551420272970004e-15,1.9102846840520754e-12,9.551420272970005e-15,1.8640099324920585e-16,9.345924160416489e-19,1.8640099324920585e-16,8.188878990775068e-21,1.118363543837787e-13,1.118363543837787e-13,2.914523741222415e-18,2.914523741222415e-18,1.7467220792898332e-15
4400,9.761710677135894e-11,9.784468279673752e-11,9.551397268693983e-15,1.9102797192345124e-12,9.551397268693984e-15,1.864074870334286e-16,9.34446513160644e-19,1.8640748703342858e-16,8.264971991966841e-21,1.1184057327283216e-13,1.1184057327283217e-13,2.9750538537347587e-18,2.9750538537347587e-18,1.7830549716818624e-15
4500,9.761698531224279e-11,9.784464256242552e-11,9.551374264417962e-15,1.9102747544169494e-12,9.551374264417962e-15,1.8641398081765132e-16,9.34300610279639e-19,1.8641398081765132e-16,8.341064993158614e-21,1.1184479216188562e-13,1.1184479216188563e-13,3.0355839662471036e-18,3.0355839662471036e-18,1.8193878640738917e-15
4600,9.761686385312664e-11,9.784460232811351e-11,9.551351260141939e-15,1.9102697895993864e-12,9.55135126014194e-15,1.8642047460187405e-16,9.341547073986341e-19,1.8642047460187405e-16,8.417157994350388e-21,1.1184901105093909e-13,1.1184901105093909e-13,3.0961140787594477e-18,3.0961140787594477e-18,1.855720756465921e-15
4700,9.76167423940105e-11,9.784456209380151e-11,9.551328255865918e-15,1.910264824781823e-12,9.551328255865918e-15,1.864269683860968e-16,9.340088045176292e-19,1.864269683860968e-16,8.493250995542161e-21,1.1185322993999255e-13,1.1185322993999256e-13,3.156644191271792e-18,3.156644191271792e-18,1.8920536488579505e-15
4800,9.761662093489436e-11,9.78445218594895e-11,9.551305251589895e-15,1.91025985996426e-12,9.551305251589897e-15,1.8643346217031952e-16,9.338629016366243e-19,1.8643346217031952e-16,8.569343996733934e-21,1.11857448829046e-13,1.1185744882904602e-13,3.2171743037841363e-18,3.2171743037841363e-18,1.9283865412499797e-15
4900,9.761649947577821e-11,9.78444816251775e-11,9.551282247313874e-15,1.910254895146697e-12,9.551282247313875e-15,1.8643995595454227e-16,9.337169987556196e-19,1.8643995595454224e-16,8.645436997925707e-21,1.1186166771809948e-13,1.1186166771809948e-13,3.2777044162964808e-18,3.2777044162964808e-18,1.9647194336420093e-15
5000,9.761637801666206e-11,9.784444139086549e-11,9.551259243037851e-15,1.910249930329134e-12,9.551259243037853e-15,1.86446449738765e-16,9.335710958746146e-19,1.86446449738765e-16,8.72152999911748e-21,1.1186588660715293e-13,1.1186588660715293e-13,3.338234528808825e-18,3.338234528808825e-18,2.001052326034038e-15
