miliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
1900,0.013138873369543542,0.03791401130973778,0.004889075152965494,0.00201239305039527,1.7368958209347528e-05,2.878809272550035e-08,1.1729508820645522e-05,9.576267912615156e-06,2.8276886897005e-08,0.00028677138157185886,0.002813702183448893
2000,0.013243376550405748,0.03790954898108202,0.0049324385273028515,0.002014199553926467,1.739083205935679e-05,2.8809888973227157e-08,1.173733901074136e-05,9.57627257033019e-06,2.8240701366391763e-08,0.00028676713275758325,0.0028097685760610767
2100,0.013231225190899655,0.03790676834346937,0.004959979457496112,0.0020147988143876393,1.736984188559008e-05,2.9094133553660874e-08,1.1760941455655097e-05,9.577977803470139e-06,2.8259157612267534e-08,0.0002867809642122615,0.0028045422607472868
2200,0.013325910655840604,0.037895415746725794,0.005022859773335767,0.002016707874815183,1.736681105341505e-05,2.91518555124104e-08,1.1751401167788484e-05,9.572602715999879e-06,2.8297385298375137e-08,0.00028681678052463187,0.002801835161797059
2300,0.013437355212937855,0.03788801962344531,0.005051333680494719,0.0020174557156473444,1.7351940819781754e-05,2.9167506361823294e-08,1.1768460238795647e-05,9.572080421885084e-06,2.8354091016434765e-08,0.0002868346285524085,0.002790479956024559
2400,0.013556089017037106,0.03787981914116161,0.005081024955356653,0.002019215448915921,1.737001338230416e-05,2.9384302133706004e-08,1.1786199942702787e-05,9.57570443969304e-06,2.8272841937544572e-08,0.00028688635301027924,0.002791514654674581
2500,0.013614391521169507,0.03787268968867021,0.005126851111534068,0.0020200957117919678,1.7357437095535923e-05,2.944350211948467e-08,1.1792644378721317e-05,9.571922258761053e-06,2.8394436018426036e-08,0.0002869249041050483,0.002789050847002236
2600,0.013745009685827229,0.0378658312165946,0.005146360745950753,0.0020214783573886206,1.7331779866311368e-05,2.941649150278861e-08,1.1775137590638717e-05,9.573450891775353e-06,2.8342574319051584e-08,0.0002869746691478578,0.002789623591486824
2700,0.01379036216692295,0.03786291743570596,0.005157819845017664,0.0020219605320860026,1.735008310117272e-05,2.9587108939252134e-08,1.1799747765673564e-05,9.570755746621979e-06,2.8386365406119645e-08,0.00028699346777380014,0.0027835972341662307
2800,0.013913039262726168,0.03784976314284619,0.005210162013454428,0.0020233098329890133,1.7332260761294664e-05,2.9660528389190422e-08,1.1805192609992164e-05,9.571072558284893e-06,2.8375051310673994e-08,0.00028704828219630374,0.002783795623872359
2900,0.013945641291927855,0.037845311925518134,0.005199975130253875,0.0020258461493736944,1.731097848237187e-05,2.9744030688458236e-08,1.179944317396706e-05,9.568681656761533e-06,2.8447151212450327e-08,0.00028707748506593675,0.0027842259518489425
3000,0.0140186622425843,0.037836010746238574,0.005243871363172784,0.0020264620362218473,1.7298655413341027e-05,2.976824947609095e-08,1.181236216170008e-05,9.569381962252506e-06,2.847501505973178e-08,0.00028711861626173776,0.0027804922796303942
3100,0.014080204168619007,0.037827931724554655,0.005236697124893915,0.002028582909691707,1.7306211234408295e-05,2.977270058001327e-08,1.1821945101769165e-05,9.570031826014016e-06,2.8470117284369746e-08,0.0002871816565667592,0.0027815814162616345
3200,0.014225408870522807,0.037820376314207454,0.005274344658830903,0.002029109170868597,1.7306091901942413e-05,2.9822132574402036e-08,1.1839255076434175e-05,9.567826467481856e-06,2.8564513495322797e-08,0.0002872268615842071,0.0027788198294334595
3300,0.01424847890245204,0.03781783870322663,0.00527698592767478,0.0020310191111575183,1.72717296382498e-05,2.985968918867225e-08,1.1835113169490237e-05,9.566053352985773e-06,2.8552033909654064e-08,0.00028725701848760665,0.0027818310398591093
3400,0.014381348154340098,0.03781481307859729,0.005311356407851272,0.002033390212146591,1.728433024558965e-05,3.0043665037180005e-08,1.1870341967044801e-05,9.5670808930534e-06,2.8578166038908508e-08,0.00028732518219833314,0.0027788397803340656
3500,0.01437716768943073,0.03780392317764518,0.005339519208425453,0.0020349223640591134,1.7279269843995278e-05,3.010232196276221e-08,1.1880269140583351e-05,9.566124572908492e-06,2.8626229955271133e-08,0.00028739562713367173,0.0027758546251705008
3600,0.014498214732613333,0.03779532812356,0.005345674386811729,0.002036050786019146,1.725869894029923e-05,3.007077670234271e-08,1.1856473999757721e-05,9.563814234636657e-06,2.859760894966957e-08,0.00028743463668367517,0.002776370167428541
3700,0.014533737742719991,0.03778455544923783,0.005373971987882452,0.002036940518635068,1.726257610857643e-05,3.013468502595207e-08,1.1874970034890267e-05,9.559997923632227e-06,2.8613933057006448e-08,0.00028747426801064543,0.002778614163055179
3800,0.014689254665316029,0.03778253534609965,0.0053774918814197496,0.002038683508278176,1.7248002867254043e-05,3.0055815793790155e-08,1.190534205403019e-05,9.561166931923288e-06,2.8661624910498838e-08,0.00028753042791072224,0.0027791899784934235
3900,0.01471750541000993,0.03777529637163955,0.005366268846690354,0.0020415106240272694,1.723046427444239e-05,3.004936985595807e-08,1.1881715272594006e-05,9.5603067529848e-06,2.8635245877753386e-08,0.00028758461336698276,0.002782700669952198
4000,0.014749428180203542,0.0377629398434264,0.005403526490319183,0.002042652226427699,1.724076114276573e-05,3.024174261395187e-08,1.1890747940835181e-05,9.559081657582424e-06,2.8727478560741697e-08,0.00028765521593500983,0.0027813919156465866
4100,0.01487169040152729,0.03775704643301187,0.005419760833335958,0.002043655547562325,1.722610562489131e-05,3.022505383002667e-08,1.1900994644715354e-05,9.559601946684956e-06,2.8699034553971835e-08,0.00028771366499670895,0.002776631273462816
4200,0.014991317706529044,0.03775001539481334,0.005398277449299268,0.002044858949963081,1.721314243725094e-05,3.0202594026668785e-08,1.1921376647680472e-05,9.559990884556706e-06,2.869889287531249e-08,0.00028778729405820234,0.00277890711158174
4300,0.01498664625547671,0.037744354060858964,0.005424586108197334,0.002047719488168648,1.7219362314864165e-05,3.0187877723977155e-08,1.1940969841654186e-05,9.55567397202868e-06,2.8746958841880326e-08,0.0002878471618083542,0.002780074737285788
4400,0.01513161386214383,0.0377405377703806,0.005442670074859644,0.00204813909237638,1.7206070046261896e-05,3.0204551683891103e-08,1.1928243283919726e-05,9.557260247438776e-06,2.8794065555224122e-08,0.00028789294064032284,0.0027842387265634115
4500,0.015151713270464563,0.03773029857070685,0.0054449582500122416,0.0020512210239666258,1.7194713021318344e-05,3.021682679825588e-08,1.19541515794502e-05,9.557285238584246e-06,2.8805342817219775e-08,0.0002879458216501285,0.002785777268605251
4600,0.015283209251999696,0.037728612587623,0.005448457493745582,0.0020526683775891194,1.7203530562135432e-05,3.0330546672445424e-08,1.1952515203648251e-05,9.553769064952076e-06,2.877829402040628e-08,0.0002880383558865846,0.002780818441396958
4700,0.015365927549429899,0.03771828303602035,0.00545840176570146,0.0020543015417077075,1.7172970764761712e-05,3.0417774326541355e-08,1.1953140129971961e-05,9.552430429138586e-06,2.884879207242944e-08,0.000288062851368846,0.0027845923257979865
4800,0.015394603729248247,0.03770842966476389,0.005438169788934408,0.002056348591688655,1.7188640506996222e-05,3.043212334888329e-08,1.1963139771358191e-05,9.555141067722363e-06,2.8895225882512342e-08,0.00028815932678225584,0.0027889927558808515
4900,0.015412549608758937,0.037707139625155484,0.005448962179205476,0.002056631179922604,1.717326131588852e-05,3.0337106885861556e-08,1.1961135616912385e-05,9.550993731768255e-06,2.891659648988044e-08,0.000288209645527475,0.0027903352053921414
5000,0.01555169863575577,0.03769792279991013,0.005455155110170328,0.0020597872111350916,1.7152943807484065e-05,3.046868034450189e-08,1.196792204712517e-05,9.550428711705526e-06,2.8865340909208345e-08,0.0002882951724350513,0.002791630590436751
