milliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
1000,8.863734052679632e-08,1.0505412424473833e-09,2.8798782383039367e-09,3.120726549628355e-10,1.6770758178883204e-07,1.0698316187700017e-09,1.2156029372646743e-09,1.392181317617796e-15,1.8799899897592625e-15,1.975779923582659e-08,2.352521622315735e-10,6.957182404257098e-10,4.278487480565551e-12,8.601079610498675e-17,1.399970455956147e-06,3.9551080294637034e-12,2.9934939123717408e-12,2.558884981216514e-11,-1.1619640973046625e-17
1100,8.860482145443318e-08,1.0504189156056375e-09,2.8805245462124104e-09,3.447184780345207e-10,1.6758514606564678e-07,1.0692718418846133e-09,1.3354229677454722e-09,2.02367958727679e-15,2.821678001969041e-15,1.970609200147554e-08,2.837760564774634e-10,6.947828761388613e-10,5.2122786794493255e-12,2.441990910775999e-16,1.3999527857286028e-06,5.775918227986396e-12,4.35602381901414e-12,4.143810896935452e-11,-1.864258901943976e-17
1200,8.85722331188861e-08,1.050257692300151e-09,2.8812009958514723e-09,3.774663893689902e-10,1.6746272242942778e-07,1.0687538115044853e-09,1.4542340350353904e-09,2.847034413248833e-15,4.075857733215024e-15,1.9649099637831987e-08,3.366381514012197e-10,6.9374030568438e-10,6.252771760378992e-12,5.457477958133277e-16,1.3999280201035817e-06,8.140688296097248e-12,6.121522470697502e-12,6.383866237373373e-11,-2.854196314336925e-17
1300,8.85395313338303e-08,1.0501095736979243e-09,2.8818704129230835e-09,4.103151138474388e-10,1.673403725925949e-07,1.0682231878349005e-09,1.5718487738343624e-09,3.913124988254725e-15,5.728721676981226e-15,1.958651601369407e-08,3.939549586155987e-10,6.92577311289556e-10,7.413047307977957e-12,1.260056571584037e-15,1.3998936097160524e-06,1.1158733455664427e-11,8.370294234669685e-12,9.52302904347928e-11,-4.247080113761775e-17
1400,8.850673118336761e-08,1.049957760129633e-09,2.8825441244276753e-09,4.4326409239957666e-10,1.6721807456478244e-07,1.0676984084608567e-09,1.6881181495963071e-09,5.256077113985766e-15,7.839393286478665e-15,1.95181890855813e-08,4.5572970663475427e-10,6.912868861545082e-10,8.70001887891545e-12,2.5014289397455706e-15,1.3998479311153814e-06,1.4915840383008393e-11,1.1165367400941827e-11,1.3715054280581087e-10,-6.112895577078575e-17
1500,8.847382781224723e-08,1.0498087652438325e-09,2.883220108059566e-09,4.763120790050504e-10,1.6709583678757006e-07,1.0671712584119811e-09,1.8028332211738507e-09,6.937355752951778e-15,1.0519498533446583e-14,1.9443615617719852e-08,5.222556955047655e-10,6.898481521122916e-10,1.013439178777254e-11,4.954086027792958e-15,1.3997875991769496e-06,1.953325374323461e-11,1.459543303215131e-11,1.9286261522022033e-10,-8.615438634842998e-17
1600,8.844082084469258e-08,1.049663889864537e-09,2.883897078874194e-09,5.094582120651093e-10,1.6697365981754832e-07,1.066640618810057e-09,1.9158223708181177e-09,9.002202221724558e-15,1.3847086590596439e-14,1.9362526044129702e-08,5.936303624827349e-10,6.882494257862645e-10,1.1727726126864326e-11,8.949656696288025e-15,1.3997103850367439e-06,2.5110198427603375e-11,1.8733394959963222e-11,2.644958151709086e-10,-1.1857326465274631e-16
1700,8.840771722448074e-08,1.0495177873416024e-09,2.884574115173105e-09,5.427010027540817e-10,1.6685153928783176e-07,1.066110728347703e-09,2.0268378164972936e-09,1.1544429363483452e-14,1.797506170238597e-14,1.927419458362126e-08,6.703310850449774e-10,6.86460902045499e-10,1.350958021670047e-11,1.623528925598862e-14,1.3996120241913135e-06,3.17893643467036e-11,2.368496698706129e-11,3.561702090497019e-10,-1.6067636589911476e-16
1800,8.837451684692913e-08,1.0493717421033602e-09,2.885250101526312e-09,5.760393546085694e-10,1.6672947644474602e-07,1.065579913907446e-09,2.1356824321196785e-09,1.4624520689240804e-14,2.3007448475624084e-14,1.917819226112868e-08,7.525890523825612e-10,6.844645778708675e-10,1.5497792607800847e-11,2.764412785058229e-14,1.3994895685454066e-06,3.9684723141087045e-11,2.9533963347672064e-11,4.707190873236863e-10,-2.1393272899275445e-16
1900,8.834122246657126e-08,1.0492241244146126e-09,2.885927690341975e-09,6.094713688231235e-10,1.6660746783692515e-07,1.0650498381056117e-09,2.242074273992276e-09,1.8365815858914402e-14,2.915301695153962e-14,1.907352326855147e-08,8.411171221749766e-10,6.822198422546289e-10,1.7732642186151772e-11,4.6967818186791296e-14,1.3993377718613328e-06,4.895905647808388e-11,3.640055279547014e-11,6.132221143701387e-10,-2.815027713842842e-16
2000,8.8307835855123e-08,1.049074466563752e-09,2.8866063659278593e-09,6.429956730358789e-10,1.6648551275478804e-07,1.0645205599887135e-09,2.3457849489717372e-09,2.2851800689528855e-14,3.6552750454646556e-14,1.895956005188198e-08,9.36313697121064e-10,6.797007557907155e-10,2.023984389352294e-11,7.610861399502981e-14,1.399152864240787e-06,5.974420562344569e-11,4.43820453735116e-11,7.87315444974796e-10,-3.6545534485171523e-16
2100,8.827435758925436e-08,1.0489239920193097e-09,2.8872859694515473e-09,6.766099290457386e-10,1.6636360988941242e-07,1.063991477373922e-09,2.4464832310967345e-09,2.8251936154629786e-14,4.549230376559514e-14,1.883500164901739e-08,1.0391470154988361e-09,6.768542138579974e-10,2.307204726737496e-11,1.226959183421938e-13,1.3989284532972724e-06,7.223084221150666e-11,5.362049327226957e-11,9.991931645969894e-10,-4.7014195343634045e-16
2200,8.824078949913177e-08,1.0487722763747723e-09,2.8879666807721884e-09,7.103124203800803e-10,1.6624175778693467e-07,1.0634628672930942e-09,2.543903992620714e-09,3.4680350483729315e-14,5.616417395409111e-14,1.8698982291248807e-08,1.1502167163341413e-09,6.736446608205015e-10,2.626450132670271e-11,1.9071165399967423e-13,1.3986598271590481e-06,8.657187159363673e-11,6.422912082341316e-11,1.25341025770366e-09,-5.984465989333253e-16
2300,8.820713344146928e-08,1.0486197593835432e-09,2.8886479241658e-09,7.441002988723168e-10,1.6611995441146073e-07,1.062934399003621e-09,2.6376536949829095e-09,4.237096130677675e-14,6.895988821139387e-14,1.8549871008979673e-08,1.2707581829877497e-09,6.700050965055067e-10,2.988358085025199e-11,2.946472188226036e-13,1.398339235795531e-06,1.0299342381668402e-10,7.637738421589285e-11,1.5574761334328645e-09,-7.563626065061335e-16
2400,8.817339107702372e-08,1.048466481996357e-09,2.889329717257471e-09,7.779714347090646e-10,1.6599819809407164e-07,1.0624060734956453e-09,2.7274202677108093e-09,5.1481784773608935e-14,8.414415848293493e-14,1.8386531108468502e-08,1.4015946610436035e-09,6.658888046262117e-10,3.3975579351783994e-11,4.4236941973183706e-13,1.3979608693343544e-06,1.2167512440910095e-10,9.019910607879416e-11,1.917013171816216e-09,-9.47897490773699e-16
2500,8.813956531827015e-08,1.0483122412646743e-09,2.890012250990195e-09,8.119223011918255e-10,1.65876485220429e-07,1.0618779288437162e-09,2.8127211860568473e-09,6.234727912074463e-14,1.0226362622616188e-13,1.820701762411974e-08,1.5441857911934538e-09,6.612146767929223e-10,3.8620723339602486e-11,6.607331851214302e-13,1.3975153308270655e-06,1.428930521765752e-10,1.0590353251023134e-10,2.3411153875720986e-09,-1.1813784828864534e-15
2600,8.810565813089467e-08,1.0481571266669531e-09,2.8906954455214607e-09,8.459502770191643e-10,1.6575481360637702e-07,1.0613499031483003e-09,2.893190869731743e-09,7.518162407420098e-14,1.2368002278427902e-13,1.800989539798028e-08,1.6995992602105102e-09,6.559234515109407e-10,4.3877698429488844e-11,9.643477144656284e-13,1.396995526719073e-06,1.6685732130102315e-10,1.2364802050818498e-10,2.836651611911078e-09,-1.4623445548584626e-15
2700,8.807167254023684e-08,1.0480011194017101e-09,2.891379376399799e-09,8.80051143287163e-10,1.6563317912442975e-07,1.0608220149592566e-09,2.968323995469446e-09,9.037290004080657e-14,1.4909864233129934e-13,1.7792845457115444e-08,1.8696449094738845e-09,6.499180996612069e-10,4.9842442050889024e-11,1.3979617944699168e-12,1.3963902613424165e-06,1.9385840644715793e-10,1.4365122696351142e-10,3.414482289341414e-09,-1.801983106939199e-15
2800,8.803761097589462e-08,1.0478442339048785e-09,2.892064043688557e-09,9.142216763881827e-10,1.6551157872974941e-07,1.0602942359251856e-09,3.0376908888909743e-09,1.0821348875559644e-13,1.7901154777562262e-13,1.7554132740457504e-08,2.055625536395914e-09,6.431262569459731e-10,5.6586534064946937e-11,1.9877376877786363e-12,1.395690937409317e-06,2.2414243591228887e-10,1.660992872342927e-10,4.082932417082626e-09,-2.207923802318158e-15
2900,8.800347704757148e-08,1.047686539849111e-09,2.892749431691928e-09,9.484566474713488e-10,1.653900063858405e-07,1.0597665434253277e-09,3.10065721987119e-09,1.2929400789731947e-13,2.1437358580694468e-13,1.729128009792078e-08,2.2593787997713968e-09,6.354410084860829e-10,6.421534338474676e-11,2.811087050311377e-12,1.3948842029957678e-06,2.5806749927334023e-10,1.912736030344849e-10,4.8549184179081285e-09,-2.6954596567353515e-15
3000,8.796927361320244e-08,1.047528055834442e-09,2.8934355526297276e-09,9.827521233181586e-10,1.6526845799538432e-07,1.0592389163582037e-09,3.1567356854941115e-09,1.5399964334422476e-13,2.5584242818246566e-13,1.7002273242182145e-08,2.4824281532527706e-09,6.267772718620691e-10,7.281290985852297e-11,3.913049856878554e-12,1.3939597432074493e-06,2.959120167263772e-10,2.1938658783870813e-10,5.740431725967007e-09,-3.2750071398076655e-15
3100,8.793500497681019e-08,1.0473688494142088e-09,2.8941223872024144e-09,1.017101855670835e-09,1.651469251549921e-07,1.0587112919624727e-09,3.20529056313165e-09,1.830524343170067e-13,3.0466569150378584e-13,1.6684566000048642e-08,2.7266771058039895e-09,6.170222735013395e-10,8.249003726771644e-11,5.42075264232907e-12,1.392901947904311e-06,3.3803646695291394e-10,2.507204271944571e-10,6.754594876093288e-09,-3.967131828867584e-15
3200,8.790067449891275e-08,1.0472089582342375e-09,2.8948099381898538e-09,1.0515010641792305e-09,1.6502540226363063e-07,1.0581836397597564e-09,3.2457757590187964e-09,2.16965817243155e-13,3.617148700911721e-13,1.6335961370885918e-08,2.993771779225977e-09,6.060812482173842e-10,9.334010592140415e-11,7.409843673726718e-12,1.391698575539215e-06,3.847507882435387e-10,2.855160616445703e-10,7.909263828867359e-09,-4.7859724755324364e-15
3300,8.786628701218345e-08,1.0470484331005458e-09,2.895498215812057e-09,1.085942409528612e-09,1.6490387861514295e-07,1.0576558912585815e-09,3.2775782905460354e-09,2.5663593717944387e-13,4.28566127811122e-13,1.5954148021334642e-08,3.28540130220847e-09,5.938469187618424e-10,1.0546792080479552e-10,1.0081739597130034e-11,1.3903317962263113e-06,4.3639608629461774e-10,3.2405459016227273e-10,9.221725947796529e-09,-5.758720689305126e-15
3400,8.783184642417756e-08,1.0468873220116455e-09,2.8961872209320685e-09,1.1204201800962622e-09,1.6478234666461782e-07,1.0571279998563612e-09,3.3001331333030463e-09,3.027167330597532e-13,5.063477585552024e-13,1.5536899878966238e-08,3.603220299040634e-09,5.802204946360047e-10,1.1897049019996123e-10,1.3559480281430837e-11,1.3887873407194848e-06,4.932909301377935e-10,3.6658889185533695e-10,1.070580887009553e-08,-6.904333656715617e-15
3500,8.779735805980094e-08,1.046725690067071e-09,2.8968769755184486e-09,1.1549260168175373e-09,1.6466079254072625e-07,1.0565998808623996e-09,3.312962819486469e-09,3.5629215843632487e-13,5.96979313292318e-13,1.50825820018996e-08,3.948374196212434e-09,5.651177827456628e-10,1.3392900378034683e-10,1.8154339333581786e-11,1.387045555264039e-06,5.556929289495509e-10,4.1335087293841775e-10,1.238059746767744e-08,-8.25811915986434e-15
3600,8.776282633735487e-08,1.0465635902746352e-09,2.8975674868977833e-09,1.189453246077295e-09,1.6453920635135223e-07,1.0560714738751302e-09,3.315537472326622e-09,4.181715778286051e-13,7.018791877978981e-13,1.4589203433670836e-08,4.322315563724201e-09,5.484461335608671e-10,1.5043388334681973e-10,2.4060119438881683e-11,1.3850902208480818e-06,6.238964582515692e-10,4.645845443533969e-10,1.4261822574227367e-08,-9.845093785594996e-15
3700,8.77282568422628e-08,1.0464010966145383e-09,2.8982587787999808e-09,1.2239927419119135e-09,1.644175704500218e-07,1.0555426804749045e-09,3.307643236419175e-09,4.896003653238504e-13,8.232993054167294e-13,1.4056405212448324e-08,4.725174086129871e-09,5.301690204485502e-10,1.6851815827026843e-10,3.174110962675609e-11,1.3829006958687136e-06,6.980002408783372e-10,5.204204605434701e-10,1.63695627807808e-08,-1.1710125045383702e-14
3800,8.769365441187416e-08,1.0462382695347831e-09,2.8989508669087824e-09,1.2585369454419738e-09,1.6429587207715064e-07,1.055013424846282e-09,3.288870358567329e-09,5.715454295655135e-13,9.62961585289099e-13,1.3482818072150618e-08,5.157898194165446e-09,5.102153851337409e-10,1.88250198030385e-10,4.1492907544881526e-11,1.3804591748112086e-06,7.782244390705678e-10,5.810592946133711e-10,1.8721107842175406e-08,-1.3885604440452968e-14
3900,8.765902453538877e-08,1.0460751886425977e-09,2.8996437929078135e-09,1.2930764601732451e-09,1.6417408945980837e-07,1.0544835850256548e-09,3.2594177454475164e-09,6.653505674553124e-13,1.1233743648721278e-12,1.2870060653234236e-08,5.619048882954512e-09,4.886260732554294e-10,2.0958530479085588e-10,5.398189188087608e-11,1.3777453924697383e-06,8.644221187944452e-10,6.464683450168099e-10,2.1336203519585844e-08,-1.6427078842577368e-14
4000,8.76243722734795e-08,1.0459119212552696e-09,2.9003375819102863e-09,1.327603075187934e-09,1.640522064893521e-07,1.053953068504846e-09,3.2191012672603483e-09,7.72117555745107e-13,1.3065428783152363e-12,1.2217883215051264e-08,6.108677627497516e-09,4.6537211806791966e-10,2.3254933828568715e-10,6.964292416786291e-11,1.3747406890119064e-06,9.566775183030203e-10,7.167616391482032e-10,2.4232990545621983e-08,-1.9375556566099466e-14
4100,8.758970250839869e-08,1.0457485478088389e-09,2.9010322971221503e-09,1.3621078826735437e-09,1.6393019716141233e-07,1.0534217311887848e-09,3.1686533315720245e-09,8.931810516811045e-13,1.5150695834776678e-12,1.1530539088273409e-08,6.623240101977089e-09,4.4060073044058824e-10,2.569911503395493e-10,8.939078609633944e-11,1.3714270100089254e-06,1.0545295202964353e-09,7.916912894530704e-10,2.7429069684681066e-08,-2.2797720150788507e-14
4200,8.755502021735163e-08,1.045585140433562e-09,2.9017279774545652e-09,1.3965824477360345e-09,1.6380804168710947e-07,1.0528894617878071e-09,3.108225184337991e-09,1.0297227877152087e-12,1.7511700758231117e-12,1.0809443332745867e-08,7.16145489837448e-09,4.1434820519417784e-10,2.8287104873404236e-10,1.1384009910484014e-10,1.3677859771172773e-06,1.1578629673527042e-09,8.712388015269511e-10,3.094231981626451e-08,-2.6744138196357635e-14
4300,8.752032909811475e-08,1.045421775490844e-09,2.9024247075208778e-09,1.4310193230707885e-09,1.6368571014358512e-07,1.0523560991486585e-09,3.039122176678006e-09,1.1829141466582311e-12,2.0172880573810742e-12,1.0061836737848134e-08,7.717359095271077e-09,3.8688572330486795e-10,3.099142370722421e-10,1.4418532735797303e-10,1.3638038153189155e-06,1.265883136097544e-09,9.549210307832475e-10,3.478611621762836e-08,-3.129204990739296e-14
4400,8.748563371426932e-08,1.0452585275980106e-09,2.90312253501555e-09,1.4654103108812844e-09,1.635631795202386e-07,1.051821520735423e-09,2.9618538598231396e-09,1.3539217449527898e-12,2.315721922395658e-12,9.29083697703984e-09,8.2883237888615e-09,3.5831795143010246e-10,3.3801258285718045e-10,1.8121960249971466e-10,1.359463326661673e-06,1.3782657678139068e-09,1.0425734662847565e-09,3.8977187968012965e-08,-3.6500634776340403e-14
4500,8.745093592870738e-08,1.0450954720905399e-09,2.9038214870695657e-09,1.4997497984677026e-09,1.634404198103274e-07,1.0512856245524695e-09,2.8779546797683304e-09,1.5433757150658759e-12,2.6484133674201833e-12,8.503840068138811e-09,8.868458682740796e-09,3.2892800043682514e-10,3.6688039504785233e-10,2.2621415325124262e-10,1.354753777290614e-06,1.4941127365018103e-09,1.1335885126185856e-09,4.352589581963245e-08,-4.2449515357070616e-14
4600,8.741623849013097e-08,1.0449326611032222e-09,2.904521777787657e-09,1.534032420320182e-09,1.6331740020974068e-07,1.0507481448115499e-09,2.7889186292487143e-09,1.752427773496736e-12,3.0172601266600324e-12,7.710206905692084e-09,9.449867649359721e-09,2.9907929998822545e-10,3.9615119881494207e-10,2.8056715115212457e-10,1.3496668717778142e-06,1.6124768899538067e-09,1.227448554995238e-09,4.8440084181077316e-08,-4.921954810529027e-14
4700,8.738154320694478e-08,1.0447701551213229e-09,2.90522351936782e-09,1.5682540790259266e-09,1.63194088837396e-07,1.0502089091251787e-09,2.6963750837956317e-09,1.9818498807223628e-12,3.4239720319272163e-12,6.919767032720051e-09,1.0024320121762229e-08,2.6915775018378106e-10,4.2543661455147444e-10,3.457684550081017e-10,1.3441968399817396e-06,1.7323880812708809e-09,1.3235247642489103e-09,5.372500348197555e-08,-5.68945081562726e-14
4800,8.73468508851005e-08,1.0446080130138179e-09,2.905926782284266e-09,1.6024123287585358e-09,1.6307045284050125e-07,1.0496677882532181e-09,2.6020519992265604e-09,2.2320631871399914e-12,3.86992713053122e-12,6.142894739962185e-09,1.0583138181693104e-08,2.3957595900468894e-10,4.543222369031159e-10,4.234204028527451e-10,1.338341382588952e-06,1.8528450890298949e-09,1.4211219893175536e-09,5.9382351919156054e-08,-6.556086789035935e-14
4900,8.731216127998944e-08,1.044446279069796e-09,2.906631685030138e-09,1.6365064213268373e-09,1.6294645914801216e-07,1.0491246194182374e-09,2.5076942410887727e-09,2.5031947083138823e-12,4.356002257092975e-12,5.389868708327946e-09,1.1117755671706198e-08,2.1074748146071996e-10,4.823935074525212e-10,5.152052068720887e-10,1.3321014566199346e-06,1.97281374884038e-09,1.5195618711285803e-09,6.54105244243388e-08,-7.530631747156085e-14
5000,8.727747320365084e-08,1.0442849881513485e-09,2.9073383679204034e-09,1.670537290496724e-09,1.628220747996703e-07,1.0485792274337757e-09,2.4149897757875538e-09,2.7951450189309946e-12,4.882526577247878e-12,4.670560080579134e-09,1.1619956616636584e-08,1.8307406477925937e-10,5.092484493054749e-10,6.228816970464828e-10,1.3254812060988876e-06,2.091300829627244e-09,1.6181824731601436e-09,7.180461137441942e-08,-8.621892440070792e-14
