miliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
3200,8.06691719014735e-05,0.0,0.0,0.0,1.849820656064134e-14,0.0,0.059996177150871396,3.7667095174328465e-06,7.481527719622851e-08,7.320249282463791e-17,1.7577727262933667e-24,4.4260148106729615e-14,4.529351195096615e-14,2.065290544037421e-14,4.175192398455932e-14
3300,8.22154063629122e-05,0.0,0.0,0.0,2.155612824471717e-14,0.0,0.05999609714181018,3.97556104490423e-06,8.393155184636098e-08,8.555088105086777e-17,1.9189240160724434e-24,4.5710178738626774e-14,4.5734352160143614e-14,2.0918444291409475e-14,4.9272925083212265e-14
3400,8.31862441710441e-05,0.0,0.0,0.0,2.3691996335674497e-14,0.0,0.059995860706796876,4.0079251427969455e-06,8.892984094758253e-08,1.0266183328698828e-16,2.326063501103021e-24,5.300635110237152e-14,5.019733363579057e-14,2.372350865365953e-14,4.920337000858251e-14
3500,8.616377182786172e-05,0.0,0.0,0.0,2.886457953450042e-14,0.0,0.05999580926063119,4.146475642545307e-06,9.261771027371234e-08,1.156154209749404e-16,2.6306536949902345e-24,5.4915963747608695e-14,5.5846808447967966e-14,2.658194042828539e-14,5.808995803573748e-14
3600,9.046729768658387e-05,0.0,0.0,0.0,3.108769818567934e-14,0.0,0.059995663509207695,4.212162264483621e-06,9.96744197585973e-08,1.346767252830273e-16,3.443171737941294e-24,6.0851861360982e-14,6.181023571701824e-14,3.167520539794515e-14,6.308440643143913e-14
3700,9.203138281609447e-05,0.0,0.0,0.0,3.332197540369503e-14,0.0,0.05999564031130947,4.413377822677307e-06,1.0424550224024863e-07,1.558139809252234e-16,4.302141508938513e-24,6.680062534797417e-14,6.517186855785499e-14,3.360727934729971e-14,6.677125619563525e-14
3800,9.661883771445377e-05,0.0,0.0,0.0,3.7037612919522013e-14,0.0,0.05999535237131843,4.5387495548700725e-06,1.0580396359970243e-07,1.7103109449362502e-16,4.971578938540048e-24,7.016071819494987e-14,7.20396575450804e-14,3.625890240572501e-14,7.27953766591279e-14
3900,9.564769305169924e-05,0.0,0.0,0.0,4.0031424895341404e-14,0.0,0.059995302822077205,4.677471547653174e-06,1.1233024813895058e-07,1.892922518305816e-16,6.0857073024579514e-24,7.504148161961796e-14,7.482422040658546e-14,4.201521131897666e-14,7.594527154564604e-14
4000,9.880392433485094e-05,0.0,0.0,0.0,4.488144401150661e-14,0.0,0.05999511244439599,4.828999608799517e-06,1.1833322642382175e-07,2.149888673590699e-16,6.9443118255113e-24,8.043008841744809e-14,8.246105035206924e-14,4.62741416180204e-14,8.093619177574167e-14
4100,0.00010090604164955808,0.0,0.0,0.0,4.914049830778397e-14,0.0,0.05999500624065753,4.8498172054343815e-06,1.2766492634229909e-07,2.4297343057138433e-16,9.06006966348469e-24,8.736737004229604e-14,8.841006629223515e-14,5.054203671919778e-14,8.95670170845259e-14
4200,0.0001033674160863921,0.0,0.0,0.0,5.434545538130223e-14,0.0,0.05999500604328497,5.059588772254054e-06,1.3134144971169725e-07,2.572148524811129e-16,1.0454481606361472e-23,9.311748511066058e-14,9.329906344526903e-14,5.3312375360254036e-14,9.664880525401936e-14
4300,0.00010708139511330228,0.0,0.0,0.0,5.836001119417255e-14,0.0,0.059994830711591764,5.07187609900738e-06,1.3952864608030906e-07,2.8724437016733393e-16,1.2906179155511109e-23,1.032198832165558e-13,1.0276421493416634e-13,5.853815231826269e-14,9.997806861959426e-14
4400,0.00010969726215343041,0.0,0.0,0.0,6.579295320945488e-14,0.0,0.05999475749166432,5.299215499397908e-06,1.425311768174585e-07,3.2257952772435756e-16,1.4981524857674248e-23,1.097413947730416e-13,1.0971433352217118e-13,6.576532194557249e-14,1.098491546797898e-13
4500,0.00011215719618984027,0.0,0.0,0.0,7.192079167919945e-14,0.0,0.05999452774885074,5.3105668353012054e-06,1.5069817419788883e-07,3.591281689827821e-16,1.7701483611176204e-23,1.1761190113186702e-13,1.1478651200769515e-13,7.122885135074608e-14,1.1671979511171856e-13
4600,0.00011526915459596209,0.0,0.0,0.0,7.639632441667737e-14,0.0,0.05999452012118006,5.4957595134225e-06,1.608589356757024e-07,3.9268182643362307e-16,2.0976109477966463e-23,1.2490942384126117e-13,1.251621002502222e-13,7.731967338417134e-14,1.2670609395579055e-13
4700,0.00011642787186347165,0.0,0.0,0.0,8.311205330011431e-14,0.0,0.05999433230381,5.661489633916523e-06,1.6283614603717065e-07,4.378568899230238e-16,2.4757084431467867e-23,1.3206589251835726e-13,1.3281595614834304e-13,8.348425802114225e-14,1.318528614096929e-13
4800,0.0001197550229163719,0.0,0.0,0.0,9.148793405855912e-14,0.0,0.059994301334673546,5.7680856074169645e-06,1.7375682858079283e-07,4.778076931267987e-16,2.886201145442474e-23,1.4322190913976714e-13,1.407385152689967e-13,9.118673445331741e-14,1.3958545991299255e-13
4900,0.00012282123426054408,0.0,0.0,0.0,9.660925965927848e-14,0.0,0.059994081741375146,5.864440663176621e-06,1.7662265495932942e-07,5.408217033831107e-16,3.3653252740805996e-23,1.5099616472091749e-13,1.4835161779905753e-13,9.8442855120184e-14,1.4792286828680794e-13
5000,0.0001233307571163158,0.0,0.0,0.0,1.045447870830105e-13,0.0,0.05999401906409532,6.031983197759335e-06,1.8614701256495573e-07,5.896348812711215e-16,3.885440506814214e-23,1.6148615109893166e-13,1.602584759874998e-13,1.0690585659113124e-13,1.5789851714436227e-13
