miliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
2700,6.695914527155053e-05,0.0,0.0,0.0,1.0066082211167508e-14,0.0,0.059996716949764654,3.3171770823752956e-06,5.238415714853859e-08,3.787839803008361e-17,3.672676640408116e-25,2.5155789994213192e-14,2.428783002622107e-14,1.1614730943184609e-14,2.8366727255091937e-14
2800,7.006572741810547e-05,0.0,0.0,0.0,1.1143143092829527e-14,0.0,0.05999666528092067,3.2869427617817566e-06,6.024945003106545e-08,4.618861370634955e-17,1.6627887399218537e-25,2.982914141272826e-14,2.9436801488532875e-14,1.1589219597332223e-14,3.059143854731623e-14
2900,7.18228803462598e-05,0.0,0.0,0.0,1.4352231787655547e-14,0.0,0.059996496543233774,3.449847386134384e-06,6.46026333125684e-08,4.507290385815542e-17,1.0491010186626866e-24,3.132706945547296e-14,3.0428536690757887e-14,1.3219787825248653e-14,3.049255719011612e-14
3000,7.504560291845978e-05,0.0,0.0,0.0,1.5712692806745036e-14,0.0,0.05999637050049454,3.5359938409265327e-06,6.872342915071734e-08,5.562647807146347e-17,1.055496129244744e-24,3.5497248619010636e-14,3.5220118140825617e-14,1.4747617545717636e-14,3.672155811940423e-14
3100,7.856372266837645e-05,0.0,0.0,0.0,1.6995716519852488e-14,0.0,0.059996263222844674,3.712293528057083e-06,7.302051378414628e-08,7.149698541507307e-17,1.5285602046637145e-24,4.0593057103036057e-14,3.850595230418984e-14,1.8808409580624374e-14,3.770018842004031e-14
3200,7.840981501450151e-05,0.0,0.0,0.0,2.0839016735186402e-14,0.0,0.059996206763910244,3.780541937987468e-06,7.524163515069393e-08,8.031090553915923e-17,1.7111007000008478e-24,4.545839602594985e-14,4.4108879036140275e-14,2.0633527277500023e-14,4.405014516776404e-14
3300,8.130888065742157e-05,0.0,0.0,0.0,2.26374335375514e-14,0.0,0.059996078379093536,4.028381776027044e-06,8.142017269818595e-08,8.443397329213394e-17,2.1334043423377995e-24,4.742600727817914e-14,4.749176815579074e-14,2.1375170929008092e-14,4.756815035710439e-14
3400,8.488374943539305e-05,0.0,0.0,0.0,2.427716514021635e-14,0.0,0.05999588798741141,4.064328853192061e-06,8.69452436495655e-08,9.33845782495002e-17,2.005800855680078e-24,5.0526395994407953e-14,5.28170961940566e-14,2.511246204139574e-14,5.2618465100699287e-14
3500,8.573294910438449e-05,0.0,0.0,0.0,2.8022828120698368e-14,0.0,0.05999581387950068,4.136392970551827e-06,8.935502476077252e-08,1.1079779244953276e-16,2.4102489277076245e-24,5.538863648615144e-14,5.583491910142156e-14,2.625196209298875e-14,5.628480245012056e-14
3600,8.945252119740153e-05,0.0,0.0,0.0,3.062303097922456e-14,0.0,0.05999565407376426,4.221980513322782e-06,9.871600692301144e-08,1.3457137594302896e-16,3.0469188207442566e-24,6.089834346126152e-14,6.227265033886859e-14,2.924993079052941e-14,6.278193662936178e-14
3700,9.081687728212481e-05,0.0,0.0,0.0,3.388229635584834e-14,0.0,0.05999556906194752,4.343754744803587e-06,1.007632773231567e-07,1.4616182076028877e-16,3.93581069312449e-24,6.78364937243198e-14,6.557248221159035e-14,3.2964923257601976e-14,6.796066101776956e-14
3800,9.664236813078919e-05,0.0,0.0,0.0,3.8432718500097345e-14,0.0,0.0599955072178671,4.584997847538059e-06,1.0853697873007554e-07,1.6156876606155297e-16,5.2445721230193576e-24,6.894687055822007e-14,7.179179934595166e-14,3.7242941425201305e-14,7.220544269127504e-14
3900,9.648507112544215e-05,0.0,0.0,0.0,4.128074717994249e-14,0.0,0.05999528889401413,4.704954401132201e-06,1.1313947691700388e-07,1.8894284454811405e-16,5.544132870802715e-24,7.614639154407205e-14,7.646580939650656e-14,4.2069249410703966e-14,7.827966885570983e-14
4000,0.0001002549477018217,0.0,0.0,0.0,4.4766584007066885e-14,0.0,0.059995221492393495,4.7603323216198585e-06,1.2170894918598858e-07,2.083069089311607e-16,7.552857635620721e-24,8.326801654574605e-14,8.263444004129874e-14,4.527652627936347e-14,8.479248719730681e-14
4100,0.0001019816828300775,0.0,0.0,0.0,5.1019271579543535e-14,0.0,0.05999502343126377,4.929359367455155e-06,1.2823527122630842e-07,2.4101790036374327e-16,8.974373346913035e-24,8.835983813366296e-14,8.835447884891625e-14,5.097258556502625e-14,8.828736793739122e-14
4200,0.00010478325220675722,0.0,0.0,0.0,5.407123773787964e-14,0.0,0.0599949511443285,4.9283587968794965e-06,1.3010265144164982e-07,2.659705378660472e-16,1.0756932325967281e-23,9.332696648197342e-14,9.76467948229507e-14,5.588767105767006e-14,9.536225430781668e-14
4300,0.00010919706368487079,0.0,0.0,0.0,5.86636999205879e-14,0.0,0.05999480638298438,5.0998040277825815e-06,1.363211053118417e-07,3.021851943788749e-16,1.265920814083936e-23,1.007471252996606e-13,1.0271231354772703e-13,5.877028824466374e-14,1.0168509892593362e-13
4400,0.00011021661119319132,0.0,0.0,0.0,6.466676436912327e-14,0.0,0.05999468532995085,5.167403371232813e-06,1.4707331298881568e-07,3.249176835647957e-16,1.4964940170855057e-23,1.1075475806005941e-13,1.0716808094208884e-13,6.520794626545678e-14,1.0740388547063939e-13
4500,0.00011323669316017819,0.0,0.0,0.0,7.064037346445778e-14,0.0,0.059994556893943875,5.308469008649054e-06,1.4884982840559339e-07,3.554342415103384e-16,1.7503476199102393e-23,1.171522116040706e-13,1.187734513400847e-13,6.962249306117567e-14,1.1535328244459187e-13
4600,0.00011394413283714546,0.0,0.0,0.0,7.748635141248081e-14,0.0,0.059994413405673866,5.440262968358613e-06,1.5907947247306198e-07,3.972707056327995e-16,2.1314958079935765e-23,1.254745923299568e-13,1.2325452563408606e-13,7.71211083675343e-14,1.2243368884205543e-13
4700,0.00011611806215268688,0.0,0.0,0.0,8.421009171735486e-14,0.0,0.059994325020549355,5.552733501846282e-06,1.649112132096876e-07,4.3265043107900874e-16,2.478845780653033e-23,1.31244999176848e-13,1.3333464804306811e-13,8.232814815937912e-14,1.3324315786504233e-13
4800,0.0001191489795182804,0.0,0.0,0.0,8.912511313466797e-14,0.0,0.059994173164490606,5.6937169691883135e-06,1.7239904696746397e-07,4.800549818497065e-16,2.8172266026853394e-23,1.4174584065986735e-13,1.4254072732648786e-13,8.966742918471535e-14,1.413717616864558e-13
4900,0.00012246914181354495,0.0,0.0,0.0,9.739255119795238e-14,0.0,0.05999412107676424,5.909445579257495e-06,1.7687940550791374e-07,5.325962617191317e-16,3.3420939138397726e-23,1.5145935409992934e-13,1.4949308596683522e-13,9.669651861792726e-14,1.495833842015956e-13
5000,0.00012610330599876444,0.0,0.0,0.0,1.0613253113856372e-13,0.0,0.0599939974067682,5.911400099173996e-06,1.8631302757078737e-07,5.793405791953497e-16,3.8701355428193206e-23,1.6001330611550202e-13,1.57477028900814e-13,1.0534551113243846e-13,1.5870367151704574e-13
