milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1500,1008.5601317062254,1.0327219821415887,0.3417208948385148,2.531604713465776e-24,6992.704610680625,0.01692821447276477,11985.586039055856,1.058695858779616e-11,7.369577440330251e-07,5.164686977116838e-19,-8.306496695474604e-21,82015.5091907655,2.775032250521023e-14,-3.6883999688237355e-05,3.222298443692515e-07,135037.84908363235,6.210939205506588e-17
1600,1008.4825492526552,1.126143240820399,0.28566878724942324,2.3905836765363656e-24,6991.748786096394,0.014798136908193527,11983.354009046792,6.632894664912991e-12,2.4772448321215685e-06,-4.0965527896928684e-19,4.506088230406383e-21,82019.0135477173,-9.916804872424142e-15,-2.715687257988808e-05,-2.338816877603495e-07,135035.6098543852,-2.6597496858692265e-17
1700,1008.5502655827332,1.1822784978398504,0.3620472103510776,-1.4763357564660317e-24,6991.072276750607,0.021056980463298403,11983.488732678192,3.956862569094936e-12,-1.6709835486547342e-06,-6.408382163392845e-20,-2.0282820384377044e-21,82019.86265244457,8.289432285509953e-15,9.138602983833986e-05,2.5508707411509507e-08,135037.8132991136,1.3944253555662535e-16
1800,1008.4457614125693,1.2576798457451008,0.42849643405967897,-1.231620277802177e-24,6990.913128972678,0.008990649742675147,11981.733830033903,-5.631472810527526e-11,5.931043553590401e-06,9.887960195054609e-21,7.102605255808565e-21,82019.36154871198,2.370613487455141e-14,0.0001779179452138629,-2.3750747717597959e-07,135039.64499079512,-6.516619777457617e-17
1900,1008.4078963136673,1.2403166566290837,0.43478432322842864,-1.4398780952418588e-24,6991.390635436802,0.017570547166327298,11981.377096533537,-5.283037801432876e-11,9.41390344822917e-06,-4.1696981763750916e-19,3.532766057239743e-23,82021.85622818631,-3.2667832601274036e-14,4.1877097785714e-05,2.8483159430902256e-07,135044.6254378213,-1.8325641800803055e-17
2000,1008.3528555306839,1.2924636820746842,0.4324880714338444,-2.8220165284482516e-25,6989.912825299174,0.02022721402727336,11979.923703315462,5.420459648170134e-11,2.5667808198417853e-06,-3.4232421713056074e-19,-6.3528640013766316e-21,82022.57083177962,1.2606806227339666e-14,0.00010879564405136242,3.468786268100431e-07,135048.19237246164,7.749664088883564e-17
2100,1008.1051018241859,1.3857808563022014,0.5688475081533911,1.4785812444950717e-24,6989.087611709978,0.02503805710890659,11978.154251118181,8.903765762137115e-12,3.794650077899639e-06,-3.4478386908120274e-19,2.4930554718536824e-21,82022.63695695037,3.6668072890724635e-15,0.00014050752751341145,6.265919187496059e-07,135051.00600461426,6.992492662485642e-17
2200,1007.9485881921099,1.3629476978620354,0.5165393371332195,-2.2657975286706817e-24,6989.873330557913,0.032382608600959734,11977.663266494283,1.5017200436163997e-11,4.696209570447645e-06,4.0378526431098323e-19,8.986948628595376e-21,82025.29873426066,-2.0076484457365602e-14,0.000125595722265909,1.0431063785283002e-06,135052.69149454715,-1.2089815931401823e-16
2300,1008.0172722820001,1.48813029957205,0.5348262268537982,-1.3192584616148977e-24,6989.287396915167,0.03867727064150772,11977.571973646558,1.940157862375186e-11,9.321428662791211e-06,3.6378120097866937e-19,1.3317733839200687e-21,82025.50064636231,1.0099118681673627e-14,0.00024368928969199555,4.1629351746060257e-07,135050.5063132144,-7.079164542681786e-17
2400,1007.9950516725484,1.4949098644283174,0.6104619231823605,-2.6137746141612024e-24,6988.837697547659,0.041530736065438674,11974.4940513259,6.891889737024171e-11,1.0220980268536274e-05,-5.257209660208201e-19,3.4814889641522146e-21,82027.46070944717,1.1101424665853717e-14,0.0003351585021956893,1.0161740834300499e-06,135055.22567670795,4.80382022773858e-17
2500,1007.8589939268418,1.4576615030919573,0.7424499474053335,3.4241625237171746e-24,6988.263074865202,0.03738916439444831,11973.909840639195,5.5806774737984794e-11,1.5808352655120677e-05,2.557731504647585e-19,1.4949726171621686e-21,82029.2839099806,1.5067848415088222e-14,0.00027995398146714285,8.253153167913522e-07,135056.2857814014,7.871648767791957e-17
2600,1007.6920327591321,1.5995010099534066,0.7400915095620137,-2.4292546410295754e-24,6986.690926314246,0.048653544821237155,11974.421077494648,-5.526155297451967e-13,1.5280020780504016e-05,-4.5029609358287825e-19,-1.4234018451594285e-21,82027.65953400826,1.4204780378912681e-14,0.00023400615632405346,7.148950446143104e-07,135061.68440909716,-1.275837251475815e-16
2700,1007.7117160839357,1.6384292970517216,0.837055576656107,-2.863889575551541e-24,6986.964125488223,0.04904460685193585,11973.41243034418,3.295126276256079e-11,2.6936198469326037e-05,-1.306780466419748e-19,2.3751561328952376e-21,82030.98326164653,-2.0116737752829643e-14,0.0004248891453110667,7.659846142682184e-07,135061.55253806539,7.250290135081815e-17
2800,1007.4902888351065,1.65754743233263,0.827147169818136,1.5704174582454637e-24,6986.0347831466015,0.04738296041940881,11970.185364547146,5.287950842596571e-11,2.3046620163500888e-05,3.027071718817439e-19,1.5545675179560725e-21,82033.04957146282,3.03392045981314e-14,0.00038356908166854795,1.857921445426835e-06,135063.2607134541,1.450285367073105e-17
2900,1007.3611088030958,1.7109689300199606,0.9148461003342363,-1.8943197005727458e-24,6985.593962493569,0.06776759475442046,11971.245808544985,1.429092700933451e-10,3.419577677020181e-05,1.6142124413028066e-19,8.58103503129123e-21,82033.64569740689,3.1690771797675784e-14,0.0004798856160058621,2.579212407268891e-06,135067.7266467556,8.791527997055648e-17
3000,1007.3768910028193,1.6498660996751706,1.0088956006035759,-3.1045902108879665e-24,6985.348992054145,0.06405102323644679,11969.728729553653,1.0110141981450429e-10,3.3740594652213815e-05,5.207754625533788e-19,3.314294532454439e-21,82032.94828591593,1.0891644104575613e-14,0.00047455236161751186,2.5272487591692597e-06,135070.00806552332,-1.1238163027507024e-16
3100,1007.2728635157642,1.7238946149820373,1.027078495743282,8.49450333121322e-25,6984.5085255297745,0.07517629306247312,11967.714293190691,1.1154150711980652e-10,3.022828350812693e-05,5.862732112438983e-19,5.578960131464481e-21,82035.7431182318,5.961500841785451e-14,0.0005106979986529254,2.105250278626952e-06,135072.72202278298,4.068362813822861e-18
3200,1007.2524177627474,1.8041875167736723,1.0363164971478314,8.887724535301247e-25,6984.060614750181,0.08613090247118149,11966.301447322441,1.4751419536865588e-10,4.07149908151502e-05,6.444536959085916e-19,1.143645943334216e-21,82036.40526051476,4.344835100302581e-14,0.0005913552952654966,2.902395031505963e-06,135075.6681285819,1.5796301408034286e-16
3300,1007.2138949217111,1.7266339899588303,1.0813371307017483,-1.6470120137134015e-24,6983.42058105579,0.09411440849976098,11966.32672128905,1.3626793392484195e-10,4.4460200808650556e-05,5.805649560466784e-19,-9.683246549160986e-22,82036.1135511109,6.131811029213132e-14,0.000845383118074348,4.232826726177056e-06,135079.84128149183,1.4062700145910945e-16
3400,1007.11026121274,1.777505223193153,1.175867659679338,2.236513163721019e-24,6982.63856022071,0.0892493212621425,11964.718194778192,3.028246115242829e-10,5.149862372849389e-05,2.294894532073528e-19,-4.158517434481209e-21,82037.66550802904,6.690027737016569e-14,0.0009637779294009082,3.84592331935581e-06,135078.02764622628,1.9419142827128054e-16
3500,1007.0291619883191,1.8110414307536038,1.2634745214586616,1.8044276999729304e-24,6983.581446712362,0.10407971181731811,11965.221811569789,2.91337121529514e-10,5.942119581359923e-05,8.775823947706028e-19,3.479371694747506e-21,82038.42839123346,7.001480592114231e-14,0.0009092577054833238,5.535965926884086e-06,135081.58848281263,1.7788504356803215e-16
3600,1006.7088915021758,1.8864320659698974,1.3274899167807435,-5.690886561514447e-25,6982.4436714456215,0.10815743000722795,11963.47230619492,3.7550051811504784e-10,6.730861975636664e-05,4.2367526055106483e-19,1.387854146029328e-20,82041.72721415515,9.349190248183076e-14,0.0011779868022752606,5.743656084853728e-06,135082.65321087843,1.4666596261230698e-16
3700,1006.8416838880971,1.8539987743953024,1.3606090604399803,2.152631026726235e-24,6981.5960794693665,0.12223417349008615,11962.84860051771,3.5851055942578936e-10,7.224825056198929e-05,8.062583178909724e-19,8.02257024613467e-21,82042.938514843,1.6632760507675832e-13,0.0011869339238025495,5.69045638932408e-06,135086.6975237185,1.7242128463178652e-16
3800,1006.6938935466139,1.884066840762297,1.4537313866667738,5.44762987530488e-24,6981.6333261955615,0.12458300757706177,11961.270602243056,4.90514068595756e-10,7.956456688000194e-05,6.789591065917375e-19,1.0231686183440692e-20,82042.44649354434,1.4414428222786756e-13,0.0013381490750486247,7.042908882968952e-06,135089.98710407157,2.737671153856826e-16
3900,1006.6045034826319,1.979381679397044,1.4832338908916425,6.1604210912935e-24,6980.648899786595,0.13679993413223182,11961.473728432626,5.95288891869955e-10,9.244847558264815e-05,9.809473594037998e-19,1.1099191792466866e-20,82042.54740989451,2.1122774970760972e-13,0.0015195659602125434,7.81816962975458e-06,135091.63391502836,5.995618236463261e-16
4000,1006.4313537901858,1.949274602714888,1.4799920673372704,6.811167437082517e-24,6980.859979140103,0.15180885685591955,11959.302680397475,7.198761124930962e-10,9.192949294472866e-05,2.2804756761687285e-18,1.8434717861217054e-20,82044.5391297412,2.72573930669281e-13,0.0015474500491566498,8.671719382923543e-06,135093.10402384304,5.704431170280879e-16
4100,1006.4416254698749,2.0210254330965225,1.5493349525097673,7.82482922711321e-24,6979.451666278174,0.15676632592821368,11958.546422558968,8.22198156631611e-10,0.00010086017672969996,2.06152146876937e-18,4.3473728387467636e-20,82045.02623981518,2.743702846301872e-13,0.0018734432739771986,1.0450032925404209e-05,135096.01192409455,8.111076846874536e-16
4200,1006.3225339935424,2.0777260683672383,1.6365585966122336,1.427808116948142e-23,6979.995578644641,0.16846777971914975,11956.84188592446,9.498063346697607e-10,0.00011837681930260339,3.515605377309827e-18,5.287349633035173e-20,82045.7375843341,3.579516225313519e-13,0.001960399969025153,1.231572814004826e-05,135099.7337438117,1.128196377272746e-15
4300,1006.1863729655475,1.9974522300429425,1.6850492995533908,1.4460139134531408e-23,6979.56047550395,0.17334709795649786,11956.263266265603,1.0590538232944108e-09,0.00012353146196624723,4.6320935396711365e-18,5.577937282638673e-20,82047.2055531615,4.689856918647091e-13,0.002175087760427612,1.2897926304220221e-05,135097.98540177912,1.3639235218810513e-15
4400,1006.1347519283814,2.057242020447955,1.7467344277072234,2.2312751637641178e-23,6977.726565007391,0.18671504132491518,11955.51227190796,1.2225132689576141e-09,0.00013821039333658685,6.334506272511834e-18,8.909432224877232e-20,82050.49074687334,5.634846939004374e-13,0.002294474442674748,1.4348752953066743e-05,135100.90167984265,1.5917167866724894e-15
4500,1006.097346293907,2.0390547783326216,1.88492251976402,3.529508640772361e-23,6977.377143967596,0.20973035051764186,11955.241472905176,1.4427685090226863e-09,0.00014212704849232057,7.143583232881383e-18,1.1382987003610913e-19,82048.61947105026,6.560809319399097e-13,0.0025878685778100204,1.565292917345812e-05,135103.4957657098,2.027610104594656e-15
4600,1006.00870374883,2.1135783139698647,1.9999513423596065,4.9556243251118165e-23,6977.2729543832065,0.2164656952183362,11952.19433459697,1.6576171165084645e-09,0.00015908556819670944,1.041745008785881e-17,1.565130032320705e-19,82051.87413010473,7.569574357898795e-13,0.0027411708285679506,1.751809196209876e-05,135109.70297626941,2.724478400311015e-15
4700,1005.7536004538524,2.061766176951106,1.9978011763228702,6.771607708969602e-23,6977.601287598767,0.22420507114175575,11953.40708050756,1.941646385937762e-09,0.0001720582399748177,1.2583754300621801e-17,1.9803440068902865e-19,82052.02410961603,8.72386458191133e-13,0.0029703971147835104,2.0679551201839586e-05,135107.79454942571,3.587186215355419e-15
4800,1005.8853738777377,2.1813444833408795,2.0543703708757195,9.64271556110375e-23,6976.91692910719,0.24334416012862958,11950.841903389777,2.204753387592937e-09,0.00018750252334860654,1.5960203210436488e-17,2.7443470290641835e-19,82052.30282231656,1.0405083359030204e-12,0.0032637679572365265,2.211439733851728e-05,135113.50375526818,4.432748652495035e-15
4900,1005.7459327560297,2.155172443323186,2.155362574453888,1.287291332634763e-22,6976.373319572553,0.24683243519328113,11951.278113311937,2.571036707154109e-09,0.00020475877300865582,2.1035038772975896e-17,3.4145248843676963e-19,82053.20675672562,1.2604808257904565e-12,0.003549846220730126,2.4543610883570913e-05,135114.45154773045,5.461924202605575e-15
5000,1005.5258912399278,2.177322822656431,2.244752653590761,1.785551260644579e-22,6975.569913789009,0.26065254943779753,11950.657691852095,2.8328087257411595e-09,0.00022229255009698548,2.6904443979060757e-17,4.472471356602843e-19,82057.10843765868,1.4577580941420973e-12,0.003802053217256452,2.6546167421874453e-05,135113.13627108038,6.622371862636414e-15
