milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
1800,7.982870946882463e-05,6.283766103426397e-05,0.9897110318976668,0.009689534673494484,2.5578585916385995e-10,1.661151549311644e-14,5.170963385373573e-07,0.000119558699495852,7.4997553504499945e-06,0.00042171706563660287,2.704996783114124e-13,7.1678966197324825e-25,3.484710557540027e-09,0.0
1900,7.882450930059091e-05,6.137434802846301e-05,0.99034302590816,0.010373849731853135,3.287039879972746e-10,1.8800839167733364e-14,5.78037127109649e-07,0.0001308367724954183,7.483339074266187e-06,0.000474156825358056,2.5894756181854447e-13,1.6104043138718606e-24,3.892552054086332e-09,0.0
2000,7.906733887712456e-05,6.27218037692587e-05,0.9892407432250738,0.010593516110779652,2.657740391075737e-10,2.635067450415571e-14,5.443470855183182e-07,0.00013190326175539373,7.515242809266926e-06,0.0004728885327405221,4.130391657621604e-13,8.561105970399283e-25,3.926528279591107e-09,0.0
2100,7.980607633196304e-05,6.255382344987588e-05,0.988836202367127,0.01073011660445026,3.823684012715243e-10,2.821609903998459e-14,6.493290927785803e-07,0.00011600358477814964,7.504386284985873e-06,0.00047957705892984247,3.6050234655337136e-13,1.170980603787043e-24,4.26222825366738e-09,0.0
2200,7.831691954029473e-05,6.142489297762724e-05,0.9883144906971305,0.011182733066107876,4.1623797215159945e-10,3.347106270782105e-14,6.185302659540532e-07,0.0001611652745458796,7.449710649683817e-06,0.0005154974480592703,3.5793149429249374e-13,1.76592162610272e-24,4.88527408874919e-09,0.0
2300,7.908919916893148e-05,6.161141255529402e-05,0.9876572668061238,0.011538343870539685,4.460185071141684e-10,2.983536693518229e-14,6.425632180083638e-07,0.00017749268206464076,7.383140054180726e-06,0.0005799353508760491,4.1951073615188767e-13,2.360618887185786e-24,4.720692442906194e-09,0.0
2400,7.943560369146189e-05,6.139691143373193e-05,0.9862594183649,0.012148728621474059,4.2164983434818677e-10,3.726579033856346e-14,6.552953670608431e-07,0.0001670357344326803,7.538617659331941e-06,0.0005440785156948631,5.16960953068907e-13,1.6718334473736347e-24,5.283568045027986e-09,0.0
2500,7.933358928699601e-05,6.284460220858379e-05,0.9859383827619477,0.012292661231069028,5.34171059904963e-10,3.568904149442408e-14,7.364653172021016e-07,0.00019040818257591623,7.44853797027149e-06,0.0006354669229587571,5.195633318566492e-13,2.9028826304436805e-24,5.0792387106168536e-09,0.0
2600,8.001324785982219e-05,6.259251249324213e-05,0.9863203809435495,0.013161475246266093,5.657474118679966e-10,3.921854343522058e-14,7.160381846599717e-07,0.0002170534163623274,7.455609585579643e-06,0.0006189076227136927,5.876637947596863e-13,3.1169022693366123e-24,5.213249303550317e-09,0.0
2700,7.957189928440314e-05,6.14236609968937e-05,0.9847647183858823,0.01386670823718816,6.056693761574179e-10,4.2482687403732146e-14,7.849206817462552e-07,0.00022532785690946547,7.501286028634178e-06,0.0006337770973890616,6.912161871462012e-13,2.5065902068562573e-24,5.626796572750794e-09,0.0
2800,7.951204129261175e-05,6.221091375686618e-05,0.985146887344388,0.013646864114816921,5.99662982433573e-10,4.590557356363391e-14,7.869004783359593e-07,0.0002532612208665299,7.539990938154513e-06,0.0006543459963867734,6.623490795197768e-13,3.341982048188579e-24,5.8800685523573885e-09,0.0
2900,7.977907604960547e-05,6.256681067617605e-05,0.9846099504880798,0.014745232333297385,6.985064130851662e-10,4.8621688744208283e-14,8.194705815014403e-07,0.00024594362050507217,7.5207474934797595e-06,0.0007295860171776932,7.033124354611161e-13,3.2110315512748702e-24,6.153487765376211e-09,0.0
3000,7.934450148890917e-05,6.168956736648684e-05,0.9837914451950392,0.015585524517735776,6.71258987975522e-10,5.516367519459027e-14,8.796020577240102e-07,0.00025872464417350544,7.5257124211661e-06,0.0007307067605202818,7.316897687665351e-13,4.2744192594855515e-24,6.512489182615018e-09,0.0
3100,7.99043676835116e-05,6.191036436226135e-05,0.9838093230427499,0.015475629839566149,7.443188495901197e-10,5.6843210326910065e-14,8.929572856256359e-07,0.00030909052451220015,7.34629327389348e-06,0.000731303404985471,8.400084858806811e-13,5.065384250848671e-24,6.723050866016323e-09,0.0
3200,8.012916540819497e-05,6.157001148834915e-05,0.9829848279973422,0.016362076947788694,7.54847401292778e-10,5.959789882791115e-14,9.32050884153487e-07,0.00031380642296613393,7.4548656278268815e-06,0.0007527493302909437,8.679959388509193e-13,5.612135565256932e-24,6.5823074021388436e-09,0.0
3300,7.981719041321923e-05,6.219905509317664e-05,0.9828656515370716,0.016652539569285738,8.119644415167477e-10,6.584693226513022e-14,9.281590820422494e-07,0.00032076950148351714,7.428868638487057e-06,0.0008145793327039771,9.937811462469423e-13,5.100657305012394e-24,6.928974675355446e-09,0.0
3400,7.864923316236111e-05,6.212711904315353e-05,0.9810313351552336,0.016729245338913103,9.12217380675532e-10,7.19557542538138e-14,1.0063843230671288e-06,0.0003559629715955515,7.500497729611616e-06,0.0008463911415553236,9.593053233632222e-13,5.9680088768431166e-24,6.79527048214572e-09,0.0
3500,7.872297250566123e-05,6.117378589401372e-05,0.9814615511973387,0.017194818626561116,9.272411023116682e-10,7.921636424877173e-14,1.0343833254928709e-06,0.0003892178427793686,7.332797898699481e-06,0.000875237125491395,1.0994900289369112e-12,6.4963530652942455e-24,7.239924086084978e-09,0.0
3600,7.872574567289697e-05,6.185346143531534e-05,0.9809833022014868,0.017878285559736255,1.08002902495002e-09,8.128007573512546e-14,1.0668242910326364e-06,0.0004077852907052763,7.502381769469046e-06,0.0008342856987520294,1.1339438159409592e-12,6.955066058409762e-24,7.381450838656091e-09,0.0
3700,7.830357837280425e-05,6.117436707191687e-05,0.9794002235851826,0.018648544701748235,1.0460589081635764e-09,8.502685320749833e-14,1.0914788843409059e-06,0.0004370045341018706,7.4203885213343894e-06,0.0009124522538366184,1.2174643325303926e-12,8.019027767784927e-24,7.453985829791903e-09,0.0
3800,8.003190804436672e-05,6.149129547825879e-05,0.9788448665480571,0.01897785201568174,1.0992426430571553e-09,8.780784025283579e-14,1.0984826518628138e-06,0.00045107731047330026,7.346958942031946e-06,0.000926753308616288,1.1919855701936102e-12,8.360047536599614e-24,8.21508616943431e-09,0.0
3900,7.942911167706717e-05,6.216293318060734e-05,0.9795779017245987,0.019405134040746556,1.2034815229166337e-09,9.619737001272516e-14,1.0974717889652248e-06,0.00045047007228945997,7.367880321530243e-06,0.0009278873265153435,1.3441459649218701e-12,9.670380466661785e-24,8.236754479568183e-09,0.0
4000,7.924838380682047e-05,6.0846244672074816e-05,0.9782554626577693,0.019854921160323898,1.2202445112463196e-09,9.531360710532521e-14,1.1781877977187433e-06,0.0004968045549585485,7.411819396331539e-06,0.0009800156676458389,1.4569286884233282e-12,1.0298503447619494e-23,8.207366817583975e-09,0.0
4100,7.973626010481821e-05,6.188713493431035e-05,0.9776804924684818,0.01977283050536771,1.3616483395429988e-09,1.048996117895731e-13,1.1587428710317807e-06,0.0005113791534149656,7.3094426905841295e-06,0.0009667332913041723,1.4266516042851753e-12,1.0789578428676349e-23,8.592155196895464e-09,0.0
4200,7.876871199938286e-05,6.080178864783891e-05,0.9767514999722419,0.020972808555829937,1.3288112388675445e-09,1.0649710055647217e-13,1.2088303281212486e-06,0.0005417174202122891,7.316687867519467e-06,0.0010425454071977644,1.5003727542726867e-12,1.1276838056468927e-23,9.014442912167528e-09,0.0
4300,7.988522506993934e-05,6.187337393814733e-05,0.9772864067082861,0.021176208207965064,1.3910079120540445e-09,1.1012322822034829e-13,1.206403007294059e-06,0.0005563055359317514,7.305253252293909e-06,0.0010399701473989811,1.5968310258573739e-12,1.191328198619646e-23,9.081731290479148e-09,0.0
4400,7.862250104224442e-05,6.108052213321677e-05,0.9771445156530544,0.02134617097809528,1.5663824444668483e-09,1.2030195523851e-13,1.2289913887825713e-06,0.0006054890532117478,7.297495654984914e-06,0.0010783033164386314,1.7057765816197959e-12,1.3099689611192566e-23,8.936606059531467e-09,0.0
4500,7.860492999367081e-05,6.17137049772863e-05,0.9765042775354714,0.02195006297032542,1.620588431894697e-09,1.2178165587102409e-13,1.3018738934598178e-06,0.0006089337573472514,7.4430038170669e-06,0.0011149682482372138,1.7096290109035437e-12,1.4138692663058576e-23,9.259095575992242e-09,0.0
4600,7.876280156961117e-05,6.110543792198306e-05,0.9746102252713794,0.022210702965597805,1.6993686770234423e-09,1.251910618631363e-13,1.2635568633718803e-06,0.0006251384079169096,7.285385850360782e-06,0.0010968408360127872,1.8669118438893022e-12,1.491102610620188e-23,9.884377673462816e-09,0.0
4700,7.945562856150599e-05,6.157106257290248e-05,0.974561244481486,0.023111323169839517,1.7727171894903415e-09,1.3870599376087937e-13,1.3045288030272507e-06,0.0006881108458674896,7.343104885090709e-06,0.0011030944091097665,1.9599014049570965e-12,1.6513960089048664e-23,9.654284674653828e-09,0.0
4800,7.82806632001107e-05,6.144947189383987e-05,0.9745122828685097,0.023429888500296137,1.8338142457100825e-09,1.4355235098785588e-13,1.34787547648376e-06,0.0006898726623917022,7.273697605835071e-06,0.0011494783642084134,2.043506653670339e-12,1.7452859685953474e-23,1.0036507379591085e-08,0.0
4900,7.953311937753272e-05,6.129939575885624e-05,0.973802601120466,0.02476385397334613,1.911161177289906e-09,1.42423231084712e-13,1.3547637464046189e-06,0.0007126881492236106,7.360489030366994e-06,0.0011441229445796593,2.0614347490937695e-12,1.774886087158294e-23,1.0054515417498325e-08,0.0
5000,7.976199978660088e-05,6.062713363375511e-05,0.973061339355174,0.02479671406232465,2.002895962245813e-09,1.501915914101347e-13,1.4363741750074077e-06,0.0007493968247138646,7.361181543110086e-06,0.001201484366089944,2.2150817683378123e-12,1.9628423118934856e-23,1.0253284535882973e-08,0.0
