miliseconds,R,O,I1,S,A,I2
1800,0.003901384179440711,7.163597325497169e-05,0.004843950878726601,2.577989232323545e-07,0.33270445168693474,0.670706365910076
1900,0.005743349135826521,3.730108039040507e-05,0.004474436853057112,3.482955917836173e-07,0.32423485250400275,0.6584534748955552
2000,-0.002256170110213366,3.777067831614762e-05,0.004160438343756986,6.417724016731355e-08,0.33283061027636984,0.6686207077583981
2100,-0.005998761992026479,7.668235179512964e-05,0.004065887107739934,7.047845952033242e-08,0.3275284764299747,0.6723549381271892
2200,0.005646539771886992,4.9491867367455465e-05,0.0035215584208147925,2.5115097489543507e-07,0.3312097690404933,0.665154997536396
2300,0.003745548013363754,4.366276940931371e-05,0.0035168138859685474,3.2970502533288835e-07,0.32226862660108274,0.6661235646937884
2400,0.006328103798427793,3.507687139536856e-05,0.003342593284060175,1.3261424735001275e-07,0.3210538535056379,0.6703759482000861
2500,0.003354237671964911,9.562956019480769e-05,0.003059217612900109,1.5682501303805533e-07,0.32391061391222675,0.676002747838947
2600,0.0011834940268869178,3.409220328778753e-05,0.002731315750434161,4.552274621271947e-08,0.320197828197436,0.6777935104812806
2700,0.004881374002513429,7.443750173495913e-05,0.0026186902566939204,5.898247062304184e-08,0.32524519065545254,0.6727515847275998
2800,0.0018252785709476163,6.757304643950597e-05,0.002304587495349809,3.03792344659594e-07,0.32691047830524667,0.6674929390970813
2900,0.004375781135516743,5.584770613714706e-05,0.0021507974868076015,1.53849080018292e-07,0.3284573504379189,0.6781237463572444
3000,-0.0007587492318326956,6.804082065222438e-05,0.001924732713759664,2.8774261977011333e-07,0.3249376294532288,0.6802977992725563
3100,0.005300070100829625,8.28132016861728e-05,0.0019413224910851293,3.2048938266805426e-07,0.32223078085521095,0.6689317044963721
3200,0.006880799671901242,9.170019465457996e-05,0.0017548775701342176,2.3469510134612675e-07,0.3192430530333358,0.6792446909979156
3300,0.005658222763820427,4.44116219997262e-05,0.0012832279815627179,2.6308548193522557e-07,0.32153712679593693,0.6774861888499619
3400,0.006425801338302887,3.21195828991094e-05,0.001301514040565266,2.1878582667829045e-07,0.3196425555371383,0.672597996503199
3500,0.0029013724091118687,3.3047602337057345e-05,0.0010956967424394623,3.1529196352864204e-07,0.3206026525184402,0.674085425425217
3600,-0.0015257286970845345,6.976903559122265e-05,0.001272775540538029,3.2409909168696435e-07,0.3226089410821595,0.6691540401695593
3700,0.002440497799891262,2.9422867952444086e-05,0.0008989581287349115,3.2530544511897746e-07,0.31826625251048163,0.6742276556163324
3800,0.006328113635441859,3.8875220214347405e-05,0.0009789613342832948,2.0866194494433342e-07,0.32325124674902733,0.6745668346276041
3900,-0.00423681743664414,3.0270789585519085e-05,0.0008221249029624077,2.3826615247991555e-07,0.3287235169779352,0.6770447100477394
4000,0.0030206384382652275,5.378564804417499e-05,0.0008394407541207056,3.2530728060083004e-07,0.3290686905920017,0.6785819633348592
4100,0.0006206578596897577,8.69806583043847e-05,0.0008961981021488598,1.1408895348830488e-07,0.32157400928781926,0.6694307775541578
4200,-0.0007019509885247371,5.859644014447621e-05,0.00048805842509303237,4.752412229451988e-08,0.31986291504187264,0.6692436265400512
4300,-0.0020308155695165377,7.382934473326441e-05,0.0005515365323037223,1.509317005868172e-07,0.3238156478875994,0.6810314750232123
4400,0.00640169414734034,8.606881872804627e-05,0.0008167670630918822,2.846116357651887e-07,0.3246418395507952,0.6829273358902302
4500,0.005615823551145566,6.764116378776903e-05,0.0007092723451882128,6.495182329910023e-08,0.32721194561059685,0.6791968414485557
4600,0.00041872516737110737,7.488406687242497e-05,0.0005588963154503024,1.7190071479451759e-07,0.32830967811460254,0.6777655667066618
4700,-0.005046480555776143,8.087424135178761e-05,0.00035900579020449713,2.012417049588279e-07,0.3219601622962376,0.6825622541168557
4800,0.0026523375393968473,6.314548360511577e-05,0.0006004372410684419,1.6503799066201902e-07,0.32851584463766437,0.6833325617203316
4900,-0.0031213431036769376,5.648557768489311e-05,0.00024080420493909847,1.3593555643814384e-07,0.32070523929870454,0.67189093166337
5000,-6.962541412923419e-05,5.414467879936768e-05,0.0002956361946015631,1.8796309681439092e-07,0.32004810911227394,0.6742842283507986
