miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
2000,5724622.733475818,25738.2385502687,4694.130109077784,1262.1778508780576,5532554.56458915,0.4014758298742624,1727.2205733261465,4788.129835750851
2100,5438216.683195235,25602.34746669233,4798.499912246728,1258.9363987649501,5658426.264954902,0.39905095602762175,1854.8520080583376,4942.497875284492
2200,5357522.407063303,25476.796253327728,4819.471353765823,1320.8614494092292,5757335.128218125,0.397406101460755,1950.2035945309342,5213.007071271944
2300,5390333.992200493,25344.510476527103,4859.8307022939825,1317.8021641982323,5919610.209351637,0.3950139393068394,2016.2393575860392,5388.9095594537575
2400,5263299.718907054,25366.22580128778,4875.764786839911,1375.235698488055,5997570.455292754,0.3928248282395288,2144.4458935886587,5763.943866157922
2500,5169959.8728148,25092.23640022419,4872.7886592126115,1406.8868467271125,6221212.356884973,0.3922626011066306,2288.9985581335422,5842.033525343085
2600,4918066.544673207,25014.304666218904,4863.115983072794,1433.703386809493,6153367.291408307,0.38931039452012356,2336.6753708640167,5900.226548990314
2700,4888920.361785968,24894.312235290705,4868.969169022444,1435.926321859867,6391534.7549589565,0.38651538080421005,2387.856445975606,6310.889115100936
2800,4865975.619839016,24690.006329221826,4880.0338371814405,1488.310630571957,6392639.2714095,0.3850847341451752,2562.539356006412,6523.996968985631
2900,4775044.713438337,24595.640026942445,4836.910948716272,1497.0588259045394,6432250.1982402885,0.38434757281068055,2714.519592798588,6714.857957014738
3000,4717070.80005611,24431.997688926484,4875.741814912229,1506.6413776198951,6573274.744424518,0.3819721361544853,2873.3280847089845,6824.585789998305
3100,4708416.365857818,24313.52458197072,4852.904815918739,1561.056906843447,6574971.998550771,0.3798839231586805,2888.0316359437256,6985.499032136262
3200,4499400.791297321,24136.850200817797,4823.938214641315,1556.9657884858348,6687422.246970187,0.37664954009895174,3013.4811143398674,7357.976725151371
3300,4467222.684088378,23899.798134135737,4759.519283550631,1585.0852174073998,6756844.035962662,0.3748892175285627,3244.0547467815095,7429.14982628187
3400,4350621.329574783,23748.610553287643,4742.798081436563,1598.7781261319583,6840498.951216465,0.3710795005501298,3343.1258734039916,7680.937675511984
3500,4396250.540983475,23611.880222588818,4738.203167404988,1647.7385138270322,6835409.482692048,0.3694972698797608,3530.784845918903,7880.854401655122
3600,4283490.449983176,23528.211838886313,4669.1976049330315,1650.3080787768731,6870223.265613878,0.3657616444700975,3571.7157008519393,8051.759248192616
3700,4216235.99972294,23352.466080707578,4611.975396251652,1676.9584696787151,7009403.818741307,0.3644810676279787,3729.7027891495472,8295.020037024005
3800,4160169.524139419,23205.372110898086,4604.503850502512,1699.8088600538733,6973249.141399107,0.3628410746958862,3897.6673790230575,8613.442295804472
3900,4106566.667584721,23006.92816400042,4511.3596983143325,1736.5696035582775,7060151.1795406705,0.35933136332288473,4087.911559321838,8948.577783657602
4000,4139149.230697192,22837.081875260654,4460.110939495873,1738.7417214364123,7053932.970406,0.3565176904659634,4134.182612970963,8932.556600094034
4100,4109098.5530084837,22709.381380686,4402.023551226851,1777.5032132814501,7180065.283537089,0.3536916857808095,4288.542750548088,9239.791296370704
4200,3992618.9069001577,22433.68438971686,4349.485834164066,1793.882471243633,7161099.507669639,0.35132441415092275,4495.109951659918,9396.945013352342
4300,4042242.3439417244,22319.212524518374,4246.1968500297335,1782.2143319139723,7171665.036848342,0.3496147111004013,4618.7977827359,9623.126405035286
4400,3841590.9326383844,22108.471940251387,4169.839644371185,1813.4355104939416,7263634.617164917,0.3462197718408501,4717.654083645404,10032.731540068724
4500,3907962.784940474,21941.074041922802,4120.953667185183,1805.3997879523001,7269473.690641744,0.3449970122924285,4918.756979964551,10126.944920817286
4600,3832424.0185592873,21843.464587813254,4065.736358367366,1862.234210412814,7373350.260757416,0.34134102202718647,5007.859624526456,10248.062157321003
4700,3902287.5899439612,21559.44934005927,4021.325281166844,1853.1711582456521,7495049.172052173,0.338679628897587,5152.666201853683,10463.393838014665
4800,3783042.236741501,21536.00676418849,3882.37964380579,1865.915829718388,7429739.513111866,0.3364865327616813,5313.879699841901,10726.851808421641
4900,3676754.9695988353,21222.71508217215,3838.356882208094,1870.4079208412745,7524020.674597962,0.3348025097114352,5491.493078828408,11099.913396627555
5000,3719779.4336856226,21074.882096842335,3731.818039862721,1894.6668010057379,7499653.74325983,0.33300168642447037,5669.3635892008015,11271.569982375186
