milliseconds,susceptible,exposed,asymptomatic,symptomatic,detected,recovered,deceased,detected_cumulative
3000,14367562.679864498,572.996575682409,243.7510136627228,244.77451303874284,8.85399237711799,183.90904323675878,10.57241786575585,9.982222325298816
3100,14367535.556282194,575.8650295136168,247.4353388092485,245.27853192144192,9.367820264198537,191.42169078301416,10.622879695261089,10.502522247786079
3200,14367525.053521026,579.2192806329309,249.37519417878863,246.82724246984966,9.6350377786215,198.9455529095164,11.291375797911423,10.706887002214156
3300,14367511.03185342,588.0677890914278,249.18424215636148,248.67250462896743,9.536012508598576,205.71538092843505,11.403260864266098,11.384172247770683
3400,14367499.591568498,593.3527977336164,253.25315408544694,249.96330829761095,10.003091964168382,211.75826696210754,12.033893516811203,11.482398516272527
3500,14367478.086612353,596.2917519494396,254.26399180139273,252.0694349565929,10.094043418102135,220.70030556391316,12.54093527451969,11.97422126615053
3600,14367453.282789033,599.187140455278,257.97914551866364,253.4193192840869,10.619040632034308,232.0599017858571,12.788241399037844,12.112423519537717
3700,14367438.069450056,605.232186655156,258.04625362602263,254.33023419784186,10.550780780047376,239.56815002881683,13.07680874516803,12.690707785022028
3800,14367429.810198404,607.3013412730869,261.56296180701315,256.4031722374821,11.049665164311612,242.071531176623,13.55375247991929,13.044389301109376
3900,14367421.521640329,615.5195753987576,263.01039548701766,257.05841591157485,11.146400478493543,250.43971754223944,14.143318610401144,13.070974400471966
4000,14367391.533490833,617.3950904416515,265.6545136524475,258.4382825642673,11.620433495630285,257.1479654825074,14.26579498281046,13.584308760318761
4100,14367377.866789449,620.9695086498796,268.04026485938425,260.67201240475646,11.66242033305629,261.1730679887811,14.860935451083739,13.809757322182001
4200,14367356.43745464,628.3579120037094,269.10449121443486,261.1914690756376,12.008737628657673,272.7585664066455,14.960274534671138,14.320903713443364
4300,14367351.74897423,634.8804774368782,272.42467295369033,263.37215351463885,12.271351847777254,277.8560678231482,15.808772862949644,14.601955974884586
4400,14367334.132604117,640.5238779145772,274.50259986889733,265.6172056435001,12.516144252463793,292.091207292104,15.869865706288426,15.18461264143074
4500,14367322.119529288,640.258974682516,276.2789820729539,266.70301584570024,12.777542138896731,293.86209650952406,16.375070353665773,15.173494398796478
4600,14367295.778858425,646.9104186166894,279.1080495159968,269.25509387176186,13.092580300051502,302.8105737735786,16.69010248461942,15.819191191325176
4700,14367268.795503544,651.1686234265853,281.30108415370245,270.85399716804653,13.304971231543007,311.01965624328517,17.271914772823507,16.25985445891035
4800,14367264.150220528,655.4402841120994,284.9885980577244,272.45820414256497,13.490000058063801,315.93545316408506,17.75032058395239,16.23022760439888
4900,14367250.55039645,663.0998482199864,287.3106148512929,274.8048896356297,13.648704427802747,327.8596864211197,17.836645264752327,16.679452754382297
5000,14367223.862671949,669.1775993909946,289.728692034877,274.8204070085125,13.890673616355338,339.0559718876552,18.535556398334297,17.29696755756284
