miliseconds,Fe3__enos,Fe3__Arg,Fe2,Fe2__Arg,Fe3__NO,NO,Fe2__NO,Fe3__NOHA,NOHA,Fe2__NOHA,Fe3__O2__Arg,Fe3__O2__NOHA,Citrulline
1300,0.0006308380219906308,0.007043226774311456,1.5551624318382176e-05,0.0001699646699581421,9.251259547779359e-05,0.004264682518310389,1.590836681962026e-05,0.006218699625519752,0.000888342486622844,4.20158310129361e-05,0.0005954028937983769,0.00017533922449125916,0.004121086704309296
1400,0.0005448590296443925,0.006935679269533989,1.561350013233208e-05,0.00017052301936191618,9.624803371055742e-05,0.0042249149181030855,1.646128385708423e-05,0.006279112502672238,0.0010170048541909827,4.230421403255485e-05,0.0005935708727593556,0.00017754354109594028,0.004177147416239084
1500,0.0005082607435867611,0.006854179405571232,1.55547765409399e-05,0.00016766046221127647,9.772649686575074e-05,0.004924629306397967,1.7076467760594947e-05,0.006377583738890453,0.0011553733747759762,4.3843748199822316e-05,0.0005827916969811286,0.00018126205017470915,0.00539806076613701
1600,0.0007078873858284886,0.006807957219880535,1.5489055066673593e-05,0.00016464786546388976,9.775852625318572e-05,0.005053128801528387,1.7302011465561713e-05,0.006529352543415516,0.001230198323309349,4.449707537567658e-05,0.0005743830866847068,0.00018442916030203202,0.005426970251456599
1700,0.0006451469425488911,0.006707312050447524,1.5407382010783785e-05,0.00016400122221018213,9.922699309679713e-05,0.006011002912775642,1.7963203739619757e-05,0.006530435177875343,0.0012728873157516354,4.450773678114536e-05,0.0005712101694120583,0.00018514975214162105,0.006497099535780266
1800,0.0007251830943004277,0.006614382147215751,1.5407102037056633e-05,0.0001614626653093633,0.00010151174715567064,0.006627113146004653,1.8087560342213115e-05,0.006588171835048727,0.0014321087941638686,4.421059659457729e-05,0.0005681041413326917,0.0001865298493241119,0.0068091582961435845
1900,0.0006024449828043078,0.006564549487091302,1.563210802323141e-05,0.00016054779653654864,0.00010037741502505139,0.00707528936351706,1.823023259292731e-05,0.006655545257704463,0.0016240827538211839,4.449089439037968e-05,0.000565114210501338,0.00019091156780202075,0.006999717505613232
2000,0.0005318764705427261,0.00664067342290428,1.5544375100679977e-05,0.00016189054715669895,0.00010129245428715894,0.00795198168532774,1.8610820637768954e-05,0.006667786663569048,0.0017143370958657771,4.49783590061283e-05,0.000561327769612294,0.0001900553840350846,0.008109217825440069
2100,0.0005312858326150154,0.006470758868372118,1.5628921747911044e-05,0.00015971009130799141,0.00010222792558360985,0.008428955975825148,1.839018418143283e-05,0.006735033367360734,0.001816934448820862,4.534440993030567e-05,0.0005595815496689659,0.00019251880384238998,0.008153564391075549
2200,0.0005694079433842093,0.006443741679497481,1.5279737424420973e-05,0.00016071408431365941,0.00010147950265205246,0.008388579849375978,1.8450694064159103e-05,0.006847584331443055,0.001878195799461163,4.6118660418337714e-05,0.0005644909879617495,0.00019130962600745545,0.008803123239269538
2300,0.0007002468896019546,0.006544627367072097,1.5388299851246933e-05,0.00015903522460467635,0.0001023338898089936,0.008965472475718498,1.8948503651855355e-05,0.006849704597464836,0.0020506706048107255,4.633262130534584e-05,0.0005591445841331432,0.00019317797925066783,0.009574930286203497
2400,0.0005759873319340153,0.006434092050235039,1.5598764762542792e-05,0.00015940224729982846,0.00010341495948795328,0.009893750522930744,1.9059672820848035e-05,0.00680415184951073,0.0021753931940440333,4.555657669370385e-05,0.0005545458160592022,0.00019292072427878163,0.009849957317756943
2500,0.0007324092302437772,0.006407021342424196,1.54109160693355e-05,0.00015905545461156791,0.00010320484925288864,0.010067201227526471,1.897737835348527e-05,0.006867068825953032,0.002352346044415088,4.6178377080871394e-05,0.000558750795834464,0.00019473814955558056,0.010327628532227979
2600,0.0007273657566736903,0.006390664122667576,1.5486450647682623e-05,0.00015859513643782413,0.0001045663870256628,0.01068141628585051,1.9020251225635795e-05,0.006773088707191358,0.00237714197104002,4.639477921696797e-05,0.0005584717623590882,0.00019172580068082886,0.010870372753898174
2700,0.0006623613217742486,0.006363996902733348,1.5286843694606087e-05,0.00015667475935271963,0.00010357448930429597,0.011402205682336757,1.9218814541129527e-05,0.0068376953651261094,0.002620369372956749,4.5923793249334905e-05,0.0005525007597192005,0.00019313264344760007,0.012107013786274962
2800,0.0007095998394533242,0.006407778884541741,1.5346060911713683e-05,0.0001573002788447717,0.00010468484799748164,0.011875841085214004,1.9147172742530825e-05,0.00683801934724188,0.0026754913336316855,4.650346202332501e-05,0.0005477545558756283,0.0001941852066467801,0.011978381528343816
2900,0.0006017484778019895,0.006493610863681714,1.551862343891615e-05,0.00015649746985727978,0.00010400031655648847,0.012263842875909424,1.894316825877755e-05,0.006904309620068574,0.0027016425082390647,4.5860043129270525e-05,0.0005577255998376639,0.0001942603576480835,0.012674754751391688
3000,0.0006620669933530862,0.006458080006055893,1.534671616458214e-05,0.00015767594695676452,0.00010356157988921048,0.01332126086649245,1.9010371849788692e-05,0.006783204063258923,0.0029708246058470804,4.6301121730163584e-05,0.0005501121244579885,0.00019266624857506055,0.013673800323998944
3100,0.0006458144404252699,0.006397028404212266,1.529159031798948e-05,0.00015810028090962268,0.00010536782189421165,0.013945936410955862,1.923238853405937e-05,0.0067779370970111165,0.00307242441174681,4.58259410378686e-05,0.000553076800135778,0.00019165542036227658,0.014017717733372272
3200,0.0006149190775180961,0.006426601349307267,1.5513444152290317e-05,0.00015792137276907998,0.00010466637686081774,0.014280213216502496,1.8861031164169113e-05,0.0069116679581895345,0.003205999812435746,4.669271768786092e-05,0.0005463395655557022,0.00019450059397862164,0.014683664750723828
3300,0.0006199105796410361,0.006344100601018289,1.5565832909589736e-05,0.0001585448132577725,0.000103679217997634,0.01516439731152638,1.9063878311975535e-05,0.006810626717104923,0.0033209518724414363,4.6683648358128464e-05,0.0005473397058771951,0.00019494226444461768,0.015271947531333926
3400,0.0006693802162278504,0.006463076132549047,1.5364218304066986e-05,0.00015628398487759347,0.00010284963974018542,0.015616419935350763,1.886390554939296e-05,0.006902060647146605,0.0034319294600696883,4.657842349061744e-05,0.0005562233818286773,0.00019301314112231868,0.015416954646781429
3500,0.0007093143742406461,0.006473857816043487,1.548078132298684e-05,0.0001559946782518803,0.00010533364317265324,0.016266995868025057,1.8935903094008125e-05,0.006812740252914382,0.003435886587218662,4.6835090989746135e-05,0.0005454689060181479,0.00019584906396727438,0.016220590608292836
3600,0.0005957232081752395,0.006458643061337674,1.5522649627435817e-05,0.00015855168066640065,0.00010331087289779582,0.016414245852044346,1.924497013414564e-05,0.006868099889522367,0.0035750770385372197,4.648645911537229e-05,0.0005500432082144727,0.00019339312570126177,0.016645671428208886
3700,0.0006295608516200909,0.0063966832340788,1.5215101759305161e-05,0.00015686866095103064,0.00010350797927414812,0.01745854695072726,1.9142954444394166e-05,0.00689359626662778,0.00376997210903915,4.61813930376037e-05,0.0005560432595497584,0.00019278936806879272,0.017560534535244372
3800,0.0007154063336578731,0.006433060817412198,1.5339337557829423e-05,0.00015720212802133193,0.00010409545842752848,0.018028901779465954,1.9332336372689286e-05,0.006834250373846418,0.003833326924078545,4.70329280649329e-05,0.0005458571108266668,0.00019376883598152674,0.01781435623153983
3900,0.0006102192358992385,0.006360814249493331,1.5353220157630082e-05,0.00015867974434414622,0.0001031860462220103,0.018242995040911092,1.9455306893286665e-05,0.006864904345773858,0.003981028467654499,4.6263345677329996e-05,0.0005493204979216035,0.00019318770219376802,0.01869835597218594
4000,0.0005957336724659742,0.006357991232038542,1.554683544332063e-05,0.00015676234062307254,0.00010499902257839372,0.018646275364547975,1.9390161041698422e-05,0.006943087413501242,0.004105071365666263,4.662549563102957e-05,0.0005512002766751439,0.00019530759133091046,0.019450363526036754
4100,0.0006712809260874059,0.006475163686711032,1.5252825273863528e-05,0.00015794889441177813,0.00010441881585349604,0.019285721479256772,1.9397980809124416e-05,0.0068233262675929255,0.004232117971855012,4.631721077883816e-05,0.000547716564801264,0.00019249122447425135,0.01948026719323085
4200,0.00068720478783057,0.006412610732338384,1.5469256848307543e-05,0.00015860584135464302,0.00010438305190609773,0.0196868511068682,1.913976876483445e-05,0.006931135149828489,0.004354366725151264,4.6633395048849894e-05,0.0005531616415801296,0.00019435471595441182,0.020166079978270964
4300,0.0007043792665708207,0.006411060716796299,1.5367476052341726e-05,0.0001588743225858552,0.00010562310887390158,0.020311476406678613,1.9262002424022178e-05,0.006902371597060801,0.004460514190039861,4.650051189093806e-05,0.0005557120838123067,0.00019402152110479569,0.020676331195818968
4400,0.0007371765636902742,0.006367596637500858,1.5495583838166303e-05,0.00015723313690683716,0.00010356136531677961,0.021302279917276304,1.9212097093764176e-05,0.006949624913779198,0.004656060365794926,4.6675923882609714e-05,0.0005513388757609085,0.00019646295702356327,0.021491136536876693
4500,0.0006951067797733714,0.006444545666906359,1.5301884777631543e-05,0.00015833020573241817,0.00010466350862305208,0.021867407487908722,1.9008595336335864e-05,0.006908295471949601,0.00473908546427685,4.637858268568984e-05,0.000553595404888404,0.0001922306206668366,0.022156568885456304
4600,0.0006843738497660195,0.00638245550348852,1.534140798678951e-05,0.00015575984864728198,0.00010337047685693108,0.02250097150102434,1.9337755775115696e-05,0.006944301376979936,0.004827075823143267,4.684819441710867e-05,0.0005541873529192057,0.00019432190089769695,0.022748428522855108
4700,0.0006125431520144456,0.006391144299833247,1.5348890101930218e-05,0.00015813141585924317,0.0001040185257297919,0.023021667843699942,1.9320659751927045e-05,0.006811205934585375,0.004987069813149957,4.653045158361904e-05,0.000548289386626179,0.00019658214937517653,0.023300097116061635
4800,0.0007176560010553616,0.0063316550399767114,1.558853726505965e-05,0.00015885112509109403,0.00010336243872851159,0.023633250186162445,1.9114904213949887e-05,0.006915687386258048,0.005150328275534848,4.6783955198342605e-05,0.0005475202096280323,0.00019403645173355713,0.023823451992256064
4900,0.0005620388625890039,0.0064391786826880565,1.5247682963431395e-05,0.00015635964552762087,0.00010492713981033187,0.02389985957924844,1.8909478002826694e-05,0.006858433324172595,0.00515145643996461,4.669404782649625e-05,0.0005490102015249828,0.00019486858789208533,0.023995526540071095
5000,0.0007052931555739201,0.006471914834352691,1.5560254649851292e-05,0.0001561545732179807,0.00010567833799563884,0.024389473472979494,1.9375335296633093e-05,0.006911418722070031,0.005386888880952282,4.646178417356439e-05,0.0005484821260174828,0.00019706784768283846,0.024577388710159177
