milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
4000,8.519183003805956,1.3958673371624757e-05,1.4879553746095955e-06,1.1559473985459026,5.982951633199356e-10,3.552336014691253,2.415345392755069e-08,9.253797231666854e-11,0.0015263523366112815
4100,8.51901707203159,1.5109129518265784e-05,1.6576018983497729e-06,1.1559473009076724,6.703287548537047e-10,3.552336013766231,2.478570906568175e-08,1.0424682400726813e-10,0.001503914586771926
4200,8.518947509783192,1.6484148000050698e-05,1.6918049824385815e-06,1.1559471857857204,8.222294118490903e-10,3.552336008456326,2.9725090285471642e-08,1.173689041707488e-10,0.0016763899122542653
4300,8.518887551717699,1.7439938970954622e-05,1.95419349522172e-06,1.1559470684703632,9.063013624034783e-10,3.5523360052449573,3.419664510689049e-08,1.3859649199888042e-10,0.0016474477905659105
4400,8.518872369658297,1.886978596676778e-05,2.1938033774371134e-06,1.1559468739256185,9.728679298996788e-10,3.552336003582579,3.882654500967869e-08,1.602370884642402e-10,0.00181473745912308
4500,8.51879990051895,1.9913617907225936e-05,2.371604309862859e-06,1.1559467063675029,1.0822774895832318e-09,3.5523359972815007,4.259254405743838e-08,1.7766701788809827e-10,0.0018498901682372337
4600,8.518693366245756,2.062919800637461e-05,2.4884232249552394e-06,1.1559464546499154,1.164437996181561e-09,3.5523359938103276,4.589860793587966e-08,1.985917480005169e-10,0.002002030545988781
4700,8.518537971330895,2.23116855211283e-05,2.705591050395911e-06,1.15594628495633,1.359125381899735e-09,3.552335988730809,4.9363785281936464e-08,2.336475403055728e-10,0.0019914586146471233
4800,8.518431908851255,2.3802505463629713e-05,3.0173838250390637e-06,1.155945956216142,1.4802701317627362e-09,3.552335984220246,5.610097331215646e-08,2.5803144083281443e-10,0.0020960555424140827
4900,8.518372350170203,2.5753650562369887e-05,3.1933814327976977e-06,1.1559457184651798,1.6281494190953602e-09,3.552335977107712,6.266373431582218e-08,3.004219995795125e-10,0.002246280694538133
5000,8.518253693045658,2.6066886869093925e-05,3.543338490544583e-06,1.1559454446223572,1.7500449115898002e-09,3.5523359703950868,7.020579180445199e-08,3.3816095128933706e-10,0.002252112038720082
