miliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
3600,0.6215347761437983,0.06604484592943269,0.2274190842366029,0.11134077967061906,0.09009992260863331,0.11546616771263779,0.07533713746555387,0.08370404292219226,0.100148022230982
3700,0.6439888799031275,0.0670278310990674,0.2336651730765702,0.11173010887082602,0.08979916135257615,0.11597091985843817,0.07442787444184862,0.08393152833694668,0.10011855557200385
3800,0.6639962404660205,0.06640715614584791,0.23744162876097766,0.11234396521565702,0.08967927640400088,0.11653202389034932,0.07337658551932226,0.0836450440300935,0.1000509546556037
3900,0.6738117487299661,0.06683404110461212,0.2414159276671987,0.11265966414573551,0.08930447626938971,0.11682724744054758,0.07364074747404419,0.08294159427483123,0.1000279078230259
4000,0.6826842004324857,0.06733114618152307,0.2419052721244296,0.112942319265084,0.08879171691577568,0.11740892649719713,0.0723885139917937,0.08281618905096629,0.09996620513302108
4100,0.6968117297202708,0.0672001894156144,0.2477429325499063,0.11299795545297804,0.08889780488487486,0.11786766214379793,0.07193044631971356,0.08248255134717082,0.09991370003284157
4200,0.715131525098909,0.06744290635645804,0.24731474137118295,0.11352357247483649,0.0883978395006052,0.11837626497264095,0.07187305012958602,0.08227386857259975,0.0998567649729125
4300,0.7146069265329799,0.0680780145729952,0.24950621217861518,0.11362264231015433,0.08831070043126164,0.11867361513030013,0.07144863972337294,0.08198021137077048,0.09981685230309718
4400,0.7253355575537324,0.06860451244247616,0.252233987735673,0.11417020235803803,0.08805827743220727,0.11886020554684329,0.07063508776584472,0.08189476885659312,0.09975159915622821
4500,0.7393026934461249,0.0684209869202594,0.2566305239869238,0.11439664216006727,0.08760008238127222,0.11967127045445301,0.07053135563830164,0.08125887775260404,0.09971570022641942
4600,0.7506666734449472,0.06904615700472444,0.25946307590017925,0.11498143758065481,0.08750091346759867,0.119752904589646,0.06977545697082967,0.08133976623617842,0.09965141525071493
4700,0.7715632382745368,0.06975369935055634,0.2649685480662996,0.11523663986702108,0.08738922587240401,0.12014004298910853,0.0694445243088337,0.08105744590039705,0.0996079523930059
4800,0.7740987562435796,0.06962355514679101,0.2671257560152092,0.11560223496260078,0.08704439002660228,0.1207194770585901,0.06857961839520262,0.08099590499974277,0.09953358628543763
4900,0.7865065909675575,0.07067966460162664,0.2687858329439179,0.11570670933446248,0.08694223392793152,0.12122988280318389,0.06807020600549486,0.08061459700530944,0.09949628449245221
5000,0.8059539728548473,0.07069172644271847,0.27013184289562003,0.11608065662650147,0.08661220594645921,0.12173404938174305,0.0675167922486871,0.08058679242193986,0.09941776798267377
