milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2
2700,4.999321633107241e-08,1.4612782744542853e-07,6.735958827132625e-12,2.1604799904956779e-07,3.963384842804199e-09
2800,4.9993269078728436e-08,1.4590844839107638e-07,6.71198136185186e-12,2.1582275075041206e-07,4.020248268131806e-09
2900,4.999323479622971e-08,1.4572914680763829e-07,6.740262346150507e-12,2.1587739963259625e-07,4.31032369902511e-09
3000,4.999327603917931e-08,1.4561933890610961e-07,6.7763591135393746e-12,2.1565688854936066e-07,4.2833494243182645e-09
3100,4.999328468500046e-08,1.4558580594106046e-07,6.718197738803732e-12,2.1547862885886522e-07,4.519477758216991e-09
3200,4.9993270829440625e-08,1.4535803002698282e-07,6.7038511384513165e-12,2.1538400703139167e-07,4.666116147141783e-09
3300,4.999329070226355e-08,1.451922966824158e-07,6.732559703158618e-12,2.1526652098615633e-07,4.8209150192537694e-09
3400,4.999325770181542e-08,1.4502543299001668e-07,6.767452245991563e-12,2.1499247621718153e-07,4.8959049953334126e-09
3500,4.9993254746690094e-08,1.4494181613218947e-07,6.721517504067278e-12,2.1496594006739464e-07,4.984869373031769e-09
3600,4.999324959757948e-08,1.4482224728563554e-07,6.73521759952211e-12,2.1485051109558256e-07,5.212879333573765e-09
3700,4.999323966826357e-08,1.4459629181962228e-07,6.77834881543452e-12,2.145568807391937e-07,5.247252148889806e-09
3800,4.999330134690689e-08,1.445872298923132e-07,6.717205283101716e-12,2.144659706262328e-07,5.4662933353738156e-09
3900,4.999327759342534e-08,1.4437073233937248e-07,6.732091704514671e-12,2.144008652264126e-07,5.582050375689209e-09
4000,4.999330582998275e-08,1.4430164835754432e-07,6.715710772147196e-12,2.1422839331142074e-07,5.814253363665196e-09
4100,4.999324507590152e-08,1.4419327145073165e-07,6.7212831689483786e-12,2.1420297373139417e-07,5.793580747051243e-09
4200,4.9993302739751116e-08,1.4402539409709104e-07,6.735881623124595e-12,2.1390560609320516e-07,5.936576608260717e-09
4300,4.999325942934251e-08,1.4379666723949558e-07,6.6902899140503195e-12,2.137373796649014e-07,6.083266024888986e-09
4400,4.9993252340556516e-08,1.436306958759293e-07,6.743353842039811e-12,2.1379874512858344e-07,6.3466008651161705e-09
4500,4.999329472661214e-08,1.4354939776145485e-07,6.678165515911877e-12,2.1348821409891502e-07,6.533130151569222e-09
4600,4.9993268777701556e-08,1.4334315670699836e-07,6.696311280651071e-12,2.1339985798053185e-07,6.665453314694081e-09
4700,4.999330133460092e-08,1.433736490471123e-07,6.684030284471399e-12,2.1329214952046174e-07,6.802695564294372e-09
4800,4.999330257475747e-08,1.4319525340079095e-07,6.696248890606114e-12,2.1311151458743484e-07,6.837199799349946e-09
4900,4.999330364431337e-08,1.4301147884226886e-07,6.690995872715506e-12,2.129374075852176e-07,6.978960561612502e-09
5000,4.999327590168226e-08,1.428599004871819e-07,6.725189251585561e-12,2.12871231692562e-07,7.097065274125687e-09
