miliseconds,T1,T2,T3,C1,C2,C3
3300,2.6721269113304937,1.5762407037517698,1.0791165688531734,3.9981187180961064,2.2578117915571605,0.5135217400320867
3400,2.613277415716064,1.572747820090654,1.0629295062477149,4.032133400799288,2.2714465176614818,0.5127797247424654
3500,2.625940720959496,1.5500202855995744,1.061177987138249,4.0760791045178415,2.305153189176629,0.5340865777409799
3600,2.6167952231622427,1.5337532037929924,1.0586217813506371,4.064024840329381,2.255770835816617,0.5355620171078244
3700,2.622299140255778,1.511484863301853,1.0503106663878647,4.067049944553812,2.2927877812510746,0.5401724391406446
3800,2.5721628818543762,1.4827787502224792,1.045435486563454,4.175129233361405,2.2912484738525256,0.5485090684438698
3900,2.588697432825741,1.453680140433247,1.0316767037014567,4.112464266197866,2.2534875816575806,0.5401912016011974
4000,2.5438791817258584,1.4815047409520206,1.0329513725512753,4.1454326875488885,2.2643186140690155,0.5537430093590043
4100,2.5295457006945092,1.4177172064790655,1.0178063127758354,4.2043929595089224,2.27071727908243,0.5534395977074675
4200,2.534077752953246,1.4148876465370328,1.0178509121203139,4.254931046685831,2.2380719008633463,0.5560862892763337
4300,2.573324964682013,1.413462750129484,1.0123494259148844,4.189233815062045,2.2569631862314963,0.5709325492520081
4400,2.5287390056641414,1.4586022052197212,1.015459266818248,4.220109332060983,2.251026514678228,0.5769379551353517
4500,2.4984295509497922,1.4622016383689718,1.0096010038270031,4.294565829433939,2.237698458332345,0.5663036285534689
4600,2.5503150627608844,1.4276281339381525,1.0003351748374216,4.230349064127779,2.2231221280672098,0.5736277577317186
4700,2.554701342725191,1.429910171738559,1.0011433564164605,4.3499403226203155,2.2246761493847425,0.5851296519305192
4800,2.4915090840604126,1.4030562317312911,0.9932880142261777,4.291443281093338,2.2157445295836014,0.590085085208097
4900,2.4862107496953216,1.3984054677253277,0.9985280631301711,4.331287807320019,2.2331968377162217,0.5826929702961501
5000,2.495887544364918,1.3468825200011192,0.9868712491008674,4.372462004722657,2.1909854804501,0.590367376445355
