miliseconds,T1,T2,T3,C1,C2,C3
3300,2.6162480237943972,1.598067564578268,1.0763602862333397,4.032010117733666,2.300918757050156,0.5202494440350034
3400,2.6294991133142207,1.5148023559850181,1.0645946139566234,4.044256120732283,2.277638039119237,0.5210434007322868
3500,2.6103003624821843,1.5118698071577705,1.0597872773902337,4.010009072530813,2.2962575890397594,0.5203622097970426
3600,2.6438989032801423,1.4886697219717888,1.0493775961477965,4.034317773286301,2.2570242235236435,0.5254616336084205
3700,2.5699203368928845,1.5275571582581335,1.0515565339390591,4.148955336950425,2.2831310022494162,0.5407193442776433
3800,2.6178696479697785,1.498311790856159,1.0410444478219354,4.114447347324693,2.2642574802917785,0.5455331301310749
3900,2.6139243536035073,1.515422940584373,1.0374404706591858,4.185382130500189,2.2729814859731396,0.5409582249273928
4000,2.56024326259029,1.4945876559520448,1.0252961907410987,4.209876369693378,2.2379559260596436,0.5528559018511192
4100,2.5829892291993626,1.480470348088423,1.0269882905604717,4.201207700758042,2.275179719943568,0.5528063712395899
4200,2.5833724576281436,1.4772206720244203,1.017349243702345,4.232228843107856,2.256610887757556,0.5630183346992225
4300,2.5175827105606903,1.408162361679617,1.011890345229159,4.231261775012511,2.275232176090482,0.5701327674785491
4400,2.513043332452545,1.43767760968005,1.0059418539468101,4.216417187365191,2.2207443371469315,0.5603905453854524
4500,2.5544611403812056,1.4566594444556025,1.008048768755431,4.210536484736615,2.24379613369925,0.5674822980325592
4600,2.522771039630107,1.4092459673486368,0.9970802814955436,4.229530166673472,2.2425516157400502,0.5759745677381206
4700,2.4903810242048263,1.4532469675309507,1.0049481691419107,4.306214824545241,2.227641567989679,0.5868910838180296
4800,2.555093465016294,1.3969028894497548,0.99258862659981,4.301170433090691,2.2457719465047328,0.5803745801327306
4900,2.5432711362137557,1.3723241735105691,0.995085759475123,4.305411575528876,2.2016378401639147,0.5851875653826302
5000,2.5109395428472516,1.4312418819722357,0.996919479099007,4.351156016713291,2.2239909573438816,0.592711804205342
