milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1600,0.0003332978771437207,0.0003332978771437207,0.0003332978771437207,8.16890123470957e-14,1.3631494348588483e-13,5.898104886127353e-11,8.613722143552289e-18,9.40528750260133e-11,2.811398235798314e-13,3.3005351232144874e-11,2.6418659716317437e-14,-1.5329699896972707e-42,1.53274946354255e-42,2.7562825123562727e-43,0.0,0.0,1.599839975402167e-05,-1.6000000000000003e-05,-8.158375929194936e-09,8.064300614667343e-09,-8.158375929194936e-09,8.099385631326168e-09,1.1316514945391078e-10,5.773785177339367e-09,3.968834203150816e-45,0.0,1.82288055019013e-33,0.0,3.9275573846350003e-50,6.631210477054396e-06,3.545618961227466e-08,8.420346013430979e-36,1.2648188803069807e-41,2.0539920101053422e-54,6.631210477054396e-06,3.545618961227466e-08,2.2175554607603017e-44,2.8445409135602004e-57,6.631210477054396e-06,3.545618961227466e-08,-5.8869848981895856e-09,1.2648188803069807e-41,2.0539920101053422e-54,2.2175554607603017e-44,2.8445409135602004e-57
1700,0.0003332956677137705,0.0003332956677137705,0.0003332956677137705,1.0303614560068264e-13,1.6492730008316658e-13,6.7641510361174e-11,1.0963891632558507e-17,1.0784325645959867e-10,3.4010077003724487e-13,3.9518632600919594e-11,3.163304238163651e-14,-2.739525677647639e-42,2.7391263071902314e-42,4.991589575596106e-43,0.0,0.0,1.6998193524561944e-05,-1.7000000000000007e-05,-8.855415940118808e-09,8.747544440404726e-09,-8.855415940118808e-09,8.787762554889093e-09,1.2816688949597257e-10,6.1633887643856165e-09,8.78800928647313e-45,0.0,3.2045099495333814e-33,0.0,9.717345694165346e-50,6.629001047104203e-06,3.766561956246835e-08,1.4889577048239363e-35,2.2599358798497842e-41,5.242950349136197e-54,6.629001047104203e-06,3.766561956246835e-08,4.342516295927472e-44,7.969884713779677e-57,6.629001047104203e-06,3.766561956246835e-08,-6.291597428863915e-09,2.2599358798497842e-41,5.242950349136197e-54,4.342516295927472e-44,7.969884713779677e-57
1800,0.0003332934590571871,0.0003332934590571871,0.0003332934590571871,1.2739117612599375e-13,1.9686335258848936e-13,7.696987840630847e-11,1.3657650901996144e-17,1.2269459869147276e-10,4.0590429311617914e-13,4.673701613150708e-11,3.741203624485176e-14,-4.243959660019179e-42,4.2433370113833185e-42,7.782258336116603e-43,0.0,0.0,1.799797479816653e-05,-1.8000000000000007e-05,-9.574445972814309e-09,9.451716892688286e-09,-9.574445972814309e-09,9.497461385038818e-09,1.4413397698645555e-10,6.5563359072663256e-09,1.490901393924139e-44,0.0,4.925782285459955e-33,0.0,1.7120064266779653e-49,6.626792390520811e-06,3.987427614585989e-08,2.2949344693961884e-35,3.500706274213263e-41,9.326704826254487e-54,6.626792390520811e-06,3.987427614585989e-08,7.016061933774474e-44,1.4558852659705737e-56,6.626792390520811e-06,3.987427614585989e-08,-6.70051956171516e-09,3.500706274213263e-41,9.326704826254487e-54,7.016061933774474e-44,1.4558852659705737e-56
1900,0.0003332912511739705,0.0003332912511739705,0.0003332912511739705,1.5475410392302895e-13,2.321231010018531e-13,8.696615299667694e-11,1.6694999951865192e-17,1.3860690172163559e-10,4.785503928166342e-13,5.466050182390731e-11,4.375564130596315e-14,-6.046271936811886e-42,6.045381576121803e-42,1.1128288793917753e-42,0.0,0.0,1.8997743574835424e-05,-1.9000000000000004e-05,-1.0315466027281437e-08,1.017681797151802e-08,-1.0315466027281437e-08,1.0228482121775343e-08,1.6106641192535963e-10,6.952626605981495e-09,2.2331848161455582e-44,0.0,6.986697557969847e-33,0.0,2.6135713102477886e-49,6.624584507304222e-06,4.208215936244927e-08,3.2599648950598506e-35,4.987130063397413e-41,1.43052554414602e-53,6.624584507304222e-06,4.208215936244927e-08,1.0238192374301299e-43,2.261144475133836e-56,6.624584507304222e-06,4.208215936244927e-08,-7.1137512967433214e-09,4.987130063397413e-41,1.43052554414602e-53,1.0238192374301299e-43,2.261144475133836e-56
2000,0.00033328904406412075,0.00033328904406412075,0.00033328904406412075,1.8512492899178834e-13,2.7070654532325783e-13,9.76303341322794e-11,2.0075938782165657e-17,1.5558016555008713e-10,5.5803906913861e-13,6.32890896781203e-11,5.06638575649707e-14,-8.146462508025767e-42,8.145260001405692e-42,1.5029680948999567e-42,0.0,0.0,1.9997499854568623e-05,-2.0000000000000005e-05,-1.1078476103520192e-08,1.0922847676893931e-08,-1.1078476103520192e-08,1.0980824765098669e-08,1.789641943126849e-10,7.352260860531123e-09,3.105651195311572e-44,0.0,9.387255767063058e-33,0.0,3.6764292201260066e-49,6.622377397454435e-06,4.4289269212236496e-08,4.3840489818149255e-35,6.719207247402237e-41,2.0178602194753342e-53,6.622377397454435e-06,4.4289269212236496e-08,1.4008907617507955e-43,3.212766098867756e-56,6.622377397454435e-06,4.4289269212236496e-08,-7.5312926339484e-09,6.719207247402237e-41,2.0178602194753342e-53,1.4008907617507955e-43,3.212766098867756e-56
2100,0.00033328683772490016,0.00033328683772490016,0.00033328683772490016,2.2283676398805323e-13,3.156286008841091e-13,1.0917347023568344e-10,2.4365244421201058e-17,1.7394516600512781e-10,6.505540502034375e-13,7.311565291642216e-11,5.853174640794338e-14,-1.5370529768435422e-41,1.536816384361935e-41,2.957067432515813e-42,0.0,0.0,2.099724363816299e-05,-2.100000000000001e-05,-1.1863401157674158e-08,1.1689401186145896e-08,-1.1863401157674158e-08,1.1754203652991909e-08,1.979092855068698e-10,7.755142001432261e-09,1.645976583201574e-43,0.0,1.6197555933295205e-32,0.0,2.7721078993206764e-48,6.620171058233831e-06,4.6495608432840734e-08,7.919954885098934e-35,1.2657313047003549e-40,1.636216525881195e-52,6.620171058233831e-06,4.649560843284072e-08,4.664463578504856e-43,4.789298390415601e-55,6.620171058233831e-06,4.6495608432840734e-08,-7.953128866433255e-09,1.2657313047003549e-40,1.636216525881195e-52,4.664463578504856e-43,4.789298390415624e-55
2200,0.00033328463215706394,0.00033328463215706394,0.00033328463215706394,2.6669424149223856e-13,3.660575488147945e-13,1.215373397861641e-10,2.9407112920956494e-17,1.9361065259784888e-10,7.543894428772402e-13,8.400422355489518e-11,6.725032301330886e-14,-2.6387134861575755e-41,2.6382976827246056e-41,5.196934924117927e-42,0.0,0.0,2.199697492539869e-05,-2.200000000000001e-05,-1.2670261891947059e-08,1.2476590176922056e-08,-1.267026189194706e-08,1.2548697590483944e-08,2.178790749862581e-10,8.161296696708466e-09,3.888815384880954e-43,0.0,2.629478770065923e-32,0.0,6.845207368977085e-48,6.617965490397631e-06,4.870117626904025e-08,1.324621580475947e-34,2.1708906398924267e-40,4.0693016385633505e-52,6.617965490397631e-06,4.870117626904024e-08,1.003337785399908e-42,1.2427885123433298e-54,6.617965490397631e-06,4.870117626904025e-08,-8.379264051361198e-09,2.1708906398924267e-40,4.0693016385633505e-52,1.003337785399908e-42,1.242788512343331e-54
2300,0.00033328242736096217,0.00033328242736096217,0.00033328242736096217,3.1614338286897183e-13,4.21607939021182e-13,1.3469496072107518e-10,3.5129338817996364e-17,2.1453433638805132e-10,8.687546715303726e-13,9.589178886878967e-11,7.67690796779612e-14,-4.057928482709053e-41,4.0572809144389757e-41,8.09364585221231e-42,0.0,0.0,2.299669371617385e-05,-2.300000000000001e-05,-1.3499067900525916e-08,1.3284466404883573e-08,-1.3499067900525916e-08,1.33643430988164e-08,2.3886308417687586e-10,8.570737305334106e-09,6.881170839211409e-43,0.0,3.915859813112793e-32,0.0,1.2295186423864018e-47,6.615760694295834e-06,5.090597237083665e-08,2.0074820436291228e-34,3.33676623043344e-40,7.326305587438882e-52,6.615760694295834e-06,5.090597237083664e-08,1.7145614470439938e-42,2.2679847824792113e-54,6.615760694295834e-06,5.090597237083665e-08,-8.809700068975706e-09,3.33676623043344e-40,7.326305587438882e-52,1.7145614470439938e-42,2.2679847824792136e-54
2400,0.0003332802233364594,0.0003332802233364594,0.0003332802233364594,3.713984619992712e-13,4.824288600823879e-13,1.4865676945603253e-10,4.155985052669115e-17,2.367325743519107e-10,9.939555236022522e-13,1.088027216050376e-10,8.710755232057091e-14,-5.818562691188584e-41,5.817626814352622e-41,1.1697067121066915e-41,0.0,0.0,2.399640001052787e-05,-2.400000000000001e-05,-1.4349815472466738e-08,1.411300985141299e-08,-1.4349815472466738e-08,1.4201126051906281e-08,2.6086536609551757e-10,8.983459046970676e-09,1.0684121358329053e-42,0.0,5.499025499282627e-32,0.0,1.9234893199744338e-47,6.613556669793065e-06,5.310999687360613e-08,2.8517168924127494e-34,4.782942265248458e-40,1.1474814574840165e-51,6.613556669793065e-06,5.3109996873606114e-08,2.614119911910746e-42,3.57607021091216e-54,6.613556669793065e-06,5.310999687360613e-08,-9.244436192015758e-09,4.782942265248458e-40,1.1474814574840165e-51,2.614119911910746e-42,3.576070210912162e-54
2500,0.0003332780200834203,0.0003332780200834203,0.0003332780200834203,4.326737527641551e-13,5.486694005775288e-13,1.6343320240665212e-10,4.872657646141129e-17,2.6022172346560275e-10,1.1302977865322965e-12,1.2276139451057097e-10,9.828527685980848e-14,-7.944480836286777e-41,7.943196117313124e-41,1.6057065634949704e-41,0.0,0.0,2.4996093808500162e-05,-2.500000000000001e-05,-1.5222500896825537e-08,1.496220049789285e-08,-1.5222500896825537e-08,1.5059032323670585e-08,2.8388997375897765e-10,9.399457141279663e-09,1.5358745354369996e-42,0.0,7.399102605387912e-32,0.0,2.77771758323809e-47,6.611353416753946e-06,5.531324991272487e-08,3.868466141270164e-34,6.529002933262545e-40,1.6582414803099564e-51,6.611353416753946e-06,5.5313249912724856e-08,3.7160157491281687e-42,5.188596359105124e-54,6.611353416753946e-06,5.531324991272487e-08,-9.683471693220335e-09,6.529002933262545e-40,1.6582414803099564e-51,3.7160157491281687e-42,5.188596359105126e-54
2600,0.00033327581760170944,0.00033327581760170944,0.00033327581760170944,5.001835290446413e-13,6.204786490857205e-13,1.7903469598854975e-10,5.66574450365272e-17,2.8501814070530294e-10,1.2780872477599225e-12,1.3779218033232163e-10,1.1032178921434435e-13,-1.0459547642694229e-40,1.0457849558168055e-40,2.122350829812861e-41,0.0,0.0,2.5995775110130124e-05,-2.600000000000001e-05,-1.611712046265832e-08,1.5832018325705693e-08,-1.611712046265832e-08,1.5938047788026315e-08,3.079409601840505e-10,9.818726807922561e-09,2.0966121239470328e-42,0.0,9.636217908241133e-32,0.0,3.803488245753649e-47,6.609150935043102e-06,5.751573162356906e-08,5.0688698046446885e-34,8.594532423400758e-40,2.2716692474549428e-51,6.609150935043102e-06,5.7515731623569047e-08,5.03425152782426e-42,7.127114788521043e-54,6.609150935043102e-06,5.751573162356906e-08,-1.0126805845328417e-08,8.594532423400758e-40,2.2716692474549428e-51,5.03425152782426e-42,7.127114788521046e-54
2700,0.0003332736158911915,0.0003332736158911915,0.0003332736158911915,5.741420647217487e-13,6.980056941860801e-13,1.9547168661734151e-10,6.538038466640944e-17,3.111381830471871e-10,1.4376296947245486e-12,1.5391945181722172e-10,1.232366253028491e-13,-1.3387627835101572e-40,1.3385447871765009e-40,2.724626201487164e-41,0.0,0.0,2.6995443915457167e-05,-2.700000000000001e-05,-1.7033670459021107e-08,1.672244331623407e-08,-1.7033670459021107e-08,1.6838158318890473e-08,3.3302237838753067e-10,1.0241263266560865e-08,2.756732742576621e-42,0.0,1.22304981846548e-31,0.0,5.012086121097408e-47,6.606949224525156e-06,5.97174421415149e-08,6.464067896979668e-34,1.0999114924588176e-39,2.9945233791522183e-51,6.606949224525156e-06,5.971744214151489e-08,6.582829817127036e-42,9.413177060622884e-54,6.606949224525156e-06,5.97174421415149e-08,-1.0574437921078986e-08,1.0999114924588176e-39,2.9945233791522183e-51,6.582829817127036e-42,9.413177060622888e-54
