milliseconds,M,B,A,L,P,I1,I2,I3
3700,0.00013473318168593908,1.1445212125166234e-05,0.07356601143309147,0.5949046014947218,0.003611578581412579,1.819407194370568e-06,6.704162796174257e-06,0.005273855515175942
3800,0.0001301967122916666,1.1570433702623307e-05,0.07745620455786129,0.5960233679867252,0.0034904832587689416,1.9193819366744164e-06,6.60242771137171e-06,0.005101279168609583
3900,0.0001385898455431649,1.1823588234342683e-05,0.07951513920825468,0.5942336324952169,0.003413281117644449,2.018299600208909e-06,6.460629046939787e-06,0.005115959801722498
4000,0.0001293598290594021,1.2387498457743233e-05,0.0831285155004714,0.5915914287037184,0.003384440655394442,2.153754895399004e-06,6.330125698052765e-06,0.005038410698727811
4100,0.0001326260235318828,1.281940506480735e-05,0.08505786416589434,0.5896412093600458,0.003493374754914589,2.3770951145003033e-06,6.210248768377575e-06,0.005010441406909651
4200,0.00011862157149524491,1.3142516230026432e-05,0.08805930167367776,0.5886145462268971,0.0033680185224916484,2.4909433655282934e-06,6.0961711781471716e-06,0.004970248516702488
4300,0.00012572346190642652,1.3224081145231184e-05,0.08935016466381802,0.5902499310905527,0.0032800093514561424,2.675244426589848e-06,6.045118513781673e-06,0.004825462050131412
4400,0.00011485708634516931,1.334268972227203e-05,0.09192706922841701,0.5880178073967,0.003156056518648121,2.82682768311283e-06,6.016490261201284e-06,0.004808853101556582
4500,0.00010968806390177108,1.3661939537924818e-05,0.09517775040908172,0.5884025043197633,0.0033436859988910605,2.987801763882525e-06,5.773355943962313e-06,0.004698332367107108
4600,0.00011442552924736852,1.3855363998152795e-05,0.09800522403818589,0.5868245183559205,0.003182761116374271,3.1330543457132174e-06,5.736902341592002e-06,0.004703017008677949
4700,0.00011388683076458066,1.4380216702477326e-05,0.10189179260020159,0.5835786305632341,0.0031998956361654466,3.2776069931773353e-06,5.581656350229979e-06,0.004684527063716947
4800,0.00011678807687267474,1.4654167664291724e-05,0.10317786961192596,0.5852597097958637,0.0031932619496899887,3.3803743925119684e-06,5.610455594013787e-06,0.004529525305510496
4900,0.00011510939021795518,1.470708821029519e-05,0.10568498090250332,0.5812222154875621,0.0031148233141700577,3.5534420893949755e-06,5.483127804629251e-06,0.004472813796160507
5000,0.00010203867487405578,1.482465520745741e-05,0.10763869571769705,0.5807511387505607,0.003137676357413417,3.7704734732136547e-06,5.427142848764992e-06,0.004469856773317534
