milliseconds,M,B,A,L,P,I1,I2,I3
3200,0.0001585246193808005,9.413387994585407e-06,0.06021510575174419,0.5985241505641775,0.00383066164276168,1.1143569346037955e-06,7.382607624774983e-06,0.005443532687728533
3300,0.00016265480603216867,1.0128993876534486e-05,0.06259145140829903,0.6003964422896586,0.003994471149895301,1.243029956645562e-06,7.338448930625783e-06,0.005533949895347499
3400,0.00016539020428209944,1.0784107993998783e-05,0.06366212168989578,0.6019483873273841,0.004104737780381247,1.2952941773865167e-06,7.0491878052333736e-06,0.005363549872797664
3500,0.00016456407265463233,1.1097880266998058e-05,0.0675383565035558,0.5969206226201191,0.0037160251843507863,1.5044158860523574e-06,6.866932869781376e-06,0.005455137415168124
3600,0.00015382043008658523,1.0796774438045462e-05,0.07016008764762045,0.5953351092430392,0.003711622466185895,1.6755457795952922e-06,6.8303890614952965e-06,0.005325625988927244
3700,0.00013980997852855345,1.148285681569574e-05,0.07362310159219919,0.594901774345742,0.0038869210418486953,1.6911926715965206e-06,6.806014852719951e-06,0.005218332841499937
3800,0.0001384521975779473,1.1584952558745482e-05,0.0748769677574459,0.5953956260135517,0.003676412917984368,1.8691548385590937e-06,6.509251870842227e-06,0.005276891304833051
3900,0.00012160620032826651,1.2380781328371466e-05,0.08113182723552269,0.5933700406148451,0.00343397947806169,1.995405934178329e-06,6.562109129256371e-06,0.004975999711583535
4000,0.00012487557459594628,1.2006904667302608e-05,0.08248764175007998,0.5918109480365579,0.0035500367051947783,2.258726666533232e-06,6.394014438565782e-06,0.005180546310373861
4100,0.00013257588624659343,1.2404252801763088e-05,0.08445272899067556,0.593323267493943,0.0034979221281638516,2.2420871455416906e-06,6.385022483857895e-06,0.004969870182244878
4200,0.0001303235615184687,1.3049626615735838e-05,0.08763716418951015,0.5936289839141861,0.003405021542796978,2.5446803377372957e-06,6.342421785040678e-06,0.00485354718408948
4300,0.00011064337503203352,1.3361755437415476e-05,0.09227265351046512,0.5894859545226045,0.0032376864153813166,2.5543906278895553e-06,6.13123155632559e-06,0.004761785007335372
4400,0.0001143405477946324,1.3672922205770313e-05,0.09201953081931318,0.5854704511752047,0.0030946333657830066,2.850194914584314e-06,6.001246121983172e-06,0.0047987710151672055
4500,0.0001189213348143415,1.3350937974853594e-05,0.09738729978794389,0.5851206571391608,0.003379962264160077,2.864292916287908e-06,5.963903444000907e-06,0.00464428327458716
4600,0.00012787051081625662,1.3786062187572027e-05,0.09957328758488229,0.5868763418446854,0.003030645524319707,3.0250677288508225e-06,5.604766331024551e-06,0.004783140633281174
4700,0.00010782683155126642,1.3960024589580116e-05,0.09948040103888958,0.5848073941586591,0.0028328374530296975,3.3019687914300537e-06,5.491536445755052e-06,0.004711960565847162
4800,9.678753367021062e-05,1.4172215578046045e-05,0.10042847654311464,0.580325047513993,0.003239270615391026,3.4922466598901437e-06,5.545151877943792e-06,0.004460332134926939
4900,0.00011649059527287837,1.4996067141587837e-05,0.10328463316744113,0.5789694427599298,0.002992033843669922,3.5611340899111885e-06,5.537503989021207e-06,0.004542014938420671
5000,0.0001239091020183044,1.4590885727369427e-05,0.11023951058532216,0.580406989137677,0.0027812497517465447,3.770530660194995e-06,5.433602842439362e-06,0.004381582836569492
