miliseconds,PC3,XIAP,C9,PC9,C3,C9P,XIAP_C3,XIAP_C9,XIAP_C9_C3,XIAP_p2frag,XIAP_p2frag_C3,BIR12,BIR12_C3,BIR3R,BIR3R_C9,BIR3R_p2frag,XIAP_2SMAC,BIR12_SMAC,BIR3R_SMAC,SMAC,APAF1,XIAP_p2frag_2SMAC,Substrate,ClvgPrds,SMAC_mito,CytC_mit,CytC_cell
1000,0.11936614245875599,0.05498376832743693,0.000905372398275615,0.02204522353258146,8.077428609793866e-05,2.040976065648475e-06,0.0004825413543677127,0.006992510525218398,5.528332852911564e-05,2.3377219497238608e-06,1.4989050138758216e-08,3.838800765096357e-05,3.7799723239348676e-08,3.45268202274711e-05,3.0578704255258988e-06,-2.931641244920431e-09,0.0007100289323227754,7.617095948440045e-08,1.2899435916788815e-08,0.009795054388253415,3.3641120009667147,1.850281456835082e-09,0.9991977403246463,0.0007176517924111092,0.11408048821846982,6.325628764337598,3.6561236197203892
1100,0.11931177588269513,0.05358396389128801,0.000908067584656451,0.021583029942228268,8.151902123747707e-05,2.6976044171957832e-06,0.0004770307514284947,0.007101486328787093,5.1166050004757656e-05,3.2465741029840675e-06,1.4217634994150336e-08,5.1104026405847795e-05,7.01057283841486e-08,3.97570074150361e-05,3.697644826089661e-06,3.775264957097205e-09,0.0012094838439279814,1.0328168075924263e-07,3.6039943660818904e-08,0.010445817052701508,3.3634516046068628,-7.712546640460773e-10,0.999318780279841,0.0008784940348036226,0.11268855647489814,6.078042365785123,3.9389090388755776
1200,0.11925842780512223,0.0531723178352003,0.0009047233104855921,0.02056927403109552,8.500790344580083e-05,6.483586087325338e-06,0.0005653818303552806,0.008054535634929237,7.356828332103765e-05,3.287207504111172e-06,7.443245185109208e-08,4.791703906055265e-05,2.0561619226437176e-09,4.638588194999031e-05,7.162938303790642e-06,1.6290469757276816e-08,0.0014667287953492683,1.4504161734153485e-07,8.685913402622988e-08,0.011372749124959437,3.363235955619819,1.322063605104238e-10,0.9992074886617498,0.0007597921200091035,0.11220721386926592,5.675911530030146,4.14289158557204
1300,0.1191805686410878,0.05199221761320408,0.0009101916390730917,0.020046512109001605,8.972538393503064e-05,5.2709704389996705e-06,0.0005769426862813858,0.008704984450870082,0.00010455940050500642,4.662115183291594e-06,9.171303797015498e-08,5.9505337051098776e-05,3.1055526140359464e-07,5.2192695663382834e-05,6.660126786915713e-06,1.0115983855656977e-08,0.0017899988598206848,1.451909175640148e-07,1.6510282543994835e-07,0.01158122903267702,3.3624626527429604,1.8692145391610097e-09,0.9989392408528588,0.0010337489887462757,0.1114023461294652,5.598867826077525,4.6068460445179396
1400,0.1190619151143791,0.05068977473444974,0.0009218804378185747,0.019642311744562272,9.184732181944238e-05,8.653132527465771e-06,0.0006480674359271748,0.009188357434153522,9.315936166070618e-05,7.194647157534554e-06,-3.886708196204609e-08,7.195869234589869e-05,5.117047856934453e-07,5.8212184423615266e-05,1.2123855176926239e-05,1.2806624668617785e-08,0.0018141419668519063,1.7770383271690236e-07,1.992336192978639e-07,0.011980558161073978,3.361744767398701,3.481353330725748e-09,0.9989549773020641,0.0009618068474474986,0.10951930986281677,5.12475523470354,4.887667790968454
1500,0.11899163602714019,0.04950895401329696,0.0009327756137275239,0.019002140635289922,9.384557392622945e-05,6.299679031978973e-06,0.0007021410742408426,0.009299157643744548,0.00012199232876659764,6.486200549398667e-06,-2.404271305950399e-08,7.564367718448304e-05,1.3810700824818492e-06,5.858821076032528e-05,1.1696804424224858e-05,4.213595529988307e-09,0.0025504907010741075,1.6331304349283278e-07,1.4464527454916796e-07,0.01243431177012287,3.3614073820621915,3.807960439773437e-09,0.9987542265103846,0.0012494129668799763,0.10920161995665295,5.079262362935397,4.880665110452717
1600,0.11893292194467998,0.04945961907641593,0.0009332900244688692,0.018516488810912772,9.065336614042739e-05,7.585025343906867e-06,0.0007616966737709798,0.009880344592174552,0.00014708454729120784,9.690791863617558e-06,1.849475881792983e-07,8.45066593871548e-05,1.2732423912303522e-06,6.576544966486194e-05,1.1878276090876695e-05,7.994701292410944e-09,0.0026093526861868032,2.1214158524927862e-07,2.1389724006930018e-07,0.01289123920347337,3.360626028995383,2.715280027393952e-09,0.9987418165402964,0.0014052944653949063,0.106864598496355,4.892560806387828,5.227085476929896
1700,0.11888572843590169,0.0483045396736301,0.0009424363034591082,0.017762628389400646,9.954093965662524e-05,1.107142770597769e-05,0.0007789150952807408,0.010305639088226968,0.00015628254903969375,8.717610024830556e-06,2.6909454427705146e-07,8.980801253030212e-05,8.994520330830326e-07,7.548545343668098e-05,1.4158364051152653e-05,2.640095426942946e-08,0.002793046731971018,2.873809113623847e-07,2.561375349971485e-07,0.013496248280271168,3.359735664138149,5.981229918405327e-09,0.9985352781590381,0.0013367268655692494,0.10656249315894752,4.538517977725778,5.334117915895669
1800,0.11875907662952014,0.04750176209629928,0.0009581751778691333,0.017486145254388873,0.00010456284744319547,1.0227226701020619e-05,0.0008587292181481477,0.011190469757618305,0.0001932022454237171,9.231502579694303e-06,1.2281080193297298e-07,9.833676549738023e-05,1.4794207464804784e-06,8.035522817847812e-05,1.737902358836144e-05,2.920312224238843e-09,0.0032571040741361987,2.5389027353045686e-07,2.298845068462086e-07,0.01373419005203534,3.3593922214927483,6.428716818268165e-09,0.9984286272378216,0.0016329003240856453,0.1047792121042034,4.350527715714591,5.609445596832639
1900,0.11876813650461046,0.04592636971841491,0.0009623743110626963,0.01671625766229826,0.00010836737923062019,1.2074612234477548e-05,0.0008858204290415077,0.011260370209530409,0.00020440997507781527,1.20156607899554e-05,1.766325553845242e-07,9.700181672491635e-05,1.678281278471535e-06,8.263392995047017e-05,1.966841698274379e-05,2.1590741083999336e-08,0.00349452428080025,3.4719614990999263e-07,3.6373021283014805e-07,0.014093072047469677,3.3590499847356377,7.845891691965631e-09,0.9984388969570605,0.0015610949615502035,0.10412613350979863,4.086528234473929,5.888441767992195
2000,0.11869555733121089,0.045692619030183346,0.0009641720187953731,0.016430518371371015,0.0001064743313150628,1.5460347269776653e-05,0.0009868570455810772,0.012032618718187876,0.00023169484752013028,1.274319416296242e-05,2.3185335841068086e-07,0.00010346090079752495,2.339600331148093e-06,9.000361861950992e-05,2.343649055014941e-05,1.7566217973230857e-08,0.0038727812686314604,3.76741945410697e-07,3.5046756614387453e-07,0.01424168703113089,3.3585089855973624,8.635800873055094e-09,0.9983248295286022,0.001879409088474976,0.10385467555964974,3.8868144805671125,6.150405713701755
2100,0.1185974594361475,0.04496880511874075,0.0009876234326727082,0.01593255939479799,0.00011522140501680475,1.8347555036276365e-05,0.0010331437891523967,0.01236671990023832,0.000285707631657048,1.5153318507396653e-05,3.0235872346825097e-07,0.0001172057334989032,2.4738940059080163e-06,9.416174666310996e-05,2.5208548355800945e-05,3.474452600273945e-08,0.004630936539392684,4.2588600054831397e-07,4.5304636145063003e-07,0.014637138982281408,3.3579161188162154,8.291115227772566e-09,0.9979885048595697,0.0017909786344318121,0.10209163574050883,3.6829048414601764,6.222463301346498
2200,0.11855931312069067,0.04361319719648691,0.0009912615580217258,0.01561378658329532,0.00011375456664039664,1.9051062487334366e-05,0.0010716637039251777,0.012562479881700436,0.00027304423624406984,1.560474953901031e-05,4.2176779104056566e-07,0.0001298904848398165,2.433391805005615e-06,9.669541504798777e-05,2.567627118234883e-05,2.411580414324681e-08,0.004836940992146805,4.565776638244069e-07,4.451678716629044e-07,0.014714698087975538,3.357217047189385,1.027577026741807e-08,0.9979986720143451,0.0019467145748127428,0.10147297367267274,3.626194630265521,6.316588362515474
2300,0.11840701491265952,0.04312626305941383,0.000986276449513711,0.015262990507267973,0.00012114866889838582,2.2490564688306917e-05,0.0011077225624283001,0.013262337274059177,0.00033826845019754186,1.8976021982186703e-05,4.1919990955566217e-07,0.00013471571386012362,3.4294777272326593e-06,0.00010551387644147986,2.8880944943186152e-05,4.981164247719184e-08,0.005202252313784581,4.898057577493928e-07,5.5804321619447e-07,0.015161383109480031,3.3568890419223867,9.40250344117264e-09,0.9978986002163658,0.0021433791943194823,0.10001921530548179,3.545870575647296,6.564101785535672
2400,0.11837419548452176,0.042325949089553255,0.0010046099633595849,0.014815885334490608,0.0001224855560031196,2.1602083131006213e-05,0.0011183391388088916,0.013305543554399432,0.00035362626494642136,1.9455943453198303e-05,4.190768970312627e-07,0.00014857047330672657,4.018304825920832e-06,0.00011149528873235168,3.356071048021198e-05,3.991573844549685e-08,0.005511386797220992,5.98085427922871e-07,5.357702108826985e-07,0.015000054291440312,3.3567096320823016,1.2425233393128239e-08,0.9976513429681176,0.0024269764384076678,0.0994972446002243,3.2552364953965256,6.616683671812212
2500,0.11823737923139,0.04073187697849276,0.0010013635420805535,0.013787316351579438,0.00012601749890165628,2.66078491785927e-05,0.0011816337039195616,0.013883150076929767,0.0003582231133057282,2.2921463340980875e-05,5.421690469244435e-07,0.00014867735773802863,3.995542369441269e-06,0.00011116077718558082,3.52501352831758e-05,7.278127971471157e-08,0.005737644668353657,6.358102178802914e-07,6.334936915206833e-07,0.015365935567659333,3.3558776932129506,1.440225510369685e-08,0.9974592497598194,0.0024573596101991986,0.0987841243881078,3.21360586540615,6.822799186706012
2600,0.1181847325393502,0.03985675746503758,0.001010779069597618,0.014025373473109573,0.00013154330299018372,2.7972643348428837e-05,0.0012618273956819662,0.014298228779801057,0.0004332011421813443,2.4211670216745948e-05,5.950826612689171e-07,0.00015721041644385072,5.006486426550726e-06,0.00012170737595804676,4.048982539930868e-05,7.632012706422162e-08,0.006260359185090489,6.167838707720484e-07,6.621701605102941e-07,0.015554767700672874,3.35560455975226,1.5393268829361044e-08,0.997291268018838,0.0026662558801603627,0.09709313192825107,3.014516343484873,6.973649615600261
2700,0.11806704147791942,0.039740381322042856,0.0010283889777826236,0.013093293000958184,0.000136586667118763,3.1580545919786616e-05,0.0013121456444647845,0.014139479415800633,0.0004314617063605079,2.7212092496434018e-05,8.569377535476747e-07,0.00016397698439570672,5.473983546980925e-06,0.0001225481808858604,4.179830265747713e-05,8.411313898598591e-08,0.006635036283832346,6.753924652621084e-07,7.228031720389909e-07,0.015888804114121424,3.355550170059213,1.960317352243715e-08,0.9972339136341245,0.0029453666776483463,0.09716829228976094,2.9416374437969592,7.08946717932819
2800,0.11800922430944603,0.03857353092699617,0.001042567074305739,0.012596265854005079,0.00014474584589031688,3.2328321760462044e-05,0.0013733586482052218,0.014914260340634016,0.0004610198581257414,3.0344446744833234e-05,1.0503521020738946e-06,0.0001763812718455175,5.3509409732287025e-06,0.00013613776233628667,4.728119543214582e-05,8.219473494689647e-08,0.007067449191966311,7.256463768247305e-07,8.688187864630093e-07,0.016229399217080675,3.3549972097354512,2.0597718578085643e-08,0.9971155763612,0.0029450288492573425,0.0954253086919067,2.828926187951346,7.358339645697187
2900,0.11779925559987044,0.038205134289029954,0.0010476453471277493,0.012372483984820513,0.0001483171009350835,3.7149444406231785e-05,0.0013994656805116736,0.015034879347064996,0.0005206873319097644,3.153748062718722e-05,1.081387579913349e-06,0.00018494920952821233,6.551610434018802e-06,0.00013707645518275949,5.451983856222473e-05,1.0209449077557774e-07,0.007399672431231349,7.883671380084382e-07,9.258668092864894e-07,0.016049804189823425,3.35443257917482,2.3805331671620567e-08,0.9967333108068074,0.003237790306904877,0.09408645240978408,2.6090140394910213,7.258621396569978
3000,0.11780718714156604,0.037267777346191334,0.001050065678220854,0.012123899271818013,0.00015215447462963843,4.032245915964335e-05,0.00140747352822548,0.015331983545181047,0.0005292293927348067,3.2680341391193125e-05,1.1565401815979648e-06,0.00019583093589934156,7.095466721399763e-06,0.00014884722931998904,5.710726064517458e-05,1.081620197735286e-07,0.007495572082841904,8.634407809042903e-07,9.891378305751428e-07,0.01641011513384133,3.354008948117186,2.2795357527158172e-08,0.9966423592428497,0.003322130440983977,0.09353531247610293,2.626862230737372,7.571845677750574
3100,0.11765514445417234,0.03624328034730192,0.0010541420601257118,0.011708743467947888,0.00016085732829006121,4.105100279214363e-05,0.0014776176854716038,0.01549975733012824,0.0005801831230664251,3.761505583349443e-05,1.3716072514545878e-06,0.00021866255789829714,7.565508841534181e-06,0.00014829422618306166,6.138304049600589e-05,1.2851756164446542e-07,0.007946977378983299,1.0089579768752292e-06,1.046404940392583e-06,0.016625553873264,3.353971492183886,2.8818586459578887e-08,0.9963557006719044,0.003524830129977321,0.09256088608165576,2.4265225991730133,7.522694901802553
3200,0.11753595246508217,0.03531370021492698,0.0010712613605471312,0.01145886153999546,0.0001691925929080773,4.347813511326468e-05,0.0015054251363833494,0.01595920355264327,0.0006149698805855485,3.965963923650189e-05,1.491271661117474e-06,0.00022762649624359806,8.574807155615055e-06,0.0001602296529925343,6.35476411298241e-05,1.627458715505636e-07,0.008100410255830033,1.0374880181856793e-06,1.138926798635917e-06,0.016994508248923908,3.353296048197065,3.112012998786262e-08,0.9962261357506227,0.0038404610237232715,0.09242853437597971,2.355324037068342,7.845152887550727
3300,0.11745875354070513,0.035125544902197915,0.0010797643879992774,0.011388803018152524,0.00017260502071080223,4.9860674281420575e-05,0.0016015412602788485,0.01616604364480463,0.0006404434363144863,4.1279284656452864e-05,1.9013208199910365e-06,0.00023367783607548093,9.543850239972252e-06,0.0001674515011913863,7.138815018850352e-05,1.9738931614827688e-07,0.008735224990862987,1.1420119718182175e-06,1.2426069179682776e-06,0.017165916038079203,3.3530144984618238,3.293619595618983e-08,0.9959370442901566,0.0038146758698636473,0.09110774336915772,2.118389879583572,7.831676948783131
3400,0.11732159364860074,0.03432421042657366,0.0010943133168632361,0.010426716222244857,0.0001799790545396143,5.46948962332992e-05,0.0016089156896348933,0.016024367113591696,0.0006829477523031072,4.6256165507851936e-05,2.036354036056021e-06,0.00024654750862899283,1.0527512426945156e-05,0.00016793677576076909,7.504522101693782e-05,2.017984013318731e-07,0.008979513463005904,1.1585623515957084e-06,1.3593085098786121e-06,0.016856303442211697,3.3525310805545345,3.550080519283274e-08,0.9958838959877825,0.004280381688848756,0.090693940798825,2.018077322631114,7.853641175601915
3500,0.11728454713214959,0.03342289479403796,0.0010959443598586984,0.010168073706363634,0.0001900395831706158,5.729688226747367e-05,0.0016938071371053573,0.016417779133723467,0.000739917893442544,5.0738923883135625e-05,2.2989673609752493e-06,0.0002536120333933947,1.1714540316494583e-05,0.0001813423620032766,8.274783441179352e-05,2.358068313100618e-07,0.009061348552913987,1.2811213007188382e-06,1.4676525139936075e-06,0.01714356764395442,3.352751884397592,4.149888973573139e-08,0.99569367781324,0.0043486745045661895,0.0897613912434023,2.092254911275081,7.990288640702801
3600,0.11719066370442693,0.03283354271966997,0.001112583020807264,0.010028495178980096,0.00019061252598031282,6.091228993177787e-05,0.0017601033868615034,0.01627295607994529,0.0008008805359303574,5.159150700052015e-05,2.612583222175456e-06,0.0002745320878846698,1.224534466105392e-05,0.00018960201909212117,8.827387921386977e-05,2.5956067745857453e-07,0.009577654255935245,1.3238419434501088e-06,1.5597234560357973e-06,0.017664015228758198,3.35210419720807,4.262312389173538e-08,0.9954873879176576,0.00472584055182705,0.0884163942554693,1.7798108365099414,8.160846753782309
3700,0.11706640697472248,0.03231300262225485,0.0011145913843489332,0.010031764729362003,0.00020108792626139462,6.352980435974052e-05,0.0018028984512125429,0.016571047294889764,0.0008462286703597557,5.5997827473402684e-05,2.9754601433711737e-06,0.00028146797509935926,1.401397424081961e-05,0.00019216379260579406,9.682111662640034e-05,2.876259983133858e-07,0.00998816072123888,1.4526629689100967e-06,1.7070605490458273e-06,0.017660161125053742,3.3519677223682076,4.685713352619342e-08,0.995041121300817,0.004714497958452111,0.0874759604647646,1.7815204844811778,8.259976779288877
3800,0.11682241319774253,0.032034006693419534,0.0011368517757378333,0.009665657657576555,0.000212332896059903,6.832895241233113e-05,0.0018932476895467854,0.016656593499412703,0.0008838679251560474,6.160706288052316e-05,3.178096814543845e-06,0.0002973818310852962,1.470131453048866e-05,0.00019853781969789947,0.00010071630547225425,3.373231650680636e-07,0.01024451003689349,1.5441683250181351e-06,1.784863741839281e-06,0.01770356633382156,3.3516835046268154,5.299678977615366e-08,0.9949550089282403,0.005108650752101275,0.08579698800354994,1.7803306446722305,8.343744230559945
3900,0.1167660761869792,0.031001835067769906,0.0011307096305132568,0.008962114761608072,0.00021644853395023586,7.408347179200981e-05,0.0019414255463783565,0.016769028300395374,0.0009084725356888135,6.621340512469903e-05,3.7328222354997955e-06,0.00030623594484800276,1.6634116554484692e-05,0.00021451704296872773,0.00010888158812724312,3.6700196656352083e-07,0.010355162975949272,1.6247431967932505e-06,1.9926665106383883e-06,0.01793419485298198,3.35119088509074,5.836306461222617e-08,0.9945943099290551,0.005285562906446559,0.08549196540750398,1.637919928706138,8.29305829676622
4000,0.11666334900574954,0.030143927071671083,0.0011509273228282196,0.00931729711489545,0.0002274301722786589,7.81676809618602e-05,0.0019875825243455643,0.01734617816397385,0.0009775833993462871,6.965580470981858e-05,4.204397215062951e-06,0.00033340893491900055,1.7448695962431233e-05,0.00021685860226815573,0.00011681730550514213,4.4206195332415143e-07,0.010871528891326913,1.7247533630176366e-06,2.116138045516681e-06,0.01841322470263007,3.3510722098610604,6.007602236896327e-08,0.9943861628764148,0.005708840105364903,0.08433534310748624,1.6202251494967002,8.345381971347196
4100,0.11652632198376693,0.02930034611954463,0.0011638882701650397,0.008729676392624635,0.00023903174624024796,8.341273629726153e-05,0.0020710303721485452,0.017108777481955034,0.0010436264288873273,7.31981240306858e-05,4.6077638808614634e-06,0.0003384271826674849,1.8952712827644033e-05,0.0002234461448719698,0.0001229043650924829,4.685531663390348e-07,0.010854966731333111,1.8691674443857813e-06,2.2347892201099953e-06,0.018345710873806143,3.350890109509729,6.623759242379535e-08,0.9942459496919509,0.005840183992051653,0.08360907706460692,1.499894102628609,8.461717105276936
4200,0.11643031457594737,0.02860500019642559,0.001170725238650513,0.008625372267563651,0.00024256154577153755,9.050509449120117e-05,0.0021380680324532184,0.017179790604023963,0.0011030208431875514,7.915214762141653e-05,4.981406409725753e-06,0.0003618469394945772,2.0743878038060205e-05,0.00023193614548349,0.00012662822991380752,5.282113767711276e-07,0.011269757427167472,1.995732303632848e-06,2.350375153478645e-06,0.018672937407160698,3.350243901227152,7.08272643285647e-08,0.9937590294325973,0.006156269839712765,0.08367901113388453,1.4869260595829024,8.587486058733646
4300,0.11625502734495337,0.02876384437415948,0.0011725300906109157,0.008491448658835188,0.0002572643430270691,9.86394851935293e-05,0.002199700337517916,0.017268686805144325,0.0011391397675409843,8.271946754725341e-05,5.664434682961701e-06,0.00036779046495653145,2.326407661929289e-05,0.0002478748702376652,0.0001343898860019757,5.849752142668121e-07,0.011427716023560262,2.1417565746940658e-06,2.5089504504009207e-06,0.0185868738481245,3.3502744440598984,7.8343189347561e-08,0.9934306266746843,0.0064664178333864505,0.08203895823969945,1.2860911147424772,8.614238825801833
4400,0.11613266808052806,0.028104389883905297,0.001197315777570517,0.007779639356362718,0.0002688957784495776,0.00010332657075592458,0.0022624875975183504,0.017370554675362918,0.0012172731407857505,8.804727273946421e-05,6.300681505395694e-06,0.00039404937549349843,2.5175555088929258e-05,0.0002586862507638295,0.00014590371236822714,6.572734020582896e-07,0.011761378570000132,2.188563822098332e-06,2.677327299632297e-06,0.01871117607140153,3.349673492289814,8.55918165602048e-08,0.9931536309422738,0.006750705685850943,0.08178360645307554,1.1924453837212432,8.584169874454117
4500,0.11598572425477718,0.027215014191626002,0.0011977929071305912,0.007892972165781163,0.00027146935165562247,0.00010949768064796488,0.0023382563354657666,0.017796625550583853,0.0012643359726079966,9.424258252880855e-05,6.769744236102875e-06,0.00040432378907274085,2.7488892616363357e-05,0.0002667026827884559,0.00015514402617545318,7.353753686551918e-07,0.012243243479503355,2.329322050336364e-06,2.854275252628477e-06,0.019265501354974807,3.3498716460528133,9.265958672786878e-08,0.9929510317654612,0.007084504390786475,0.08005072711401306,1.36950292494273,8.649482975038518
4600,0.1157565475385501,0.027270145282227064,0.0012104414865640462,0.007367719936070712,0.00028899184591652736,0.00011667530372086172,0.002402271403321616,0.01758211173690287,0.0013074474852285234,9.958159548610493e-05,7.634071552178995e-06,0.00042205024459787753,2.9806527445375037e-05,0.0002763480142940519,0.00016094773902317717,8.257886086987566e-07,0.01238890806216869,2.498839491911548e-06,2.9692543190697833e-06,0.019526760333837486,3.3497943270000796,9.856033156620668e-08,0.9924920963212704,0.0073535480233130526,0.07936447404706931,1.255409231302311,8.692308415338497
4700,0.11566895919425632,0.026141013680144046,0.0012311283830577164,0.007610277600958709,0.00029481437712726563,0.00012192784935610678,0.0024432234160270505,0.01795036748484634,0.0013516886857064523,0.00010635222375805453,8.365918545455294e-06,0.0004444742352821276,3.208434190150934e-05,0.0002820193903249577,0.0001748309432811843,9.268239920729496e-07,0.012786863601576345,2.6988653893256624e-06,3.1525420805110896e-06,0.01945718841300343,3.349065168218361,1.05952580761552e-07,0.9921583494919954,0.00772755801071772,0.07896312102370402,1.1984762980747876,8.894600051142953
4800,0.11540421477673485,0.025706018326652053,0.0012434654683871958,0.006876331627859187,0.00031346648895010494,0.0001323230843812405,0.002536372860461246,0.017936125638250273,0.0014367869288953927,0.0001122669908309028,9.377785241731213e-06,0.0004548400930931064,3.5508344974461946e-05,0.00029940701232412036,0.0001843607892470939,1.0467650802378056e-06,0.012657613809680128,2.836844648897016e-06,3.37266052226791e-06,0.019860257282949805,3.34920670299057,1.1547689413710725e-07,0.9917660988595289,0.008158962361463087,0.07841195004114522,0.9770599686873381,9.028676430280484
