miliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
3300,9.525066438423182e-10,8.321822630119369e-10,1.585813055335936e-08,2.5746117982485842e-09,4.748713720624556e-10,1.9536134000196823e-10,2.193887549061065e-11,7.934814685656154e-11,2.181215427845593e-11,2.076677150924045e-12,2.095276712471521e-12,1.3652570397143489e-12,0.0,0.0,0.0,0.0,0.0,2.1711107025709628e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.468296330695834e-10,8.318849719059156e-10,1.565042990437612e-08,2.647846537024968e-09,4.825278743915918e-10,1.9987073441992723e-10,2.2588616034733555e-11,8.479280595697286e-11,2.3978657181375416e-11,2.2232392248163603e-12,2.270847124646761e-12,1.5510305714794444e-12,0.0,0.0,0.0,0.0,0.0,2.2425946641997604e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.427765868199598e-10,8.261627470365854e-10,1.5627036990031868e-08,2.7636899347988373e-09,4.844892423509806e-10,2.0406031238379543e-10,2.3522079221621356e-11,9.17281576857377e-11,2.4520332952291335e-11,2.414852403100594e-12,2.5363525641038705e-12,1.6695606592447533e-12,0.0,0.0,0.0,0.0,0.0,2.42569690653057e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.444846715799164e-10,8.204990677801716e-10,1.5491141607347003e-08,2.834024734949772e-09,5.005618606025041e-10,2.1364950403254085e-10,2.464348991490728e-11,9.770490569503421e-11,2.7190190769752702e-11,2.7774481126645473e-12,2.7263950709490523e-12,1.7826812141562383e-12,0.0,0.0,0.0,0.0,0.0,2.6214334963344064e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.401897568697134e-10,8.135417207861434e-10,1.5450937663479535e-08,2.9162067953511126e-09,5.212079732003881e-10,2.20704751808698e-10,2.5171802262978687e-11,1.0375976703460042e-10,2.9011175645417575e-11,2.9099010510366113e-12,2.859303191398524e-12,1.8592189950977477e-12,0.0,0.0,0.0,0.0,0.0,2.7527067981688782e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.410141431045245e-10,7.972610697940068e-10,1.535913019363251e-08,2.9475885521415517e-09,5.137996680258804e-10,2.302104032396113e-10,2.575764772650034e-11,1.0538896712960302e-10,2.9173006421284234e-11,3.3638635824752068e-12,3.2074485526685634e-12,1.9890570070959143e-12,0.0,0.0,0.0,0.0,0.0,2.9122700120819125e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.401693936556323e-10,7.992502704198619e-10,1.529101816043795e-08,2.972163724885679e-09,5.24428725916999e-10,2.36130820299362e-10,2.5943661113058894e-11,1.1163298969654533e-10,3.156930769920073e-11,3.541907565304657e-12,3.678819923020765e-12,2.2148051038266e-12,0.0,0.0,0.0,0.0,0.0,2.956772181910661e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.371085985076856e-10,7.861989296218988e-10,1.520516898933893e-08,3.057978033597379e-09,5.484843971176772e-10,2.446375964960972e-10,2.6396675490431163e-11,1.2402789534994113e-10,3.396910230426092e-11,3.828648526316535e-12,3.9654662283984816e-12,2.3282394370973903e-12,0.0,0.0,0.0,0.0,0.0,3.142030955345348e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.44912513766409e-10,7.830947843298074e-10,1.5037313776363544e-08,3.1288941300440378e-09,5.619559526819426e-10,2.506806893776672e-10,2.6693556604105577e-11,1.3023552721835993e-10,3.44884630748697e-11,4.254256301854647e-12,4.322067932364773e-12,2.5210120609057398e-12,0.0,0.0,0.0,0.0,0.0,3.3680576396356286e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.44953294377832e-10,7.679210244537848e-10,1.5029058080641074e-08,3.1640030199512894e-09,5.588832780303986e-10,2.5436942577099653e-10,2.828722905569575e-11,1.3547095612578404e-10,3.621278528095353e-11,4.7494566504541394e-12,4.549311083362832e-12,2.6746101558460228e-12,0.0,0.0,0.0,0.0,0.0,3.500788916755744e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.296454074768233e-10,7.63775386892012e-10,1.4838210407830521e-08,3.2684686824877464e-09,5.729696241538228e-10,2.599123650742002e-10,2.8312952166427927e-11,1.4507749569373584e-10,3.925336913602334e-11,5.124439445135741e-12,4.998821115918075e-12,2.8498293101256663e-12,0.0,0.0,0.0,0.0,0.0,3.665164903178237e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.313051560984126e-10,7.680522230753454e-10,1.479081030555573e-08,3.3870084127509964e-09,5.863401781054753e-10,2.715878157975225e-10,2.941649136959297e-11,1.5136401863112445e-10,3.9854075958601656e-11,5.446717350071253e-12,5.496154722071834e-12,2.9949342084374564e-12,0.0,0.0,0.0,0.0,0.0,3.803961797504664e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.364921666486727e-10,7.617569959677981e-10,1.4762406077858824e-08,3.4102272562424005e-09,5.993288227623082e-10,2.795021419810111e-10,2.984188013272162e-11,1.5826027816652397e-10,4.297266293237708e-11,5.854893158281049e-12,5.751805885596277e-12,3.135127843529143e-12,0.0,0.0,0.0,0.0,0.0,4.0180461440091116e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.261818461701142e-10,7.492014723927021e-10,1.4591919836722038e-08,3.514659517982583e-09,6.118672657231296e-10,2.810942586210862e-10,2.9627857620937915e-11,1.6551478694868206e-10,4.4407565219400366e-11,6.242569680865989e-12,6.203303480656524e-12,3.2769929977968e-12,0.0,0.0,0.0,0.0,0.0,4.086647013706311e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.307689407041006e-10,7.404473819159393e-10,1.4607973484219813e-08,3.53553853568268e-09,6.092735905883415e-10,2.952956266381531e-10,3.0298053154797625e-11,1.752415942452181e-10,4.649881537704813e-11,6.7652411901362806e-12,6.7707906189493794e-12,3.5224207250201923e-12,0.0,0.0,0.0,0.0,0.0,4.2284278722773516e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.232019393114738e-10,7.335623592201936e-10,1.4558490594260064e-08,3.587874162124837e-09,6.277118716926726e-10,3.0278683508625815e-10,3.1358167411140763e-11,1.8131513729419214e-10,4.86789731861286e-11,7.390725598985534e-12,7.399266533152686e-12,3.716550896003322e-12,0.0,0.0,0.0,0.0,0.0,4.488275184385229e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.291150812184699e-10,7.309835131971913e-10,1.4373774639929938e-08,3.679476524687154e-09,6.256328997443323e-10,3.09403221399425e-10,3.1042125469152353e-11,1.937321590511875e-10,4.97161146291388e-11,7.745975387736975e-12,7.896127743472219e-12,3.90067379522877e-12,0.0,0.0,0.0,0.0,0.0,4.591610375599622e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.320351832141489e-10,7.22694902295419e-10,1.4256358774535803e-08,3.6823842928083395e-09,6.305757689724513e-10,3.102262043977834e-10,3.2366561373341e-11,2.0051523567052942e-10,5.282000034705243e-11,8.342573148247905e-12,8.334477378995524e-12,4.076460298766298e-12,0.0,0.0,0.0,0.0,0.0,4.8717018965310254e-11,0.0,0.0,0.0,0.0,0.0,0.0
