miliseconds,APC,APC_Va,Va,Va_i_506,Va_i_306,APC_Va_i_506,APC_Va_i_306,Va_i_306_506,Va_1_306_Va_LC,Va_307_506,Va_507_679_709,APC_Va_1_306_Va_LC,Xa,Xa_Va,Xa_Va_i_506,Xa_Va_i_306_506,Xa_Va_i_306,Va_307_679_709,PT,Va_PT,Xa_Va_PT,Xa_Va_i_506_PT,Xa_Va_i_306_PT,Xa_Va_i_306_506_PT
1000,1.0224641260826112e-09,9.4983276052361e-10,1.8162968249988366e-08,7.014031070663482e-10,1.3100738538464062e-10,2.8943248082038384e-11,4.435085337806444e-12,5.71635782709308e-12,2.288616673414729e-12,-6.525996150059663e-14,-3.580389739894208e-14,7.151297941535155e-14,0.0,0.0,0.0,0.0,0.0,1.4692272169032734e-12,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.0174386740872128e-09,9.630539384664107e-10,1.8100276540449443e-08,7.554174019288044e-10,1.4493970616230105e-10,3.5101522498641715e-11,4.4487833515597576e-12,1.1845240048159022e-12,2.509635551593697e-12,-6.35118402154315e-14,6.516805010470744e-14,4.362867229351978e-14,0.0,0.0,0.0,0.0,0.0,2.041027057595341e-12,0.0,0.0,0.0,0.0,0.0,0.0
1200,9.980683203484354e-10,9.632148101476966e-10,1.796220100162846e-08,9.466433902838739e-10,1.6085428670967084e-10,3.971359605487076e-11,5.260178983937239e-12,8.057089235308063e-12,2.87978993440737e-12,-2.9381457715680765e-14,-2.6846965590411368e-14,4.066218439056347e-14,0.0,0.0,0.0,0.0,0.0,2.142055233732616e-12,0.0,0.0,0.0,0.0,0.0,0.0
1300,9.913611041288506e-10,9.55799183243818e-10,1.7759931718804153e-08,9.339492855076311e-10,1.8254021030420045e-10,4.349485276506884e-11,5.8223042935591885e-12,7.026551878993429e-12,2.7889794424172557e-12,-5.525645939177932e-14,1.4949119025389063e-13,4.3686727398587646e-14,0.0,0.0,0.0,0.0,0.0,2.413814354059184e-12,0.0,0.0,0.0,0.0,0.0,0.0
1400,9.959572549279575e-10,9.464456871458298e-10,1.765359117851392e-08,1.0403839288473271e-09,2.0160469042218038e-10,4.591783557623782e-11,7.1529151053814385e-12,6.3782059459240795e-12,2.931019196343729e-12,1.620988385504105e-13,1.9149399281372258e-13,1.3108331737591505e-13,0.0,0.0,0.0,0.0,0.0,3.718250553849357e-12,0.0,0.0,0.0,0.0,0.0,0.0
1500,9.877989543275233e-10,9.460459925682252e-10,1.755699877882726e-08,1.2045837948552048e-09,2.1731046364032737e-10,5.774802266150264e-11,8.142005386117287e-12,1.0668061199903607e-11,4.085083556271882e-12,1.822922751158357e-13,9.027552356747594e-14,1.5983247354911847e-13,0.0,0.0,0.0,0.0,0.0,4.532490821838886e-12,0.0,0.0,0.0,0.0,0.0,0.0
1600,9.840937751867902e-10,9.359026322763202e-10,1.7447371289380405e-08,1.2932897461767794e-09,2.2945345851225934e-10,6.273036675620199e-11,8.586117218085563e-12,1.2744809138227551e-11,5.4383093732968595e-12,1.3172389881791563e-13,3.3362795250371405e-14,2.044051975879746e-13,0.0,0.0,0.0,0.0,0.0,5.321454835972714e-12,0.0,0.0,0.0,0.0,0.0,0.0
1700,9.821406701326404e-10,9.277962655671985e-10,1.7421125219939362e-08,1.3891464616053825e-09,2.520933466276733e-10,7.238117021923325e-11,9.84673916490535e-12,1.3140179570967909e-11,4.701510221332843e-12,1.3198712460797287e-13,1.2137851601934643e-13,2.6174272559429525e-13,0.0,0.0,0.0,0.0,0.0,4.923501890011109e-12,0.0,0.0,0.0,0.0,0.0,0.0
1800,9.7970130456437e-10,9.228197550925584e-10,1.726802959918818e-08,1.4627032265141652e-09,2.559843882843181e-10,7.813749648158861e-11,1.0164516115550625e-11,1.312600669400545e-11,6.221170089861566e-12,3.194136846151029e-13,3.2172546803769146e-13,2.3469506942843687e-13,0.0,0.0,0.0,0.0,0.0,6.6700915215071345e-12,0.0,0.0,0.0,0.0,0.0,0.0
1900,9.875183528400787e-10,9.198607222266026e-10,1.7224114921180705e-08,1.499665595220571e-09,2.8541292997659097e-10,8.640735441926749e-11,1.1458520658618832e-11,1.935249991274932e-11,6.075901049311802e-12,2.2851252949579054e-13,1.3372782286778792e-13,3.027528682503911e-13,0.0,0.0,0.0,0.0,0.0,7.590097880580311e-12,0.0,0.0,0.0,0.0,0.0,0.0
2000,9.876727206448647e-10,9.167856762426038e-10,1.7059686289655358e-08,1.6307702468789005e-09,2.9538046747225795e-10,9.453919224030996e-11,1.2079894674235171e-11,1.911532203297648e-11,7.267017070554278e-12,2.877740704730057e-13,3.9508965550892436e-13,3.2988420415492196e-13,0.0,0.0,0.0,0.0,0.0,6.987650714224594e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,9.845166254773442e-10,9.044537668357267e-10,1.6997028834023205e-08,1.6640421618017967e-09,3.0416138169844303e-10,9.866279700982906e-11,1.244466867954412e-11,2.1858569586147847e-11,8.538129225516815e-12,4.909971005194886e-13,3.314661477462629e-13,3.660327807470349e-13,0.0,0.0,0.0,0.0,0.0,8.702151364536272e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,9.70695486604582e-10,9.055125984221485e-10,1.6868168342382248e-08,1.7458306488263105e-09,3.3078735766743906e-10,1.0988927776446304e-10,1.3484328685607255e-11,3.0137315597686266e-11,1.0185339911744156e-11,4.747108610134766e-13,4.596603285175192e-13,4.115764329054917e-13,0.0,0.0,0.0,0.0,0.0,1.0154565724323096e-11,0.0,0.0,0.0,0.0,0.0,0.0
2300,9.650445534203542e-10,8.983980323564723e-10,1.6813941139607688e-08,1.8223626493373416e-09,3.4703893564165236e-10,1.1746163918160877e-10,1.43570350811851e-11,2.843120359928871e-11,9.907903613205051e-12,4.117041456993335e-13,5.707113783185231e-13,4.992653583195655e-13,0.0,0.0,0.0,0.0,0.0,1.0388961362903661e-11,0.0,0.0,0.0,0.0,0.0,0.0
2400,9.739086202315904e-10,8.927162773660192e-10,1.6598556447118785e-08,1.953669958771507e-09,3.4898183205517873e-10,1.202228902221397e-10,1.5593981255305993e-11,3.687378565039961e-11,1.2035810754706047e-11,6.508033709076459e-13,6.119517588152089e-13,5.450962299974329e-13,0.0,0.0,0.0,0.0,0.0,1.1693364144351632e-11,0.0,0.0,0.0,0.0,0.0,0.0
2500,9.783357185933387e-10,8.857963551638683e-10,1.6522172310681487e-08,1.9587844383979907e-09,3.595336640947454e-10,1.2512437459248386e-10,1.5800776530014312e-11,4.0229030894099713e-11,1.2066445915615912e-11,7.292812219714067e-13,6.923408028608541e-13,6.767221357277456e-13,0.0,0.0,0.0,0.0,0.0,1.1743423767212676e-11,0.0,0.0,0.0,0.0,0.0,0.0
2600,9.61832017190693e-10,8.743425316603265e-10,1.6429578175454564e-08,2.026285112850718e-09,3.875150037563588e-10,1.4065692704157593e-10,1.6784623196183168e-11,4.497740726734112e-11,1.2672662876582949e-11,7.642245690250946e-13,9.410947086814226e-13,6.813044329136874e-13,0.0,0.0,0.0,0.0,0.0,1.2698257626423887e-11,0.0,0.0,0.0,0.0,0.0,0.0
2700,9.639215950715243e-10,8.656768306869949e-10,1.6386894490298327e-08,2.1183829972573603e-09,3.93906250042032e-10,1.4377929232191023e-10,1.8088307519981525e-11,4.437461982310431e-11,1.514460671441375e-11,9.266824925981137e-13,1.0516529865291127e-12,7.623395697416256e-13,0.0,0.0,0.0,0.0,0.0,1.4545888308083749e-11,0.0,0.0,0.0,0.0,0.0,0.0
2800,9.583866301732076e-10,8.613390288597056e-10,1.6335611525983697e-08,2.166158551588423e-09,4.1435133352117847e-10,1.5293968498074818e-10,1.879580284851581e-11,5.372878052401626e-11,1.5198623878728666e-11,1.0376058760929109e-12,1.00021680652572e-12,8.930895169671911e-13,0.0,0.0,0.0,0.0,0.0,1.558259796262104e-11,0.0,0.0,0.0,0.0,0.0,0.0
2900,9.693836187797403e-10,8.497440570195885e-10,1.6136424614884843e-08,2.3456078750460048e-09,4.2491628716113706e-10,1.62200713020771e-10,1.9540781500142078e-11,5.2924234221511276e-11,1.7726606842227372e-11,1.2331968832049352e-12,1.2465683652227838e-12,9.398880527007031e-13,0.0,0.0,0.0,0.0,0.0,1.652997171421611e-11,0.0,0.0,0.0,0.0,0.0,0.0
3000,9.52280441599211e-10,8.582213283377705e-10,1.610224763083239e-08,2.312700733253323e-09,4.235536230825562e-10,1.7039008658342972e-10,1.962805521423303e-11,6.078928380598876e-11,1.8787632304649424e-11,1.4846238866520284e-12,1.3998428540238254e-12,1.059102860131749e-12,0.0,0.0,0.0,0.0,0.0,1.7928534606196575e-11,0.0,0.0,0.0,0.0,0.0,0.0
3100,9.554022803578175e-10,8.525155416552844e-10,1.6004803771806036e-08,2.4998569427483983e-09,4.382272313401785e-10,1.7775310400888636e-10,2.0398377631197614e-11,6.455047062658133e-11,1.941984924957143e-11,1.6673938045997054e-12,1.6741483464870485e-12,1.1906756050535497e-12,0.0,0.0,0.0,0.0,0.0,1.924043614443713e-11,0.0,0.0,0.0,0.0,0.0,0.0
3200,9.554380522551261e-10,8.448852270247871e-10,1.5880421048586775e-08,2.486794587113659e-09,4.479556443961206e-10,1.830301343263837e-10,2.1533967034127774e-11,7.447621486662331e-11,2.1058697304767107e-11,1.819422696392395e-12,1.8569532213915747e-12,1.2491671521334494e-12,0.0,0.0,0.0,0.0,0.0,2.0861381228879585e-11,0.0,0.0,0.0,0.0,0.0,0.0
3300,9.592361916532756e-10,8.336994829020034e-10,1.5791767252088892e-08,2.638289741692445e-09,4.761794164271128e-10,1.9225416021296094e-10,2.2223983694879087e-11,7.411102683213433e-11,2.1539603042188913e-11,2.068597115803837e-12,1.8841141399025737e-12,1.408739780397376e-12,0.0,0.0,0.0,0.0,0.0,2.241632399108568e-11,0.0,0.0,0.0,0.0,0.0,0.0
3400,9.554333275774533e-10,8.206992601650381e-10,1.5764840402292602e-08,2.6621729229930735e-09,4.87127955136664e-10,2.009845548350559e-10,2.246433802819177e-11,8.444214412481338e-11,2.4281904502711007e-11,2.2611206076278746e-12,2.2817254035152793e-12,1.4726385356302613e-12,0.0,0.0,0.0,0.0,0.0,2.258409848045468e-11,0.0,0.0,0.0,0.0,0.0,0.0
3500,9.545583014228114e-10,8.184338810003311e-10,1.5592639101891473e-08,2.7102514284851744e-09,4.971240055975538e-10,2.0362930663424944e-10,2.3203891054717896e-11,8.681628399522438e-11,2.5732856179490715e-11,2.436731938267201e-12,2.3876214652547904e-12,1.6460182201868463e-12,0.0,0.0,0.0,0.0,0.0,2.4246841457017262e-11,0.0,0.0,0.0,0.0,0.0,0.0
3600,9.438381956821478e-10,8.089711531346679e-10,1.5464382687395303e-08,2.844286140566258e-09,5.027285367574207e-10,2.0887038031265353e-10,2.439869019771962e-11,9.605158674732538e-11,2.7059364184574642e-11,2.7375192421507986e-12,2.7880792607333562e-12,1.7685123722084729e-12,0.0,0.0,0.0,0.0,0.0,2.6224028500293933e-11,0.0,0.0,0.0,0.0,0.0,0.0
3700,9.549522623207446e-10,8.002324780218805e-10,1.5466356382879398e-08,2.9155408613806287e-09,5.206831911062375e-10,2.1858412773134628e-10,2.4770316698242265e-11,1.0192752094873265e-10,2.8814422674835032e-11,3.0021790371719036e-12,2.8610590607776975e-12,1.9132376216158033e-12,0.0,0.0,0.0,0.0,0.0,2.7280161865951755e-11,0.0,0.0,0.0,0.0,0.0,0.0
3800,9.443179116510507e-10,7.92762530609427e-10,1.5313396173277355e-08,2.983416989338231e-09,5.332320418971532e-10,2.248870531129204e-10,2.5066593745912827e-11,1.0614262028054343e-10,3.029352920829457e-11,3.2236082552876354e-12,3.1547642175016116e-12,2.049435736394348e-12,0.0,0.0,0.0,0.0,0.0,2.8290886454993078e-11,0.0,0.0,0.0,0.0,0.0,0.0
3900,9.471573025307488e-10,7.936775770986815e-10,1.5278280297216843e-08,3.0322276911411823e-09,5.29899206809749e-10,2.396463107214334e-10,2.6004764902133152e-11,1.1635854905098857e-10,3.178061163778059e-11,3.5245246369066504e-12,3.695852828558434e-12,2.122022729301955e-12,0.0,0.0,0.0,0.0,0.0,2.986963290911142e-11,0.0,0.0,0.0,0.0,0.0,0.0
4000,9.32187335496636e-10,7.905061917559998e-10,1.51791116625873e-08,3.064300793176946e-09,5.493868255201257e-10,2.387675272761477e-10,2.650985119115429e-11,1.1935084208098658e-10,3.267162665515466e-11,3.910609531299435e-12,4.021243302513702e-12,2.345866803940628e-12,0.0,0.0,0.0,0.0,0.0,3.1454905867535426e-11,0.0,0.0,0.0,0.0,0.0,0.0
4100,9.479130130138628e-10,7.729627714498831e-10,1.5016812238221976e-08,3.101044078788825e-09,5.471939659635856e-10,2.457820561602421e-10,2.6804861212363302e-11,1.2643782284763048e-10,3.522525914767895e-11,4.3744741143532965e-12,4.34187568879444e-12,2.478586589426076e-12,0.0,0.0,0.0,0.0,0.0,3.3687557579209915e-11,0.0,0.0,0.0,0.0,0.0,0.0
4200,9.347770913183247e-10,7.800506713615756e-10,1.5072329795474048e-08,3.1510530941539767e-09,5.690125732026187e-10,2.541400291732365e-10,2.7889773277401692e-11,1.344813333226269e-10,3.673815370300186e-11,4.660442854954697e-12,4.6863125489109056e-12,2.6433862752113075e-12,0.0,0.0,0.0,0.0,0.0,3.454150343228658e-11,0.0,0.0,0.0,0.0,0.0,0.0
4300,9.395755780269297e-10,7.666371666996957e-10,1.4939742549957466e-08,3.2317242293704954e-09,5.812314318627958e-10,2.6039952873428806e-10,2.808773613964475e-11,1.4304934689000135e-10,3.91961217914779e-11,4.900068575123431e-12,5.122878913541322e-12,2.746256767734072e-12,0.0,0.0,0.0,0.0,0.0,3.572150216244865e-11,0.0,0.0,0.0,0.0,0.0,0.0
4400,9.34138592710975e-10,7.599049339255869e-10,1.481769502003105e-08,3.3038983020632457e-09,5.832668863330382e-10,2.7608307758480173e-10,2.8516927678954754e-11,1.522304764355886e-10,4.108669212865508e-11,5.35959098664653e-12,5.31558353748374e-12,3.015250407011534e-12,0.0,0.0,0.0,0.0,0.0,3.7201413748725536e-11,0.0,0.0,0.0,0.0,0.0,0.0
4500,9.374295951018366e-10,7.554075304039733e-10,1.474633934055432e-08,3.446830967497767e-09,5.849051051369969e-10,2.7694516585408257e-10,2.930300321542635e-11,1.553551547107084e-10,4.207963622691766e-11,5.76878119987372e-12,5.928378987237091e-12,3.1674666715374613e-12,0.0,0.0,0.0,0.0,0.0,4.01209336180106e-11,0.0,0.0,0.0,0.0,0.0,0.0
4600,9.328259620755748e-10,7.521995313802457e-10,1.4695415822543437e-08,3.4756565873137916e-09,6.009438570754067e-10,2.834891160582877e-10,3.029036602988843e-11,1.6373283368919364e-10,4.5048004703107495e-11,6.260000537568921e-12,6.276206539492706e-12,3.316228672000835e-12,0.0,0.0,0.0,0.0,0.0,4.0881157537329205e-11,0.0,0.0,0.0,0.0,0.0,0.0
4700,9.282242934081057e-10,7.518460433722923e-10,1.4548546087850407e-08,3.512778422421395e-09,6.097270534119229e-10,2.868406213219939e-10,3.096375370116907e-11,1.725207155544016e-10,4.564310698128005e-11,6.867191743994877e-12,6.693021286910312e-12,3.4977103659416068e-12,0.0,0.0,0.0,0.0,0.0,4.280859924849185e-11,0.0,0.0,0.0,0.0,0.0,0.0
4800,9.285267777576208e-10,7.436970423821057e-10,1.4419522561235978e-08,3.5320724756090156e-09,6.181678479685237e-10,2.9883370741066565e-10,3.1010013524429554e-11,1.8101520898331823e-10,4.872840501623166e-11,7.174337312524126e-12,7.325712789937596e-12,3.627303160723762e-12,0.0,0.0,0.0,0.0,0.0,4.435339811061791e-11,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.25590369011318e-10,7.378420904104377e-10,1.4337879613507364e-08,3.6292068164100403e-09,6.361445927490587e-10,3.0693311826416783e-10,3.128471774350856e-11,1.8872350075367166e-10,5.031375343486074e-11,7.785943534221222e-12,7.7256472079068e-12,3.880929728962971e-12,0.0,0.0,0.0,0.0,0.0,4.6094418677704174e-11,0.0,0.0,0.0,0.0,0.0,0.0
5000,9.314263573923374e-10,7.354162411362174e-10,1.432910592169193e-08,3.6794295905791596e-09,6.481462455588184e-10,3.072839630908231e-10,3.163686881329413e-11,1.987936750167681e-10,5.2103272294106666e-11,8.438068668863966e-12,8.470314303665012e-12,4.061587461777416e-12,0.0,0.0,0.0,0.0,0.0,4.776822965751896e-11,0.0,0.0,0.0,0.0,0.0,0.0
