milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
1000,5.05212179036954,5.030989466199453,94.95065178416213,9.999501577941542,10.0,1.9997572382082554e-11,199.99999999998,1.1486622836917165e-13,0.9999763012162097,0.0003999872593432848,8.000339168332467e-09,1.879083207610126e-13,6.285210947560752e-11,7.0,100.0,2.913857029458894e-20,1.378582884250235e-19,0.0,9.999699982574462e-09,3.353955505044816e-24,10.0
1100,5.057304010222009,5.034061937601663,94.94574566998217,9.999451908295962,10.0,2.4196274763645075e-11,199.9999999999758,1.5201417213793444e-13,0.999973931471004,0.0004399845840573347,9.680243833302663e-09,2.459415474783593e-13,8.229002734872291e-11,7.0,100.0,4.494653919443671e-20,1.9804219275995712e-19,0.0,1.0999636984627513e-08,5.507122992458619e-24,10.0
1200,5.062480790283328,5.037129600945449,94.9408447686064,9.999402269899434,10.0,2.8794752937361353e-11,199.9999999999712,1.9551378983265663e-13,0.9999715617499371,0.00047998165399236345,1.1520131259904829e-08,3.1332795281910935e-13,1.0486652065049282e-10,7.0,100.0,6.494422757434525e-20,2.718412922213316e-19,0.0,1.1999567987066761e-08,8.292656745525007e-24,10.0
1300,5.067652136339577,5.040192460724558,94.9359490747079,9.999352662658117,10.0,3.3792963339823055e-11,199.9999999999662,2.466071014190519e-13,0.9999691920529526,0.0005199784691522848,1.3519998185692749e-08,3.913754832539408e-13,1.3102649759357162e-10,7.0,100.0,9.231392844598528e-20,3.6543785091139164e-19,0.0,1.2999492989963655e-08,1.2429100705259147e-23,10.0
1400,5.07281805491532,5.0432505220071615,94.93105858227965,9.999303086466263,10.0,3.9190856667443686e-11,199.9999999999608,3.0669351909250103e-13,0.9999668223799878,0.0005599750295416481,1.567984084687367e-08,4.815517908613914e-13,1.6126929461470947e-10,7.0,100.0,1.3067762941439044e-19,4.858426645306569e-19,0.0,1.3999411993401991e-08,1.8736298136151882e-23,10.0
1500,5.077978544327842,5.046303783477462,94.92617329287395,9.999253541350438,10.0,4.4988447411246315e-11,199.999999999955,3.754232452588893e-13,0.9999644527310583,0.0005999713351579372,1.7999661051469067e-08,5.835496077427175e-13,1.9548934927721978e-10,7.0,100.0,1.7877068493424076e-19,6.308584783842997e-19,0.0,1.4999324997328308e-08,2.690828216157141e-23,10.0
1600,5.083133606794955,5.049352246853657,94.92129320445052,9.999204027274326,10.0,5.118571974372403e-11,199.9999999999488,4.5327779816367525e-13,0.9999620831061424,0.0006399673860019938,2.0479457959483305e-08,6.979052006626271e-13,2.3386857867823044e-10,7.0,100.0,2.376508327240588e-19,8.02664184190125e-19,0.0,1.5999232001754365e-08,3.717412967624378e-23,10.0
1700,5.088283244780108,5.052395914047978,94.91641831474178,9.99915454419787,10.0,5.7782655877508996e-11,199.99999999994222,5.407882621560125e-13,0.9999597135052164,0.0006799631820749561,2.311923051195847e-08,8.251770823893114e-13,2.7659694625532407e-10,7.0,100.0,3.0876784402994e-19,1.0039437793081216e-18,0.0,1.6999133006698123e-08,4.988522900472732e-23,10.0
1800,5.093427466338184,5.055434791389383,94.91154861630636,9.999105091995883,10.0,6.477919341297335e-11,199.99999999993523,6.396139934115083e-13,0.9999573439282052,0.0007199587233847086,2.5918972665704e-08,9.664301508434969e-13,3.240475740678847e-10,7.0,100.0,4.02495338276793e-19,1.248878966646597e-18,0.0,1.7999028012318182e-08,6.81771401140281e-23,10.0
1900,5.098566271388303,5.05846887878031,94.90668410923097,9.999055670667046,10.0,7.217533486314102e-11,199.99999999992784,7.497726667336845e-13,0.9999549743751084,0.0007599540099293193,2.8878685629790432e-08,1.1219924929642586e-12,3.7632708093512086e-10,7.0,100.0,5.162223730321996e-19,1.534921820155812e-18,0.0,1.8998917018568484e-08,9.113434005396327e-23,10.0
2000,5.103699662839594,5.061498178485035,94.90182479083562,9.999006280164515,10.0,7.997105888470955e-11,199.99999999992005,8.718852982715549e-13,0.9999526048458977,0.0007999490417104643,3.1998367947978794e-08,1.2924629842472102e-12,4.3364002942235397e-10,7.0,100.0,6.521100177503451e-19,1.8656727913072317e-18,0.0,1.9998800025478194e-08,1.1933013669104273e-22,10.0
2100,5.1088276436011855,5.0645226927678335,94.89697065844037,9.998956920441453,10.0,8.81663441343765e-11,199.99999999991184,1.0065729041741324e-12,0.9999502353405452,0.0008399438187298194,3.527801816403014e-08,1.4784405001879653e-12,4.961909820949054e-10,7.0,100.0,8.123193418854148e-19,2.2447323315723207e-18,0.0,2.099867703307647e-08,1.5333783789177638e-22,10.0
2200,5.113950217672687,5.067542424801308,94.89212170833949,9.998907591437808,10.0,9.676116135181346e-11,199.99999999990322,1.1546359618960936e-12,0.9999478658590151,0.0008799383409906423,3.8717633696522176e-08,1.680156573426079e-12,5.640680232841589e-10,7.0,100.0,1.006111141650266e-18,2.682058058109215e-18,0.0,2.19985480414273e-08,1.9661989428385294e-22,10.0
2300,5.119067388415458,5.070557377226423,94.88727793742763,9.998858293101264,10.0,1.05755485910471e-10,199.99999999989424,1.316769911466837e-12,0.9999454964012761,0.0009199326084952652,4.231721262259442e-08,1.8980577397609936e-12,6.374274112030409e-10,7.0,100.0,1.2385907937027901e-18,3.1838867842329614e-18,0.0,2.29984130505743e-08,2.509477617940416e-22,10.0
2400,5.124179158501781,5.0735675521101715,94.88243934324761,9.998809025387848,10.0,1.151492981865846e-10,199.99999999988484,1.493556790948174e-12,0.9999431269673019,0.0009599266212450201,4.607675373039201e-08,2.132822659697258e-12,7.164990068997001e-10,7.0,100.0,1.5103773427822548e-18,3.752438217206284e-18,0.0,2.3998272060539054e-08,3.1626724110525256e-22,10.0
2500,5.129285531056503,5.076572951896512,94.87760592291654,9.998759788248105,10.0,1.2494257527071564e-10,199.99999999987506,1.6856531172997015e-12,0.9999407575570631,0.000999920379241896,4.999625534109365e-08,2.384977541427058e-12,8.014643313611912e-10,7.0,100.0,1.825036317392807e-18,4.392570375049929e-18,0.0,2.4998125071357616e-08,3.937231666843132e-22,10.0
2600,5.134386509259167,5.079573579090639,94.87277767349455,9.998710581633047,10.0,1.351352942669129e-10,199.99999999986485,1.8937112010320147e-12,0.9999383881705304,0.0010399138824879481,5.407571573175302e-08,2.654893808732092e-12,8.924544859574104e-10,7.0,100.0,2.188713283357651e-18,5.1108908725206594e-18,0.0,2.5997972083067856e-08,4.857668152793566e-22,10.0
2700,5.1394820964903065,5.082569436422744,94.86795459183216,9.9986614054954,10.0,1.457274323287839e-10,199.99999999985428,2.118367896334376e-12,0.9999360188076754,0.0010799071309854768,5.831513301728958e-08,2.9423741402158853e-12,9.894153084774135e-10,7.0,100.0,2.617033984640206e-18,5.9204361029857086e-18,0.0,2.6997813095714364e-08,5.996499002311097e-22,10.0
2800,5.1445722957708355,5.085560526220437,94.86313667515485,9.998612259784824,10.0,1.5671896652126302e-10,199.99999999984328,2.3602877126873226e-12,0.999933649468468,0.0011199001247363444,6.271450560272224e-08,3.248238844306241e-12,1.0926241203912619e-09,7.0,100.0,3.108661714557888e-18,6.822739739264096e-18,0.0,2.7997648109329716e-08,7.340349324859102e-22,10.0
2900,5.149657110262248,5.088546850968704,94.85832392054152,9.998563144452179,10.0,1.6810987394394799e-10,199.99999999983189,2.620124348800438e-12,0.999931280152879,0.001159892863742584,6.727383177966668e-08,3.5729104262461834e-12,1.2022286623913505e-09,7.0,100.0,3.668890583182526e-18,7.823831999734451e-18,0.0,2.8997477123951183e-08,8.90942040844517e-22,10.0
3000,5.154736543126037,5.091528413152533,94.85351632507111,9.998514059448322,10.0,1.7990013169643655e-10,199.9999999998201,2.898531503383307e-12,0.9999289108608791,0.0011998853480062294,7.19931098397386e-08,3.916811391278737e-12,1.3183766751700755e-09,7.0,100.0,4.303014700585948e-18,8.929743102775406e-18,0.0,2.999730013961604e-08,1.0723913541076888e-21,10.0
3100,5.159810597582208,5.094505215383448,94.84871388573981,9.998465004728995,10.0,1.920897188260449e-10,199.9999999998079,3.1961077905176766e-12,0.9999265415924418,0.001239877577529106,7.687233821862385e-08,4.279777884400204e-12,1.4410242650421621e-09,7.0,100.0,5.0299464761029304e-18,1.0154072576573994e-17,0.0,3.099711715635841e-08,1.288702398115471e-21,10.0
3200,5.164879276790704,5.09747726014309,94.84391659962873,9.998415980244928,10.0,2.046786123808637e-10,199.9999999997953,3.513508365618252e-12,0.9999241723475375,0.001279869552313253,8.191151520412824e-08,4.6622479170666144e-12,1.5703242404437632e-09,7.0,100.0,5.8546198858257e-18,1.1502650470191709e-17,0.0,3.1996928174215634e-08,1.5416758252988951e-21,10.0
3300,5.169942583910797,5.100444549911633,94.83912446381991,9.998366985946795,10.0,2.1766678938646347e-10,199.99999999978232,3.851389021001787e-12,0.999921803126137,0.0013198612723607113,8.711063908239176e-08,5.064666280375782e-12,1.7064316255349666e-09,7.0,100.0,6.78181144771179e-18,1.2981219314463245e-17,0.0,3.2996733193225115e-08,1.833016328413589e-21,10.0
3400,5.175000522112789,5.1034070871931165,94.83433747537983,9.998318021786188,10.0,2.3105422723570513e-10,199.99999999976893,4.21039516142259e-12,0.9999194339282111,0.0013598527376734836,9.246970816672237e-08,5.487367192768175e-12,1.8494653070970117e-09,7.0,100.0,7.818865745249164e-18,1.459694901990066e-17,0.0,3.399653221342365e-08,2.1659936558104776e-21,10.0
3500,5.180053094655983,5.106364874601017,94.82955563127865,9.998269087716155,10.0,2.448409038830373e-10,199.99999999975515,4.5911579223592404e-12,0.9999170647537321,0.0013998439482534757,9.798872082889806e-08,5.930476199195544e-12,1.999476099728082e-09,7.0,100.0,8.981444896285214e-18,1.636087314306216e-17,0.0,3.499632523484642e-08,2.550101695226212e-21,10.0
3600,5.185100304883324,5.109317914851674,94.82477892839606,9.998220183691114,10.0,2.5902679781074455e-10,199.99999999974096,4.9942950275992864e-12,0.9999146956026724,0.001439834904102503,1.0366767549565248e-07,6.393922712415551e-12,2.156450836987364e-09,7.0,100.0,1.0293028668495656e-17,1.8287656681092058e-17,0.0,3.599611225752708e-08,3.0006844024702363e-21,10.0
3700,5.190142155893645,5.112266210361237,94.82000736387585,9.998171309661487,10.0,2.736118859606772e-10,199.99999999972638,5.420463341543781e-12,0.9999123264750026,0.0014798256052226456,1.0950657043333655e-07,6.878208536421723e-12,2.3205630743852963e-09,7.0,100.0,1.1754281838536112e-17,2.0381366652690795e-17,0.0,3.699589328150374e-08,3.51601292330313e-21,10.0
3800,5.195178650891206,5.115209763675497,94.81524093474773,9.998122465579426,10.0,2.885961459399692e-10,199.9999999997114,5.870302824522597e-12,0.9999099573706941,0.0015198160516158685,1.1550540397756738e-07,7.383588270544045e-12,2.4919057258462043e-09,7.0,100.0,1.3375722534800504e-17,2.2650647137721382e-17,0.0,3.799566830681258e-08,4.101731818729186e-21,10.0
3900,5.200209793080574,5.118148577340632,94.81047963804112,9.998073651397084,10.0,3.0397955535770387e-10,199.999999999696,6.344453387331543e-12,0.9999075882897182,0.001559806243284137,1.21664174464165e-07,7.910315789727703e-12,2.670571468990062e-09,7.0,100.0,1.51678977589979e-17,2.510415562822706e-17,0.0,3.8995437333489765e-08,4.763507256100228e-21,10.0
4000,5.205235585666628,5.121082653903194,94.80572347078504,9.998024867066619,10.0,3.197620918249142e-10,199.99999999968023,6.843554891232357e-12,0.9999052192320464,0.0015997961802294157,1.2798288022915249e-07,8.458644244533092e-12,2.856652745132485e-09,7.0,100.0,1.7141383386152505e-17,2.775056302843128e-17,0.0,3.9995200361571465e-08,5.50702700911561e-21,10.0
4100,5.210256031854555,5.124011995910119,94.80097243000824,9.997976112540195,10.0,3.359437329545825e-10,199.99999999966406,7.368247147952719e-12,0.9999028501976502,0.0016397858624536694,1.3446151960875586e-07,9.028826061135821e-12,3.050241759284736e-09,7.0,100.0,1.9306784164603684e-17,3.059855365473776e-17,0.0,4.0994957391093846e-08,6.338000457822223e-21,10.0
4200,5.215271134952492,5.126936606016969,94.79622651263443,9.997927387770373,10.0,3.525244564342796e-10,199.99999999964746,7.919168434339936e-12,0.9999004811865011,0.0016797752899588357,1.4110009094905205e-07,9.621012399431608e-12,3.251397783423801e-09,7.0,100.0,2.1681755515676913e-17,3.365963482186158e-17,0.0,4.1994708422092776e-08,7.268489599495213e-21,10.0
4300,5.220280898633901,5.129856487264637,94.7914857152149,9.997878692711083,10.0,3.6950424021184425e-10,199.9999999996305,8.496951695520026e-12,0.9998981121985717,0.0017197644627467582,1.478985926306308e-07,1.0234996147933192e-11,3.460063577140351e-09,7.0,100.0,2.4308952651776833e-17,3.6955318704406594e-17,0.0,4.2994453454602996e-08,8.333092373037916e-21,10.0
4400,5.225285325858036,5.132771641940853,94.78675003502903,9.997830027313578,10.0,3.868830617314056e-10,199.9999999996131,9.102240166977684e-12,0.9998957432338328,0.0017597533808194638,1.5485702296712316e-07,1.0871269369779437e-11,3.676409274398932e-09,7.0,100.0,2.7182179033884472e-17,4.048757260897459e-17,0.0,4.399419248866139e-08,9.52235646440888e-21,10.0
4500,5.230284419897076,5.135682072663422,94.78201946903718,9.997781391530289,10.0,4.046608986602811e-10,199.99999999959533,9.735672510701361e-12,0.9998933742922561,0.0017997420441788988,1.6197538030174818e-07,1.153001718036874e-11,3.900505187484431e-09,7.0,100.0,3.031665349449386e-17,4.426693449202835e-17,0.0,4.499392552430392e-08,1.0846133708728817e-20,10.0
4600,5.235278184028379,5.13858778205566,94.77729401419437,9.997732785313673,10.0,4.228377286711811e-10,199.99999999957714,1.0397887268724679e-11,0.999891005373813,0.0018397304528270078,1.6925366297838505e-07,1.2211419203990496e-11,4.132419842214699e-09,7.0,100.0,3.372795664523665e-17,4.830408892560959e-17,0.0,4.59936525615665e-08,1.2314597702765657e-20,10.0
4700,5.240266621534477,5.141488772746395,94.77257366745036,9.997684208616207,10.0,4.414135294422096e-10,199.99999999955858,1.1089522863126458e-11,0.9998886364784753,0.001879718606765734,1.7669186934157359e-07,1.2915649573825155e-11,4.372219977940562e-09,7.0,100.0,3.743203087688228e-17,5.260986709733922e-17,0.0,4.699337360048505e-08,1.3938243804934628e-20,10.0
4800,5.2452497357030765,5.144385047369967,94.76785842574962,9.997635661390396,10.0,4.603882786568635e-10,199.9999999995396,1.1811217596030675e-11,0.9998862676062145,0.0019197065059970186,1.8428999773651376e-07,1.364287693194417e-11,4.619970547545808e-09,7.0,100.0,4.1445180359337765e-17,5.719524681041706e-17,0.0,4.799308864109542e-08,1.5727889135298152e-20,10.0
4900,5.250227529838807,5.147276608578217,94.76314828601946,9.99758714358878,10.0,4.797619539970038e-10,199.9999999995202,1.2563609839701942e-11,0.9998838987570022,0.0019596941505228014,1.9204804650816676e-07,1.4393259186948824e-11,4.875733015208428e-09,7.0,100.0,4.5784967786878686e-17,6.20716445806016e-17,0.0,4.8992797683433535e-08,1.7695707369206877e-20,10.0
5000,5.255200007679538,5.150163459465278,94.75844324475055,9.997538655164472,10.0,4.995345328937507e-10,199.99999999950043,1.3347344772805799e-11,0.9998815299308107,0.0019996815403450184,1.9996601396938363e-07,1.516675774459623e-11,5.139505035522669e-09,7.0,100.0,5.0501991623787565e-17,6.726126644394157e-17,0.0,4.9992500727536175e-08,1.9891897894364313e-20,10.0
