miliseconds,K_ECF,K_ICF,K_urin,K_tiss,K_sal,met_act,K_milk,K_git,Gluc_b,ins_b,Gluc_stor,Gluc_prod,s24
4000,0.1987841781268886,0.9097470107286428,39.828983249187374,1508.4174487561068,0.3876136810115478,6.210912146746225,0.0,18.446053930446457,0.520466277431496,21.37982163419553,3630.578986643591,5.103786763625021,135.29817430308844
4100,0.19877786458119223,0.9100698498969586,41.0750905918729,1508.346099243843,0.3712334808105921,6.204356750219233,0.0,17.948815089203766,0.5176187992151448,21.34021449776564,3629.926243786953,5.0307629681633586,137.25026160777114
4200,0.19912370253581574,0.910577273437527,40.726865221893426,1508.143214272164,0.3897309886213846,6.1993518692032605,0.0,17.584882850065267,0.5149926864701541,21.2871029830277,3628.7727897573673,4.516162874801234,135.21263630418795
4300,0.19942519441662884,0.9105738198604657,42.747920453524124,1508.0363436806324,0.4138896397001694,6.1861366807983655,0.0,16.79171737975029,0.5129643223071739,21.23891908867134,3627.854976992411,3.820279328951381,139.14415920571238
4400,0.1996026167550688,0.9108886746961656,42.32777455083125,1507.9209041454662,0.3353717395891078,6.173129494845609,0.0,16.74277677637873,0.5100901411735692,21.165748022507948,3627.3081174235094,3.9514462029655166,141.1254226585277
4500,0.19995957936935915,0.910677704975924,43.957056438301855,1507.8300384445458,0.3108873629931428,6.155738048571292,0.0,16.357176989626257,0.5062986162308786,21.10391864402573,3626.799733123774,3.659099449300504,141.2632489784668
4600,0.19987408602879067,0.9109515834359333,44.20013092537122,1507.6422421916818,0.2792644410736298,6.133777202722427,0.0,16.144406658504703,0.5033183067668247,21.022351016873007,3625.4050660098005,2.3039216706538337,141.90240968221954
4700,0.2003935009661422,0.9112234648764549,45.06278707110947,1507.5662394271867,0.2743849601650284,6.104307368431038,0.0,15.271109035888294,0.4994221789870325,20.934622533296768,3625.130947635595,2.736599644707687,146.43166300918006
4800,0.20023876392220671,0.9112701103398535,45.327768390711384,1507.4601282735246,0.22162398154147542,6.067967885849341,0.0,14.566948449666928,0.49674238453596825,20.843687314519094,3623.9178605110137,2.3858863610123158,149.02912332234484
4900,0.20083519308177872,0.9112318314908016,45.40546346831984,1507.2666021905952,0.18110603034179137,6.016059123826901,0.0,13.985960042238244,0.49306819623481807,20.748912739636957,3622.8929016599154,1.9513140405226033,146.4384137861236
5000,0.20085434060643292,0.9111597100368188,47.01166296032456,1507.206974973052,0.23729533109396844,5.9419367479323695,0.0,14.27688581554069,0.48836638067147664,20.676202222245657,3621.8332553439272,1.3329647077878093,151.33406784788113
