milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1000,6.396213126562342e-07,5.211879749202354e-11,2.0204103473616366e-07,6.315700947589577e-07,5.138879883033102e-11,4.234539032251693e-07,3.447576994997463e-11,4.4518908793801255e-07,7.746063975581666e-07,4.7498870161300626e-07,7.600935288984919e-10,6.195947759725022e-14,7.425034831208771e-09,6.065503248627599e-13,7.551307347400398e-07,4.1874071912963174e-08,8.942941306489776e-06,1.0570586935102274e-06,2e-05,1.7752405754081025e-06,2.2475942459189803e-07,1.63e-06
1100,6.138819988070078e-07,5.039107601127209e-11,1.6447999458099684e-07,6.305908061556629e-07,5.168980972753705e-11,4.144139087332325e-07,3.399750524637975e-11,4.1681429887322745e-07,7.763029477447471e-07,4.659064385738693e-07,7.232984275446325e-10,5.938890519847021e-14,6.659519609232507e-09,5.479303524197651e-13,7.894454334234208e-07,4.4122246640719467e-08,8.880923544819696e-06,1.1190764551803086e-06,2e-05,1.7382615227587273e-06,2.617384772412729e-07,1.63e-06
1200,5.917873095096032e-07,4.88905653392859e-11,1.3565239214643833e-07,6.31698199996784e-07,5.2116031086621656e-11,4.0494056155775303e-07,3.3440520183698325e-11,3.923776989829913e-07,7.797901934042501e-07,4.5639351889996316e-07,6.93638920212802e-10,5.731245903190455e-14,6.0335804599431484e-09,4.995685074840203e-13,8.186201787916788e-07,4.6065424252945543e-08,8.82822984742812e-06,1.1717701525718865e-06,2e-05,1.701376885768412e-06,2.986231142315883e-07,1.63e-06
1300,5.726151895623206e-07,4.7573382452755904e-11,1.1331427331422285e-07,6.343786508289457e-07,5.263429704352325e-11,3.9534524258210577e-07,3.2837386459474664e-11,3.7110048226596335e-07,7.845603586901133e-07,4.468121801899657e-07,6.693343085397595e-10,5.561841570738429e-14,5.513411436511405e-09,4.588414066690943e-13,8.435663833660968e-07,4.7752125875124186e-08,8.783243618792085e-06,1.2167563812079195e-06,2e-05,1.6649442248580194e-06,3.3505577514198084e-07,1.63e-06
1400,5.558219502555268e-07,4.6407591842593227e-11,9.58660064358289e-08,6.382132756866022e-07,5.3218301434708505e-11,3.858270128426089e-07,3.220888958303574e-11,3.524054735623552e-07,7.901958912023427e-07,4.373936019095576e-07,6.491137760207137e-10,5.418676463902695e-14,5.0754115889263806e-09,4.2487402395602596e-13,8.650319525021076e-07,4.922286698991182e-08,8.744616994828236e-06,1.2553830051717683e-06,2e-05,1.6292375370994323e-06,3.7076246290056813e-07,1.63e-06
1500,5.409907071318194e-07,4.536810514715321e-11,8.214209761924222e-08,6.428645334378756e-07,5.38438246604821e-11,3.7651378808504947e-07,3.157360037430456e-11,3.3585428913541005e-07,7.963617591511904e-07,4.282846590049837e-07,6.320192529589261e-10,5.301566534235058e-14,4.702367426699745e-09,3.9451763774634853e-13,8.836265830459713e-07,5.0512666041119337e-08,8.711240560545835e-06,1.2887594394541697e-06,2e-05,1.5944621172162014e-06,4.0553788278379914e-07,1.63e-06
1600,5.277962357513493e-07,4.4433733721170914e-11,7.128119338922354e-08,6.480651436856334e-07,5.4495537722682907e-11,3.674853940394806e-07,3.093806024421155e-11,3.211076491776674e-07,8.027938831389146e-07,4.195760015982962e-07,6.173654260689389e-10,5.195541809120831e-14,4.3814464706513636e-09,3.7016123114193233e-13,8.998468728303774e-07,5.1651149833359494e-08,8.682206047218222e-06,1.317793952781782e-06,2e-05,1.560766618207715e-06,4.3923338179228596e-07,1.63e-06
1700,5.159818551573773e-07,4.3594297931325534e-11,6.263840254518256e-08,6.536050086290136e-07,5.515728421623929e-11,3.5878999302524177e-07,3.0314413470597027e-11,3.078980831764187e-07,8.092881597057906e-07,4.1132057303159255e-07,6.046138559635193e-10,5.108129436625669e-14,4.10311717219836e-09,3.4666122796509945e-13,9.141003747953828e-07,5.265947111198782e-08,8.656768294875436e-06,1.3432317051245679e-06,2e-05,1.5282547457866678e-06,4.717452542133329e-07,1.63e-06
1800,5.053420712221245e-07,4.2825236568494124e-11,5.5724900858539915e-08,6.593226835859319e-07,5.5816651628706224e-11,3.50453829152132e-07,2.970713355849955e-11,2.960112653511458e-07,8.156910425657335e-07,4.0354551817188943e-07,5.933858558982632e-10,5.032621334910671e-14,3.8597726632730375e-09,3.2710904936187394e-13,9.26708496222917e-07,5.356493232563352e-08,8.634329390194068e-06,1.3656706098059365e-06,2e-05,1.4969941965580174e-06,5.030058034419835e-07,1.63e-06
1900,4.957110997472417e-07,4.2132398001060396e-11,5.0167443949275694e-08,6.650944942358093e-07,5.647396801857533e-11,3.424886749149117e-07,2.9110892480443336e-11,2.852729814945521e-07,8.218891466194071e-07,3.962607511486727e-07,5.833678969323686e-10,4.950344459519477e-14,3.6457834555106107e-09,3.12587092045905e-13,9.379485332881937e-07,5.437386459801492e-08,8.61438773123543e-06,1.3856122687645742e-06,2e-05,1.4670234115101127e-06,5.329765884898883e-07,1.63e-06
2000,4.86953209917196e-07,4.1497128640884897e-11,4.567811116616498e-08,6.708293022259923e-07,5.710382533554926e-11,3.348958278382988e-07,2.8554394390526935e-11,2.7553943747368905e-07,8.278032796438362e-07,3.894636713185713e-07,5.743449988291932e-10,4.91762130638059e-14,3.4564462461898142e-09,2.878746783093184e-13,9.480304866335622e-07,5.510678722524856e-08,8.596548544955055e-06,1.4034514550449488e-06,2e-05,1.438361034372335e-06,5.616389656276661e-07,1.63e-06
2100,4.789571281891127e-07,4.091099294548466e-11,4.2033816368384137e-08,6.764601757512223e-07,5.773184319827929e-11,3.2767018463091006e-07,2.7993780249279152e-11,2.666908810126928e-07,8.333800879714533e-07,3.831440493091948e-07,5.661343817731863e-10,4.831147791974592e-14,3.288108805427999e-09,2.8290436789505036e-13,9.57130424585618e-07,5.577477330915811e-08,8.580488542733678e-06,1.4195114572663227e-06,2e-05,1.4110011174996457e-06,5.889988825003558e-07,1.63e-06
2200,4.716301453104786e-07,4.0376414481003204e-11,3.906060777631568e-08,6.819402082318866e-07,5.833003870214343e-11,3.2080172141609695e-07,2.7469413134276087e-11,2.58626214634017e-07,8.385871461114757e-07,3.772857831851509e-07,5.586067386151087e-10,4.781522081563e-14,3.1377477068598472e-09,2.688415345775178e-13,9.65396072947419e-07,5.6382902611064985e-08,8.565936312730159e-06,1.4340636872698431e-06,2e-05,1.384932757125081e-06,6.150672428749205e-07,1.63e-06
2300,4.648947204675019e-07,3.9880791011551674e-11,3.66221327157375e-08,6.872378380312586e-07,5.890847890190753e-11,3.142775517687987e-07,2.696157753381458e-11,2.512593334732528e-07,8.434080570486031e-07,3.718693636989716e-07,5.516578112149609e-10,4.721979066988373e-14,3.002845495946758e-09,2.606124526260939e-13,9.729404811858244e-07,5.694274404498202e-08,8.552679880094078e-06,1.447320119905923e-06,2e-05,1.360132514602837e-06,6.398674853971641e-07,1.63e-06
2400,4.58685295682876e-07,3.9421743517584845e-11,3.461112378349201e-08,6.92333379174085e-07,5.945720747381663e-11,3.08082994295692e-07,2.6483936727509193e-11,2.4451609881757775e-07,8.478386822851925e-07,3.668731440432635e-07,5.452067718306785e-10,4.6839023153831775e-14,2.8815109011573363e-09,2.4831005135491226e-13,9.798603945073268e-07,5.7459458115163154e-08,8.540542032803913e-06,1.4594579671960884e-06,2e-05,1.336567886390037e-06,6.63432113609964e-07,1.63e-06
2500,4.529464472433692e-07,3.899632765252697e-11,3.294327018840609e-08,6.972162910689174e-07,5.998315098979215e-11,3.0220234477492643e-07,2.6025439095522345e-11,2.3833262467830997e-07,8.51884103214717e-07,3.622742532175126e-07,5.391896883950241e-10,4.643201700518063e-14,2.771977180820948e-09,2.3855319435795387e-13,9.862345432443853e-07,5.793781438148769e-08,8.52937767778318e-06,1.4706223222168212e-06,2e-05,1.3142017706352858e-06,6.857982293647152e-07,1.63e-06
2600,4.47630762171083e-07,3.860187882324165e-11,3.155199524589751e-08,7.018828400552038e-07,6.048633800136256e-11,2.9661943958014355e-07,2.558577245968941e-11,2.326532686372519e-07,8.555559907327928e-07,3.5804934953127635e-07,5.335569180623846e-10,4.6005656488212626e-14,2.672757562309032e-09,2.3080606083365486e-13,9.921277480170718e-07,5.83818423811173e-08,8.519068101955615e-06,1.4809318980443868e-06,2e-05,1.2929931930863285e-06,7.070068069136726e-07,1.63e-06
2700,4.4269718260907175e-07,3.8234700315078465e-11,3.038417666777453e-08,7.063340684747221e-07,6.096509713369323e-11,2.9131814445815825e-07,2.5167101047927632e-11,2.2742906515816973e-07,8.588703740911586e-07,3.5417521629674865e-07,5.282677901122046e-10,4.562286458327694e-14,2.5826521724927786e-09,2.2325804721471201e-13,9.975933793585518e-07,5.879556684408098e-08,8.509515175559325e-06,1.4904848244406763e-06,2e-05,1.2728993112313237e-06,7.271006887686774e-07,1.63e-06
2800,4.381100493997871e-07,3.7892523671948817e-11,2.9397463987417393e-08,7.105744617197721e-07,6.142085145897786e-11,2.862826404344059e-07,2.4767602925470327e-11,2.226168253516336e-07,8.61846194352279e-07,3.506291059337412e-07,5.232893168593009e-10,4.526041289327935e-14,2.50064275766865e-09,2.1640433970829064e-13,1.0026765673593914e-06,5.918190385624379e-08,8.500636529598246e-06,1.4993634704017573e-06,2e-05,1.2538759342477566e-06,7.461240657522444e-07,1.63e-06
2900,4.3383827585309184e-07,3.757336153062132e-11,2.8558126958748203e-08,7.146109243621815e-07,6.185468949216967e-11,2.8149759410446567e-07,2.4386151208588404e-11,2.181783615699394e-07,8.645041713638437e-07,3.473889686938168e-07,5.185943113603393e-10,4.491185306666194e-14,2.4258237868903877e-09,2.1027228419707643e-13,1.007415285353295e-06,5.954333032950987e-08,8.492363449865208e-06,1.507636550134796e-06,2e-05,1.2358778043231425e-06,7.641221956768586e-07,1.63e-06
3000,4.2985453037567353e-07,3.727513527378828e-11,2.7839187288233307e-08,7.184519118595099e-07,6.226728042745276e-11,2.769482863865726e-07,2.4022270755248066e-11,2.140797089517821e-07,8.668658508670331e-07,3.4443362659502587e-07,5.141599689503696e-10,4.458520051209918e-14,2.357418309867029e-09,2.0456092754508237e-13,1.011841675642993e-06,5.988210111122074e-08,8.484637951666515e-06,1.5153620483334878e-06,2e-05,1.2188595926371738e-06,7.811404073628272e-07,1.63e-06
3100,4.2613462849478363e-07,3.6996212022106685e-11,2.721897858835467e-08,7.221067775049447e-07,6.265983285386773e-11,2.726206984611737e-07,2.367484179826437e-11,2.1029053627563775e-07,8.689529041385705e-07,3.4174288803899966e-07,5.099668076084812e-10,4.4274352873592767e-14,2.2947556986146995e-09,1.9934328976488826e-13,1.0159834317101349e-06,6.02000643061307e-08,8.477410433840735e-06,1.522589566159268e-06,2e-05,1.2027763571581483e-06,7.972236428418528e-07,1.63e-06
3200,4.226571224460757e-07,3.673509710899295e-11,2.6680195207752602e-08,7.255853737006277e-07,6.303344937608717e-11,2.6850154796006426e-07,2.334293664712713e-11,2.0678373750196767e-07,8.707867092014217e-07,3.392976019921465e-07,5.05998099674798e-10,4.3977137572910324e-14,2.2372519969767555e-09,1.945992941152457e-13,1.019864412290918e-06,6.049884093435411e-08,8.470638408642291e-06,1.5293615913577137e-06,2e-05,1.1875838316436247e-06,8.124161683563764e-07,1.63e-06
3300,4.194029365966241e-07,3.6490372363968365e-11,2.6209075593632874e-08,7.288977268504715e-07,6.338904845257125e-11,2.6457830866776447e-07,2.302589615526007e-11,2.035350621178398e-07,8.723880187537287e-07,3.370796896659033e-07,5.022393442038451e-10,4.369673718391778e-14,2.1843947760389413e-09,1.901807563763916e-13,1.0235052703508348e-06,6.077988170854446e-08,8.464285293451546e-06,1.5357147065484584e-06,2e-05,1.1732386792720552e-06,8.267613207279459e-07,1.63e-06
3400,4.1635487688534774e-07,3.626081748177721e-11,2.5794339866043902e-08,7.320536268866146e-07,6.372769592377961e-11,2.6083922662472343e-07,2.2722852670488754e-11,2.00522612704127e-07,8.737765499898455e-07,3.3507217217443223e-07,4.986774360664868e-10,4.343095482193658e-14,2.135730142019608e-09,1.8608888078025542e-13,1.0269243694608468e-06,6.104444916804013e-08,8.458318729932002e-06,1.5416812700680028e-06,2e-05,1.1596988281102562e-06,8.403011718897449e-07,1.63e-06
3500,4.134974224806302e-07,3.6045362747397174e-11,2.5426801142515602e-08,7.350625284970352e-07,6.405046319364388e-11,2.572732931945906e-07,2.2432922681252805e-11,1.9772661487586207e-07,8.749709116816487e-07,3.332591394690115e-07,4.95300526205845e-10,4.3176497467581983e-14,2.0908589073921186e-09,1.8235499066084418e-13,1.0301380766053782e-06,6.12936629985397e-08,8.452710060779032e-06,1.5472899392209716e-06,2e-05,1.1469234923080753e-06,8.530765076919257e-07,1.63e-06
3600,4.108166871308554e-07,3.58429540720274e-11,2.5099351210734715e-08,7.379336224070162e-07,6.435818294848677e-11,2.538701982192011e-07,2.2155528693894223e-11,1.951293453474021e-07,8.75988727904466e-07,3.31625684276562e-07,4.92098082963432e-10,4.29359781912096e-14,2.0494286345018866e-09,1.7886641104938519e-13,1.0331607337229817e-06,6.15285508243548e-08,8.44743426742252e-06,1.552565732577484e-06,2e-05,1.13487318645774e-06,8.651268135422611e-07,1.63e-06
3700,4.082996936810322e-07,3.565272367195014e-11,2.480533947167177e-08,7.406751567409505e-07,6.465184360139802e-11,2.50620386829435e-07,2.1889831668752006e-11,1.92714413165568e-07,8.768459193271012e-07,3.3015799226333233e-07,4.890596988013072e-10,4.2705161309842465e-14,2.011118633885735e-09,1.7568600145221568e-13,1.0360060256387501e-06,6.175004347700878e-08,8.44246754161152e-06,1.5575324583884827e-06,2e-05,1.1235101740603047e-06,8.764898259396965e-07,1.63e-06
3800,4.0593518711951927e-07,3.5473752140599135e-11,2.4540646846071536e-08,7.432955699381187e-07,6.493212014805194e-11,2.475148453779838e-07,2.1635423208694095e-11,1.9046748089070494e-07,8.775580056191484e-07,3.2884305032690535e-07,4.861768949482916e-10,4.248884268045166e-14,1.975656865870369e-09,1.726570827280596e-13,1.0386852151188965e-06,6.195898973317525e-08,8.437790387982772e-06,1.5622096120172327e-06,2e-05,1.112797775450178e-06,8.872022245498232e-07,1.63e-06
3900,4.03712097184199e-07,3.530534905827152e-11,2.4300076978533224e-08,7.458018007956445e-07,6.519999168316275e-11,2.445453181011297e-07,2.139139699733109e-11,1.883747916092276e-07,8.781382602736556e-07,3.2766895404146664e-07,4.834402878217768e-10,4.2279501516861386e-14,1.942783078718195e-09,1.699343842481991e-13,1.0412101646178175e-06,6.21561844729732e-08,8.433382207070533e-06,1.5666177929294722e-06,2e-05,1.10270146618828e-06,8.972985338117214e-07,1.63e-06
4000,4.016208880506172e-07,3.514674983725226e-11,2.4080771203358134e-08,7.482011313285586e-07,6.545607669021187e-11,2.4170397066153475e-07,2.1157355673469103e-11,1.8642438720744163e-07,8.7859979388029e-07,3.266244622408114e-07,4.808422995724593e-10,4.2080544293835344e-14,1.9122812457601087e-09,1.6739985837373464e-13,1.0435904598738e-06,6.234235436682316e-08,8.42922646280446e-06,1.570773537195544e-06,2e-05,1.0931877032142641e-06,9.068122967857371e-07,1.63e-06
4100,3.99652375897516e-07,3.499730224107621e-11,2.387943605479083e-08,7.504998908883879e-07,6.570109511211494e-11,2.389835543082743e-07,2.0932706847243552e-11,1.8460496826595484e-07,8.789541547477882e-07,3.2569922229024933e-07,4.783751301844421e-10,4.1890107995608245e-14,1.8839494757521927e-09,1.6507024692341434e-13,1.0458357208191397e-06,6.25181929030548e-08,8.4253064858742e-06,1.574693514125804e-06,2e-05,1.084224793292474e-06,9.157752067075271e-07,1.63e-06
4200,3.977983272324665e-07,3.485640275085855e-11,2.3693710620990288e-08,7.527040055827062e-07,6.593565496427836e-11,2.3637733894704182e-07,2.071698643207058e-11,1.829064496752955e-07,8.792120017958646e-07,3.2488362244078964e-07,4.760312925426252e-10,4.170827185303787e-14,1.8575995351025383e-09,1.62915759604408e-13,1.0479545644908894e-06,6.268431673421355e-08,8.421607416118017e-06,1.578392583881988e-06,2e-05,1.0757823838949882e-06,9.242176161050128e-07,1.63e-06
4300,3.9605130051329536e-07,3.4723469104817455e-11,2.3521952617331762e-08,7.548190660465054e-07,6.616022930836791e-11,2.338790427145416e-07,2.050989334091898e-11,1.8131976523490892e-07,8.793832104855037e-07,3.24168720251246e-07,4.738036413857222e-10,4.1537955262025566e-14,1.8330558125347263e-09,1.6083624768612327e-13,1.0499547451025108e-06,6.284128768258078e-08,8.418115918304476e-06,1.5818840816955293e-06,2e-05,1.067831478115663e-06,9.32168521884338e-07,1.63e-06
4400,3.9440425368192575e-07,3.4598000900340974e-11,2.3362450650939578e-08,7.568501231261402e-07,6.637539866821209e-11,2.3148282631704632e-07,2.0310945004568927e-11,1.7983645820288884e-07,8.794766596061525e-07,3.2354626276618334e-07,4.716860798765476e-10,4.137765975879062e-14,1.8101689302708005e-09,1.5884654836554556e-13,1.0518437054666665e-06,6.298964930505274e-08,8.414819125917487e-06,1.5851808740825175e-06,2e-05,1.0603445874979043e-06,9.396554125020968e-07,1.63e-06
4500,3.928508354918697e-07,3.4479558180320007e-11,2.3214113446177846e-08,7.588019862254818e-07,6.658178461160684e-11,2.2918325103293045e-07,2.0119584912226938e-11,1.7844893962876143e-07,8.795006114761832e-07,3.23008595678563e-07,4.696741179375317e-10,4.122398077223944e-14,1.7888189553927855e-09,1.5701437728347243e-13,1.0536280460412995e-06,6.312990644203035e-08,8.41170563195029e-06,1.5882943680497143e-06,2e-05,1.053295432082482e-06,9.467045679175189e-07,1.63e-06
4600,3.913850942529984e-07,3.4367707067595113e-11,2.307588590522552e-08,7.606790350297584e-07,6.677987910829645e-11,2.2697524043963355e-07,1.993541042856945e-11,1.7715019034908702e-07,8.79462521169723e-07,3.225486343056987e-07,4.67762253857686e-10,4.107607244064286e-14,1.7688859779992382e-09,1.5534178911619153e-13,1.055314069793665e-06,6.326253030941848e-08,8.408764526471233e-06,1.5912354735287723e-06,2e-05,1.046659148297397e-06,9.533408517026042e-07,1.63e-06
4700,3.9000144915499706e-07,3.4262018851332466e-11,2.2946763314532692e-08,7.624853238283845e-07,6.697009456759879e-11,2.248540494743621e-07,1.975811364875393e-11,1.7593372373860314e-07,8.793691383897641e-07,3.2215984366195734e-07,4.659438174289121e-10,4.093458609693943e-14,1.7502647659165361e-09,1.537929362376937e-13,1.0569077134026866e-06,6.338796807325665e-08,8.405985509392488e-06,1.5940144906075165e-06,2e-05,1.0404121919872075e-06,9.595878080127937e-07,1.63e-06
4800,3.8869471861530833e-07,3.416211211966933e-11,2.282589074973136e-08,7.642246205089002e-07,6.715286505141512e-11,2.2281524461618927e-07,1.958733479709006e-11,1.747935674528793e-07,8.792266468628275e-07,3.2183616484217737e-07,4.642138028091273e-10,4.079867273742021e-14,1.7328611168345802e-09,1.5237255708280606e-13,1.058414502127959e-06,6.35066412010932e-08,8.403358973040618e-06,1.5966410269593877e-06,2e-05,1.03453222292047e-06,9.65467777079531e-07,1.63e-06
4900,3.8746009544766234e-07,3.406761651640041e-11,2.2712511789958397e-08,7.65900351371932e-07,6.732849234765896e-11,2.2085469314861458e-07,1.9422871161390136e-11,1.7372426792589766e-07,8.790405661586872e-07,3.2157201796917436e-07,4.6256827701343733e-10,4.0670165451524255e-14,1.716573013059408e-09,1.5101661079755386e-13,1.0598396744980132e-06,6.361893105015238e-08,8.400875846028125e-06,1.5991241539718798e-06,2e-05,1.0289981049630302e-06,9.710018950369708e-07,1.63e-06
5000,3.8629299612953454e-07,3.397817920080542e-11,2.2605774661239518e-08,7.67515702324806e-07,6.74972834728427e-11,2.18968506915045e-07,1.9264500654837942e-11,1.7272067925179367e-07,8.788159283367755e-07,3.2136223084967056e-07,4.610025006671061e-10,4.055018036980968e-14,1.701311586109545e-09,1.4968035218478882e-13,1.06118823722367e-06,6.372521059976934e-08,8.398527407202715e-06,1.6014725927972888e-06,2e-05,1.0237898827206027e-06,9.762101172793983e-07,1.63e-06
