miliseconds,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul
3000,0.09955023499877903,1.3678570571485309e-06,9.999996971593243,2.892450390628704e-06,0.00027411667261401177,0.00017249389825630375
3100,0.09954406240852637,1.3781802265665459e-06,9.99999693091144,3.1329909114575474e-06,0.0002788510150187231,0.000179082552617535
3200,0.0995144712285962,1.3889752253507275e-06,9.999996776634399,3.282444529881745e-06,0.00029002316077565005,0.00019048060979054348
3300,0.09950693613599138,1.3807957501341825e-06,9.999996594754252,3.3481453879323285e-06,0.0003047152388566554,0.00019176682632359866
3400,0.09948742000137972,1.3854268340924156e-06,9.999996461762795,3.4239839794184285e-06,0.0003105625863421115,0.00019612064834560782
3500,0.09946298976975425,1.3961963695062016e-06,9.999996325752358,3.633676672202958e-06,0.0003116520494688658,0.0002001480606530984
3600,0.0994557751034141,1.3897907606082655e-06,9.999996267143695,3.7901022903991884e-06,0.00033306849361273814,0.00021322849520968084
3700,0.09944945868763214,1.3884285536256156e-06,9.999996006767573,3.914690565335827e-06,0.0003291430977014025,0.00021916796587907855
3800,0.09942703493248387,1.4138259510646779e-06,9.999995890995274,4.046629308134114e-06,0.0003421442591155338,0.00022552615036999996
3900,0.09942153291563628,1.3962272912666926e-06,9.999995780424234,4.185718338786868e-06,0.000348690632878566,0.0002284198617107227
4000,0.09940137446794138,1.4057908355506534e-06,9.999995628661518,4.269255770365948e-06,0.0003605614335329233,0.000236200261188767
4100,0.09938233143627777,1.3962927727062219e-06,9.999995555172724,4.398456374639773e-06,0.00036915489316069065,0.00023786391290041834
4200,0.09937095570827852,1.4130725726323972e-06,9.99999538595107,4.5253628866609815e-06,0.00038573581107830516,0.0002478488308942573
4300,0.09936050881100202,1.3955795595061925e-06,9.999995199869417,4.7614411039883845e-06,0.0003899198532199957,0.0002484183762547787
4400,0.09934908556651202,1.3969316682817624e-06,9.999995086735446,4.944514343172287e-06,0.00039504534875650724,0.0002582429383189735
4500,0.09933146817244753,1.3981256725448096e-06,9.99999494432262,5.012447559300135e-06,0.0004012616386043558,0.00026222836005402244
4600,0.09929978404653692,1.3988668019442546e-06,9.999994831685264,5.098310802322391e-06,0.0004168586080048808,0.00027108294662413164
4700,0.0992865862294791,1.4051402132481345e-06,9.999994702046857,5.280909171101926e-06,0.0004218826768086925,0.00027255992180515756
4800,0.09928367009524806,1.42470377467747e-06,9.999994451508924,5.375590010159931e-06,0.0004346699236934714,0.00027736563719995953
4900,0.09926187586661536,1.431300462835495e-06,9.999994350579666,5.524540805668102e-06,0.0004475619755961622,0.0002873000087120642
5000,0.09925790630985135,1.4285220329479064e-06,9.999994339199915,5.8017711464925414e-06,0.0004529738744620299,0.0002952282792285704
