milliseconds,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15
1800,5.56555014144137e-05,6.923570315010673e-07,2.593119943835194e-07,3.8941286730338096e-07,2.1550783127630384e-07,1.6310816030792198e-06,4.400886210416364e-07,2.513889105335614e-07,2.1228852201660363e-07,7.77081922814023e-06
1900,5.595050757533999e-05,6.854178079165965e-07,2.738028819339107e-07,3.885914811982376e-07,2.2275045902112114e-07,1.5908321505370763e-06,4.292568387571877e-07,2.624706409541506e-07,2.1656312594166472e-07,8.058190729086865e-06
2000,5.453067462296427e-05,6.929022880153863e-07,2.721544334582657e-07,4.397062191863207e-07,2.258080052168955e-07,1.7488915748078825e-06,4.990818360453581e-07,2.5015188691791527e-07,2.2622335923262527e-07,7.685507062368342e-06
2100,5.3854710183702044e-05,6.781992530897934e-07,2.860449040043761e-07,4.660469723121105e-07,2.426747333927008e-07,1.8226309147253093e-06,4.669384219513104e-07,2.852618153871154e-07,2.3156220544463488e-07,8.245524270842825e-06
2200,5.338003938834528e-05,6.682866833473766e-07,2.883214911546768e-07,4.572965282622742e-07,2.5026019037872296e-07,1.9238313910413985e-06,5.075668931671259e-07,2.815584565766248e-07,2.4609604004178265e-07,9.025517043350325e-06
2300,5.297627888079595e-05,6.589616984049018e-07,2.809577628736985e-07,4.798276313894803e-07,2.703919296648314e-07,1.8993402139530915e-06,5.409644336588206e-07,2.8564453911251865e-07,2.6729870991206527e-07,9.420054307378542e-06
2400,5.297655019196637e-05,6.585605975414466e-07,2.8126411493313614e-07,5.043940851535116e-07,2.6632845166377226e-07,2.0504110486948602e-06,5.672396403061282e-07,3.06558560036194e-07,2.771742499030971e-07,9.96756901991207e-06
2500,5.2128677431420285e-05,6.540009933627578e-07,2.8817497801358437e-07,5.16870960163504e-07,2.939917532389801e-07,2.125036755495005e-06,5.953725073637747e-07,3.204848535186135e-07,2.6021371041829445e-07,9.803345669528456e-06
2600,5.096488495220541e-05,6.447737327048574e-07,2.8681799096341716e-07,5.51660873845647e-07,2.8574666753362727e-07,2.088400877604171e-06,5.97386186645857e-07,3.353568386827859e-07,2.9053108254170097e-07,1.0517585916518861e-05
2700,5.0313981339513805e-05,6.24179365886783e-07,2.885354219660322e-07,5.650856635417627e-07,3.1113893904240854e-07,2.2134907904681283e-06,5.966643715149159e-07,3.5863151661280496e-07,2.8539283406272173e-07,1.0994502901108496e-05
2800,5.082981809767892e-05,6.272438179093311e-07,2.855522908279035e-07,5.609805493716028e-07,3.273088038889255e-07,2.376799555352258e-06,6.515146642892175e-07,3.575263037602572e-07,2.9265753878931707e-07,1.1380560588268134e-05
2900,4.9238687051396365e-05,6.190078574350408e-07,2.874807044134663e-07,5.891661438144555e-07,3.2086138750492553e-07,2.261323594515852e-06,6.405373815521044e-07,3.66270024548703e-07,3.111035840987889e-07,1.1722252091734134e-05
3000,5.0176620545715686e-05,6.134926629322378e-07,2.8586882375695017e-07,6.369324931509035e-07,3.400693239920925e-07,2.4336428664787576e-06,6.675740152490253e-07,3.673454561144598e-07,3.202446184163167e-07,1.159112080679635e-05
3100,4.8259968723348445e-05,5.969664066865076e-07,2.8586529786943913e-07,6.475302446969561e-07,3.407456009279337e-07,2.5259741719614354e-06,7.194057655910133e-07,3.8577207369711663e-07,3.3871220618233263e-07,1.254727468438967e-05
3200,4.916661885988847e-05,6.128965497208139e-07,2.986411532470694e-07,6.66085448707715e-07,3.720532490726614e-07,2.4512765555314928e-06,6.793890838552384e-07,3.97225026063485e-07,3.390312753405813e-07,1.2684863006905407e-05
3300,4.790799713672479e-05,6.087371384262492e-07,2.853793325453517e-07,6.470350283116144e-07,3.802462437333094e-07,2.6376334500220122e-06,7.215100791144846e-07,4.2065475039884163e-07,3.445148563850078e-07,1.3184197570964664e-05
3400,4.769399037953767e-05,5.793116352780236e-07,2.8464728240837855e-07,6.846001536941076e-07,3.671602832415308e-07,2.6283844099762662e-06,7.708001851662217e-07,4.1968114880284773e-07,3.609872198901443e-07,1.3632324848707125e-05
3500,4.68763153084125e-05,5.863383544708829e-07,2.962843819923984e-07,7.233466725206771e-07,3.9521120913735417e-07,2.746197931727747e-06,7.910531206284086e-07,4.2381266800053805e-07,3.62236405268081e-07,1.421793321315388e-05
3600,4.714273593723973e-05,5.907433943890539e-07,2.8971176402051547e-07,6.88502468911666e-07,3.943331881879977e-07,2.843343630748195e-06,7.82733697489234e-07,4.259729328401052e-07,3.6152092849258354e-07,1.441216496427391e-05
3700,4.5373790164269025e-05,5.82419459541392e-07,2.883831786473306e-07,7.4670898526102e-07,4.022664564058401e-07,2.876238273034602e-06,7.878238698830901e-07,4.4335317068514803e-07,3.9552791620713027e-07,1.489322149754246e-05
3800,4.5741111175026075e-05,5.64341618306638e-07,2.8929132562464827e-07,7.443810371057086e-07,4.0778171242092734e-07,2.932834186397038e-06,7.965086534079705e-07,4.7353491879964593e-07,3.8258564917507364e-07,1.5073755995095206e-05
3900,4.572396075719104e-05,5.564980677288629e-07,2.784314589226042e-07,7.890510623901581e-07,4.345997018049063e-07,3.089906407920113e-06,8.555057194266001e-07,4.574120983187839e-07,3.9656963275768823e-07,1.4623417095376882e-05
4000,4.46841519275841e-05,5.570611333688015e-07,2.7836754698125073e-07,7.987892497791651e-07,4.37166951243971e-07,3.09247978207804e-06,8.263225921888905e-07,4.835640918082e-07,4.0738402686619805e-07,1.601296192997612e-05
4100,4.492511468978259e-05,5.406877962799644e-07,2.890046640800779e-07,8.040725812155125e-07,4.413217039354156e-07,3.1048155902579617e-06,8.646605828340684e-07,5.013929653882797e-07,4.089692221626006e-07,1.63033817493193e-05
4200,4.444353900771113e-05,5.392630000118504e-07,2.8070930989483934e-07,8.234684032685485e-07,4.5999702915237425e-07,3.3001168167309754e-06,8.745106144699946e-07,4.819809938352814e-07,4.181877619260522e-07,1.6124683162004777e-05
4300,4.401944230197333e-05,5.364949775219761e-07,2.839358112376786e-07,8.1981238555576e-07,4.5705921216968144e-07,3.228706895194905e-06,9.10706131913429e-07,5.123511798038319e-07,4.1713008291432284e-07,1.6429320542612488e-05
4400,4.3474139714681025e-05,5.343261975127916e-07,2.7537973702435635e-07,8.460158910528478e-07,4.656203021867904e-07,3.2473188887212076e-06,9.218064589417283e-07,5.095309373980866e-07,4.351838062333741e-07,1.708197134521038e-05
4500,4.223008822068451e-05,5.254444929862743e-07,2.782514535578192e-07,8.322449183397116e-07,4.6257776732360995e-07,3.2928112074544655e-06,9.524714371030581e-07,5.346105238771841e-07,4.424119502652646e-07,1.7520872692653434e-05
4600,4.169491140960095e-05,5.11246813245904e-07,2.6744553203399076e-07,8.67025271893795e-07,4.772341846093401e-07,3.509530092946356e-06,9.72757637705346e-07,5.400613540356779e-07,4.658880864657825e-07,1.724171313663942e-05
4700,4.1819661091661334e-05,5.090664482336353e-07,2.7419410674302684e-07,8.858025317390831e-07,5.010520668961766e-07,3.597542986121247e-06,9.788591141246663e-07,5.558065430565894e-07,4.6666368020863065e-07,1.747624928778204e-05
4800,4.1716555226116214e-05,5.204540474193167e-07,2.751878158527673e-07,8.795304913075052e-07,4.999394553132735e-07,3.4947106532292327e-06,1.0164170184731406e-06,5.529386359278034e-07,4.7329051321924826e-07,1.8117340112933473e-05
4900,4.102292829201465e-05,5.165024184631938e-07,2.71562467870901e-07,9.011778110704795e-07,5.00607569449536e-07,3.612572787558886e-06,1.0051253468813924e-06,5.70454064787755e-07,4.783362079073475e-07,1.793468694783695e-05
5000,4.0531662894124414e-05,4.940576129605248e-07,2.7015312582462514e-07,9.293703652937523e-07,5.264569243471493e-07,3.5691788022974704e-06,1.0062662863503134e-06,5.628118171480778e-07,4.750971933152454e-07,1.9154795992791655e-05
