milliseconds,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15
1100,6.049342027385763e-05,7.414234219265318e-07,2.0544376984807208e-07,2.3573919018152193e-07,1.4426430900190533e-07,1.0327263201063067e-06,2.9852521904172895e-07,1.4182870075738665e-07,1.35154031099187e-07,4.5125246777764895e-06
1200,6.0035815655203044e-05,7.269416158242557e-07,2.2361207098507859e-07,2.5049641385181115e-07,1.5440355875525682e-07,1.0129224324869371e-06,2.919824811994447e-07,1.7469259255545998e-07,1.3616481002598806e-07,4.843050064595571e-06
1300,5.943070570916881e-05,7.19312506991594e-07,2.3026066371562388e-07,2.784861478186334e-07,1.724503139579581e-07,1.156805840119406e-06,2.910730268497034e-07,1.8784123795891873e-07,1.6346732415445254e-07,4.794388507399499e-06
1400,5.847596717888828e-05,7.190954835342486e-07,2.420189415733464e-07,3.115993799068596e-07,1.6958451792817795e-07,1.1447006649461675e-06,3.155528000168592e-07,2.0572409982876018e-07,1.6527284520834792e-07,5.293323811176214e-06
1500,5.7867263335293424e-05,7.224542710479657e-07,2.53123326018275e-07,3.3877611815704035e-07,1.838690008603017e-07,1.2983108507647688e-06,3.56983305692281e-07,2.1776880089844328e-07,1.84873534080213e-07,6.036736548496148e-06
1600,5.714886468110118e-05,7.093278579822236e-07,2.479562303437914e-07,3.6249028702739495e-07,2.0572225970316944e-07,1.4457844487467992e-06,3.7486126903396375e-07,2.1861739266079618e-07,1.9528170979517358e-07,6.28182438091196e-06
1700,5.6551635115727155e-05,6.974813740149483e-07,2.5725395412736697e-07,3.6255223697477646e-07,1.8963099985490975e-07,1.3928969974457355e-06,4.3070467056335956e-07,2.357273339255066e-07,1.7876762416850862e-07,6.395919681784869e-06
1800,5.623637664996929e-05,7.038241165924961e-07,2.6764796252680993e-07,3.7086619000142977e-07,2.1797879715431193e-07,1.6195640581871572e-06,4.0455569074729244e-07,2.2866892237157726e-07,1.957343882919374e-07,7.605175274690279e-06
1900,5.4726055619947136e-05,6.779450241550141e-07,2.6589109220339347e-07,4.355244228407917e-07,2.3545021818092389e-07,1.5154131833873365e-06,4.2059208740724315e-07,2.474329709539578e-07,2.0926686725404774e-07,7.802670895636328e-06
2000,5.516495412374435e-05,6.931733206892333e-07,2.7329880247839223e-07,4.160643340744528e-07,2.2808420501482845e-07,1.6851111517092659e-06,4.927804832264825e-07,2.674134148593386e-07,2.278520437705016e-07,8.519775493763814e-06
2100,5.4577964905718026e-05,6.726311725300687e-07,2.844901555162194e-07,4.5134748973660227e-07,2.4882279594962203e-07,1.7915126252735733e-06,5.086729838364006e-07,2.640299385257869e-07,2.478956125779572e-07,7.941184020332784e-06
2200,5.285626338166508e-05,6.687758795468447e-07,2.8161080470354297e-07,4.497512488142401e-07,2.47213235339277e-07,1.7511965785917238e-06,4.915444112045245e-07,2.7877311117406766e-07,2.5493403038189923e-07,8.809790009109014e-06
2300,5.2892212810365116e-05,6.725629352354719e-07,2.814664660606779e-07,4.6536243909303036e-07,2.704508718866954e-07,1.877435903937425e-06,5.220684608567967e-07,3.137925566558488e-07,2.4099956021034834e-07,8.908551574690673e-06
2400,5.205657988901139e-05,6.545117387099517e-07,2.8836159068299307e-07,5.143755075237953e-07,2.791164845721249e-07,2.040541215252027e-06,5.654215912227893e-07,3.251100260129435e-07,2.520350347143328e-07,9.825142193194863e-06
2500,5.203613752599168e-05,6.556099900890921e-07,2.916301473869942e-07,5.021902501294815e-07,2.804092605339327e-07,1.979718968998134e-06,5.76986650770654e-07,3.2503833831077333e-07,2.7735786907555295e-07,9.627190682764306e-06
2600,5.101352854570603e-05,6.451748482529548e-07,2.9597999440291373e-07,5.420586159003565e-07,2.946447842374113e-07,2.0364611500285435e-06,5.695905088413864e-07,3.1708776809750434e-07,2.763799063033836e-07,1.0718185325625946e-05
2700,5.047724540055334e-05,6.267352874276989e-07,2.929391417052619e-07,5.60747854622614e-07,3.220302549594032e-07,2.1206930258180596e-06,6.411840620424479e-07,3.301990622231266e-07,2.823422114901822e-07,1.129606518988143e-05
2800,4.9765596202799046e-05,6.401224172238787e-07,2.916837590680671e-07,6.033928188613249e-07,3.2633801703238064e-07,2.3120628074667225e-06,6.489403307958188e-07,3.402846067698198e-07,3.042919327309037e-07,1.1361775288791069e-05
2900,5.019846811452764e-05,6.299891113826857e-07,2.955057519115063e-07,6.049222565129884e-07,3.304733280174309e-07,2.422032545197031e-06,6.600656054550751e-07,3.7133030649897004e-07,3.0077692922897397e-07,1.1993075488184305e-05
3000,4.906549563324554e-05,6.044205319374152e-07,2.9314390915772514e-07,5.865648403255082e-07,3.487023772922705e-07,2.3155388849500674e-06,6.457242959636769e-07,3.7738408401813667e-07,3.188444666770951e-07,1.1703403067850702e-05
3100,4.8377190668422885e-05,6.001131552485697e-07,2.9290116027681927e-07,6.232758937839666e-07,3.4127372160620394e-07,2.5484795689054264e-06,7.072086956479848e-07,3.7358833397644363e-07,3.265315646129014e-07,1.1803339046231793e-05
3200,4.910643945311858e-05,6.005681449822722e-07,2.8990110922789524e-07,6.734626425398559e-07,3.545264949274293e-07,2.6410929208669494e-06,7.296746912439611e-07,3.846089806397074e-07,3.3135123964385384e-07,1.2710795065386863e-05
3300,4.821529846665362e-05,6.049133281189471e-07,2.937545376708414e-07,6.800660510047727e-07,3.6312659812763954e-07,2.5807554442382577e-06,7.375785139302968e-07,4.0325940616122636e-07,3.378964861386875e-07,1.2976385938926336e-05
3400,4.72455198967922e-05,6.008265768211044e-07,2.856197141971424e-07,6.950197746326397e-07,3.7014616425172837e-07,2.721494849985896e-06,7.597198436408905e-07,4.2045243068238563e-07,3.5571273840647177e-07,1.3323077099118635e-05
3500,4.6424434659099953e-05,5.910787680630925e-07,2.9102782659533354e-07,7.210578289190244e-07,3.920647482060703e-07,2.780648738925249e-06,7.381602992181506e-07,4.4057539506732315e-07,3.513841184596945e-07,1.4120241284395625e-05
3600,4.654843632902282e-05,5.863565495971577e-07,2.8429447425327766e-07,6.933695428512372e-07,3.8965937839318076e-07,2.763082073766689e-06,7.720498120349056e-07,4.3426150127314157e-07,3.698606616045941e-07,1.3944651229518668e-05
3700,4.580154004887707e-05,5.681068875568305e-07,2.938400231037341e-07,7.441851652423974e-07,4.156033279423569e-07,2.8226241031471476e-06,7.719193464712426e-07,4.4320237554630114e-07,3.8536946497970994e-07,1.432568366072625e-05
3800,4.6314983542763235e-05,5.580012995481912e-07,2.822065415460624e-07,7.590376467368687e-07,4.152423209474381e-07,2.989765532881489e-06,7.997976398510907e-07,4.7591286111899794e-07,3.83033949240414e-07,1.4658424017031028e-05
3900,4.539575468879885e-05,5.634213102502314e-07,2.7777520015585295e-07,7.491615105777454e-07,4.305224357737837e-07,3.0571039151825464e-06,8.578053131257898e-07,4.777303950643865e-07,3.9320568480192153e-07,1.4998079853548429e-05
4000,4.509882352428217e-05,5.557783733824132e-07,2.8410088507685923e-07,7.73029484807448e-07,4.161204395239194e-07,3.182601067327439e-06,8.610631290860992e-07,4.813490464212113e-07,4.1835827306268216e-07,1.5741551302834805e-05
4100,4.374074091019959e-05,5.538643031472542e-07,2.779884257897035e-07,8.218509560224543e-07,4.310790362301645e-07,3.170146154055249e-06,8.577363072984156e-07,4.952626610415774e-07,4.119601726663277e-07,1.6262669802592572e-05
4200,4.354900867322775e-05,5.56024046749527e-07,2.807621779766567e-07,7.98346563832812e-07,4.5411403462912446e-07,3.126439789115781e-06,8.939621723955546e-07,4.967948105471983e-07,4.327654587012822e-07,1.613415824000146e-05
4300,4.3540163913490216e-05,5.328873204981356e-07,2.756083158203879e-07,8.308204753629078e-07,4.69528633011403e-07,3.351285783081266e-06,9.174773338555678e-07,5.224780100130943e-07,4.1953319929327717e-07,1.6227134478591615e-05
4400,4.205213000298347e-05,5.264835274296314e-07,2.8448359067909947e-07,8.392359515512704e-07,4.505547700352492e-07,3.406434095775012e-06,9.515431525035698e-07,5.150271354711149e-07,4.274086276076266e-07,1.6601069102368798e-05
4500,4.2276748669626524e-05,5.338071666798731e-07,2.7985581043362445e-07,8.520996754496623e-07,4.7060813060047616e-07,3.4136585701192647e-06,9.28453137505835e-07,5.272515767594493e-07,4.5387688788852615e-07,1.662737601420513e-05
4600,4.203455388512514e-05,5.314295741665638e-07,2.7141666577299565e-07,8.926809745992151e-07,4.6556745632039216e-07,3.472854391873459e-06,9.624154151959215e-07,5.245588279952757e-07,4.5704749184325125e-07,1.7824164411983384e-05
4700,4.211095665190197e-05,5.287247517662866e-07,2.741354895040952e-07,8.919567842079132e-07,4.932900739553143e-07,3.5632476294000265e-06,9.479567163117588e-07,5.316817110489072e-07,4.695721844536819e-07,1.7463892564111328e-05
4800,4.1184103500680104e-05,5.232589240831505e-07,2.7347254061406413e-07,9.168484527142608e-07,4.966629784810237e-07,3.4595160053516737e-06,9.731087034167493e-07,5.559612891314213e-07,4.6786084072082386e-07,1.7650263045904535e-05
4900,4.05798507382479e-05,4.962992347681423e-07,2.631554051894931e-07,9.199921319197566e-07,5.197150182852e-07,3.6797450412190575e-06,1.018644396045386e-06,5.596839749214957e-07,4.754332104913411e-07,1.8814187247107898e-05
5000,3.97561668915643e-05,5.140580027072481e-07,2.603343765075974e-07,9.250765667978379e-07,5.059516997175657e-07,3.6980308459758277e-06,1.0155493205539179e-06,5.735311100058299e-07,4.861608353914635e-07,1.821342583067398e-05
