milliseconds,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15
1100,5.996199498364947e-05,7.539243190473844e-07,2.0678841702857353e-07,2.356402729363456e-07,1.2355047228840377e-07,9.297492182482382e-07,2.6460096906159104e-07,1.3901699982237863e-07,1.3702357806554045e-07,4.731688428250098e-06
1200,5.938439630301949e-05,7.336881443018878e-07,2.1912039633374e-07,2.7218109947945533e-07,1.5310458010704173e-07,9.978802680994559e-07,3.204251365489999e-07,1.5059161159626476e-07,1.3612079677119224e-07,4.834541951736962e-06
1300,5.8851065794760464e-05,7.284308546022253e-07,2.2641793316112624e-07,2.699217852508395e-07,1.4628370146717228e-07,1.2112970712750469e-06,3.0134722340532794e-07,1.675751788840099e-07,1.636340686575894e-07,5.196931782101561e-06
1400,5.8085583285070373e-05,7.153310736714341e-07,2.398283338087763e-07,3.2077073827708307e-07,1.573550518299634e-07,1.32732749234793e-06,3.64062994152988e-07,2.0173444700185514e-07,1.730919127060422e-07,5.1704611271557406e-06
1500,5.721655394710037e-05,7.091832983233266e-07,2.4525698071317915e-07,3.05000764240323e-07,1.9388822284655237e-07,1.3235436939486999e-06,3.3961740371229173e-07,1.976823935168784e-07,1.7260636828127928e-07,6.086675692806024e-06
1600,5.7217967370983934e-05,7.176120145465143e-07,2.4844159906410096e-07,3.38292207171806e-07,1.972143856644317e-07,1.4558373854863056e-06,3.7246004337896406e-07,2.02930658882573e-07,1.9166763600988926e-07,6.708721958044319e-06
1700,5.652824946686924e-05,7.12852344286294e-07,2.570142164781942e-07,3.717986169898035e-07,2.080291398441344e-07,1.411066040730735e-06,4.3515080760342944e-07,2.2973750214952973e-07,1.8067730129794617e-07,6.244387495349779e-06
1800,5.65750043230433e-05,7.066921493861975e-07,2.682512909565911e-07,3.889866104552079e-07,2.2295805125863783e-07,1.4758746931201702e-06,4.549919408680916e-07,2.4773587140284895e-07,2.1456718690802854e-07,7.049424135712266e-06
1900,5.5092725587261295e-05,6.872041975307275e-07,2.6416587863680127e-07,4.369105625117664e-07,2.3541281382935627e-07,1.548825944543214e-06,4.305723433216799e-07,2.429572802820316e-07,2.1188476473230984e-07,7.845705353514083e-06
2000,5.4904074649216714e-05,6.918012513226004e-07,2.7327115587350825e-07,4.3860243675272156e-07,2.2358895473173972e-07,1.7896351245756613e-06,4.4337859576820264e-07,2.625364864174582e-07,2.11833734269572e-07,7.593919928109398e-06
2100,5.43786945936738e-05,6.750352103342405e-07,2.812688999215753e-07,4.4498878795650466e-07,2.3452573751081584e-07,1.709694410170964e-06,4.989461866238385e-07,2.733647366329953e-07,2.3746990741458396e-07,8.46925008042034e-06
2200,5.33118451230522e-05,6.610051146346175e-07,2.8183690056997336e-07,4.7566873621642676e-07,2.693449177496218e-07,1.7777689436555917e-06,4.985546775563251e-07,2.9406611617208245e-07,2.385076960831315e-07,9.282954889673277e-06
2300,5.35457787453589e-05,6.554639803893623e-07,2.868002446207919e-07,4.964413952102181e-07,2.735374355454249e-07,1.8862434481595091e-06,5.213964941469721e-07,2.835700157954108e-07,2.5630334268463025e-07,8.800064143118038e-06
2400,5.2980430832516606e-05,6.509826182678485e-07,2.842179077422953e-07,5.283227613237334e-07,2.849248313916342e-07,2.0439438358353146e-06,5.431769263624606e-07,2.9925887511625987e-07,2.581834394404057e-07,1.0157195859764728e-05
2500,5.1685799976069495e-05,6.516728130137873e-07,2.9049146543008365e-07,5.319663598533025e-07,2.772834978356168e-07,2.026036348108357e-06,5.836821620138738e-07,3.3140650008713273e-07,2.6113341704588845e-07,1.0416653566393184e-05
2600,5.1725586003074845e-05,6.435441759626754e-07,2.927352205448993e-07,5.18938273505116e-07,2.858422334269465e-07,2.039737113245362e-06,5.925638547112311e-07,3.4698497016215025e-07,2.7397562166714413e-07,1.0067256074014209e-05
2700,5.121815233676048e-05,6.352972184233385e-07,2.9325322803036774e-07,5.48380896758678e-07,3.0355645430553913e-07,2.24959761255058e-06,5.949162047943637e-07,3.5079350009325803e-07,3.044512032385869e-07,1.0430558511484562e-05
2800,5.036860492110562e-05,6.281875820223739e-07,2.88862953113028e-07,5.65576209182901e-07,3.1335979435161734e-07,2.1840539588193943e-06,6.05998438672258e-07,3.623091647606856e-07,2.9510781668851467e-07,1.067199620156134e-05
2900,4.9667873800994076e-05,6.339762492908039e-07,2.9347891201072055e-07,5.951837578249659e-07,3.137836174474742e-07,2.438613881899458e-06,6.411296679883666e-07,3.7053742367991536e-07,3.0827902078532776e-07,1.198329374145705e-05
3000,4.9334449037490295e-05,6.249009845448746e-07,2.864081245896119e-07,6.286543826469648e-07,3.249911379737242e-07,2.454364207852449e-06,6.475686420518388e-07,3.712874527035668e-07,3.1350386870941153e-07,1.1863306807522335e-05
3100,4.933196076986271e-05,6.108140081433907e-07,2.953076760524373e-07,6.199181049828669e-07,3.3280204244043205e-07,2.382480664354041e-06,6.740447719918492e-07,3.896945406623126e-07,3.4181305828239e-07,1.2731790377268282e-05
3200,4.840400785256261e-05,5.914651763270309e-07,2.921844633175022e-07,6.28867784937129e-07,3.5807514951379655e-07,2.45337636143674e-06,7.163336486896308e-07,4.060815891178798e-07,3.4499952634295814e-07,1.2186703702934945e-05
3300,4.8350397054536435e-05,6.056606093545296e-07,2.962518312733907e-07,6.908000811671036e-07,3.5403027274329405e-07,2.670476981763378e-06,7.397463787644724e-07,4.251447110255119e-07,3.506988211084247e-07,1.3006374489805203e-05
3400,4.748625964407933e-05,5.875423176722163e-07,2.8426845584880277e-07,7.011747580546214e-07,3.719599615946595e-07,2.7961186394313263e-06,7.360176468100357e-07,4.2348377952684605e-07,3.6961804829027614e-07,1.398008543323386e-05
3500,4.711512306947378e-05,5.838128392739672e-07,2.9408064925237074e-07,7.006744493549835e-07,3.9077822443102137e-07,2.6910790975042182e-06,7.523091857433141e-07,4.177251915325971e-07,3.7571196716802366e-07,1.3864729610157159e-05
3600,4.638678165789576e-05,5.79188365118343e-07,2.9191059899279564e-07,7.305393765977546e-07,4.057370041950981e-07,2.8243446098497686e-06,7.655224892408255e-07,4.3167310663555544e-07,3.830369880589317e-07,1.3880451566268249e-05
3700,4.587700723797039e-05,5.791523589383552e-07,2.8540085289501733e-07,7.137244782036643e-07,3.9248928105433375e-07,2.9032059818082185e-06,8.110808341715127e-07,4.427830804845377e-07,3.7805319579191077e-07,1.495793161793391e-05
3800,4.62310161140303e-05,5.615220794144495e-07,2.928411396598593e-07,7.504020210586773e-07,4.1276080640150893e-07,3.04689698098842e-06,8.078460376442194e-07,4.74122271586071e-07,3.935393046095791e-07,1.4483362718092844e-05
3900,4.491194179668691e-05,5.60346423163064e-07,2.8419725913206596e-07,7.632272312265894e-07,4.061390422657075e-07,2.9807845188883515e-06,8.561944137993395e-07,4.821439632220433e-07,3.927772753811709e-07,1.5508643524005457e-05
4000,4.4228863978499066e-05,5.568225131505735e-07,2.7909376621452665e-07,7.768564346726225e-07,4.420605810001671e-07,3.1763521088248154e-06,8.812716024462e-07,4.688451300447715e-07,3.979712447778849e-07,1.5641897451711285e-05
4100,4.386303387425336e-05,5.53395237861286e-07,2.7999203930882863e-07,8.067787058634293e-07,4.276217410722899e-07,3.0383785274596684e-06,8.454694007310533e-07,4.941950562299054e-07,4.1291602487653076e-07,1.630287863150667e-05
4200,4.3642467087425974e-05,5.377818944556806e-07,2.828758766707922e-07,8.289561865390345e-07,4.3723087993884636e-07,3.1171864373425937e-06,9.058941079488241e-07,5.138429955114847e-07,4.345803358122129e-07,1.6735423116057343e-05
4300,4.2928464515117824e-05,5.404750800643369e-07,2.8073022759658894e-07,8.48182620803821e-07,4.576337742662808e-07,3.344494791174033e-06,9.051901520915037e-07,5.146772070927959e-07,4.3315036969735635e-07,1.6892828054606142e-05
4400,4.2251010696234764e-05,5.403281564611283e-07,2.7630720717230206e-07,8.623915679565786e-07,4.5748123700851917e-07,3.392122093824917e-06,9.486017358896946e-07,5.032921713653423e-07,4.480343889288163e-07,1.699667337251324e-05
4500,4.30763102043387e-05,5.181819974576096e-07,2.737865551573913e-07,8.700997388589254e-07,4.653476939189044e-07,3.335201804024935e-06,9.083933694479677e-07,5.297147422739229e-07,4.470440460314581e-07,1.6664990549363957e-05
4600,4.1531390232720885e-05,5.305322623055232e-07,2.755582336307623e-07,8.836618717899659e-07,4.8340324592161e-07,3.485409032293522e-06,9.498264507857117e-07,5.504341384785862e-07,4.494749306381048e-07,1.794912346386446e-05
4700,4.2043986216659536e-05,5.301322616894751e-07,2.743795853257744e-07,9.045723896263531e-07,5.008825707818642e-07,3.603797338451814e-06,9.627402322298356e-07,5.513326925497501e-07,4.705276168597195e-07,1.8291192485029782e-05
4800,4.089323878467776e-05,5.194668682195737e-07,2.629101870920373e-07,8.800264372146339e-07,4.972504135450856e-07,3.577885121342419e-06,9.728575290371642e-07,5.382518318120122e-07,4.821182004438806e-07,1.7565469731847676e-05
4900,4.055764201667048e-05,5.090080073527529e-07,2.6749010478253184e-07,9.113604573856962e-07,5.173067696363877e-07,3.5952973948861186e-06,1.0101179805693284e-06,5.797930088596171e-07,4.810723935293887e-07,1.8873580339213585e-05
5000,3.9746510866958175e-05,4.932314029810485e-07,2.6401696921310536e-07,9.165343275922082e-07,5.018721350490027e-07,3.776193773610703e-06,1.0452680601113697e-06,5.637417273118596e-07,4.982067479589288e-07,1.8218854663022304e-05
