milliseconds,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15
2100,5.4127857883436034e-05,6.634946119134562e-07,2.7541643055421263e-07,4.3293241581278023e-07,2.482124747207481e-07,1.8663056492184145e-06,5.020960426751309e-07,2.6737290119638e-07,2.2226750157228458e-07,8.809918577698579e-06
2200,5.304582593750393e-05,6.677380480934434e-07,2.7867733264244703e-07,4.765713946594018e-07,2.708234462662226e-07,1.7991206315218687e-06,5.342304980750702e-07,2.845857515520486e-07,2.428755992831393e-07,9.207360993621731e-06
2300,5.350764545743762e-05,6.689147702413117e-07,2.7965490300162126e-07,4.803350964694823e-07,2.6115340106324746e-07,1.8917655259715627e-06,5.60680984730962e-07,3.074917544888609e-07,2.617888234989341e-07,9.741162291620164e-06
2400,5.2798504741658535e-05,6.527394884357566e-07,2.8022288126725025e-07,5.251253496879284e-07,2.751672465361169e-07,2.01837927374113e-06,5.695342299130109e-07,2.9418737474183126e-07,2.723494668090375e-07,1.0136365827252181e-05
2500,5.119438504827373e-05,6.461775945134185e-07,2.8860090344622593e-07,5.07891314926249e-07,2.992839293327247e-07,2.1658985732066185e-06,5.995886814548733e-07,3.3087262581741447e-07,2.767261485438756e-07,1.0402035143107294e-05
2600,5.1353560610672096e-05,6.295541920875566e-07,2.905419540045306e-07,5.263669240282276e-07,3.1259683437622073e-07,2.046192545153233e-06,5.811427907402074e-07,3.2869387134095053e-07,2.6930677702645615e-07,1.0698487926830829e-05
2700,5.0224289533816145e-05,6.265599139944287e-07,2.9656537658647775e-07,5.4674775045957e-07,3.1987513512641645e-07,2.14815870080183e-06,6.025551270761771e-07,3.4721379022315033e-07,2.9979730281315685e-07,1.0791504886935198e-05
2800,5.106775596977721e-05,6.349231775447581e-07,2.8626459205201254e-07,6.049837979787266e-07,3.17643027850735e-07,2.2283611639585783e-06,6.469520578838419e-07,3.3959376108198334e-07,3.041378631756339e-07,1.1351744475355151e-05
2900,4.937895376377264e-05,6.334394091162729e-07,2.870081100497331e-07,6.228562111661618e-07,3.3958150587801723e-07,2.245826008572897e-06,6.581266763614759e-07,3.5553764734326837e-07,3.063254918557108e-07,1.1952806084708289e-05
3000,4.9982172315978045e-05,6.113102115034048e-07,2.943436975375693e-07,6.165250646413387e-07,3.4857221513225106e-07,2.4588199790156233e-06,6.820947936660346e-07,3.6879367980364746e-07,3.065917040663448e-07,1.1429929672100869e-05
3100,4.950085999912501e-05,5.978871065937611e-07,2.8690850366498644e-07,6.136052946475867e-07,3.539126797255356e-07,2.582266796094157e-06,6.8424118006044e-07,3.7141120471357067e-07,3.229395905236955e-07,1.2607097292698227e-05
3200,4.904861451348367e-05,5.954483283861167e-07,2.8753365475747907e-07,6.272543897211772e-07,3.6285681479511416e-07,2.641739306220941e-06,6.977876724477436e-07,4.0187931949319786e-07,3.3750939809362133e-07,1.264750767127258e-05
3300,4.813780437433751e-05,6.089716388356427e-07,2.9403615021890054e-07,6.746681716870569e-07,3.537768835662633e-07,2.67933790390047e-06,7.081568928699149e-07,4.248192922912598e-07,3.3787311913118617e-07,1.3524371573349534e-05
3400,4.70975229347746e-05,5.850508152533837e-07,2.881566494393794e-07,6.870717133324289e-07,3.6657674209239296e-07,2.7321374682952728e-06,7.316640586764706e-07,4.0361224374963023e-07,3.423597080103078e-07,1.3012787014512835e-05
3500,4.737045851116686e-05,5.921127907815631e-07,2.8400317639254263e-07,6.776722494621479e-07,3.9609832770663896e-07,2.7095610239809175e-06,7.60129113071385e-07,4.1382068611314977e-07,3.569041353478327e-07,1.4056739406867064e-05
3600,4.697148957874358e-05,5.778742551567745e-07,2.9604698493670994e-07,7.142785706492981e-07,3.8743647226930454e-07,2.9209509767468083e-06,7.733285146342585e-07,4.4555812404735306e-07,3.7130184887260914e-07,1.4399388262199225e-05
3700,4.610090745893779e-05,5.833643746246912e-07,2.845995283300464e-07,7.137523097732271e-07,4.181025085790779e-07,2.8781311232810637e-06,7.819868216849954e-07,4.569551986232835e-07,3.868752783787033e-07,1.47620009428671e-05
3800,4.585505033253631e-05,5.574981620158139e-07,2.83919008363205e-07,7.497449706707495e-07,4.16072061016815e-07,2.854922231327851e-06,8.393754131295546e-07,4.5986415280345926e-07,3.8299185551962943e-07,1.491581401125536e-05
3900,4.517924369359893e-05,5.691039170856913e-07,2.7826208636548847e-07,7.883501426675611e-07,4.0840603564310093e-07,3.095956932401354e-06,8.361326826845267e-07,4.598891811109493e-07,4.0456792303039113e-07,1.5264086627087924e-05
4000,4.463589469817758e-05,5.640588993689654e-07,2.78163880931041e-07,7.672540747344359e-07,4.3216172735513417e-07,3.094499909802506e-06,8.309564024553972e-07,4.965412133938327e-07,4.167400432832479e-07,1.5183826346076921e-05
4100,4.488387942855811e-05,5.424749527182064e-07,2.8490054863493335e-07,7.855961013824828e-07,4.488862759288526e-07,3.0357615635996504e-06,8.570652677045797e-07,4.7645103708261495e-07,4.204500458047025e-07,1.6437671537911533e-05
4200,4.425731516168163e-05,5.471284437936359e-07,2.7539430087948735e-07,7.939762246323992e-07,4.4871137432289055e-07,3.2576204259150262e-06,9.158187327931267e-07,5.028788156461385e-07,4.167442666370793e-07,1.669909860431192e-05
4300,4.260196916389945e-05,5.459340170732922e-07,2.852151620368517e-07,8.123268461544619e-07,4.4110250247196694e-07,3.3220198264747076e-06,9.322334414965738e-07,5.173932000209105e-07,4.2517437384236974e-07,1.6517662896131712e-05
4400,4.244911052193226e-05,5.33063915421368e-07,2.71716425628085e-07,8.411190380973277e-07,4.5187275310890246e-07,3.376521833036698e-06,9.470702148140391e-07,5.149134428970239e-07,4.3873867764971264e-07,1.6302177892918746e-05
4500,4.2383804924589056e-05,5.405643426132758e-07,2.7841607596136845e-07,8.447080940478545e-07,4.6792480442427497e-07,3.454764067502785e-06,9.474611051303919e-07,5.343492547695963e-07,4.4849170723567327e-07,1.664676284963358e-05
4600,4.1685655612569704e-05,5.128962331082938e-07,2.701126966759816e-07,8.464687346358566e-07,4.814902370154667e-07,3.537337242364236e-06,9.748603994186803e-07,5.273255848290421e-07,4.465304576458872e-07,1.7758958641945348e-05
4700,4.187791483697262e-05,5.100006901224217e-07,2.7113028790901474e-07,8.962715978578894e-07,4.775127757252153e-07,3.544542125167379e-06,9.612166357523013e-07,5.463914967644393e-07,4.719689711511777e-07,1.781139792047249e-05
4800,4.129684771199949e-05,5.231229082293516e-07,2.624443076602399e-07,9.01453222417706e-07,4.924852121037971e-07,3.5102954389031136e-06,9.583317515098722e-07,5.427144204639308e-07,4.5739787515075257e-07,1.7758398487273908e-05
4900,4.1097513428198824e-05,5.046728182388188e-07,2.6121369990694387e-07,9.302501791067457e-07,5.095995529044252e-07,3.5335189737888242e-06,1.0190053710368434e-06,5.624693510277145e-07,4.707605709604834e-07,1.7923249921088918e-05
5000,4.0015513399102476e-05,4.900036029479587e-07,2.6073251866850975e-07,9.435628169597346e-07,5.07715285875041e-07,3.5976887063997028e-06,1.029518806941098e-06,5.819773806438457e-07,4.951029909039456e-07,1.8882679639629985e-05
