milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
3100,13582630900648.395,95301444231598.05,161099905376220.2,82846810635.91708,501490831418.51935,802199886855.6085,37445125107542.51,122440484513800.95,280686919124895.72,269544529995.48758,760245945822.1954,1718335503000.4204,45033146889575.78,48744657107.84943,69185921285.92546,45033146889575.78,48744657107.84943,69185921285.92546,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,13530476029218.87,95157711215326.47,164863965870145.66,85905785901.41357,522849719472.71387,857498640871.5157,37393811779398.41,122855143403952.23,290780915269891.0,278412749566.31604,790828026236.3182,1844911679959.5269,47325311150802.375,51384642213.458534,75329699299.56435,47325311150802.375,51384642213.458534,75329699299.56435,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3300,13482802069339.746,95033898365329.52,168596824232181.53,88967524507.12825,544368504591.325,914554350643.0515,37339674213194.52,123228649632749.77,300738454011961.56,287240241504.1209,821463888758.6729,1975397497887.1372,49650434784002.83,54067474500.46119,81799654030.8438,49650434784002.83,54067474500.46119,81799654030.8438,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3400,13438898150036.434,94927585911055.78,172298345411480.1,92030205662.06859,566033605494.0616,973337397858.8694,37283293541931.11,123567314506925.17,310561767529307.25,296028643527.9068,852161799162.6202,2109731317029.224,52006845086478.875,56791067052.08303,88600864367.26402,52006845086478.875,56791067052.08303,88600864367.26402,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,13398169822209.992,94836621601755.81,175968260013370.5,95092263354.6182,587832554810.9752,1033817584323.9962,37225154235779.445,123876516155291.83,320253267043780.25,304779469172.60675,882929129627.5146,2247852775723.412,54392917991355.234,59553391314.07904,95738155011.51183,54392917991355.234,59553391314.07904,95738155011.51183,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13360122069657.645,94759092357917.25,179606211639193.2,98152356280.91646,609753938638.2328,1095964374049.1338,37165658253360.875,124160825502498.73,329815478889957.3,313494118736.4028,913772371032.635,2389702630340.664,56807077058826.96,62352476219.86188,103216103785.06645,56807077058826.96,62352476219.86188,103216103785.06645,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,13324344110494.629,94693298220461.6,183211796585198.84,101209340351.73973,631787334185.5195,1159747102186.716,37105137697752.31,124424119709984.08,339250990361915.1,322173889536.0979,944697155740.8312,2535222616487.81,59247792447606.93,65186407301.76248,111039048793.63776,59247792447606.93,65186407301.76248,111039048793.63776,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3800,13290494022427.73,94637738927773.52,186784597866018.72,104262245507.16081,653923255300.1797,1225135145208.9043,37043867738758.63,124669680638254.39,348562398087578.5,330819982241.454,975708265692.7365,2684355351701.513,61713580014850.31,68053326006.92639,119211095328.36115,61713580014850.31,68053326006.92639,119211095328.36115,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3900,13258287311537.723,94591095134818.72,190324207818218.62,107310254545.86243,676153087494.5068,1292098056116.7468,36982076144986.22,124900278852812.56,357752274897606.94,339433508890.6444,1006809674579.0518,2837044245940.1133,64203000273788.25,70951428666.32616,127736122703.88326,64203000273788.25,70951428666.32616,127736122703.88326,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,13227488279965.48,94552210846648.47,193830241656215.03,110352685344.20906,698469022899.0825,1360605659445.0781,36919950455851.4,125118241063508.4,366823149569705.9,348015500429.3199,1038004602419.0773,2993233434732.6445,66714657313316.02,73878965331.97667,136617790876.24884,66714657313316.02,73878965331.97667,136617790876.24884,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,13197898513184.398,94520077555307.55,197302359328833.8,113388970687.91982,720863998379.6597,1430628178151.272,36857647609653.414,125325530894393.86,375777473644702.6,356566913790.4118,1069295552291.494,3152867699192.6055,69247197789666.1,76834238809.96771,145859547203.7731,69247197789666.1,76834238809.96771,145859547203.7731,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4200,13169354648791.703,94493814836023.64,200740261132817.78,116418646660.06102,743331628592.7218,1502136254005.7769,36795295675034.516,125523784270007.88,384617628896289.6,365088639738.4103,1100684396635.7979,3315892433445.2964,71799309721916.5,79815603122.70274,155464632623.142,71799309721916.5,79815603122.70274,155464632623.142,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4300,13141716001981.947,94472653170876.7,204143712869970.1,119441331100.9137,765866143684.9666,1575101090038.8425,36733004197001.69,125714396472002.44,393345889880507.1,373581510383.95337,1132172410982.1414,3482253554404.9937,74369721486782.62,82821462572.1849,165436088494.47012,74369721486782.62,82821462572.1849,165436088494.47012,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4400,13114866143084.256,94455923339903.08,207512528268411.94,122456719458.06262,788462333663.0658,1649494398725.2437,36670862781890.7,125898526032740.2,401964448061351.94,382046303958.5995,1163760358989.2654,3651897520392.929,76957200668019.3,85850270190.0682,175776762152.29044,76957200668019.3,85850270190.0682,175776762152.29044,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4500,13088707967850.883,94443038257696.42,210846571839819.9,125464570728.67258,811115482306.9264,1725288451961.5537,36608945126763.84,126077143043715.55,410475407811154.7,390483752392.87305,1195448565204.1023,3824771285973.019,79560552907176.05,88900526359.84633,186489313266.55286,79560552907176.05,88900526359.84633,186489313266.55286,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4600,13063158501024.58,94433488303220.34,214145764330033.0,128464698901.86494,833821332136.1013,1802456106464.605,36547313396487.18,126251062056952.5,418880775998704.56,398894544073.9714,1227236938374.5076,4000822290970.693,82178620999304.44,91970777839.39474,197576219409.69196,82178620999304.44,91970777839.39474,197576219409.69196,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,13038153004682.232,94426828315845.16,217410057417584.0,131456970484.70801,856576023135.7123,1880970724793.9094,36486014642804.125,126420935378374.06,427182498147829.06,407279329370.0477,1259125076558.387,4179998489020.5137,84810283657844.39,95059615998.3692,209039781562.93155,84810283657844.39,95059615998.3692,209039781562.93155,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,13013634438858.953,94422670874476.95,220639458988007.62,134441289880.8306,879376065242.139,1960806282368.8643,36425089687769.266,126587317326006.17,435382420705436.44,415638724010.38654,1291112255904.0952,4362248290442.052,87454454728112.44,98165676155.38054,220882129889.56674,87454454728112.44,98165676155.38054,220882129889.56674,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4900,12989558547585.637,94420681454512.48,223834006310510.9,137417601487.2658,902218296438.8964,2041937259563.2954,36364568787959.21,126750642093712.72,443482328068920.06,423973311627.6348,1323197510075.8784,4547520618578.782,90110082084401.58,101287635995.6703,233105228662.32617,90110082084401.58,101287635995.6703,233105228662.32617,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,12965886689639.463,94420567343437.31,226993781653010.12,140385876896.30743,925099846872.4135,2124338720662.4395,36304477621998.484,126911275413751.27,451483920463302.06,432283648486.40625,1355379647357.444,4735764857667.617,92776146743110.7,104424214641.35068,245710881878.83493,92776146743110.7,104424214641.35068,245710881878.83493,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
