milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
1600,0.2329697127428871,0.004817413005022851,0.02358190853546665,0.26693259865931734,0.005521447590358325,0.027078308544599347,0.09673063618507034,0.34236797455373313,0.4999023114022044
1700,0.22716314854744507,0.00469705741266134,0.02298551522567323,0.2590904359697619,0.0053588203959831215,0.02627067149393805,0.09371578395000388,0.3607185668209879,0.48625358451720696
1800,0.22168644200933654,0.004583528841345288,0.022422675323016936,0.25171861222248537,0.005205956803052434,0.02551182039421182,0.09088555866828456,0.3779854055547204,0.4734050542318219
1900,0.21652550467431342,0.004476539517574194,0.02189206902627698,0.24478471424457293,0.005062179545907117,0.024798245175895794,0.08822684577781728,0.3942339018540948,0.46131021891888635
2000,0.21166492559304048,0.004375772980594608,0.021392209001126167,0.23826051602399106,0.004926900334096141,0.024126935873779544,0.08572771034460291,0.4095250296652213,0.4499254416170315
2100,0.2070888340629361,0.004280902223932241,0.020921531483750727,0.2321207471806751,0.004799593506470176,0.023495231355307993,0.0833773907072168,0.42391576929616315,0.4392095812436112
2200,0.20278141123864216,0.0041916004826109765,0.02047845133560405,0.22634231821180878,0.004679779466025832,0.02290072427841666,0.08116625784751788,0.43745945695582594,0.42912372945045096
2300,0.1987272442140928,0.004107548813606003,0.02006140494511281,0.2209038319517444,0.004567014194531625,0.02234119919796892,0.07908565658644803,0.4502060999129475,0.41963107616583717
2400,0.1949115801600661,0.004028441639171946,0.01966888532812441,0.2157852767580927,0.004460882627831893,0.021814591733197816,0.07712767481458252,0.4622026667553844,0.4106968569181588
2500,0.19132046594695054,0.003953989794234265,0.019299461267300474,0.21096779219551356,0.004360993631658437,0.021318958759951722,0.07528501031991676,0.4734933279009258,0.4022882581424641
2600,0.1879407373443055,0.0038839204392694606,0.01895178174578309,0.20643365468711503,0.004266979675349567,0.020852475197302715,0.07355080576750427,0.48411964495982196,0.39437439203142055
2700,0.18475995382074611,0.0038179757059780836,0.018624569287151834,0.20216623607987064,0.0041784959878552845,0.020413430190807935,0.0719186211805281,0.4941207175635137,0.3869261899006168
2800,0.1817663718574365,0.0037559121252896993,0.018316616220939747,0.19814989904627078,0.00409521837107407,0.020000215975590017,0.07038243770519205,0.5035333285146589,0.3799162709037073
2900,0.17894893940672388,0.0036975005337203577,0.01802678467920502,0.19436990142583907,0.004016841183976664,0.01961131697657286,0.06893662439549475,0.5123920912149191,0.37331884083256295
3000,0.17629727730420286,0.0036425257224289307,0.017754005966694335,0.1908123375979721,0.003943076109067955,0.0192453030387838,0.06757588639878197,0.5207295876785198,0.367109614902175
3100,0.17380163830142983,0.0035907856047422315,0.017497277101546253,0.1874641050505059,0.0038736514624669403,0.018900825966277682,0.06629522563598912,0.5285764906934938,0.36126574335193573
3200,0.17145285353376138,0.003542090099915603,0.01725565519781465,0.18431287707938204,0.0038083116432929354,0.018576617192181708,0.06508992362068389,0.5359616714494195,0.3557657306131434
3300,0.16924228442934508,0.0034962601227667618,0.017028252073534453,0.18134706680702228,0.003746816399444242,0.01827148450073034,0.06395553413867407,0.5429123013449345,0.35058935123636736
3400,0.16716178722519995,0.0034531268288047665,0.016814229808439978,0.1785557754227188,0.0036889397571053108,0.017984306908589844,0.06288788717233489,0.5494539466932583,0.34571756264791875
3500,0.16520370210869814,0.003412531402665266,0.016612800033061915,0.17592873477988688,0.003634468814093689,0.01771402820451969,0.061883064801830916,0.5556106696716953,0.341132436888585
3600,0.16336082773455052,0.0033743245420761983,0.016423221817114936,0.1734562769121217,0.003583203106372739,0.017459653690574648,0.060937374041235524,0.5614051179724056,0.33681710464667225
3700,0.16162638786674105,0.003338365763194936,0.016244798169102608,0.17112930596919673,0.003534954032087171,0.017220247482818054,0.0600473343676377,0.5668586061656736,0.3327556938359378
3800,0.15999400898962554,0.0033045229345058514,0.01607687361657688,0.16893925668561954,0.0034895439871855593,0.01699492816021092,0.059209667752961874,0.5719911976897657,0.32893326567524506
3900,0.15845768822508605,0.003272671608218444,0.015918830821458382,0.16687806797824084,0.0034468058239728234,0.016782866240635817,0.05842128728405127,0.5768217818347883,0.3253357562033269
4000,0.15701177260946533,0.0032426945839368285,0.01577008821064822,0.1649381652214991,0.0034065824881946392,0.01658328253224209,0.05767929497482446,0.5813681191956414,0.3219499378309644
4100,0.15565093956253082,0.0032144815143506293,0.015630098290072638,0.1631124021074429,0.0033687258011704927,0.01639544173201584,0.05698095734178963,0.5856469534670792,0.3187633416699737
4200,0.15437018125235286,0.003187928572325289,0.015498345785157448,0.1613940707239183,0.0033330966804438608,0.016218653851132598,0.056323709565815505,0.5896740133853065,0.3157642519762711
4300,0.15316477945368692,0.0031629379342491062,0.015374345173869567,0.1597768479067292,0.0032995640201339644,0.01605226845937527,0.05570513597547172,0.5934641208929368,0.3129416273604161
4400,0.15203030237641,0.003139417719814565,0.015257640568570225,0.15825478617847258,0.0032680045003677036,0.01589567363984632,0.05512296166127455,0.5970312131716966,0.31028508855488257
4500,0.15096257659772122,0.003117281404121207,0.015147802620268528,0.15682228633269624,0.0032383020233247867,0.015748293335691287,0.054575045706115335,0.600388411796514,0.30778486293041746
4600,0.14995767737968005,0.0030964476216438753,0.01504442768609038,0.15547407631479462,0.003210347271773237,0.015609585045032896,0.05405937021228638,0.6035480682851513,0.3054317536944747
4700,0.14901191142261355,0.0030768397986252146,0.014947135714009683,0.15420520781499747,0.003184037646791729,0.015479039774048473,0.05357404441893724,0.6065217832264294,0.303217119237611
4800,0.14812179934880976,0.0030583858050471546,0.014855568955196264,0.15301100332387424,0.0031592761574695495,0.015356176135167862,0.05311727621091021,0.6093205138799778,0.301132802672684
4900,0.14728406824434143,0.003041017787580455,0.014769390771784074,0.15188706958511272,0.003135971709893373,0.01524054209819719,0.052687384269032356,0.6119545553505112,0.29917113782945415
5000,0.1464956415292177,0.0030246719566303926,0.014688284492022696,0.15082928889278283,0.003114038928865864,0.015131714175891564,0.05228279661026043,0.6144335632307815,0.29732493042200053
