milliseconds,species_1,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15
1100,6.0297845495129315e-05,7.437895702038547e-07,2.1433397968368677e-07,2.598755940978556e-07,1.4201297101588146e-07,9.665899298176091e-07,2.754180876296101e-07,1.5169846211447655e-07,1.2649558766574908e-07,4.4830715921197745e-06
1200,5.9110990711681754e-05,7.436878013175504e-07,2.2270938958449902e-07,2.77260029288786e-07,1.4310943661073543e-07,1.048792094733759e-06,3.0791205789540775e-07,1.7168327567336955e-07,1.389129574305354e-07,4.388136617370442e-06
1300,5.8438514048438146e-05,7.341688808656901e-07,2.3282225710649933e-07,2.8299013330782763e-07,1.5239329641410633e-07,1.096563098964947e-06,3.069885759898448e-07,1.7060740876375408e-07,1.4986375294180196e-07,5.016031806186691e-06
1400,5.772929975723158e-05,7.241565106651288e-07,2.4423493522028735e-07,3.0795785498354947e-07,1.7731842850210275e-07,1.2538071461404618e-06,3.512920460004888e-07,1.8922097838243585e-07,1.661782747587566e-07,5.377584002202134e-06
1500,5.7344004849020056e-05,7.218586341736229e-07,2.4880967999417286e-07,3.1902506017135725e-07,1.885240479954823e-07,1.3482060204879006e-06,3.510698446888856e-07,2.0508170919321993e-07,1.6757092714195673e-07,6.034538040939818e-06
1600,5.691937638319474e-05,7.099814988455811e-07,2.541880197027291e-07,3.464530758541874e-07,1.9421668836606417e-07,1.3777111014250844e-06,3.771173608859733e-07,2.151970402104474e-07,1.8682519725713645e-07,6.41060925605527e-06
1700,5.674876612469415e-05,7.024870278143602e-07,2.61919359281092e-07,3.631724062869418e-07,1.9873708804751766e-07,1.5072641340120483e-06,4.1090754793812966e-07,2.2298865205244086e-07,1.898381321140015e-07,6.805998320896711e-06
1800,5.5741756056158036e-05,6.958217726606533e-07,2.685676072855064e-07,3.898314186270905e-07,2.1985361802600854e-07,1.529753265614291e-06,4.2397783806697575e-07,2.3932338362375797e-07,2.044054691678094e-07,7.456671738160172e-06
1900,5.535752350034744e-05,6.88043256752742e-07,2.716321708482991e-07,4.0847774248896113e-07,2.2824331645286677e-07,1.655558440061481e-06,4.553059594421219e-07,2.604236221936722e-07,2.172474137784485e-07,7.872983398222304e-06
2000,5.443582407329398e-05,6.843972129022393e-07,2.733419283462515e-07,4.419052931366647e-07,2.3699063297119688e-07,1.7279901153265139e-06,4.6094029092853545e-07,2.5618975138314886e-07,2.187318260004752e-07,7.868129563740684e-06
2100,5.434787241466817e-05,6.703906338327407e-07,2.777368744942498e-07,4.352583150380286e-07,2.4178834162078416e-07,1.7659659213580648e-06,4.794757433793122e-07,2.7709513937918e-07,2.2677339958728824e-07,8.652046053003588e-06
2200,5.367916097348305e-05,6.667670688553883e-07,2.788791160750993e-07,4.761242056232845e-07,2.527267123321917e-07,1.866260125242298e-06,5.191966246566718e-07,2.8126786124611617e-07,2.4342308262888083e-07,9.02977790348498e-06
2300,5.264777224008084e-05,6.548995907550794e-07,2.871690932897583e-07,4.859675966781198e-07,2.727265375885038e-07,1.953360806265791e-06,5.238937762795409e-07,2.954502345966257e-07,2.4786459460312826e-07,9.445900919319519e-06
2400,5.235655551246602e-05,6.586034079824577e-07,2.836299418664721e-07,5.054268492432727e-07,2.833340955526819e-07,1.9912648143007496e-06,5.577992454785283e-07,3.177143821052153e-07,2.6604809739313675e-07,9.846259690866825e-06
2500,5.22803193016753e-05,6.484126973055255e-07,2.8815813533940506e-07,5.320819887568098e-07,2.900058301104456e-07,2.059140382066212e-06,5.64173778664464e-07,3.2025765766683045e-07,2.7771146193087557e-07,9.876047219393851e-06
2600,5.1133301623654594e-05,6.37672175890745e-07,2.86954787242303e-07,5.527271584440469e-07,3.0227120865707703e-07,2.150844593037141e-06,5.843208453167317e-07,3.300412125358783e-07,2.7774851819778117e-07,1.0438273686993679e-05
2700,5.075967833731234e-05,6.349952800483066e-07,2.8894706972158696e-07,5.661472553181806e-07,3.048820311192126e-07,2.228652669296834e-06,6.20354291713428e-07,3.4593935504220927e-07,2.89471569931762e-07,1.080368641952235e-05
2800,5.025561176996498e-05,6.278313187965028e-07,2.92005544500207e-07,5.693761764323821e-07,3.2535026124886864e-07,2.2294414254491985e-06,6.197224238858896e-07,3.4818726809225977e-07,2.9630678654706425e-07,1.1082356955862326e-05
2900,5.024696193644356e-05,6.175993494027734e-07,2.9248693194473e-07,5.955859643880026e-07,3.221597375076971e-07,2.3120309508497086e-06,6.635432105636503e-07,3.746114648692052e-07,3.103418071933476e-07,1.1375871482367806e-05
3000,4.962419450453925e-05,6.107709280932192e-07,2.952689554755504e-07,6.212523068084489e-07,3.440680163022201e-07,2.3736098212150608e-06,6.753094568123884e-07,3.7507747119875234e-07,3.2257239006263994e-07,1.1782491457180956e-05
3100,4.864593833470794e-05,6.126278606909584e-07,2.9215639251476514e-07,6.272089166410214e-07,3.4837405331169883e-07,2.464557506723691e-06,6.973251137633553e-07,3.845508072731384e-07,3.352961039666869e-07,1.2370894596283252e-05
3200,4.83607653773193e-05,6.060438278870849e-07,2.8877628488815517e-07,6.526300467124067e-07,3.5327778587723206e-07,2.52638846634818e-06,7.178237079305163e-07,4.009168890690739e-07,3.4317169999763677e-07,1.2804335918304242e-05
3300,4.7572915234810334e-05,5.96080621551089e-07,2.8788896183103727e-07,6.661329744616705e-07,3.671068327701404e-07,2.634850539090872e-06,7.217554656734014e-07,4.110939763992845e-07,3.4958962578830075e-07,1.3192836205959446e-05
3400,4.734656112013129e-05,5.960796194002167e-07,2.871144878840953e-07,6.714677916527852e-07,3.7608119111056305e-07,2.719839115316635e-06,7.602696690376279e-07,4.166699398629635e-07,3.5860571670895274e-07,1.3151361955430172e-05
3500,4.68698231220193e-05,5.795592044156279e-07,2.8792119751356296e-07,7.08013278315088e-07,3.87035876092847e-07,2.7635472232276187e-06,7.526410670300362e-07,4.3518186999328437e-07,3.631166306884101e-07,1.3731652552637098e-05
3600,4.6213584841219927e-05,5.736987152441142e-07,2.923287063067458e-07,7.019783581865777e-07,3.875519359379986e-07,2.8613918512873115e-06,7.935761969047849e-07,4.407993147773223e-07,3.6671209638732716e-07,1.4387931089352004e-05
3700,4.576955314641969e-05,5.685874217394656e-07,2.859071627265821e-07,7.2398917089932e-07,4.1059204663905077e-07,2.938795911238088e-06,7.930835725840285e-07,4.4748263407037664e-07,3.80803377295001e-07,1.4265845751147914e-05
3800,4.563694194147314e-05,5.647464238577162e-07,2.868258798478408e-07,7.464643182889211e-07,4.156738385302356e-07,2.9625773055682676e-06,8.069476713417979e-07,4.666391800992374e-07,3.8710555756854176e-07,1.507070691384268e-05
3900,4.4807556672102863e-05,5.663033565856363e-07,2.880808796679109e-07,7.610817358054798e-07,4.1607138867842717e-07,2.9668994448789767e-06,8.38871363444271e-07,4.729016866677323e-07,3.9444707345052233e-07,1.4964538392386472e-05
4000,4.501350759800291e-05,5.597033988990323e-07,2.8615363991522717e-07,7.733782471181297e-07,4.312412768216167e-07,3.115417757295677e-06,8.559383954861175e-07,4.803073067112158e-07,4.0478495635375434e-07,1.5568276659257394e-05
4100,4.451751064483858e-05,5.55459150569004e-07,2.8474480290298344e-07,7.995423849298928e-07,4.340949590472182e-07,3.101484838342568e-06,8.831678546659869e-07,4.943342493875912e-07,4.20143866308085e-07,1.6087223845599537e-05
4200,4.365235659842573e-05,5.446018389041167e-07,2.8028620373290094e-07,8.100386723772624e-07,4.4274305561207095e-07,3.199065623520422e-06,8.931866088482572e-07,4.926328244742553e-07,4.2806731587316936e-07,1.6408711411715503e-05
4300,4.34270802359872e-05,5.429694687806054e-07,2.816518819637848e-07,8.365997259390458e-07,4.538615362367907e-07,3.21068123150193e-06,9.110614820940437e-07,5.112981408291734e-07,4.2960187823812385e-07,1.655947054565944e-05
4400,4.306440114961395e-05,5.400366366416068e-07,2.802237434178587e-07,8.517393021259101e-07,4.579448975758071e-07,3.370539953268032e-06,9.350609072712727e-07,5.259388459066201e-07,4.355399058116779e-07,1.6968669275103448e-05
4500,4.243668083432339e-05,5.251923287467576e-07,2.754654457817688e-07,8.658586467178289e-07,4.795150843533433e-07,3.4258001714108844e-06,9.280244274464316e-07,5.191145511467994e-07,4.4353935421700534e-07,1.6950447443892425e-05
4600,4.2156212265733915e-05,5.238869634560613e-07,2.758210264575701e-07,8.73684551503573e-07,4.804228473582928e-07,3.397835959075494e-06,9.553629209007096e-07,5.439580817189227e-07,4.593849006891649e-07,1.767921430875619e-05
4700,4.150464957313566e-05,5.186754300665403e-07,2.6910145070273216e-07,8.764768768708148e-07,4.837356675986137e-07,3.4976042688121877e-06,9.67567761746011e-07,5.488440040487959e-07,4.5706608336318235e-07,1.8038161906748346e-05
4800,4.124876474700956e-05,5.075795049595259e-07,2.690863547885237e-07,9.038325915789769e-07,4.95178699414822e-07,3.5796702311720687e-06,9.759843412606309e-07,5.524112043375981e-07,4.652647635811938e-07,1.8289907896833933e-05
4900,4.040423827012128e-05,5.10154179297138e-07,2.675350073762914e-07,9.051223976525433e-07,5.122477809428409e-07,3.632477413311713e-06,9.934624956192922e-07,5.704937498072007e-07,4.803595208821241e-07,1.8235549764107218e-05
5000,4.068619060652601e-05,4.976331792856822e-07,2.690659619331959e-07,9.249184682009646e-07,5.175973270226847e-07,3.7136034751506998e-06,1.0266718464622434e-06,5.674343507588392e-07,4.862003099459871e-07,1.885338453720685e-05
