miliseconds,PCdk2_CycE,Cdk2_CycE,Wee1_a,Cdk2_CycErem,PCdk2_CycErem,Deg_a,Xic,Xic_Cdk2_CycE,Xic_PCdk2_CycE,Xic_Cdk2_CycErem,Xic_PCdk2_CycErem,Xicrem,Kin_a
2700,0.41225800697058995,0.060962631864798555,0.05419062581636008,7.90767706633427e-05,0.0009460218941381636,0.0,2.4914364823715305,0.0651941826428314,0.45399509446070685,8.765419569550865e-05,0.0010104094057998214,0.0,0.9048565466070829
2800,0.4002979526265232,0.06300529623886253,0.04560769565409882,8.205205808676473e-05,0.0009581382661217388,0.0,2.475735116455094,0.06877655466926358,0.4639437141784409,8.735584182477802e-05,0.001016349462131195,0.0,0.9063793783716552
2900,0.3927816445327316,0.06597904795255119,-0.003202626374834514,8.905524338672881e-05,0.0009618606409892948,0.0,2.468801255285941,0.07649118747763894,0.46937103910619676,0.00010217067276628233,0.0010827628080144044,0.0,0.9235677229518854
3000,0.3879039111922153,0.06798273514651604,0.006959568387486144,9.08543414729257e-05,0.0009767008102659447,0.0,2.444545055683624,0.0833462314140886,0.4715360500734385,0.00010678874854154317,0.0011626448598723608,0.0,0.9335784056335658
3100,0.3589842402542055,0.07002783569037431,0.02453659779518534,9.240691796540091e-05,0.0009916264394735606,0.0,2.4276854058054522,0.09253960012812089,0.47528664940865095,0.00012331462771631043,0.0011935896061842667,0.0,0.9342124154333344
3200,0.3629272665582377,0.07092268756272316,0.019734595772600526,9.75801280239924e-05,0.0009794851997469173,0.0,2.417892218367065,0.09759683227753185,0.47188719995698103,0.00012490299768061215,0.0013088442285433763,0.0,0.9486979681506564
3300,0.34035937861962073,0.07314814424359033,0.0238362310454118,0.00010245871442434855,0.0009938960881215781,0.0,2.41966403123126,0.105270952197888,0.4837451910504564,0.0001408924843399604,0.0013579666221977759,0.0,0.9546878524863833
3400,0.33106838448136455,0.07440189289070212,0.028487907157719088,0.00010339674065114969,0.0009870162049939485,0.0,2.3994684642034985,0.1089522038566059,0.4873024483763421,0.00014391597005883628,0.001414418446867297,0.0,0.9620843322971734
3500,0.330316155270994,0.07599960673623775,0.02519898144827147,0.00010686642432726628,0.0009864760421156619,0.0,2.398055212879523,0.11818231878900588,0.4793375216125802,0.00016107750345139622,0.0014890633193926262,0.0,0.965741355878307
3600,0.3065352281724173,0.07757748091680294,0.013280060904296134,0.00010917494763616157,0.0009998606074840873,0.0,2.383024133044459,0.12294524314099961,0.48412645523833786,0.0001648015093956852,0.0014971200720346723,0.0,0.9832056571336724
3700,0.2917111132718127,0.07808187463474818,0.0025676710562199632,0.00011638284087721498,0.0009888817282514598,0.0,2.3829611127430574,0.12758934683831638,0.49007934651670654,0.00018456469454773743,0.0016100046082887557,0.0,0.9861902926780469
3800,0.28817562094875615,0.07883194872286484,0.0003838345318613219,0.00011783276613535048,0.0009876589013661473,0.0,2.37276827224384,0.13643441017403052,0.498281804933804,0.0002008000174556424,0.0016773639023429912,0.0,0.9894336041655084
3900,0.2707676531259487,0.07987175692683061,0.02609557204023242,0.00012310066253717238,0.0010008912134930022,0.0,2.354784105427684,0.1380364418827602,0.49057501123018976,0.0002080471596807755,0.0017095919904536931,0.0,0.9913481451829981
4000,0.2703438692333862,0.08116693563243554,0.0050964984687348214,0.0001255444722404914,0.0010122910210116245,0.0,2.3503635568061703,0.15074932734394986,0.4943045622143689,0.00022512177966154504,0.00179416447407615,0.0,0.9868189997286132
4100,0.2583790503249953,0.08127540968199075,0.027927531060011904,0.00012802518553260377,0.000988820211853969,0.0,2.3448940401871172,0.15627186999773762,0.4927362346532871,0.0002401902977478935,0.0018387458663078123,0.0,0.9895425257379319
4200,0.24735675159690101,0.08184843505178097,-0.0025668883568986424,0.00013239756861601964,0.0010012786783143114,0.0,2.339774147555294,0.15815439736430226,0.4999700251048388,0.00025044809934032705,0.0018830976137289978,0.0,0.9972388886404348
4300,0.2540149234181584,0.08202329520909389,0.001284078094518427,0.00013757260047876388,0.0009968313081026772,0.0,2.330500418302602,0.16454518559150821,0.49820607153464064,0.00026894366689195534,0.0019364630180698286,0.0,0.9957078379718595
4400,0.2434047591100812,0.08230963079497959,-0.005735921970645208,0.00014134165710864502,0.0010023645236773508,0.0,2.3120670923771796,0.17638482613339654,0.5011857720910562,0.0002794021641684316,0.0019925069055862143,0.0,1.0009561224767607
4500,0.23222150069573821,0.08267479449853651,0.020276033050997164,0.00014090002369398198,0.0010020642233759464,0.0,2.3108585131884927,0.1815011057021637,0.49892149587553,0.00030287017626305163,0.00209577580154412,0.0,0.995400018542564
4600,0.21481143946149533,0.08309052406682534,0.026868561526816187,0.00014567414443154394,0.000993363874281084,0.0,2.298692346236622,0.1855032737588064,0.501894838255169,0.00032118951320395746,0.0021116432556887656,0.0,0.9953097037683099
4700,0.21897932020845354,0.08353499367515112,-0.0030952970065076836,0.000150776186034586,0.0009760826532217194,0.0,2.2953051864531844,0.19221952215423982,0.4974984880876924,0.00033908656422162027,0.0021702568721063196,0.0,0.9891795550943068
4800,0.2185800410842797,0.08324571876802886,0.021704336590178418,0.00015362541169993644,0.0009706013225005039,0.0,2.289116756107268,0.20144357698557921,0.4991718890424663,0.000351992687661783,0.0022279810746560487,0.0,0.9980807768398293
4900,0.19248032481712388,0.08358638673363902,0.025585190869256116,0.00015499332732695308,0.0009794602267725915,0.0,2.289502133071949,0.21020203146924607,0.5066690947793953,0.0003711667919188716,0.0022773284384059217,0.0,0.9923307324375668
5000,0.19563440862857664,0.08370906282776698,0.002445881478170867,0.00016192601658214582,0.0009778653453834099,0.0,2.2748397160933953,0.21635719493819203,0.503817128685806,0.00039216682000553266,0.0023663235036386456,0.0,0.9987988884216337
