milliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
1500,282670.338136694,5999.92402791914,0.4758923504271539,0.0008443563252011892,17863.453340721255,-1.3917925815787606e-10,-1.3340865626591583e-07,5983140.438833656,-5.845577478442856e-11,0.9999999999935185,6.037848829477918e-12,1.5076575790602893,100.0,10923.948517229175,83.97397462678008
1600,280809.8583871267,5999.624585265686,-0.32484150137610585,0.0008451463746695566,19074.90882153991,-1.781491746375275e-10,-1.5537363367086808e-07,5981308.931267669,-6.525877773484132e-11,0.99999999999393,5.4435775749408105e-12,1.6108027290301592,100.0,10915.334022334288,87.55774534119259
1700,280125.50091220665,6000.585952413516,-0.20398657067715986,0.0008582336162097244,19331.64967783541,-1.9410675039548085e-10,-1.612646156264336e-07,5980380.893527666,-7.02060784183891e-11,0.9999999999969124,7.276317597128475e-12,1.662592853004221,100.0,10905.793097767353,84.26607799959898
1800,278929.68855888356,5999.777898206336,0.2890384832915361,0.0008506491658984488,20748.659094815463,-2.8336020948613617e-10,-1.8641494597556843e-07,5979154.931668318,-7.271806932055331e-11,0.99999999999956,2.7322070396612045e-12,1.8344821327509324,100.0,10912.654271222733,90.59719997727188
1900,277835.0901327619,5999.880725028707,0.23354815805095122,0.0008544236498908147,21849.7549373569,-3.132749314813507e-10,-1.8872178780207584e-07,5978490.319921603,-7.807901154412261e-11,0.9999999999973548,-1.5613325824417779e-12,1.8710686686948272,100.0,10898.580111171912,91.75337590819453
2000,277567.0394852434,5999.446220416675,-0.26428707887513336,0.0008605529862118435,22188.756483659705,-3.8468066189732594e-10,-2.101083253338519e-07,5977393.378831428,-8.395221500647426e-11,1.0000000000014257,-4.1503514095780523e-14,1.9690963581765584,100.0,10901.482910924757,106.62843734333158
2100,275149.2936106815,6000.365360178354,0.5624866418095471,0.0008636108927373319,23587.720881107114,-4.799450729197788e-10,-2.1526146111996894e-07,5976000.06945221,-8.976724407679636e-11,1.000000000001158,-4.889967252067121e-13,2.0521941722093584,100.0,10893.09086298857,107.4639620312315
2200,275141.5303141799,6000.4339502063685,-0.15372508783252484,0.000864057310445405,25894.63626597689,-5.844877019866221e-10,-2.301309194046505e-07,5974603.319013484,-8.980054899295629e-11,1.0000000000022315,-6.657473537766458e-12,2.2409838625845335,100.0,10895.346327908586,112.09008435126736
2300,272905.6019849688,5999.40250353388,-0.6276638386040657,0.0008686547505105894,25835.02102272124,-6.553877787402292e-10,-2.32074093574926e-07,5973666.156055303,-9.88263051607541e-11,1.0000000000062592,-5.596473699491191e-12,2.311559267732699,100.0,10882.086981067847,106.4806602573814
2400,272159.4277425974,6000.564505554288,0.17782119459342655,0.0008738235238794217,27167.878417957694,-7.302186767115498e-10,-2.468177362284788e-07,5973117.676824297,-1.0199963481547235e-10,1.0000000000106863,-1.2529463078970865e-11,2.3920969252682944,100.0,10881.526406230241,118.33145811037765
2500,271883.8477495609,5999.807313638095,0.385013556039019,0.0008769935805782959,29101.583174252853,-7.367927008832453e-10,-2.5862006512670384e-07,5972440.099102456,-1.0162152458511029e-10,1.0000000000171623,-1.193217452328234e-11,2.4776568306402367,100.0,10876.474686247633,124.28417326564089
2600,270801.3712684039,6000.299853292116,0.2331269922342033,0.0008767337608746044,30036.588614622626,-8.481993379775426e-10,-2.651106959424318e-07,5970489.804210479,-1.0743205733915698e-10,1.0000000000212348,-2.109128173143021e-11,2.560182223518301,100.0,10870.583353474405,129.69705586328854
2700,268718.44869397685,6000.0772484295885,0.24485033211938179,0.0008892165163267825,29880.15943969838,-8.969725648495542e-10,-2.806074107847403e-07,5970093.241695183,-1.1349495281664134e-10,1.000000000025965,-2.5417573618225464e-11,2.657102770690519,100.0,10866.568038283653,131.3578401106712
2800,268017.9462165711,6000.475846492678,0.21447621424617894,0.0008952597384700345,31418.75186818288,-9.599662366523276e-10,-2.767071407319205e-07,5968141.382271385,-1.1931039996944071e-10,1.0000000000299323,-2.7724223339417283e-11,2.822918962335219,100.0,10874.731056414426,128.55015784617373
2900,267490.97091235634,5999.549000635695,-0.5398330342099017,0.0008974309264604907,32055.65765329796,-1.010803579326429e-09,-2.9587673954887915e-07,5966896.047817473,-1.2296682093812623e-10,1.0000000000331104,-3.4049381492560166e-11,2.963222487824613,100.0,10870.64201227115,131.91494449195972
3000,265702.3601696294,5999.744267161874,0.6742212386905962,0.000900681096990342,34236.71973312456,-1.0872373657018969e-09,-3.0236685109339437e-07,5967134.869831035,-1.295594443202055e-10,1.0000000000360725,-3.683464620070301e-11,2.958169877859999,100.0,10855.175193143756,143.5366732405594
3100,265820.91114084556,5999.93062014929,-0.4613697406137003,0.0008963166772047163,35310.7688415161,-1.2352167794117932e-09,-3.031368078001723e-07,5965937.086015042,-1.3252942215017128e-10,1.0000000000450968,-4.274822248384687e-11,3.128111276942646,100.0,10851.201697249333,137.09672721202568
3200,264761.96806509653,6000.290427827636,0.08958172221152261,0.0008981802636426003,35360.440442517254,-1.2482825696298293e-09,-3.047479473582626e-07,5964764.80745207,-1.3656958764738952e-10,1.000000000046583,-4.6005145492379286e-11,3.174974365639997,100.0,10855.814117556161,143.42034745499006
3300,262575.5821428607,5999.952057872375,0.38426873787751803,0.0009038894205751188,36542.73904616059,-1.3613702460888042e-09,-3.113698110876984e-07,5963431.313766875,-1.396800448706826e-10,1.0000000000555118,-5.3812913256956007e-11,3.2391854636257786,100.0,10853.9699438279,149.64308997552513
3400,261681.11983740894,6000.449549562709,0.08165647731832962,0.0009085058846746861,37759.907552621444,-1.4558434786392393e-09,-3.210838454767868e-07,5961966.236327392,-1.4234517196806996e-10,1.0000000000599272,-6.040615147811466e-11,3.3762634278295027,100.0,10845.297294465421,149.06138216120465
3500,261252.10775626104,6000.001425627523,-0.4926625576212444,0.0009138176610771568,38067.860188439554,-1.5107684331357188e-09,-3.372995195149397e-07,5960997.44206348,-1.4957867235382705e-10,1.000000000070335,-6.710859153560379e-11,3.506499870595965,100.0,10840.44017244222,161.63852708235095
3600,260184.06177556104,5999.993785179082,0.08724351329188465,0.0009131112557523451,39126.14438934962,-1.5918111274514751e-09,-3.4203367842777705e-07,5959862.857450988,-1.5209390313905028e-10,1.0000000000752065,-7.468240518336769e-11,3.6035444517523003,100.0,10835.906555564787,166.2107015645914
3700,259582.68405765365,5999.849034300456,-0.2599028438434784,0.0009167278885313418,41576.223990685714,-1.6328235761100864e-09,-3.384450395808889e-07,5958569.560381886,-1.5985231483741002e-10,1.00000000008435,-7.944171954646338e-11,3.7490891725949242,100.0,10837.010037072087,168.35871889924607
3800,257779.43574716846,5999.324272564676,-0.5960188244737509,0.000927392430846197,41525.32126731821,-1.6598301319768953e-09,-3.538000246130158e-07,5957550.9142733775,-1.61257081312171e-10,1.0000000000872311,-9.14608270886561e-11,3.753688429513278,100.0,10826.357359559624,169.15664949028834
3900,256508.7875481677,5999.995171909033,0.13783073695409206,0.0009228492429637522,42667.50400531386,-1.7793218037499844e-09,-3.540557039429178e-07,5957206.947754342,-1.7082736735316572e-10,1.0000000000954055,-9.96153273951892e-11,3.8451647064791716,100.0,10821.844212622333,166.02934303345944
4000,256479.6910973323,6000.411411287553,0.3591358750576486,0.0009317319156572647,44403.27507234981,-1.8337418224752707e-09,-3.5677971634233474e-07,5955968.138817189,-1.7270172525141712e-10,1.000000000104274,-1.0883998288254517e-10,4.045243427075004,100.0,10830.985633798633,171.30733389143487
4100,255284.22624724617,5999.578694755,0.44919801151524513,0.0009316704725799138,45309.06072489696,-1.8698569219051305e-09,-3.612693139175874e-07,5955392.4529468985,-1.7650581580275341e-10,1.0000000001121883,-1.132922696040366e-10,4.053243493831596,100.0,10815.410311486254,173.17996766118696
4200,253409.11785509056,5999.9673541799175,0.5810964365380866,0.0009405340140302874,45095.169630607474,-1.961406406710877e-09,-3.674049534383222e-07,5954666.095733859,-1.8518917603222388e-10,1.0000000001235514,-1.235781413838839e-10,4.223713101461074,100.0,10824.231221936612,183.0150460593971
4300,252664.11466157145,6000.284906664565,0.31671881687832004,0.00094512679817227,47090.04633799742,-2.02170505962796e-09,-3.781778593611304e-07,5953086.272656807,-1.859439740931176e-10,1.0000000001300116,-1.324264550175359e-10,4.3009113088098365,100.0,10812.535023718552,181.5656540539482
4400,252302.5172078869,6000.029969398308,0.28691412339863864,0.0009468809793781071,47923.79784659941,-2.107886089586884e-09,-3.887362481326527e-07,5952052.859494597,-1.9465103779577928e-10,1.000000000142006,-1.408680894868647e-10,4.375120212471411,100.0,10809.801185599285,191.0327477509569
4500,251750.46693429898,5999.608514467343,0.2092724342953309,0.000952071060963683,48810.9331613684,-2.1612569986603565e-09,-3.8357432790340835e-07,5951270.088510815,-1.958640922863112e-10,1.0000000001489002,-1.5264631201703325e-10,4.447237683037606,100.0,10804.080448354995,196.7613826336912
4600,249309.9060026653,6000.550042169807,-0.5380763660217706,0.0009513065418734757,50509.31866391405,-2.252126328964439e-09,-3.9157200860103593e-07,5950182.967025083,-2.031148702079799e-10,1.0000000001601406,-1.631407273810216e-10,4.619709170735637,100.0,10797.272762493183,202.61107155129923
4700,248672.07927535436,6000.407495201733,-0.6781071027701975,0.0009551721602753135,51372.09727226872,-2.3451768172520074e-09,-4.0129782332434704e-07,5950056.645433092,-2.0380366511356094e-10,1.0000000001707483,-1.6997390687981223e-10,4.631804626323882,100.0,10803.30639527673,199.33798406853128
4800,248478.3881134156,6000.284591311766,-0.45430128958416127,0.000955344959561551,51909.156129710886,-2.407541192357126e-09,-3.972459631969584e-07,5949018.544001236,-2.134047312434189e-10,1.0000000001821734,-1.8264089107625112e-10,4.72873756360918,100.0,10792.536579295853,201.05577826312637
4900,246462.85959599534,5999.573133899342,0.5693782685655769,0.0009668838851697891,52442.6284769559,-2.4274133290884632e-09,-3.958358350500618e-07,5947594.327844209,-2.152981881770867e-10,1.0000000001898373,-1.9255611349490304e-10,4.963100263500494,100.0,10794.004758150304,200.09067878894194
5000,246284.16967668818,5999.462430197833,0.5257974845603186,0.0009663385776368219,53374.35383311736,-2.4578985069405014e-09,-4.0828441010589506e-07,5946898.273086665,-2.2107964767483427e-10,1.0000000002037042,-2.0066556397289535e-10,5.002545245136948,100.0,10791.769888544733,208.16649236435305
