milliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
1200,285213.1083496326,6000.360599771614,-0.44909962832775524,0.0008367227957706637,14475.760898990888,-4.507143860455951e-12,-1.0271169654765459e-07,5985430.253428093,-5.188242923672646e-11,0.9999999999907188,7.314922722638979e-12,1.1985511654276249,100.0,10937.877925989342,73.23722244388074
1300,285113.66427844716,5999.744432026656,0.5905844779205552,0.0008446736018435419,15096.821095193829,-5.369929449591933e-11,-1.0876868930619334e-07,5985036.593621598,-5.5731202111687607e-11,0.9999999999921896,4.511646093007163e-12,1.2697411560040048,100.0,10933.233266362611,76.29012215765697
1400,282826.4623503573,5999.470431782323,0.3642648182711966,0.0008420518280393382,15512.299760307369,-5.894435153342969e-11,-1.3255812346654774e-07,5983778.067441203,-5.5046074781429416e-11,0.9999999999963424,7.369907110447685e-12,1.3317299346981388,100.0,10924.366043383157,74.08474241857301
1500,282146.47677732026,6000.664957569562,-0.3310694896827029,0.0008446270432648637,17456.515771641327,-1.3320366206946619e-10,-1.456956915690305e-07,5982960.871712064,-6.332822796039052e-11,0.9999999999954726,5.185320143628089e-12,1.4948679756738934,100.0,10924.954561424816,82.16340555118322
1600,281047.2819592192,5999.642166032632,0.6873797896161727,0.0008535037992673671,18428.60891230034,-1.53138333271666e-10,-1.4752863034343142e-07,5981940.112688873,-6.426988464611642e-11,0.9999999999955661,2.3494115948513156e-12,1.6135271234800597,100.0,10915.897676552742,83.82777368361106
1700,279729.1929651736,5999.314609024305,0.2220324367494098,0.0008473355196905528,20304.93319640793,-1.9439187126782559e-10,-1.7504542476712565e-07,5980926.818504219,-7.04644872262897e-11,0.9999999999980693,3.662365285366582e-12,1.7498321426669272,100.0,10916.66528846457,82.62150807893745
1800,279902.4693277697,6000.327456629243,0.013174683993550144,0.0008559535537888257,20862.687035430656,-2.6140485803129793e-10,-1.7386896678598979e-07,5979368.743720767,-7.294100419652463e-11,0.9999999999974919,2.140679724386834e-12,1.808294030496688,100.0,10911.311735639645,86.41758548112153
1900,278603.61633479566,6000.313524373688,0.6964617295307521,0.0008558887669970282,21158.670193074242,-3.8318845092773995e-10,-1.8755732232291376e-07,5978443.662976115,-7.636010173790847e-11,0.9999999999995406,3.806977853163521e-12,1.8538011167344735,100.0,10906.919756112866,102.9874655346747
2000,277090.4916551145,5999.817082561888,-0.05965967229345753,0.0008580661925897447,22456.636653153946,-4.182729312406747e-10,-1.9889467899204415e-07,5977145.265247067,-8.605555107138482e-11,0.9999999999995116,1.3989831438300858e-12,1.9893013128548869,100.0,10895.166019653396,95.67462562601561
2100,275174.6794497721,5999.645750576797,0.48645148130565324,0.0008602709950678994,23466.859164723643,-5.084952585872687e-10,-2.1934950077441358e-07,5976670.300442764,-8.937598788355736e-11,1.0000000000005453,3.673965197283285e-13,2.0706729232055205,100.0,10894.603943997457,103.93935478666424
2200,274887.99195457203,5999.9231614172695,0.4208066253062513,0.0008672560408452764,25599.078453482492,-5.816484626094061e-10,-2.280997076319242e-07,5974754.909526608,-9.273283948673851e-11,1.00000000000631,-4.788246022072243e-12,2.207642063643479,100.0,10889.022576182044,101.48257819112109
2300,273573.8180473214,5999.526741254056,-0.17030885305758142,0.0008679315978438413,26288.261046562155,-6.587396850721467e-10,-2.4418946944512846e-07,5974609.945998783,-9.720993306082277e-11,1.000000000010603,-6.529010097984739e-12,2.244094304642592,100.0,10893.820906730401,109.2233467379931
2400,271812.70413821697,5999.825638960413,-0.42751865689610297,0.0008724861838721417,26861.60490497788,-6.537982712132516e-10,-2.391165303197671e-07,5971962.228629414,-1.0169981136040282e-10,1.0000000000140097,-1.2315717854447415e-11,2.3405232511723235,100.0,10882.012798311462,115.55444947451574
2500,271069.9299533237,6000.058010182594,0.3845183961172695,0.0008750188529322221,29016.643406230887,-7.906180662587714e-10,-2.5955785848880984e-07,5972446.973439599,-1.0568676033838398e-10,1.000000000014857,-1.7107444601184088e-11,2.4962899076302616,100.0,10881.128743008596,119.06309705069486
2600,270467.52586312906,5999.5040902949795,-0.6821710613541756,0.000885829260675977,29889.18724740578,-8.450068912244853e-10,-2.686037967440845e-07,5971197.323819634,-1.1096846029078713e-10,1.0000000000178992,-1.7635477218705513e-11,2.6615844125539563,100.0,10876.00610476591,124.86528687647044
2700,269721.9170044952,5999.786170548549,0.16658731401723076,0.0008815244838608608,30453.647909894564,-9.031426751916859e-10,-2.7921650298095907e-07,5969347.99077163,-1.1211237988359509e-10,1.0000000000200393,-2.53391654948478e-11,2.7495963702742956,100.0,10872.41167579606,124.44838317301044
2800,267565.2409507786,5999.78017793156,0.44631942922340356,0.0008951702830126947,30837.98888903628,-1.0211370366518265e-09,-2.7498660524578103e-07,5968615.79600778,-1.1908009070566528e-10,1.000000000025015,-2.4279988478128106e-11,2.7268163020490728,100.0,10873.938410603403,130.2724565011779
2900,267209.3448323882,6000.460991351861,-0.422640871739153,0.0008880446052157142,31817.510338069867,-1.0502239326451983e-09,-2.9301900924435034e-07,5967753.385105607,-1.2022617083153485e-10,1.0000000000296325,-3.404517541344156e-11,2.8596633364024977,100.0,10862.734855388211,136.04544431623984
3000,266284.990149903,6000.200012880502,-0.12354543297682649,0.0008978488663996452,33351.521528482546,-1.1544245810957643e-09,-2.937317798410074e-07,5966736.806097745,-1.296284057071141e-10,1.0000000000380704,-3.757249350898414e-11,2.996065026684839,100.0,10856.552201307803,145.3405438349269
3100,264868.7254953278,5999.4825130176,0.13469266969040414,0.0008935772006501099,34864.54653805592,-1.155217642956255e-09,-3.088986149528721e-07,5965409.7616277365,-1.2899412465694564e-10,1.0000000000435298,-4.330795074250484e-11,3.0585115245382033,100.0,10855.030027320612,142.5632959612621
3200,263856.7867198796,5999.9025466223065,-0.6008240539903242,0.0009052868792912802,36384.2513951057,-1.312445544696886e-09,-3.063454634636372e-07,5963535.682022773,-1.3715931217472772e-10,1.0000000000457259,-5.027651515505535e-11,3.210695633051696,100.0,10857.165484802566,141.0853281228798
3300,262494.847088614,6000.480236683913,0.09779046299202002,0.0009134092368874629,37011.80949596987,-1.3635199344142855e-09,-3.2193221040271747e-07,5963893.970439094,-1.4330923987758047e-10,1.0000000000577256,-5.427970455355746e-11,3.3512925059121095,100.0,10845.349357561387,144.40292775889614
3400,261915.98620928763,6000.379280044785,-0.5760649545159823,0.0009082225359286823,38419.25149077395,-1.451591865027624e-09,-3.2177019015622845e-07,5961915.639527706,-1.431180449887579e-10,1.0000000000629448,-6.011662399496646e-11,3.4344760726498533,100.0,10847.115913603022,159.65056514847225
3500,261054.9420347392,5999.36444653845,-0.12241473936705133,0.0009167778822430138,39252.701565563024,-1.4961749570790317e-09,-3.3047965947239283e-07,5961349.356488332,-1.4936283778279937e-10,1.0000000000704565,-6.496010928971937e-11,3.5408963413388954,100.0,10846.445728167919,156.68265114213574
3600,259468.5436711452,6000.123784780316,0.36973617830181815,0.0009170626665351921,39879.87967323783,-1.563107425680131e-09,-3.384339450945224e-07,5960855.631476824,-1.5633158158003354e-10,1.0000000000749856,-7.62849666232263e-11,3.6491882072043613,100.0,10843.18235118724,160.09900232312958
3700,258170.8511705422,6000.491096315906,-0.04315005386601726,0.0009189613323533084,40912.61307099819,-1.6041387911074023e-09,-3.508366258084601e-07,5958406.9664901765,-1.6151748470895918e-10,1.0000000000836897,-8.419561281898318e-11,3.7309754735464975,100.0,10838.676173524262,158.6955719172396
3800,257195.84082250303,5999.757947954435,-0.04152092810131875,0.000928406679605073,41313.60681597335,-1.664683638828587e-09,-3.476523333212047e-07,5957639.297955199,-1.6342856094069856e-10,1.0000000000878182,-9.145426960914625e-11,3.807949789916012,100.0,10831.195094858758,173.46056960223757
3900,256369.21603156303,5999.698794912761,0.5921889690938096,0.000932428519370325,43260.5721335949,-1.8075662276949228e-09,-3.6090609854902103e-07,5956798.1629087245,-1.6946965756227017e-10,1.0000000000951508,-9.582925384394576e-11,3.8511064671445836,100.0,10834.888471009279,173.91927709485648
4000,255573.455137987,5999.679019130895,-0.27283477310392373,0.0009368847490713564,43194.90852439566,-1.7970676335112207e-09,-3.614290506310511e-07,5956688.007421131,-1.727780423973323e-10,1.0000000001061153,-1.0699145158868151e-10,3.9323643485467987,100.0,10830.726228608097,180.74881141448034
4100,255545.99963704564,6000.668134333789,0.6116771600250632,0.0009287212114975546,45441.90885520522,-1.9179068358844766e-09,-3.6810857675485655e-07,5955022.379022117,-1.776840832055307e-10,1.0000000001119556,-1.1606066691696388e-10,4.14358068532081,100.0,10822.094858107006,180.6880500410916
4200,254011.4741390579,5999.925746288777,-0.4732400355730084,0.0009327258146994661,46446.66525968748,-1.9896111543262022e-09,-3.7334901310595393e-07,5954605.105645275,-1.8275626377910606e-10,1.0000000001250624,-1.2330384464355843e-10,4.251813586587314,100.0,10818.080506909686,184.9818867673799
4300,252792.17582899053,5999.412854687169,-0.6448064933897097,0.0009438417514320757,47136.72393787408,-2.0484673179415306e-09,-3.7200554641776575e-07,5953119.897917371,-1.8698117874543087e-10,1.0000000001312943,-1.3433442271873917e-10,4.353158988147287,100.0,10813.126276065832,182.71224809419815
4400,251190.00487254374,6000.174625627538,-0.593557256759111,0.0009413870451264605,47057.82272549187,-2.146035350207083e-09,-3.8890124276288086e-07,5952098.987193644,-1.8903640249606373e-10,1.000000000139282,-1.4310922931762218e-10,4.3690415267038665,100.0,10806.224486517107,194.913474613508
4500,251453.10369957393,6000.216527514951,-0.03544782706510799,0.0009464128150419362,48613.558149672586,-2.1599366059925422e-09,-3.79077352715451e-07,5951236.138612517,-1.9435042753610659e-10,1.0000000001495246,-1.4829732847007506e-10,4.501354912898001,100.0,10802.111366640067,192.190508586144
4600,250094.1795072597,6000.574018112902,0.19791861881763426,0.0009486640111911052,49380.46028465453,-2.2317995419781397e-09,-3.903073281530575e-07,5950785.415974704,-2.0193575670524818e-10,1.0000000001614227,-1.5939788755851273e-10,4.528143503801349,100.0,10810.210841553064,189.95434536914541
4700,248590.82796169,6000.276556840491,-0.5864823746524549,0.0009508002644071413,51484.033487614855,-2.291700816882512e-09,-3.9565701434467455e-07,5949191.660648373,-2.0634990999426656e-10,1.000000000167715,-1.7063960888271527e-10,4.69680414241332,100.0,10799.167649331612,201.70746643954143
4800,247378.6552801438,6000.017101745004,-0.474956776874514,0.0009544784125904539,52226.742390756655,-2.413719351247747e-09,-3.919695851325253e-07,5948334.633599106,-2.0816404593794274e-10,1.0000000001841454,-1.8022252499700946e-10,4.744580622913704,100.0,10792.94910593314,197.50867575353578
4900,246924.80322654868,5999.789739936984,-0.2390591804738063,0.0009631599887293708,52733.247354982544,-2.4308310381600977e-09,-4.043511404668086e-07,5947431.357349267,-2.1770902787548044e-10,1.000000000190221,-1.9450579393678135e-10,4.897972681366547,100.0,10787.032707169878,205.3324772122769
5000,245848.49942555276,6000.553504360971,0.4315385772336211,0.0009607809044181222,53754.13040863962,-2.540911703002749e-09,-4.0921350944395746e-07,5946023.512863682,-2.2044987178863413e-10,1.0000000002048564,-2.041965776539394e-10,4.931214986570176,100.0,10794.59291644332,204.320061116685
