miliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
2500,2.0266477364636793e-14,2.1285256656467518e-14,5.761783282565942e-15,2.4466440768318538e-11,1.836788929547015e-08,6.102446081596037e-06,0.05999706761349832,2.0239743637324082e-23,9.64178055045154e-10,1.6117520709740187e-23,6.7383381758828e-15,2.909513209372462e-06,4.7679040040475e-08,1.5037569092913972e-17
2600,2.2094245598069212e-14,2.007625424488742e-14,7.442554003279678e-15,2.677956641666549e-11,1.9078195363629626e-08,6.597216501529052e-06,0.059996826532290104,1.6692182364748164e-23,9.132958524543563e-10,1.8606518202068028e-23,7.784612403630708e-15,3.0614918416330133e-06,5.129262094628045e-08,2.1345309716717292e-17
2700,2.6887777428254747e-14,2.4585123218291264e-14,8.572188026418574e-15,2.7038557399554245e-11,2.0922535168652805e-08,6.84428946333173e-06,0.059996791871963155,7.543815765028911e-24,1.1814951966646192e-09,8.919972783395436e-24,8.809451543493045e-15,3.2260059249163393e-06,5.455014120084773e-08,2.870471710873781e-17
2800,2.557648009010261e-14,2.7787841097106762e-14,1.0952348046423216e-14,3.343918658970359e-11,2.2417398660234114e-08,6.837873386809029e-06,0.059996630716277984,1.6290594724791224e-23,1.2424597280222994e-09,5.8155727294203e-24,1.0993540543723643e-14,3.364438017048933e-06,5.848077475562704e-08,2.415255673891873e-17
2900,3.129950521904755e-14,2.845910348873552e-14,1.0516721256514749e-14,3.728398677837723e-11,2.4574388617979512e-08,7.40576297448632e-06,0.05999653608856367,1.4990768068703787e-23,1.4215593536356581e-09,7.77968483027125e-24,1.0315283664580272e-14,3.422576594901307e-06,6.110400207463289e-08,2.9607216532452495e-17
3000,3.3445612942450495e-14,3.394793120693864e-14,1.3998428241818617e-14,4.1584668506872336e-11,2.621739813803667e-08,7.330508069097855e-06,0.05999641869490389,3.7304337136171826e-23,1.4577903532974026e-09,2.2806449433834657e-23,1.3810660081482253e-14,3.5187671624589574e-06,6.543447154045041e-08,4.044948218557418e-17
3100,3.5184822420544864e-14,3.5182722664536014e-14,1.4344528319507392e-14,4.647414658170548e-11,2.917610396349679e-08,7.614376702736038e-06,0.05999635559071673,4.973113511150621e-23,1.7348346049098047e-09,2.015134177695647e-23,1.5597536167200324e-14,3.6858487839889342e-06,7.281355991413494e-08,4.2734420763756836e-17
3200,3.946305613296647e-14,4.275536772827718e-14,1.6141473847452824e-14,4.980326711902409e-11,2.9466732115705447e-08,7.941824793192224e-06,0.05999624402166333,4.974300721215848e-23,1.8766135538954616e-09,3.5434535381111936e-23,1.6399580298225276e-14,3.868913312586207e-06,7.765546449255976e-08,6.240807987758766e-17
3300,4.688560351723686e-14,4.5426611523016686e-14,2.004840053118221e-14,5.443535392509303e-11,3.192526636462372e-08,8.063320014096193e-06,0.05999605274037035,5.469547671923658e-23,1.995590620357201e-09,3.9314497903278416e-23,1.921999974462929e-14,3.941597495987797e-06,7.920719465048045e-08,7.123750917720066e-17
3400,4.918239892319847e-14,5.008028798599449e-14,2.0398492386437383e-14,5.768613366293523e-11,3.467859492654904e-08,8.341627840817862e-06,0.05999595052361119,7.734438608177976e-23,2.1783390748261517e-09,5.897385531120861e-23,2.0961293202775147e-14,4.020391844600776e-06,8.617312742245235e-08,7.540892919244877e-17
3500,5.5374586883946364e-14,5.41755370184081e-14,2.4572734968120732e-14,6.383004901126046e-11,3.5599469695142073e-08,8.810463207235708e-06,0.05999577581123095,9.83024185965297e-23,2.333198730014725e-09,7.720452016083345e-23,2.2916807454812305e-14,4.159452687659044e-06,9.02244921158424e-08,9.276793660876782e-17
3600,6.038451672259381e-14,6.010885036707291e-14,2.6706326230849074e-14,7.086663757571528e-11,3.7037732829673435e-08,8.89827388240917e-06,0.05999568938048691,1.0482007083164357e-22,2.4804373938571394e-09,9.764360617487326e-23,2.6560687095778892e-14,4.3043784135984035e-06,9.475886320489065e-08,1.0742264927693935e-16
3700,6.138700600259988e-14,6.212071248243705e-14,3.1114425320462895e-14,7.28091545218079e-11,3.9210819313510893e-08,9.183043874175609e-06,0.05999560903346867,1.467036206488378e-22,2.6954088767431193e-09,1.2173455122208474e-22,3.0625030284533934e-14,4.448663277196764e-06,1.0463619110320619e-07,1.1608100165185373e-16
3800,6.912220350716621e-14,6.855816947061932e-14,3.363557179057565e-14,8.127818408174619e-11,4.0909782989667946e-08,9.377876043717505e-06,0.05999537669839306,1.5327077512393368e-22,2.9197220394412055e-09,1.4260192281186098e-22,3.293757760955851e-14,4.502608526194402e-06,1.0839257422412518e-07,1.379838151734604e-16
3900,7.305949834731434e-14,7.348425087937903e-14,3.602376654254593e-14,8.9759447073054e-11,4.510039811823711e-08,9.676373576422167e-06,0.05999526442173162,1.8752590308224033e-22,3.21895232130275e-09,1.8067198983763448e-22,3.796905709306484e-14,4.646620424550402e-06,1.1352505336339591e-07,1.545251884780994e-16
4000,8.114974586942495e-14,8.105678442203366e-14,3.994099994674536e-14,9.41963357933869e-11,4.572871871733008e-08,9.77214520373673e-06,0.05999512296405692,2.1566645632227993e-22,3.4050981023392506e-09,2.0469798673993157e-22,4.191168999206241e-14,4.74631456458897e-06,1.1752234286142242e-07,1.6640629526384508e-16
4100,8.624389576843228e-14,8.651592730067485e-14,4.361642821957547e-14,1.0007211622190367e-10,4.7706409298364714e-08,1.0200452893931392e-05,0.05999503363490151,2.6107937924992527e-22,3.740513962583093e-09,2.3431588655331124e-22,4.4439973402513875e-14,4.873441707224526e-06,1.2660195302121802e-07,1.973173434564859e-16
4200,9.159540356000368e-14,9.242911017846134e-14,4.8184451143843854e-14,1.0980592291773685e-10,5.049976037685845e-08,1.0517021294351671e-05,0.05999502996465981,3.061381293048549e-22,3.9637379603540455e-09,2.9736197320019156e-22,4.8837837765903836e-14,5.05939110126259e-06,1.344900569127536e-07,2.113699383852866e-16
4300,9.922858821855934e-14,9.814081381408615e-14,5.490679210022536e-14,1.1619668306328289e-10,5.413365383846975e-08,1.0572320629261444e-05,0.059994769967251116,3.5827023982925635e-22,4.104804074510545e-09,3.6646193766993573e-22,5.355419320613224e-14,5.093073267935887e-06,1.3599089611803535e-07,2.359873132232981e-16
4400,1.0748266120357884e-13,1.0687885603096476e-13,5.882528059370501e-14,1.2281352387692897e-10,5.513125367052844e-08,1.0758368580634866e-05,0.0599947828224255,4.30487498955595e-22,4.387522505944901e-09,4.273060360059467e-22,5.87934495061712e-14,5.17920561095275e-06,1.4599471059783235e-07,2.7254282659367694e-16
4500,1.1146363820819338e-13,1.1515896791440371e-13,6.4911636161524e-14,1.3222879858762255e-10,5.7525261712684715e-08,1.1267384179960065e-05,0.05999463902302483,4.912331709465397e-22,4.740759965574015e-09,5.097973212979803e-22,6.479218202374753e-14,5.344520036029885e-06,1.540673473566383e-07,2.997524984230124e-16
4600,1.213079880631627e-13,1.221488604178801e-13,6.937497103779606e-14,1.4370411204903193e-10,6.091900257956866e-08,1.1297110603628546e-05,0.05999451398654529,5.696546567468851e-22,5.06334849217254e-09,5.900277583156575e-22,7.120012759766902e-14,5.440552259217871e-06,1.5942210089797838e-07,3.4149533775354337e-16
4700,1.299620396986898e-13,1.293177701754581e-13,7.576988305051627e-14,1.5367672216928475e-10,6.389335202897184e-08,1.1525907847964087e-05,0.05999433023792211,6.675251014079623e-22,5.395435631849552e-09,6.978477961885233e-22,7.63388657640094e-14,5.5969216790123465e-06,1.642863161414373e-07,3.726897222076085e-16
4800,1.3959294936998897e-13,1.385795638632365e-13,8.287127527061082e-14,1.5855390926435406e-10,6.500623869302429e-08,1.2082501361937074e-05,0.059994312463164494,7.526115614768877e-22,5.779736730632765e-09,8.112262632790973e-22,8.307490496622395e-14,5.703776645322317e-06,1.7382892543134002e-07,4.196748499997189e-16
4900,1.4733658023553677e-13,1.4619302848031316e-13,9.003666822893138e-14,1.73880634200482e-10,6.784666261573422e-08,1.2189600188257566e-05,0.05999408972218481,8.754908056400534e-22,6.109984344779666e-09,9.561310971101594e-22,8.951690154050642e-14,5.886469685800986e-06,1.8204688234480772e-07,4.640649018357008e-16
5000,1.5662977816893428e-13,1.5756533515682016e-13,9.814675259493825e-14,1.8006473755329877e-10,7.184368484237455e-08,1.2412643394589615e-05,0.05999405526495872,1.0026857540793092e-21,6.4981618561951105e-09,1.1324006908739759e-21,9.795711681678779e-14,5.979227516298096e-06,1.8823003602950556e-07,5.050322843070076e-16
