milliseconds,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
2000,5.8062306751039927e-08,2.6362181999619964e-07,3.041309221541502e-08,8.192248417773431e-11,6.146155579610459e-07,1.7411450925552475e-06,8.104537865767345e-06,5.6942000843607363e-11,5.1405917084635026e-05,4.546738673106384e-08,3.2686056460109073e-10,2.6191703368022624e-06
2100,6.250148444873482e-08,2.7262062002265335e-07,3.3976606783648215e-08,8.742792942844942e-11,6.962683820580414e-07,1.9096821763686582e-06,8.625603366318972e-06,6.333626789129987e-11,5.168097655165893e-05,4.735292448684793e-08,3.4796277719932985e-10,2.8935759615150495e-06
2200,6.89975910961189e-08,3.050104659465429e-07,3.5651724922401044e-08,9.659464745667254e-11,7.303919352543604e-07,2.1339172399891634e-06,8.258054770293425e-06,7.093248195962276e-11,5.115447331659064e-05,4.875149240208087e-08,4.051235466821447e-10,2.8987958374215574e-06
2300,6.90705604582096e-08,2.965770391165354e-07,3.664627723241625e-08,1.018304505204993e-10,8.06739444563519e-07,2.202843332450167e-06,1.0335535869401868e-05,6.177195851847308e-11,5.5047414294314793e-05,5.61365310758585e-08,4.22959795671589e-10,3.2426966400843213e-06
2400,7.663326946769143e-08,3.197831860108155e-07,3.933512003272063e-08,1.1547474212746494e-10,8.426116787594963e-07,2.2314839274894143e-06,9.380766833580669e-06,6.570450105925637e-11,6.317109783665093e-05,5.04300456005349e-08,4.4160331219876096e-10,3.3087276309580314e-06
2500,7.880803074176325e-08,3.2230139944549313e-07,4.116514996283192e-08,1.1638184705576375e-10,8.921617804168582e-07,2.3438698656946263e-06,9.913894866587762e-06,7.466599399998023e-11,6.251443300633838e-05,5.979419813178249e-08,4.490050558831678e-10,3.499441477499939e-06
2600,9.012277564333417e-08,3.629071633226849e-07,4.1479161345089215e-08,1.2182003359334788e-10,9.042421793921474e-07,2.6898270768734185e-06,1.019949246740145e-05,8.711339866309824e-11,6.331722342082614e-05,5.448533725974478e-08,4.459795135773171e-10,3.826251541090275e-06
2700,9.152491178025375e-08,3.7431590851209496e-07,4.499340221668713e-08,1.3539754015940452e-10,9.244354740000029e-07,2.5993605975633046e-06,1.1389931903262588e-05,8.830898891923e-11,6.846985993975799e-05,6.176494815395416e-08,5.118789375438972e-10,3.813612740254855e-06
2800,9.673147424408827e-08,3.7525980653540786e-07,4.746210487458981e-08,1.2957293674656257e-10,1.0344395983790884e-06,2.5419286247756728e-06,1.3010708151149356e-05,8.781013703297354e-11,7.486453446692481e-05,6.364326377695976e-08,5.238792441250533e-10,3.969127460114062e-06
2900,9.610509182519076e-08,4.064615515152178e-07,4.82661984465439e-08,1.4561899916029352e-10,1.0299760377752068e-06,2.910614272100501e-06,1.2420086720536694e-05,8.572378697055781e-11,7.660753126316399e-05,6.669569107557388e-08,5.469805802577113e-10,4.005643220291148e-06
3000,1.0134721814536974e-07,4.185307248600981e-07,4.979915298396511e-08,1.4537303606867854e-10,1.1138827802757258e-06,2.7148473289803055e-06,1.2790047023501356e-05,9.96762417071996e-11,7.893820977420215e-05,7.392574150762087e-08,5.568892523715359e-10,4.310624450699245e-06
3100,1.0934589447034897e-07,4.328276112603197e-07,5.390353195070783e-08,1.5236956996197625e-10,1.152933240480808e-06,3.1933236907162775e-06,1.4506771397164185e-05,1.0196589728092257e-10,7.940902608594586e-05,7.512256026373977e-08,5.945732473547777e-10,4.580891118479807e-06
3200,1.0933593770399362e-07,4.4773169897720917e-07,5.472143660675598e-08,1.5757521501982434e-10,1.1550797548188744e-06,3.1431372047818625e-06,1.3480517097048633e-05,1.0753975579143976e-10,8.291372679475692e-05,8.016932569997685e-08,5.956148439591828e-10,4.63306224444298e-06
3300,1.1721144376740032e-07,4.767097872239427e-07,5.961082007411942e-08,1.671983934569773e-10,1.2498854827649912e-06,3.346610003940033e-06,1.4631308227621118e-05,1.1075855828697697e-10,8.802332112854983e-05,7.747564972616007e-08,6.178429693946936e-10,5.01853644616469e-06
3400,1.1910760897734554e-07,4.870227568574695e-07,6.008622989520594e-08,1.7119717882658951e-10,1.286201337256188e-06,3.3420394127654575e-06,1.6133433103060752e-05,1.1044304493865784e-10,8.925293187825171e-05,7.756308575201385e-08,6.169147167740186e-10,5.193411534066027e-06
3500,1.2635091341942718e-07,4.911758551034531e-07,6.114039305922482e-08,1.7509860390597122e-10,1.2889258205848452e-06,3.5094519673166594e-06,1.501219002980975e-05,1.0937480783335114e-10,8.95010398853696e-05,8.802877162133971e-08,6.405589102545164e-10,5.13847593789505e-06
3600,1.2915449393071581e-07,5.108724615058445e-07,6.643597097528228e-08,1.815348695733825e-10,1.4017043073696235e-06,3.594430364280235e-06,1.5527350526236945e-05,1.0869450054596511e-10,9.773568973064605e-05,9.180060790746523e-08,6.577186767981832e-10,5.429192703191178e-06
3700,1.284278589186197e-07,5.29017537131434e-07,6.763972053144188e-08,1.8918239038686427e-10,1.4610840262030217e-06,3.950328341830508e-06,1.5783156775661583e-05,1.176760593639667e-10,9.499848761065609e-05,9.029920978807743e-08,6.864201148720125e-10,5.466241390564833e-06
3800,1.3407418525606788e-07,5.550472999487634e-07,6.821710798049448e-08,1.9129565050618179e-10,1.452782526068682e-06,3.928142357715992e-06,1.807218814844984e-05,1.167173719874933e-10,0.00010212570682124581,8.948515746725724e-08,7.090875997295147e-10,5.879161408693588e-06
3900,1.3010424268287972e-07,5.121226551688594e-07,6.708190238187234e-08,1.8715348351235055e-10,1.4713797720020696e-06,3.7261579909295347e-06,1.4188986415336147e-05,8.955966112980842e-11,9.99838891324294e-05,7.325510966569581e-08,7.190062175180657e-10,5.773221518948789e-06
4000,1.276752552423354e-07,5.263993045819978e-07,6.684913344742505e-08,1.9476911892558823e-10,1.3693143797534607e-06,3.7653619378789613e-06,9.253606418283194e-06,6.605108643661701e-11,9.65075052294028e-05,5.548303951550791e-08,6.981327823409479e-10,5.474183534628978e-06
4100,1.2520295823828243e-07,4.946203890912683e-07,6.223645807772721e-08,1.862740321478085e-10,1.3821006781473064e-06,3.6530370215680994e-06,5.20505734552463e-06,3.8305298922474425e-11,9.330390600868108e-05,2.5504257537415704e-08,6.608162696706403e-10,5.517967404869525e-06
4200,1.2411553390730593e-07,4.7269795217994514e-07,6.213727066201289e-08,1.7865095707653223e-10,1.385610751471126e-06,3.6807313592733936e-06,2.159126961133418e-06,5.200669155283782e-12,9.027395094088136e-05,1.2303493908572221e-08,6.570855094722678e-10,5.3116252587013365e-06
4300,1.2080281017210566e-07,4.5370706052341155e-07,6.241848589765215e-08,1.8107141768607804e-10,1.365162643823438e-06,3.565605982097396e-06,-1.7938834459071967e-06,-2.1433040054251446e-11,8.510268479627414e-05,-7.076110203196992e-09,6.416090583208317e-10,5.227357025078057e-06
4400,1.1869813062024937e-07,4.4882976229552404e-07,6.175892018515478e-08,1.6625827453766257e-10,1.284653848615449e-06,3.211915764129192e-06,-6.686111494883279e-06,-4.6358562899824085e-11,8.555655766189699e-05,-2.8751737575506448e-08,6.166006346836064e-10,4.870207620434603e-06
4500,1.1224379764228394e-07,4.555674212418517e-07,5.804926433812457e-08,1.6350435097606167e-10,1.2278196394535346e-06,3.5253220862159326e-06,-9.429666062368058e-06,-6.694350226017627e-11,8.144113734393426e-05,-6.031775362653397e-08,5.743743565080486e-10,5.091680544261678e-06
4600,1.1329479284974974e-07,4.121308054463062e-07,5.523325056689223e-08,1.570615309400207e-10,1.253205083559804e-06,3.034143351883001e-06,-1.4882700694779489e-05,-1.0587973179006283e-10,7.763831345567577e-05,-7.882548147616091e-08,5.720227114035689e-10,4.695577565104114e-06
4700,1.0760049527757203e-07,4.180196631380298e-07,5.359943416881818e-08,1.5351109970837456e-10,1.1608524541291214e-06,2.9691125977955007e-06,-1.7622472388650988e-05,-1.2415850313491976e-10,8.000121532642044e-05,-9.641183062409226e-08,5.38903379954049e-10,4.6418906887487565e-06
4800,1.1131301966394522e-07,4.0140483524204977e-07,5.361834395163347e-08,1.5943372231917803e-10,1.141743486029334e-06,3.1214376483255314e-06,-2.3413275505598262e-05,-1.6595990064243875e-10,7.355134794878923e-05,-1.2378103422727295e-07,5.421679151278168e-10,4.534943036564174e-06
4900,1.0790187057219341e-07,3.9672351611912747e-07,5.0856801703053376e-08,1.5325681960672496e-10,1.086740117155309e-06,2.93287389704088e-06,-2.715666116451338e-05,-1.9436838456592616e-10,7.191020317679956e-05,-1.4350232273970094e-07,5.063597824944824e-10,4.279881801717514e-06
5000,9.972881787577548e-08,3.626850952980672e-07,5.0459629617466274e-08,1.4598976957470094e-10,1.1434361575273419e-06,3.1236466496720073e-06,-3.119351455303566e-05,-2.143679287343498e-10,6.652397081152073e-05,-1.656586660946051e-07,4.67017805558343e-10,4.2010986176556245e-06
