milliseconds,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
1000,2.1347465081820645e-08,9.917158501766647e-08,1.0451864612432498e-08,2.7508479977913572e-11,2.186700638826917e-07,4.387334281226213e-07,4.029240252057844e-06,2.3160442561051766e-11,1.7969929758056993e-05,1.2383942577932428e-08,1.4407270186548352e-10,7.207344975166046e-07
1100,2.0781275071215e-08,1.0029894170318101e-07,1.272834079865024e-08,3.2808853234172296e-11,2.149565000674789e-07,8.637134687800844e-07,4.426299373779345e-06,2.1838324193561537e-11,2.0950130390110626e-05,1.4126939717289384e-08,1.4262204547134693e-10,1.1782923237824547e-06
1200,2.8021261159591976e-08,1.3900091765568458e-07,1.422410658038777e-08,4.1317846849454315e-11,2.54909201397017e-07,8.872340540107228e-07,3.2237720338704856e-06,2.202989784855967e-11,2.5429876191693794e-05,1.9122333382091078e-08,1.5580445543507848e-10,1.246712351482861e-06
1300,3.1324580903973535e-08,1.479172505805183e-07,1.380013923779139e-08,4.2994443869406726e-11,3.616095513801892e-07,8.08241726180431e-07,5.056580663738604e-06,3.138215419357318e-11,2.582238121196298e-05,2.885654208274455e-08,1.9692157661970046e-10,1.4836401662358962e-06
1400,3.347240699901827e-08,1.50223390724324e-07,1.8100968254387467e-08,4.6909265642729635e-11,3.8633949419698516e-07,9.278870067947345e-07,5.3098001979584755e-06,3.6125605170890084e-11,3.0744851331238994e-05,2.4640283767094033e-08,2.1922812554254846e-10,1.5502343789846218e-06
1500,4.376433530770228e-08,1.9579365212919184e-07,1.921574658716462e-08,5.5093768434240383e-11,4.4135695944314483e-07,1.2864266481001752e-06,6.055287897828467e-06,3.664050247201519e-11,3.679651298372636e-05,2.688709189297798e-08,2.1682146755659984e-10,1.6638887966080234e-06
1600,4.271741883198908e-08,2.0143106855699122e-07,2.419193447883695e-08,6.543541155444233e-11,5.180626608501482e-07,1.4899108961648697e-06,7.074504763640467e-06,4.441265722258539e-11,3.938133352598765e-05,3.61733460509783e-08,2.697838505638312e-10,1.7245283931435e-06
1700,4.758541450155952e-08,2.2079432687079344e-07,2.5971622321633257e-08,7.077752450663254e-11,4.766998118149877e-07,1.5018560148309303e-06,7.302294634508053e-06,5.1404845667093425e-11,4.2385419674300345e-05,3.754483033777968e-08,2.9804835181381054e-10,2.2485017422500627e-06
1800,5.5456521429089257e-08,2.384610308120369e-07,2.438664989563633e-08,7.603606400774403e-11,5.376928061927408e-07,1.5932875783527963e-06,6.851418053396292e-06,5.329779206145018e-11,4.294351114015285e-05,3.3517700499343214e-08,3.209933868026821e-10,2.120336105495761e-06
1900,5.356676645776124e-08,2.5889226933329405e-07,2.930864723269058e-08,7.906350984566633e-11,6.39858987221227e-07,1.6206577867638988e-06,7.435924533470315e-06,5.660694222277264e-11,4.549350281086322e-05,4.319866751380355e-08,3.0061675262855535e-10,2.375632499836946e-06
2000,6.032850487821333e-08,2.6117292115338116e-07,2.8522457888962768e-08,8.33211948921454e-11,6.322897830035542e-07,1.8935422167150226e-06,8.424766097714491e-06,6.061310304732155e-11,4.898533503133229e-05,4.1557085085932714e-08,3.276370955942158e-10,2.5637328741404e-06
2100,6.351006326478514e-08,2.8358887526437387e-07,3.398809689452857e-08,9.378227953224637e-11,7.232733266992147e-07,1.6387433972602293e-06,9.011601141016957e-06,6.239812716957656e-11,5.444991988965726e-05,4.8645232042339165e-08,3.873996847921582e-10,2.793258965058872e-06
2200,7.109229439958202e-08,2.8078954695740744e-07,3.444677236399709e-08,9.396246498532614e-11,6.999750234787716e-07,2.11875593045741e-06,9.865512717610274e-06,7.148769359670419e-11,5.673275199151288e-05,4.538144813479378e-08,3.67907431386689e-10,2.9174778759102207e-06
2300,7.34777962369554e-08,2.9926214489634963e-07,3.6703945573508063e-08,1.0029027953654145e-10,8.344034084921496e-07,2.013576921068071e-06,1.0640166240285863e-05,6.828353635933998e-11,6.019884917024144e-05,5.456770268928308e-08,4.120972623378268e-10,3.173311790504426e-06
2400,8.051254739861008e-08,3.3106396362011926e-07,4.042433907764242e-08,1.0938116806678876e-10,8.685942903335158e-07,2.442649585232147e-06,9.127146385522643e-06,6.619193806246948e-11,5.677324143631053e-05,5.3138608130283095e-08,4.371312819531242e-10,3.411952686467558e-06
2500,8.108698676940347e-08,3.384142706664784e-07,4.23037575870364e-08,1.1877606829400983e-10,9.005081879271038e-07,2.5532010524751274e-06,9.851044951117242e-06,6.843118727855068e-11,6.190319030997135e-05,6.176756774201392e-08,4.686338348500621e-10,3.585911771413305e-06
2600,8.838273051499785e-08,3.428326931550541e-07,4.165298474646757e-08,1.182831144739805e-10,9.388064397801554e-07,2.6335638457346835e-06,1.019748450363675e-05,7.624506498075813e-11,6.4556403782752e-05,6.09070665483356e-08,4.5509804274780555e-10,3.756571624153337e-06
2700,8.606436541051588e-08,3.8351396241750847e-07,4.7099232522998804e-08,1.335183972027933e-10,9.528416734282797e-07,2.3864188027123873e-06,1.1205461138872098e-05,8.58052849422908e-11,7.048274038881953e-05,5.7771272737959306e-08,5.03572495268256e-10,3.803667793215791e-06
2800,9.76576648629094e-08,3.7723506115126736e-07,4.589661414392485e-08,1.296776107349318e-10,9.954871421880635e-07,2.576826897582378e-06,1.3186647253689876e-05,8.629013307731943e-11,6.85584663700027e-05,6.275620958150237e-08,5.224631551676676e-10,3.9891685846516015e-06
2900,9.972256616293057e-08,4.1105371019813035e-07,4.78662539954827e-08,1.4142506643250284e-10,1.0460422753815093e-06,2.8117414069156517e-06,1.312202278641986e-05,9.476945826657628e-11,7.491030686210764e-05,6.42153147032208e-08,5.365980939909761e-10,4.295581003626172e-06
3000,1.0479530394246137e-07,4.001955611600497e-07,5.1008449668837594e-08,1.534946413868656e-10,1.0811918018073602e-06,2.896224365502068e-06,1.3387986996610746e-05,1.0163692408374775e-10,7.651837848413904e-05,7.237356667172901e-08,5.29779833142961e-10,4.475428396919238e-06
3100,1.0906028837618125e-07,4.3422636253083076e-07,5.372425697495351e-08,1.5273458498319826e-10,1.1623138011790717e-06,3.2823834489949967e-06,1.3570329598708688e-05,9.9795836823225e-11,7.833649384681685e-05,6.773543735387725e-08,5.602963741229521e-10,4.5279378024665856e-06
3200,1.0912118917013185e-07,4.5434529630295195e-07,5.417907644226735e-08,1.5922642679234232e-10,1.2003761568823526e-06,3.2347643318730697e-06,1.3321638657391585e-05,1.0469585350234131e-10,8.185569117425862e-05,7.993093528736503e-08,6.088319172095594e-10,4.5431499711315695e-06
3300,1.1401901383075302e-07,4.7278848123683553e-07,5.854015960257412e-08,1.600101400131223e-10,1.2830289276621456e-06,3.253508521349542e-06,1.5680295174436623e-05,9.913332006578599e-11,8.472155142308739e-05,7.436396013211153e-08,5.998913481975257e-10,4.923669012231507e-06
3400,1.1819170883127462e-07,4.910206229731955e-07,5.913343800903596e-08,1.6747158035953286e-10,1.3076281087429962e-06,3.4224382758014533e-06,1.4927640497075007e-05,1.0563752480209983e-10,9.086152814000158e-05,7.607535958976972e-08,6.237267629236295e-10,4.963624069610068e-06
3500,1.226410134504236e-07,4.803539562667806e-07,6.299434178598545e-08,1.810183734204352e-10,1.293246648281929e-06,3.733597175052194e-06,1.664250950516652e-05,1.1206791261869667e-10,9.01746452643537e-05,8.905569618021025e-08,6.749985277169498e-10,5.085054865762764e-06
3600,1.2760171429882375e-07,5.005314327220393e-07,6.452339332457375e-08,1.8464666757948332e-10,1.3424312504467797e-06,3.4640340617337923e-06,1.6874550953901172e-05,1.1631635258175189e-10,9.56894177033516e-05,8.752685102058718e-08,6.630882716254718e-10,5.353191919764132e-06
3700,1.291716751268225e-07,5.368968125018107e-07,6.414953396021149e-08,1.8559259403811014e-10,1.3947113130430164e-06,3.796127926412933e-06,1.5860218042142556e-05,1.249319569227373e-10,9.762022035881849e-05,8.649534997815294e-08,6.918654482119103e-10,5.643861567382431e-06
3800,1.3835057737147423e-07,5.278580449502819e-07,6.664845871831721e-08,2.0057797768936308e-10,1.4722579077418202e-06,4.095855446285189e-06,1.6416968947010202e-05,1.1512287858081051e-10,0.00010283491981006484,8.869047964293352e-08,7.146690820185858e-10,5.859471397130188e-06
3900,1.3102273893821416e-07,5.132347829977602e-07,6.65536008102727e-08,1.9237910205449548e-10,1.4241784073490438e-06,3.6244098458708172e-06,1.2600211183735746e-05,9.623804200929727e-11,0.00010067685021931845,7.672445530674086e-08,7.086615162028104e-10,5.693837621661275e-06
4000,1.2926806025362024e-07,4.991891549628307e-07,6.528907783478916e-08,1.8999825854949314e-10,1.4173121651786047e-06,3.7643277679475645e-06,9.008874013349922e-06,6.810115054201436e-11,9.430573280641624e-05,4.838592224869155e-08,6.648324195224568e-10,5.5840621086418305e-06
4100,1.2617207622204117e-07,4.995300452883988e-07,6.349302497521886e-08,1.7898167014276743e-10,1.3729874240120905e-06,3.6430319721233077e-06,4.710395526224748e-06,4.356025846675269e-11,9.513491433188901e-05,2.5141349014290143e-08,6.424947190840277e-10,5.482620015641948e-06
4200,1.263385611355675e-07,4.973952732991413e-07,6.490675851918921e-08,1.7418073400209014e-10,1.3903739046967092e-06,3.406964211447714e-06,1.3338078853510161e-06,9.405338926267066e-12,8.937671983625407e-05,5.538596200680802e-09,6.226969874548745e-10,5.4832406372395166e-06
4300,1.2423759796459262e-07,4.6362318234873407e-07,5.967918054850494e-08,1.791922483407429e-10,1.329867665903395e-06,3.7440615733285536e-06,-1.7954845375422583e-06,-1.779274450078868e-11,8.637135232480361e-05,-1.8111676559302098e-08,6.435749990997959e-10,5.3499650755064775e-06
4400,1.1506408427027815e-07,4.616439165221176e-07,6.058057093296634e-08,1.7599219561564875e-10,1.3101817815835738e-06,3.5595324748999753e-06,-6.727865355113681e-06,-4.7357937177250527e-11,8.558859656757794e-05,-3.57391123637537e-08,5.885129820906026e-10,4.8886707413397084e-06
4500,1.1375662134068244e-07,4.502590264823845e-07,6.060923657269058e-08,1.7129458289558954e-10,1.2713421491410453e-06,3.4238127683890184e-06,-9.966790769022545e-06,-7.806516853896312e-11,8.060290981792891e-05,-5.708670578927243e-08,5.67820435769492e-10,4.879589081182595e-06
4600,1.1159459810668372e-07,4.3899084234783686e-07,5.6859733513650386e-08,1.6159623037012538e-10,1.2020727844945587e-06,3.294128381629331e-06,-1.5007927287000337e-05,-1.0215757119505714e-10,7.629124371734477e-05,-7.449299313008996e-08,5.844462779590773e-10,4.6608412756804896e-06
4700,1.1356650024540276e-07,3.9227044581128745e-07,5.5497756067069895e-08,1.5586613438040923e-10,1.1637851697663447e-06,3.1614441015837824e-06,-1.931575114504054e-05,-1.383455419973052e-10,7.545070872026787e-05,-1.0169696431578475e-07,5.316005124266193e-10,4.713008848816235e-06
4800,1.09639586779847e-07,3.955390135264757e-07,5.3234592454105906e-08,1.5948974958990413e-10,1.11578469389934e-06,3.326964935100759e-06,-2.1378548213572056e-05,-1.6011366266167396e-10,7.663847284183214e-05,-1.1860765480899425e-07,5.330822510132184e-10,4.736308219178124e-06
4900,1.0431426378317314e-07,3.6627458229400504e-07,5.04277358720454e-08,1.500297753956607e-10,1.1733609111606875e-06,2.8595136312008966e-06,-2.5794343316269464e-05,-1.934000228993743e-10,6.836545522089998e-05,-1.394818627855108e-07,4.893748263427862e-10,4.285089568239289e-06
5000,1.0405303917778465e-07,3.710358926896588e-07,4.976863756883969e-08,1.4480637131415737e-10,1.110312075727885e-06,3.1538633364964227e-06,-3.0869941993215824e-05,-2.1640486353591852e-10,6.68687323445107e-05,-1.6563960647440483e-07,4.889768608697387e-10,4.126432277392991e-06
