milliseconds,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
2900,9.868369915217682e-08,4.1155384012075456e-07,4.897838058775669e-08,1.3838443760932328e-10,1.0376208602290975e-06,2.9017057873529565e-06,1.3255548115392911e-05,8.905850596797198e-11,7.364434391252059e-05,6.668999513013273e-08,5.288377662449848e-10,4.06571368605425e-06
3000,1.0431217382958271e-07,4.111939037968123e-07,4.998429838100445e-08,1.5108083999479983e-10,1.0929779651522361e-06,2.9215675260637433e-06,1.224403027782996e-05,1.0170767655944574e-10,7.73364451560182e-05,6.514798382958764e-08,5.412581008575266e-10,4.351871438345515e-06
3100,1.0639897798940834e-07,4.2257479091163077e-07,5.16614194753003e-08,1.5469978060160517e-10,1.1119954498662394e-06,2.9789805989625914e-06,1.3777195313169726e-05,1.044101814076544e-10,8.274336841281487e-05,7.153372665447964e-08,5.704547137404027e-10,4.518732762030079e-06
3200,1.0701685446402339e-07,4.449082127673139e-07,5.7254692747384113e-08,1.6541804230466699e-10,1.1566073146430108e-06,3.3264116963064147e-06,1.4739467724353465e-05,1.0837876975232918e-10,8.233223704839237e-05,7.610859971241653e-08,5.834887189300455e-10,4.535325979927325e-06
3300,1.1674444098275049e-07,4.673815219621226e-07,5.681025035556912e-08,1.637042989295614e-10,1.1975262256624972e-06,3.3462497251660393e-06,1.5389536268160373e-05,1.0672539919249086e-10,8.675711492629454e-05,7.39744451500834e-08,6.348756175756643e-10,4.824684160709529e-06
3400,1.2340073417487336e-07,4.75540272880141e-07,5.970739699414011e-08,1.724349073548588e-10,1.3208164996758257e-06,3.5958753598551177e-06,1.4451540388349842e-05,1.1407657838164543e-10,8.711416914954537e-05,8.364178438366507e-08,6.4635638307463e-10,5.01405621561984e-06
3500,1.1975557500973143e-07,4.955457690311664e-07,6.310740545113312e-08,1.8138936383343018e-10,1.2931434087077607e-06,3.7033990704661813e-06,1.5670438319572326e-05,1.0947462253041277e-10,9.35301178502126e-05,8.28633248612088e-08,6.449231493990137e-10,5.414337488533819e-06
3600,1.2682328835077912e-07,4.978032928898403e-07,6.612498519641801e-08,1.851426727645398e-10,1.3799046402762045e-06,3.8718802918886865e-06,1.527320343410511e-05,1.1880471158349365e-10,9.460126957297593e-05,8.532144101633742e-08,6.621817911875382e-10,5.2839841060816585e-06
3700,1.2733812847341499e-07,5.314747583182196e-07,6.535203603838086e-08,1.855219885524706e-10,1.4245866746162013e-06,3.7995355887969853e-06,1.5716991494486712e-05,1.2571757708008855e-10,0.00010078212211752041,8.63598512652417e-08,6.935272311318418e-10,5.7136394812556966e-06
3800,1.3622875885937386e-07,5.417080463604289e-07,6.772150498923064e-08,1.9212677505823382e-10,1.4236981465356667e-06,3.688693497374654e-06,1.7392072788075848e-05,1.3027473457907757e-10,9.806512765111e-05,9.653759788886578e-08,6.947034737547701e-10,5.856344590686913e-06
3900,1.378937366696918e-07,5.13423100340454e-07,6.785724016647332e-08,1.9203605316421397e-10,1.4132846119777346e-06,3.913378327245345e-06,1.360927365778047e-05,9.030241579537762e-11,9.597256565386645e-05,7.769277511631909e-08,7.013408556698498e-10,5.812944612976753e-06
4000,1.3032542001829947e-07,5.081075950602813e-07,6.594351594716507e-08,1.824559972590905e-10,1.3953637830662981e-06,3.826774885885318e-06,8.899787620946757e-06,6.146225344067572e-11,9.49261982438858e-05,4.991827580793566e-08,6.863376965953779e-10,5.524606399163759e-06
4100,1.3127236562803045e-07,4.996075192707388e-07,6.484150679454663e-08,1.8988173148765988e-10,1.4043389913683542e-06,3.587267065958908e-06,5.638713995400868e-06,4.364312924614545e-11,9.134900234555277e-05,2.6867380983552672e-08,6.754705148115816e-10,5.4969843570358625e-06
4200,1.2179365447383407e-07,4.6584649586437404e-07,6.477657294849374e-08,1.7950863853391785e-10,1.3307217324612883e-06,3.4823120181450166e-06,1.5535810983458068e-06,1.1046561596641116e-11,9.219817547217569e-05,8.556559288271461e-09,6.569166199618656e-10,5.479675817557801e-06
4300,1.2412879479793135e-07,4.811866016708419e-07,6.065404458224385e-08,1.702880721113354e-10,1.3561638603458506e-06,3.675965689225499e-06,-3.034000864218926e-06,-1.7959657330001428e-11,8.479249689860374e-05,-9.442374204868455e-09,6.115721927115534e-10,5.322828720748954e-06
4400,1.2012112528863195e-07,4.593602856283884e-07,5.865973851240975e-08,1.7560616046906903e-10,1.3048143934289362e-06,3.409998004410138e-06,-6.274722319677689e-06,-5.059361761207917e-11,8.806131167431957e-05,-2.8741670904909998e-08,6.217184590695187e-10,5.066502983277542e-06
4500,1.1883355133235102e-07,4.505815240697095e-07,6.030798837724801e-08,1.7032568144381239e-10,1.2451219800918686e-06,3.4227401470790217e-06,-1.0247385313652352e-05,-8.110211442494166e-11,7.904513354217288e-05,-5.202850727096398e-08,5.900144317014446e-10,5.077615128719873e-06
4600,1.1139249764275957e-07,4.1621691326992926e-07,5.5067680845292524e-08,1.6910355554759424e-10,1.236737268254716e-06,3.071515059592411e-06,-1.4187071200842819e-05,-9.968964796250285e-11,7.868953387924141e-05,-8.067437105534206e-08,5.541359249633441e-10,4.982696799382653e-06
4700,1.0844634462416117e-07,3.9588211490207486e-07,5.599346881908848e-08,1.6238358988800973e-10,1.2318952016623949e-06,3.347833079291865e-06,-1.7498311980244696e-05,-1.3470679871826643e-10,7.567065563368147e-05,-9.724521525408399e-08,5.655399723103533e-10,4.7885763501905775e-06
4800,1.1061320250829692e-07,3.895532896446434e-07,5.290067517051103e-08,1.567536536224417e-10,1.1719209486317412e-06,2.9524772459579795e-06,-2.1758353851751388e-05,-1.5878538533671911e-10,7.395175531177016e-05,-1.2456743910701664e-07,5.119502656846152e-10,4.6930689001600565e-06
4900,1.0019740211867304e-07,3.9735214005187005e-07,5.1271796372440075e-08,1.557216645311804e-10,1.13027425932699e-06,2.9994836945132488e-06,-2.647420242156279e-05,-1.9141586423439237e-10,6.962374053667597e-05,-1.4292348559259929e-07,5.28394588719147e-10,4.599531342146572e-06
5000,9.730502605839474e-08,3.7700478891444635e-07,5.267023826705019e-08,1.4197261735441878e-10,1.143333865072477e-06,2.934768497524672e-06,-2.957801453132653e-05,-2.1134592948335774e-10,7.170114939643173e-05,-1.5896592152901742e-07,5.114767237117599e-10,4.411585356051328e-06
