milliseconds,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
1000,2.130262158355198e-08,8.588099947377168e-08,8.901268494017113e-09,2.4216467874316224e-11,1.5991269464551607e-07,4.029687385308098e-07,3.6968562828964007e-06,2.59280979588654e-11,2.111942183814569e-05,1.2441294694589513e-08,1.4125034463504263e-10,7.908646673344479e-07
1100,2.2205031119726948e-08,1.1315704116583136e-07,9.75278228216367e-09,3.813400610748752e-11,2.6485304153592607e-07,4.585858291752932e-07,2.9424151843338373e-06,3.271472023803077e-11,2.498839402776635e-05,1.4702989261943085e-08,1.69551726239667e-10,8.543398789359291e-07
1200,2.767425166755562e-08,1.2826881345025368e-07,1.2713063550156786e-08,3.559992725827726e-11,2.559127110304636e-07,8.309709570323587e-07,3.075921134700131e-06,2.7107506377549632e-11,2.383623434944192e-05,2.011946236045996e-08,1.5959472951788015e-10,1.1360080428794607e-06
1300,3.442865620344426e-08,1.3344228104976128e-07,1.712775192087399e-08,4.455549510706427e-11,3.333399026327124e-07,1.1280553187854274e-06,4.2516268701098216e-06,2.659726106106006e-11,2.4683664329721548e-05,2.8137808279715712e-08,1.8578074849213534e-10,1.5455235117573734e-06
1400,3.7668194204467837e-08,1.793293723074504e-07,2.0255298847103642e-08,5.38999051422607e-11,3.46159195783471e-07,1.1373739871519722e-06,5.144163821346471e-06,2.995481636442787e-11,3.369113802691125e-05,2.8506777635535693e-08,2.233917156281003e-10,1.5918642656427343e-06
1500,4.050677418292067e-08,1.6515035050904882e-07,2.013990807496156e-08,5.358182144717258e-11,3.8657861323983125e-07,1.1799023774735869e-06,5.049638288014989e-06,3.7612869382655446e-11,3.3478820687415175e-05,3.457728830368711e-08,2.608063395094099e-10,1.8314385347089231e-06
1600,4.612873928569823e-08,1.8545181589037518e-07,2.114403482315795e-08,5.725620833212254e-11,4.2959796413691436e-07,1.1276345358270544e-06,5.973903570751273e-06,4.9538589481034624e-11,3.7886915687032204e-05,3.694174210283133e-08,2.422230168345644e-10,1.8977648285148389e-06
1700,4.800918037018471e-08,1.9560077277702745e-07,2.429767476333204e-08,6.743090237289792e-11,4.936907451286209e-07,1.3331489167261634e-06,6.112373667288751e-06,5.35140106099245e-11,4.131122455835407e-05,3.100458808325359e-08,2.9207656426197063e-10,2.0200308175891224e-06
1800,5.1265302163653905e-08,2.0982185233708465e-07,2.8525891225313307e-08,7.034987205516127e-11,5.715960373743805e-07,1.5265857372873303e-06,8.076306215512047e-06,4.500031649958936e-11,4.162320260315402e-05,4.152920769481498e-08,2.9899466970129855e-10,2.2752742300923126e-06
1900,5.336469764096999e-08,2.507394828493833e-07,2.9493968700926503e-08,7.682484561923212e-11,6.453036725801489e-07,1.8175308132688754e-06,7.499998844940389e-06,4.85843696780942e-11,4.770599817165779e-05,4.082721351749397e-08,3.174938350803937e-10,2.306228994372643e-06
2000,6.367123208486955e-08,2.5513248875181094e-07,2.9982020677556156e-08,8.828201435884823e-11,6.559700957218091e-07,1.8091243413938302e-06,7.5312629233183815e-06,5.206474477197557e-11,4.70770386234609e-05,4.900062361660756e-08,3.537020173284598e-10,2.4724212873252916e-06
2100,6.12855167999684e-08,2.6833786204971015e-07,3.074637897612589e-08,9.829087000953239e-11,6.652649352504798e-07,1.6875215596634524e-06,8.584412928995641e-06,5.7181072636288066e-11,5.361868879043252e-05,5.034838069832646e-08,3.465797288792614e-10,2.7063040380910457e-06
2200,7.006703824929476e-08,3.034119440788859e-07,3.616359528950479e-08,9.697537584819109e-11,7.102139221465894e-07,1.991005547890248e-06,9.955738716551939e-06,6.02934988801866e-11,5.736783249214593e-05,5.2813472120537887e-08,3.907465506905565e-10,3.0258978647061345e-06
2300,7.184198444808436e-08,2.94975806775072e-07,3.485061765754264e-08,1.0878346490674283e-10,8.002074017610286e-07,2.2861185205203513e-06,1.0778528053260685e-05,7.544073471807409e-11,5.600429705024219e-05,4.9174313870585735e-08,3.8596457128547705e-10,3.2838925936005723e-06
2400,7.334393501112501e-08,3.08444468658644e-07,3.8091298442080864e-08,1.180075858519453e-10,8.472373150613491e-07,2.02362193693807e-06,1.0073006790096742e-05,6.598840827449812e-11,6.059899350253857e-05,4.921497443770877e-08,4.374161989444944e-10,3.48667223690651e-06
2500,8.603665414826145e-08,3.5051375255601465e-07,4.135744959656617e-08,1.1544521029108497e-10,8.971814495556392e-07,2.3754620702193017e-06,9.844205580256509e-06,6.85133101769305e-11,5.975181385118567e-05,5.7792825471927014e-08,4.6187434058898793e-10,3.508820046759411e-06
2600,8.967329036722254e-08,3.646104719615243e-07,4.226527191659204e-08,1.216296777037037e-10,8.934655911164595e-07,2.4481689449625404e-06,1.1360993805383329e-05,8.728236607353176e-11,6.553716248012978e-05,6.11649918731992e-08,4.601513620031466e-10,3.846651486689828e-06
2700,9.012963165360643e-08,3.573736839075012e-07,4.41629467294828e-08,1.2483808465370531e-10,9.889402296040483e-07,2.428060652974702e-06,1.2093535776945798e-05,7.826284760159196e-11,7.12004464587176e-05,5.733871370263118e-08,4.807950286678366e-10,3.997376421222723e-06
2800,9.147339401403323e-08,3.7463706198718895e-07,4.851181164115203e-08,1.403346808713317e-10,1.0511487739822052e-06,2.867847333411438e-06,1.253514249288916e-05,8.164578454244736e-11,6.85806116886623e-05,6.876556074375576e-08,5.229203803242754e-10,3.99645444715547e-06
2900,1.0204244851856217e-07,3.8562839007513746e-07,5.038679897435292e-08,1.4206147022542172e-10,1.0918340074981603e-06,2.925323293974711e-06,1.2143650625302844e-05,9.391922799169435e-11,7.53253453095953e-05,6.53520924800091e-08,5.077758108772924e-10,4.200983000502057e-06
3000,1.0664903045398672e-07,4.2572585736814423e-07,5.020499345291725e-08,1.5116390037369446e-10,1.0940779842476616e-06,2.8446416974336464e-06,1.2958456323655e-05,1.0077138385384599e-10,7.86127106292142e-05,7.453000931034e-08,5.516991470476687e-10,4.305035601064714e-06
3100,1.0897298380208247e-07,4.4404840808528214e-07,5.454378931288714e-08,1.577130192771107e-10,1.139054312574372e-06,3.0542916676967613e-06,1.4367613006754132e-05,9.637594209622013e-11,8.050925079081205e-05,6.74925723126998e-08,5.598509731945726e-10,4.522128819000608e-06
3200,1.0739863931042325e-07,4.4381105348325676e-07,5.4121124050185536e-08,1.6470355655646357e-10,1.2115022023793282e-06,3.0838448072266406e-06,1.4381456625324083e-05,1.0741510262171577e-10,8.107435249627291e-05,7.415515271999108e-08,6.030914764527004e-10,4.577931203677488e-06
3300,1.1713260889037107e-07,4.5252120567189984e-07,5.969109493322035e-08,1.604230133545278e-10,1.2501559883772743e-06,3.492854028350352e-06,1.5277264816228563e-05,1.0866025423031017e-10,8.708278209889071e-05,7.406818866102967e-08,6.072657882948332e-10,4.769880879237239e-06
3400,1.1513370673389777e-07,4.747836209523076e-07,5.956672749314759e-08,1.6994884052768128e-10,1.3168267335360805e-06,3.4888533287711518e-06,1.5304521096584846e-05,1.0667531276293244e-10,9.071986030279687e-05,8.210501800295051e-08,6.395818582704786e-10,5.068154076554828e-06
3500,1.2013819369341005e-07,4.862073093215584e-07,6.21327769888913e-08,1.783287006170922e-10,1.3273700229115886e-06,3.5762493602168253e-06,1.5186803285445046e-05,1.0480302263495717e-10,9.269860605959257e-05,8.557847322391828e-08,6.525460923622655e-10,5.2570264900629625e-06
3600,1.2511205063657566e-07,4.964264395681627e-07,6.61227461422828e-08,1.7805418730058352e-10,1.3838282341754963e-06,3.4640036085173742e-06,1.7119980746744172e-05,1.1120834249608378e-10,9.201564133038145e-05,8.708269264643677e-08,6.935640802139159e-10,5.271429008737809e-06
3700,1.3280675623356983e-07,5.245051034971943e-07,6.827812281152135e-08,1.9133597137260021e-10,1.3905739633674782e-06,3.5800006398423945e-06,1.779651001618829e-05,1.2322692381341882e-10,9.982377998133176e-05,9.162285333289169e-08,6.94917535333096e-10,5.599100868305837e-06
3800,1.3451951164631432e-07,5.326643608949679e-07,6.96348463604297e-08,2.0217447202166232e-10,1.4709823915021304e-06,4.0821562532950225e-06,1.7628750422023523e-05,1.2941118700587858e-10,0.00010061259082364899,9.12347680697594e-08,6.942645225317073e-10,5.8735020241671665e-06
3900,1.3717993947003264e-07,5.324001504170489e-07,6.668669320767508e-08,1.981468164266151e-10,1.4701918339398627e-06,3.931020948729134e-06,1.3266909736348897e-05,9.52742537135685e-11,0.00010144775627012445,6.849038204497531e-08,7.224743402549037e-10,5.845995080828361e-06
4000,1.285282236693491e-07,5.285108741696365e-07,6.740564653091357e-08,1.926385105757795e-10,1.4196112422936244e-06,3.686286741479019e-06,9.672300230266536e-06,6.556181130317583e-11,9.782689862046924e-05,5.2278685615892826e-08,6.881867760452991e-10,5.722410540380353e-06
4100,1.2675748877332964e-07,5.141943568427399e-07,6.540521053999056e-08,1.886294211998987e-10,1.3867390336209995e-06,3.639819325756892e-06,4.7180367551674135e-06,3.6006334326927256e-11,9.411015021681328e-05,3.5089649882961626e-08,6.698653927451802e-10,5.585544612635217e-06
4200,1.2900665596394716e-07,4.68939209768558e-07,6.450161340205766e-08,1.7998962329300362e-10,1.3295502320467236e-06,3.7969936284303567e-06,2.6241069257331735e-06,1.42494453151957e-11,8.878743425216265e-05,1.305032062135832e-08,6.493517140151034e-10,5.235016014067721e-06
4300,1.2371577478192276e-07,4.715673112218551e-07,6.108868069167754e-08,1.74214109918048e-10,1.359383001469826e-06,3.613450388156886e-06,-1.4256872265105351e-06,-1.8482484617498182e-11,8.867801263546889e-05,-1.2295589040735524e-08,6.098474011252964e-10,5.080052704189684e-06
4400,1.196758427491604e-07,4.617695459783239e-07,5.801829988352813e-08,1.7401100841660622e-10,1.2961774364659804e-06,3.6663902891984306e-06,-5.3569875495378585e-06,-4.1272014881291016e-11,8.500822838649787e-05,-3.429758618112175e-08,6.275830778747206e-10,4.952310580550911e-06
4500,1.150319123936087e-07,4.259123901475261e-07,5.733457569878549e-08,1.62155748342603e-10,1.254418038798673e-06,3.5192240792107248e-06,-9.816905809640384e-06,-6.723423135743733e-11,8.473148627946349e-05,-5.148836923064454e-08,5.935939211750026e-10,5.109477266761025e-06
4600,1.1561214140452153e-07,4.37099852679371e-07,5.713624353037151e-08,1.6714653928810829e-10,1.2137278579513544e-06,3.3747244729028388e-06,-1.3402530648812382e-05,-9.640126818524091e-11,7.846411568015045e-05,-7.235681234041608e-08,5.578125322991356e-10,4.865207380253223e-06
4700,1.0950760617937089e-07,4.2531943433870583e-07,5.3913486979841636e-08,1.6392810324034792e-10,1.1690303937476084e-06,3.2700143273216193e-06,-1.9516957943860853e-05,-1.3849618880542505e-10,7.562525419896435e-05,-1.036621660266502e-07,5.552591955221931e-10,4.493011084450561e-06
4800,1.0616893371719404e-07,3.9588510778637815e-07,5.3552106028030295e-08,1.5697626818599955e-10,1.20863113590784e-06,3.1654739060680866e-06,-2.182665096934055e-05,-1.6310092357473887e-10,7.161838252090103e-05,-1.1484787438518888e-07,5.42936550528954e-10,4.6974434650188504e-06
4900,1.0866279708189356e-07,3.8808757094203474e-07,5.357345269826107e-08,1.4918141155301694e-10,1.1459605112902413e-06,2.953917264901864e-06,-2.574202841579083e-05,-1.9053108283285138e-10,7.148996825943943e-05,-1.4222025330166253e-07,5.199124440223347e-10,4.390935838219099e-06
5000,9.998511350134807e-08,3.5555106049812103e-07,5.1322171448672094e-08,1.4792432847260066e-10,1.0662256070633186e-06,2.8958740768934144e-06,-2.9921394449946055e-05,-2.125803001356947e-10,6.945406222583858e-05,-1.572547039734368e-07,5.093689510402934e-10,4.283195007769906e-06
