milliseconds,x,y_0,y_1,L,v,z_a,m_0,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,z_i
1500,12.373406911171168,0.2842313329173121,0.0015015545961871459,1.8818309346793904,0.22390446721863239,79.7128404394019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0859305942494597
1600,13.08342032473481,0.23403439102821816,0.0012370537677022357,1.9787969468799138,0.20272802549632382,118.33375139471086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181787901601865
1700,13.793506113873287,0.1801322209719009,0.0009138350688450963,2.067924777909476,0.1835381100696243,161.71587384845176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.314800456976491
1800,14.503776863408309,0.13350417432925402,0.000613515318188562,2.1492757442049513,0.16614413751543006,204.10549485999178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.351163223455705
1900,15.214261196261306,0.09936417821776267,0.0003855220400933331,2.2229786317013707,0.15038013664107758,241.82049306130008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.226820640078234
2000,15.924915635502066,0.07701204476053054,0.00023602394759900182,2.2892192165195304,0.13609846146483712,274.2470836733708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.949371499114003
2100,16.63563706582358,0.06315177012677818,0.00014729651088789817,2.348229397925737,0.12316475768177007,302.4999606533408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.558003150453128
2200,17.346275244659388,0.05453253226195545,9.765532574458898e-05,2.400276403357467,0.1114554632033478,327.9852346176016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091542501779516
2300,18.056644155764282,0.04887818909209267,7.041935095479752e-05,2.4456530644839303,0.10085692130635529,351.7648216359251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.577175320775337
2400,18.76653158841037,0.04484311824011053,5.512366904831524e-05,2.4846696636238983,0.09126501141017725,374.4812055379353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.030943909866293
2500,19.475706933018536,0.04170578841255308,4.594497022663875e-05,2.51764734137598,0.08258476536510305,396.47318349343715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.461428034864547
2600,20.18392745610153,0.03909936965754001,3.9886794347102646e-05,2.5449128312015747,0.07472984766140509,417.901116310361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.872986809671719
2700,20.89094335813377,0.036839788591092215,3.54819626933556e-05,2.566794255491537,0.06762193548410901,438.8328860709748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.267827124341
2800,21.596501869789158,0.03483160677585042,3.202687256024031e-05,2.583617760372659,0.06119006110198767,459.2927747634823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64713343978374
2900,22.300350579344936,0.03302116783982021,2.9178678373389967e-05,2.595704820753665,0.05536996293595459,479.2862802665376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.011627273102158
3000,23.00224013265189,0.03137471838346552,2.6759919334071132e-05,2.6033700914809614,0.050103471159869496,498.81171555637974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36182552838961
3100,23.701926415170224,0.029868523223557902,2.4668832203260468e-05,2.6069197080846904,0.0453379386360123,517.8653017380058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.698154468043882
3200,24.39917229195287,0.02848447897345771,2.2840237382814074e-05,2.606649969814535,0.04102572060811117,536.4432431709703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.020997823304532
3300,25.093748979290773,0.027208026627851052,2.1228083757425075e-05,2.6028463396700254,0.03712370115103254,554.5425365663694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.330717676210735
3400,25.78543709538606,0.02602708509284633,1.979753873040611e-05,2.5957827191242484,0.033592864236160744,572.1612514822913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.627663532065636
3500,26.47402743592653,0.024931448454298278,1.8521222583451668e-05,2.5857209566128305,0.03039790562529902,589.2985763702258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.912176273279863
3600,27.159321598906118,0.023912362942657882,1.7376884058198288e-05,2.5729104834874983,0.027506870955106635,605.9547788313307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.184590218751877
3700,27.841132278705,0.02296229620682466,1.6346504430432248e-05,2.557588228156947,0.024890849008030652,622.1311207742278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.445233488172624
3800,28.51928345470331,0.022074688618831082,1.5415100731193644e-05,2.5399786156519735,0.02252368204673795,637.8297993541262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.694428825462486
3900,29.1936105153309,0.02124380018277726,1.4570150755437684e-05,2.520293618742411,0.020381696893219177,653.0538257160821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.932493423074416
4000,29.86396018884119,0.020464567238186907,1.3801022204285142e-05,2.4987329680580057,0.01844347135490515,667.8069554261847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.159739039063268
4100,30.530190386561312,0.019732515179762797,1.3098729241465274e-05,2.475484431207737,0.01668962237047255,682.0935956974929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.376471659602085
4200,31.192169999715365,0.019043666981116675,1.2455587565555887e-05,2.4507241257946615,0.015102610324509165,695.9187242684175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.582991362713301
4300,31.849778616518623,0.018394491257675585,1.1865126398205319e-05,2.4246168939540746,0.01366656386825213,709.2877915723988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.779591922110269
4400,32.502906194099786,0.017781793677651106,1.1321515157118345e-05,2.397316709703467,0.012367121264921234,722.2067031255564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.966561244252292
4500,33.151452689146886,0.017202722943927606,1.0819823811760358e-05,2.3689671147573965,0.011191287256437744,734.6817125423574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14418057354838
4600,33.795327665485885,0.016654733730658827,1.0355944203632611e-05,2.33970166796322,0.010127302798175301,746.7193477876764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.312724330723313
4700,34.43444988511592,0.016135480011124855,9.925961903839084e-06,2.3096444029682717,0.009164527272127585,758.3264289074874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.472460892060518
4800,35.06874687673538,0.015642861728537363,9.526581402813671e-06,2.2789102985590013,0.008293332539432877,769.5099611354915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.623651633258238
4900,35.69815450343074,0.015174985615455642,9.15501797747819e-06,2.247605744265932,0.007505006279351216,780.2770962937202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.766551075968092
5000,36.322616531608254,0.014730098694837282,8.808628704967006e-06,2.21582899902232,0.006791665007720705,790.6351364944815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.90140743294057
