milliseconds,S_d,E_d,I_d,R_d,S_h,E_h,I_h,R_h
3000,29834370.064197272,821895.565902553,1049226.9642650909,2527103.827692723,1323407402.3949862,463.6302037705172,589.8863089548453,8022.062576069869
3100,29805378.780125238,885196.9996573438,1129563.1982698143,2520876.4440641925,1326270038.6807046,522.1797280574251,565.3114190926374,12628.127776795747
3200,29795853.337505452,855410.7665115788,1193186.4262673254,2545674.8671881375,1326355457.4412868,526.6799412772401,614.8096342091015,10104.029525612392
3300,29515062.785062622,979418.61776478,1423881.7396695768,2581064.163932046,1326958634.6268897,553.6680470672866,699.3230724181633,9882.008257840385
3400,28953646.702859107,964863.2821888727,1486117.50359857,2551100.528392034,1330110739.7117054,591.268168654265,697.6626433054905,5845.978015374877
3500,29202454.22424868,992438.8501086446,1465452.158443605,2607344.0061043343,1329941954.1963897,647.0740510955967,773.179508079232,5835.921524461077
3600,28901471.26337051,1146919.2533490588,1656218.1141778864,2501760.6222094437,1332913675.6363678,682.8899381476541,792.1590440901354,9678.996642821507
3700,28503707.952011824,1140724.3842916866,1648827.6323958198,2491371.1781300018,1332044880.9918976,719.216960753666,928.8827485021536,7817.758408108592
3800,27870141.57932525,1153504.7684948104,1737646.6146297138,2494074.2792858137,1332392986.6963124,801.5696125189986,919.3070681401723,1896.8154605252334
3900,28078197.65175481,1240429.877485996,1905121.1912526698,2519294.4806813668,1334295864.2343843,835.8645805117692,978.7465037506636,7441.601634537496
4000,27533716.891127974,1306422.8570640325,1930830.4626134187,2557676.5331275295,1334843683.3436365,831.8466259307643,1033.594373046743,1523.0545900179968
4100,27256673.926295664,1375809.5955365123,2143819.020536508,2487869.7810926214,1337735683.053146,926.1902939061523,1177.223371063953,755.7423823243071
4200,26969113.4407091,1461697.1091826141,2171843.302286418,2446713.7552301073,1339497985.5356727,948.3025207099721,1208.1295759178504,3874.0090458879877
4300,26379133.648640335,1509991.572556648,2235709.1627342873,2511201.385712132,1339792778.556509,1040.9483921962903,1265.6732077412435,1330.5133319745003
4400,25904397.102436177,1548679.5073442394,2394622.1781943836,2467727.244004358,1339026930.3380291,1055.589119359834,1388.9586313304656,7104.296524471863
4500,26041207.577651072,1534565.4438252687,2493072.2076154533,2381963.5530997966,1343134458.5787013,1126.1273846700692,1385.8297831504651,-1025.670132211268
4600,25446494.148354575,1627252.8677792253,2649889.4935601517,2394445.905416826,1341271604.7083578,1127.5568477468378,1452.9299270820247,7251.367456927181
4700,25207556.8860352,1657667.582723963,2780666.3417483037,2458798.803608098,1345277607.8383524,1210.4337366091875,1590.8804740585692,-837.1540279420019
4800,24783716.596519973,1723136.1357069416,2905915.0142544475,2384464.571321628,1346811179.68868,1273.1108503815421,1659.3146387349793,5759.199524818501
4900,24450736.712960336,1786369.583656645,2988690.5003546947,2398530.17354922,1345413873.691665,1318.6095202299762,1762.9152699959545,4087.8927169245144
5000,24282591.902039967,1855156.6138476264,3036163.5395712694,2297438.9306346676,1348725975.8019416,1361.011559255159,1812.9787241965632,-286.2112903181378
