milliseconds,S_d,E_d,I_d,R_d,S_h,E_h,I_h,R_h
3500,28953694.70106062,1043561.8691625427,1498161.5386588948,2530653.3719448852,1331352495.255574,632.3448271767772,778.4799292000555,10528.11192527341
3600,28558415.43749906,1140451.5575014644,1691536.859841392,2490737.941453476,1331501853.9421365,702.3810466106651,872.9571305302479,6466.941223748962
3700,28524844.574609876,1112560.4694270229,1699328.969030054,2520634.490625381,1333499711.8000383,706.3248081733933,934.1143217663902,2521.8348014970525
3800,28342321.57956681,1165470.8512851042,1791032.800348003,2504038.276848737,1334494294.6554434,740.0246179063716,950.508576603782,6822.7053324069075
3900,27661472.05212973,1258446.0465698468,1937461.7532998158,2462828.9745397586,1334830834.4051692,784.442149197782,961.0801082459781,3631.9551594920877
4000,27460872.648487322,1259906.0490194878,1908410.3973173662,2543496.228663816,1335782025.2499385,864.4669678222807,1110.463009180588,5817.90890514031
4100,27258094.044513114,1327507.6029341079,2008993.596776605,2479698.0642540115,1338862512.5923162,893.2489889190529,1086.867669279582,3231.730979471435
4200,26616045.201960612,1380858.2271383833,2192532.3690048847,2534487.262886277,1338058364.7196896,945.8116480567139,1203.1296574447704,-1456.700703109555
4300,26692473.803557184,1438495.2657003817,2251292.6518351217,2418140.254489757,1337790270.7777007,1027.7252420056204,1287.9959154117416,3357.8421670393627
4400,25971211.88397771,1502234.224169679,2463464.9364576475,2455191.21117914,1340373618.3197217,1036.7072307692556,1359.0874389460043,5546.82371380292
4500,25592736.75152131,1542534.424457794,2521563.455934277,2451823.18005154,1342783742.626728,1113.0702335104024,1403.6421885205575,790.7398570524417
4600,25214284.15156569,1682619.763460729,2698530.4838916617,2411037.7761590467,1343018791.5929983,1139.6153401806496,1456.6894772451992,-295.71993419568344
4700,25375540.749555163,1659937.5847350357,2743367.545376647,2358185.0366015267,1342910797.4814801,1174.955621809375,1583.5299113446192,-1289.7588542210901
4800,24738179.852496713,1740213.5907885341,2759972.330561648,2435607.613097621,1346063941.6127589,1284.4188047383584,1660.6035804122218,2928.676011330322
4900,24613005.066061057,1720513.6002945348,2918214.332775965,2345841.966290301,1344709561.3834739,1273.0326969351163,1680.0394029807137,-1344.9080745738481
5000,24186357.147880398,1856748.6191470046,3098191.438406441,2388758.7096134312,1347805376.5671916,1375.6583411815107,1770.3922672216288,4288.143714242318
