milliseconds,E,E_P_1,P,M,E_M,T,E_P_2,P2,E_P2
3800,7.962648614739725e-05,6.183175536419002e-05,0.9794942055903264,0.019077598014570343,1.0941326719251282e-06,0.000440313384386543,7.43961494764048e-06,0.0009175095728160738,8.010782034357564e-09
3900,7.963158081326257e-05,6.18020393065364e-05,0.9789608434806366,0.01956368162998718,1.1221183335414477e-06,0.0004636075795610193,7.4360393809793765e-06,0.0009414989665804915,8.2220788675332e-09
4000,7.963669192269341e-05,6.177234787926843e-05,0.9784277376463827,0.020048933573270727,1.1500600382167192e-06,0.0004874896320401196,7.432466777976849e-06,0.0009654759161811398,8.433295032067848e-09
4100,7.964181945557466e-05,6.174268103640656e-05,0.977894887875586,0.020533354967631652,1.1779578576687885e-06,0.0005119586206781562,7.428897132818841e-06,0.000989440431511732,8.644430718883405e-09
4200,7.964696339185532e-05,6.171303873222034e-05,0.9773622939567239,0.02101694693412732,1.205811863329893e-06,0.0005370136260480299,7.425330439664596e-06,0.0010133925224445092,8.855486117890694e-09
4300,7.965212371154852e-05,6.168342092122859e-05,0.9768299556787302,0.021499710591661805,1.233622126346659e-06,0.0005626537304412292,7.4217666926466645e-06,0.00103733219883024,9.066461417989472e-09
4400,7.965730039433079e-05,6.165382755086331e-05,0.9762978728285425,0.021981647068563464,1.261388723537285e-06,0.0005888780086275244,7.4182058876183944e-06,0.001061259470612763,9.27735683915203e-09
4500,7.96624934200267e-05,6.162425857034213e-05,0.9757660451940684,0.022462757488582525,1.2891117301866688e-06,0.0006156855390305942,7.414648020040434e-06,0.001085174347690455,9.488172593619895e-09
4600,7.966770276912742e-05,6.159471394016014e-05,0.9752344725673581,0.022943042955911264,1.3167912123386255e-06,0.0006430754156837248,7.411093082719704e-06,0.0011090768397680288,9.698908844392026e-09
4700,7.96729284218305e-05,6.156519361451346e-05,0.974703154738729,0.023422504582922898,1.3444272410687753e-06,0.0006710467260908409,7.407541069996255e-06,0.0011329669566309672,9.909565782094317e-09
4800,7.967817035839341e-05,6.15356975477698e-05,0.9741720914989294,0.023901143479959815,1.3720198872301537e-06,0.0006995985593766937,7.4039919762019296e-06,0.0011568447080444906,1.0120143596681032e-08
4900,7.968342855913351e-05,6.150622569446843e-05,0.973641282639137,0.024378960755333627,1.3995692214532143e-06,0.000728730006286862,7.4004457956603584e-06,0.0011807101037535617,1.0330642477434811e-08
5000,7.968870300442804e-05,6.147677800932021e-05,0.9731107279509605,0.02485595751532512,1.427075314145826e-06,0.0007584401591877506,7.396902522686963e-06,0.001204563153482881,1.0541062612966665e-08
