miliseconds,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn
1400,7.233776793293904,0.7938177227067866,7.2850489304844634,24.970546881146866,4.797315247161368,2.575606635872197,6.596784124119653,1.3273965915990371,4.146935056438503,0.4138513996009032,0.1305933925962884,0.24955796259893542,6.451431193674605,14.207182574527836,8.39834727116455,34.95020433138812,5.705091048903826,0.15039732019194432,0.8546505334940528
1500,7.2067679102387245,0.7870851415665471,7.32080874471909,25.007146628497512,4.838819329260855,2.604109050097434,6.646543538034953,1.3473095200557335,4.191306834247654,0.43763263370076533,0.12800012179850673,0.24807872300437203,6.245494316262741,14.26759245767985,8.384503241691569,35.00239052752488,5.581449172448472,0.14857582126310864,0.8385685630414208
1600,7.24284453766046,0.7780586672112129,7.331255841449579,25.643005138185885,4.852530231407461,2.678809504915695,6.726176958844099,1.3542180376448758,4.20941492885029,0.4654000292935548,0.1257846156600901,0.2417599484095106,6.198104024133858,14.370791748757537,8.365234614066702,35.22461401264583,5.425239914795089,0.14554860929320917,0.8183744097000075
1700,7.237292107549095,0.7712993322645331,7.324131942104408,26.062907338898402,4.901369661129747,2.6841061342865298,6.8238550748128946,1.3700373517628004,4.252867933164664,0.46686712371742667,0.12156906436715495,0.23542256771945358,6.083770484043672,14.406147781252367,8.358043466616667,35.32454040751608,5.368345948536647,0.14408037343779154,0.815139469567829
1800,7.229665579443379,0.7529994772125386,7.302806255364521,26.083414059941088,4.93297946753389,2.760094868942856,6.8360790161828096,1.376823127540501,4.273783727680258,0.4899238849678976,0.12023550398513067,0.22660224059626796,5.995494173414779,14.471833492010264,8.343544460390321,35.53620162518069,5.325218345097558,0.14213145974846364,0.8050098979290262
1900,7.233644296520419,0.7480974183863481,7.314492987092408,26.782947887246465,4.947073878899952,2.7571143726540464,6.900286583363584,1.3909391369330926,4.2942768124418285,0.5020636658309676,0.11732346200361911,0.21694890999294103,5.928335357103274,14.4873343762636,8.301445560689407,35.609819375755656,5.207596985454909,0.14111777264285602,0.7842531088593073
2000,7.241627405076837,0.7380370578047216,7.303789169831552,26.76085586712947,4.984921432238189,2.8319295450793462,6.932206607676736,1.396838487843857,4.342419132808022,0.5132998177838647,0.11605790404329629,0.21565133826019925,5.795987801643953,14.575084465575078,8.225698425665314,35.809868285241215,5.140480188771187,0.13771200016671897,0.7762255086091456
2100,7.239141243986025,0.7303195873463971,7.31008130540069,27.21565116043665,4.99166552177701,2.8274556604165366,6.9645596725798375,1.405828461012779,4.357166620048208,0.5249163918978582,0.11214691678098279,0.21019924113846739,5.615381080389984,14.568802392649944,8.212108679937973,35.90428760062843,5.0117368444815344,0.1373085076112486,0.7648792036858362
2200,7.226275368813735,0.7253301638806167,7.314674542554549,27.825079396641296,5.021115994439468,2.869603602044519,7.072672707506177,1.4240617998964618,4.38812049918549,0.5375245720586813,0.11088480580181502,0.20043035320327485,5.535238845459908,14.622495471797693,8.168198822575581,35.89609017763366,4.972706981029198,0.13556851997484975,0.7521847716437944
2300,7.189757296228614,0.7105451636544118,7.304909666807209,27.785988333462395,5.051395460577424,2.942199472944026,7.104773635591716,1.4260272642173206,4.416427753854109,0.5652770859704411,0.10992167742330429,0.19635327300530114,5.4252663103780545,14.642101854032438,8.103282733647859,35.98362998276044,4.916996312898684,0.1334889033008414,0.7340222500523764
2400,7.178272507326122,0.7072276247523437,7.295935360466163,28.567503140586737,5.056299014222783,2.9610974274447046,7.195753172934957,1.4379673610771955,4.44671706596799,0.5705446793564806,0.10654269293956561,0.1893230096886868,5.4124981297402455,14.666582349701464,8.088435572324041,36.05636924960873,4.82619334066993,0.13245010360131118,0.7201200018985989
2500,7.151864952516286,0.6948847192681127,7.255270302674703,28.87375198406388,5.085939201313956,3.025033944504013,7.228351845538851,1.4480982375929925,4.519907685143854,0.5716783360363427,0.1034811292532938,0.18653684790034314,5.303069673800272,14.708114880416925,8.039120454525598,36.168712539130695,4.74436842970978,0.13185163489356302,0.7156629382330099
2600,7.108981368645706,0.6841510422935898,7.216790727798064,29.06923051963101,5.103809379388422,3.0713904911827257,7.284464239723379,1.4491138119922091,4.538186893674264,0.5999252944178518,0.10257196653115816,0.18452587613256213,5.152185591758972,14.711148633972078,7.948825286959706,36.24408794129611,4.604136482522133,0.12896344988705774,0.7045329214828716
2700,7.102870681394604,0.6657847071581819,7.204685611982375,29.466109359728286,5.124016473799922,3.076937323804195,7.315104058340467,1.4609025982890544,4.553836048575275,0.6107012324979516,0.10087728066507236,0.18007125219236836,5.098044262139717,14.722083415755392,7.893638813527532,36.23225787287534,4.621864046774599,0.1279138968735597,0.6832064927638825
2800,7.080991544543614,0.6582481379880356,7.197043118853687,29.926538775632586,5.146882009775175,3.1083319265047527,7.393871064429666,1.4568490405186796,4.608488260231062,0.6121107565745527,0.09781180218459729,0.17088733125510194,5.061116553980397,14.729716439802315,7.895111770598859,36.312471708790184,4.444110902018466,0.1275362300784734,0.6874961200115021
2900,7.0385391526732395,0.6470881149375207,7.136537192229739,30.03486662275169,5.153656112595619,3.1523137729650124,7.464328524860478,1.460333796032987,4.615695360259567,0.6208023017513895,0.09606251745769746,0.17020154837794726,4.989756399572648,14.76143078684751,7.825447142600045,36.34906186006767,4.43713964737175,0.1263647781830071,0.6672266924513146
3000,6.976845808989822,0.6388018892218895,7.113217378995097,30.771176474250247,5.174624767652745,3.1705409092240986,7.474275838835374,1.4731703736249595,4.663715853381067,0.6263391526072326,0.09495322085233188,0.16687832495145402,4.790458484251536,14.718115466569134,7.757424242240613,36.31107210508685,4.399219325747854,0.12612427924573644,0.6651061635644377
3100,6.943990047103443,0.633155425278031,7.062650356598421,31.01746314570122,5.189394764116901,3.216934112385394,7.520479267018093,1.4725772641388644,4.71201986413572,0.6311252663450928,0.0926130669318356,0.1569463296432876,4.6963272938539955,14.738733684926395,7.705921119966474,36.27937760905872,4.221822900347273,0.12624858658082413,0.645053897197504
3200,6.910209150886891,0.6174145270098407,7.0295208087151835,31.538932399788095,5.199517574996221,3.259891589258,7.600239174260774,1.4762286577385069,4.724058248346851,0.6513898182652111,0.09176678853188965,0.15656165081234566,4.697709014432094,14.696847319394546,7.639651797545226,36.28560085446914,4.226191153146209,0.12517671909428454,0.6283077690817926
3300,6.871367249996019,0.6020210988747442,6.984408159597905,31.49979331037065,5.213215970389232,3.2992555584800094,7.6112269718994465,1.4807657015869131,4.763275587360053,0.6500787006793615,0.09032671991642185,0.15228438084594137,4.573663840196076,14.703346317443033,7.538621390396922,36.23811660078198,4.1412293247893475,0.12510507376811653,0.6332071573157851
3400,6.825195924746153,0.5955223304381813,6.940304556752163,32.172014463803194,5.219636889466041,3.3456319069031606,7.6701906048865425,1.4774477319113133,4.804005682844163,0.657841204951731,0.08852756313401895,0.1459541638800115,4.447481040851803,14.692489167834218,7.471699058648439,36.19639659204533,4.116058214002662,0.12563818607156182,0.6127395190208118
3500,6.7794797914959455,0.59094523349273,6.912402042926769,32.26098547974824,5.2312356140356675,3.4128294620980113,7.775761855721212,1.4732397390378014,4.856728501555973,0.6611883576876049,0.08682115844888594,0.1442870873853316,4.361511388239601,14.622277410229573,7.439348605667553,36.0931413164747,3.9645325136002687,0.1247749757190316,0.6106767204991721
3600,6.72705107797497,0.5740042376036995,6.839742131477308,32.74112733048832,5.23385604730373,3.4426464247313815,7.778778465560951,1.479674864700122,4.852021771916786,0.6674816102247134,0.08437535790970802,0.14225654067942098,4.378795490279412,14.61166759321392,7.31715604520448,36.020004743858614,3.910093937494458,0.12564102904337213,0.5936241209984361
3700,6.647830226921184,0.5670130825489365,6.783865080171896,33.26004991028009,5.231736002841085,3.483382893076931,7.832556575741348,1.47686740664099,4.895395405147021,0.6823537371383462,0.08368162830568461,0.13702509659841244,4.255758089460458,14.544711226324374,7.3006632268428096,35.96371128076166,3.9012410576409713,0.12648044667969155,0.5882112664254056
3800,6.6077605344018515,0.5541999031355938,6.717980832095452,33.40995455795905,5.223868427718118,3.524690383796991,7.879924979615215,1.471310276767293,4.9375135687647935,0.6834511733382895,0.08159882136809385,0.1324425698905437,4.195547463106991,14.497551562626999,7.169110091439468,35.852198166892315,3.8586482355277387,0.1262362473340432,0.5698508235027173
3900,6.539595412313306,0.544782613512461,6.6757384705005025,33.484381837111926,5.224570307360139,3.5071263340759273,7.956892751134909,1.4717001312549545,4.9809155747794485,0.6903207184923704,0.08014676279551167,0.129029930638965,4.129049705835746,14.467639872288558,7.097606547729304,35.75110577831995,3.817538170169233,0.1287854121161866,0.566467263634984
4000,6.491496649109867,0.5219944217122762,6.598104360705258,34.17620334240421,5.242415778705742,3.556384337037625,8.027271315184606,1.4613080957799471,5.029238966336554,0.6961584643723855,0.07920231996807692,0.1308177301648339,3.9836162537306965,14.399927010277391,7.058552970162113,35.552497602458544,3.662983124614922,0.12925714425986953,0.5648874464432576
4100,6.4267027073670135,0.5183203719648909,6.538868227432846,34.66643507821009,5.250430028262758,3.626597389521037,8.072909981304257,1.4660029732083617,5.0546950632114775,0.7064504470311626,0.077226896981994,0.12553928192325223,3.9756376112938585,14.31778386440692,6.939053748893651,35.42534897442378,3.680817066745965,0.13049148936818317,0.5468241366249423
4200,6.331519457655007,0.4998552032536638,6.472031183193672,34.67259463102679,5.232360441132521,3.6482919080628267,8.122138764280063,1.4588051284315435,5.079352675738122,0.7075954141769306,0.07474235543009002,0.12082338707139934,3.8962956345871262,14.25998988239434,6.915006254999239,35.231991162689916,3.5624817155405264,0.1322771224389848,0.5501510802166775
4300,6.297636957069989,0.4955934183467341,6.428293443350435,35.15339943055205,5.226193102390831,3.6799535553484395,8.163452356430174,1.4463584960402869,5.101106548270693,0.7122257213226594,0.07295572914518704,0.12125667887641862,3.8519807863447304,14.173240881795078,6.829084232069098,35.00074601691051,3.5129737534523144,0.13492488631306607,0.5423106018929246
4400,6.208344084204539,0.48941611658871303,6.364068523405739,35.63145168468492,5.232207097921491,3.721734709532175,8.222092252011642,1.443479880422926,5.145855190255008,0.718817661491129,0.07224545889454032,0.11811574628751542,3.7824200248805946,14.101208116045141,6.758080689866965,34.815137504064694,3.492243268739579,0.1360540009943377,0.5239883854617308
4500,6.122457717105632,0.47897808528650576,6.294243387586245,35.9569036539248,5.2312135895463685,3.765399574623487,8.281733345290199,1.4399004243348466,5.155810852678534,0.7294903912327841,0.07199993607733915,0.11099113576331326,3.597308323257275,14.018983805803945,6.61498805940954,34.69574885381813,3.407885107930946,0.13931886476198713,0.5181966596926715
4600,6.069348960586951,0.4658517115317015,6.224846865927772,36.23316113296691,5.215461958115972,3.790135544108218,8.326041664310294,1.433588476103422,5.184227398728874,0.7414150834778521,0.06954706068025443,0.10924695987661398,3.6436553672406964,13.913152556363036,6.591053509287764,34.375757986994294,3.4042466931915234,0.14117622942879077,0.5065056348624503
4700,5.985833888846947,0.45559936045166,6.1233459979431855,36.29977564039983,5.209037080078701,3.8071395028865815,8.391510952807417,1.4170173125187913,5.231295017768408,0.745866079858511,0.06700968398957025,0.10715734199079163,3.4833018702684293,13.807295973718048,6.471880605343014,34.15804837410255,3.3136496879070445,0.14543161692738654,0.5024078498440258
4800,5.929794674254196,0.4412249751915438,6.050771000743119,36.70509058369292,5.209214943558896,3.86182644498384,8.40911473731862,1.4121410569045056,5.263915965783213,0.7500475879397308,0.0679425112810076,0.10645731596431297,3.4798552721173905,13.690617049918398,6.379078398507783,33.99262264288294,3.3368406842026443,0.14864223244092595,0.5011850327057789
4900,5.826860801799204,0.4324402443828952,5.96297762191268,37.084537140305436,5.1936863373687725,3.8669104118304096,8.44025286537273,1.400429648198789,5.278721452806694,0.7463558469001071,0.06539067833762742,0.10513896259785821,3.4394948363753555,13.572945046020392,6.297774070162665,33.68500161534103,3.3058162579065247,0.15284927687684155,0.4933850532772118
5000,5.760055730881284,0.4255282177306786,5.882976070319281,37.06606796368601,5.192653275120484,3.937253137708835,8.507571699777406,1.392265342122027,5.324197919418399,0.7397471705978589,0.06439279470220732,0.10608365922606638,3.2524592772339744,13.498280031056787,6.227163644972302,33.3924705448099,3.206481551964657,0.1575072826405175,0.4954088729915455
