miliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
3200,0.17552375070001597,0.003615993846512941,0.01673490659886983,0.18449131627919813,0.003846378879079223,0.018494266923604473,0.06484848593051133,0.5335612135014939,0.36119918404097945
3300,0.1635143546001086,0.0033734504098601485,0.016445241485718423,0.18209747719263303,0.0038020878628107794,0.018405915878172894,0.06262861711378541,0.5507879501836631,0.3543529104987571
3400,0.16931150817678617,0.00355467113519587,0.01622850290775566,0.17739809093483383,0.0037093330402616586,0.018006157969729684,0.06289875214597442,0.5552579148969148,0.34511702835297825
3500,0.16784857812440612,0.0034084420331628117,0.01605682002480319,0.1762018522581899,0.003611009925496192,0.017866516606409703,0.06130115175248913,0.5519468996150323,0.3473559151987801
3600,0.16179406549630757,0.0034689029652664313,0.01662307118891728,0.17607799772048846,0.003508099138033387,0.01712649770173678,0.061514535546003744,0.5656156849509569,0.3356937707420655
3700,0.15529077454095966,0.0033144124919098758,0.016184646904494854,0.16918027733608387,0.0035602540855681256,0.01694602961681341,0.059470923274689245,0.567779260588002,0.34136476731406135
3800,0.15269393434218256,0.0033868316087707607,0.016526910983283828,0.17199092188423812,0.0035486105929447296,0.016700023703635745,0.05790655822291843,0.5635321155503914,0.32692884545531026
3900,0.1659181117569136,0.003147828613682464,0.01554979656367655,0.16525563425543927,0.0034097079983631696,0.017051454630268525,0.05881367343642921,0.5853089918218475,0.3292017488915007
4000,0.15063049602223008,0.0032236135865071004,0.01590060023237165,0.16683771852546428,0.0033259928909754916,0.016464059636192897,0.05870522563162114,0.5762756405035213,0.32992601281209616
4100,0.16112351859489712,0.003251624557553568,0.015534100867601415,0.16184977779156537,0.003374720490233091,0.016747015656434085,0.056953311059374845,0.5759182989870241,0.3247639084005272
4200,0.15447296779441222,0.003312068683917762,0.015154324503426112,0.16142845011440374,0.003282679260000185,0.016145536347330167,0.05522194230699866,0.5953648382751235,0.31438736200477346
4300,0.1484989448428631,0.0031645578546224892,0.015099112218320072,0.15958970415627727,0.003301621380144098,0.01628925004932304,0.05636074901092617,0.586509087418388,0.3088947416309746
4400,0.15473826643368668,0.003200164610043159,0.01503525531572263,0.1552119664620073,0.003273534577134884,0.01599282645168415,0.056006535309271924,0.5980625625887874,0.3149589310600633
4500,0.15453131723570165,0.0032302785523459746,0.01570867484014416,0.1588896818507115,0.0032524743839563294,0.01611409295674461,0.055690969091277596,0.5970065462546643,0.3126939477255506
4600,0.14938210847273797,0.003113615670362157,0.01466674790919051,0.15644635182113237,0.0032858748349989574,0.015655352321401694,0.054988550255962124,0.6047728862274981,0.29800665378603647
4700,0.1551052205571955,0.0029771961549526437,0.014303362264476741,0.1546776254314054,0.00312921266226477,0.015232790574399071,0.05342092034198898,0.6124177769248413,0.3001750180154789
4800,0.1405492027825087,0.003114037570456695,0.014731798420704835,0.15444058912040712,0.0030974116327788103,0.015270143956480178,0.05281104238893017,0.6050418016898809,0.294582242791137
4900,0.14795377607548074,0.0029397276031947017,0.014349707052202076,0.15372665361425358,0.0031775366375419853,0.01511928985489845,0.051579392417589666,0.6107975712804896,0.29077676925097096
5000,0.15420892818588167,0.0029402800987092348,0.014234060480305254,0.15382109929902263,0.003077035896340553,0.015061261669592792,0.051175522888847386,0.6077927861884829,0.3022669328085893
