milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
2000,0.21450445439121463,0.004248275318949906,0.021413517110904494,0.23488678343189626,0.004923961860236025,0.024235557517136942,0.08612443682741593,0.4085071497374139,0.4553904492536047
2100,0.21083256479618687,0.004302313475089749,0.02104412536575059,0.23459047047604792,0.004823619659570203,0.023856418976114558,0.08261698061504212,0.41560454075652803,0.44211919960831003
2200,0.19859852870271588,0.004161637351486713,0.020491443442188687,0.22716820190481368,0.004676019487424713,0.023248436439802404,0.08192055611059365,0.43270665045673373,0.4209191570182894
2300,0.19147424680840638,0.004067000206737175,0.02070675369270118,0.21788588764576833,0.004555467207439575,0.022609945597166257,0.07972658337705553,0.4428385242929796,0.4147167282498359
2400,0.18883205524380473,0.003950438456897244,0.01967324322886339,0.21537339587641458,0.004493269352423429,0.021521819007164638,0.07805332713732394,0.4561611408585818,0.4119624877245945
2500,0.18414113182723335,0.003906877342688341,0.0193271482353723,0.21058770077010033,0.004322757598010676,0.0213126528469663,0.07403385847395663,0.4812234368877249,0.3934477577105751
2600,0.18557068671715277,0.003915884376798128,0.019225829347600698,0.21011472095099523,0.004199510576569021,0.02121478226755691,0.07253834602040068,0.47965715520783914,0.39113511419572294
2700,0.1781985206886931,0.0037488339954661947,0.01830480466046785,0.20565542919157667,0.00422918440280804,0.020060662749640235,0.07157053801215504,0.48508433997966005,0.38341229189786935
2800,0.17991760597955503,0.003735892964934351,0.018316970374396186,0.19552270209173225,0.004078874556360884,0.020325137842640617,0.07144500201584653,0.5065881089675591,0.3737508052896885
2900,0.17796197483571685,0.0036424086619688397,0.01769433557630357,0.19409042384889497,0.004088191266970478,0.019491070016334707,0.06803046523436629,0.5048153348022254,0.3761148341678638
3000,0.18366510972436326,0.003641658737824602,0.0174479280030969,0.19060097678126744,0.0038676164281111324,0.018920119217017646,0.06752452365052332,0.5285948034816145,0.36906800733919704
3100,0.1805451547159844,0.00348961931424899,0.017664069388341586,0.18704017977859558,0.003858728004274963,0.019222065695169006,0.0658061530998836,0.5258980558911356,0.3572737263471232
3200,0.16623722813305772,0.0036325562203660413,0.017240237997011413,0.18702574093845564,0.0037374958374875593,0.018283709219947278,0.06482974709699219,0.5366692445884206,0.3554125650564933
3300,0.17031418044809993,0.00354807047426983,0.017542155186373972,0.18116198531372796,0.003735737435244336,0.018308655856956808,0.06309219320342573,0.5477555790286878,0.35886210879169256
3400,0.16533564115058966,0.0034132574687125014,0.016402726711962887,0.17508925700117844,0.0036642395863677093,0.01827119263452084,0.06389110473538877,0.5409245654338984,0.3440910875059212
3500,0.16679724861371875,0.0033389523714515345,0.017180067579691073,0.1766161955110096,0.0036998537239303093,0.018027116150525026,0.061322933717266166,0.5493988151341184,0.3331603158466257
3600,0.1664730083882033,0.0032657414231120614,0.016094549131999432,0.17098029662854028,0.0036101659989182943,0.01776347875052761,0.06124401889266757,0.5653778491694263,0.3445871985490301
3700,0.15380087447866078,0.003371085057771291,0.01667364105228366,0.17223896381107587,0.0034934194264370777,0.017021774699672646,0.06112018014259255,0.5744614444560052,0.3314737445341246
3800,0.16705123484815426,0.0034173123470299985,0.01656567671226746,0.16992980762170826,0.0035311537656783857,0.016764274526313582,0.05796405835822399,0.5765669007842719,0.3330671357678742
3900,0.15284329492193094,0.0032532313349857606,0.016500116379013947,0.1658333618391123,0.00349736387727431,0.016540853808519766,0.057032434265366215,0.5699192432970753,0.32589142608166366
4000,0.1494737727663923,0.00336640842728799,0.015746943184873075,0.16679550180521496,0.0034717475648220805,0.016299655327243492,0.05906277890161688,0.5816282663735104,0.32172418300169775
4100,0.15163014551693335,0.0032379357338284003,0.015833468277617262,0.16301763903221614,0.0033936732362353913,0.016043429288162377,0.057148851824296736,0.5814167362961868,0.3109476230114955
4200,0.15471297439135365,0.0033069204916093874,0.015354161296416292,0.16329300232211683,0.003407459022042046,0.015829712452239384,0.05629831750523871,0.5988856144666125,0.32208506151470667
4300,0.15997969042394314,0.003112024879508187,0.015516470361758513,0.15695576611054482,0.00333422965099103,0.015669544260248584,0.054408434025200306,0.5949888229878731,0.3189102061758952
4400,0.1515540904332786,0.003055836665038155,0.01526638991823368,0.15909238212841115,0.003239891049586158,0.016032331990159115,0.05393374361202635,0.589686450866703,0.3028968421332596
4500,0.1459815694256315,0.0031593549135751405,0.014825729154518458,0.1536217786322345,0.003280236804621338,0.015635705522815343,0.05521352148559849,0.5955488230740933,0.31103299783575805
4600,0.1425326091720201,0.0031056707606517526,0.0150249837252195,0.15512807174927437,0.0031832902513216016,0.015484171874791031,0.05504042168523926,0.6063878861224127,0.30772623419313716
4700,0.14356613732132298,0.003046241161518973,0.015314069585362505,0.1545439186695453,0.0031800594171191984,0.015874565985539713,0.05386692691822396,0.5971146174021347,0.31110223030184303
4800,0.14451370377740086,0.0030786831015777324,0.014646069307205103,0.14938660223790537,0.0031115104281990015,0.014956766219534397,0.05375522351247193,0.5994904436220896,0.2952194708869167
4900,0.14846191297038316,0.0031048469157139943,0.014934415839472042,0.14885568269198943,0.0031255942713147265,0.015139213491534438,0.052771206070624306,0.603244329630716,0.3052773828424139
5000,0.1453312794950644,0.002993197404005597,0.014847259068780013,0.1500383902940929,0.0030490165411455185,0.015512864565039043,0.05251291626664008,0.6057887560211833,0.2895555150675525
