miliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
2600,7584.733023049827,113981.35302085403,6097.6255636946225,119981.56816706984,794.8652863172947,14276.184562592789,500222.0826816425,100642.68427257602,760.4821074419053,-502.84613399434164,120616.40013597877,8467.427622577767,591544.1871280244,120000.0,118950.1629871102,30.677431368422333,585414.7536457275,120000.0,120000.0,119663.63699432657,337.8100764898553
2700,7588.319447214005,117001.61527656067,6272.437768831291,119953.07218527043,985.9435883862593,13659.282372688887,496306.49930389423,101186.43449787676,758.2440379604034,-120.42158892981165,120561.23292936558,8845.264945296127,591447.3594845625,120000.0,119081.16069672503,24.488149057922975,586497.4133100121,120000.0,120000.0,119644.82798147456,376.3125254521231
2800,7568.585124400566,114514.88342854106,4243.845732808712,119947.32694680768,990.3346596118838,13050.892579480325,497507.96411731956,102895.72994283866,757.2053249080035,-186.7955975446023,119725.72286731713,8960.603679127968,591067.0061852579,120000.0,119153.71324394843,16.500499533265476,586899.0841445846,120000.0,120000.0,119607.52115060796,394.99293255199046
2900,7546.649394426417,116156.31177192612,4134.324578604235,119977.93938497487,970.4279673646973,12059.172761784423,495790.0721998813,105034.43601731582,755.1430386939645,249.33672143522958,120193.54302162373,9442.407199867373,590494.6743395647,120000.0,119028.27030296238,45.203346857923904,587944.9940518748,120000.0,120000.0,119563.02751994613,418.01540727040907
3000,7532.413016505323,114569.78253117352,4572.131520140651,119987.76317659838,723.755802516683,11392.450656477322,495520.206984328,105125.8506677062,752.6717283016715,786.3426016313442,119449.69936908515,9565.103206879645,590543.2793554814,120000.0,119249.63707138065,2.167334421429068,588789.5114711988,120000.0,120000.0,119539.97754566585,462.69950838454264
3100,7521.478918070408,115891.56388339058,3573.309550171352,119953.54986154065,888.3484416812757,10824.51529601961,492447.910375493,105868.06329329182,751.946483938873,-624.6077170199326,119290.54482267398,9920.835075786017,589950.2458752741,120000.0,119236.72907952275,19.04706372434858,589197.6086921297,120000.0,120000.0,119523.3679768732,483.65886072123936
3200,7500.344060115356,116937.42424782092,2513.515964183506,119967.05016099864,371.8929775622321,10012.327915934053,493836.0527263173,106387.30478488238,751.4312057201764,317.3223264907112,120599.38414253763,10284.287701270787,589784.1341973251,120000.0,119321.98179333081,45.258915355428755,589776.9785465455,120000.0,120000.0,119473.57378940334,502.1418175293527
3300,7487.570584426881,117986.2287829351,4031.5962606860526,119960.09145630329,797.4696403750734,9410.233796518249,494794.62328021764,106022.37867967301,749.6905183255114,-766.3524356211685,120500.40915511259,10770.131216463384,589409.0528323184,120000.0,119598.87570901673,36.173625511067584,590037.2133476696,120000.0,120000.0,119472.39363546309,540.5640621642926
3400,7470.666319825923,118712.10165944364,3305.3099534245753,119954.14148517924,472.1825862887949,9018.634209240943,491754.84719837154,104656.42079910972,748.040453510832,39.89854245423738,120722.90985519193,10919.336119722919,588887.8770699443,120000.0,119328.23169866139,-3.8293697309406447,590831.3742815041,120000.0,120000.0,119416.04580143199,585.8747498876046
3500,7451.667943765044,116965.97690932683,3707.6731644478996,119961.60425659137,774.3344115021177,8381.487892540536,493320.34975725313,105182.31584377415,745.3565176151809,-168.0041742964517,120056.40150866406,11388.558093926227,588549.5831057413,120000.0,119539.37766100877,1.4275797880646444,591154.5439828841,120000.0,120000.0,119389.30514392536,597.5075847100081
3600,7453.26766546169,116121.10527016874,3673.69481494702,119960.46137215097,603.8952742241826,8096.53697283821,495492.9123753245,105895.48065324545,744.5250283533225,671.8413864015274,120050.00909291964,11508.368449479372,588267.9345770422,120000.0,119268.72349455014,21.527243689777695,591906.3562993201,120000.0,120000.0,119357.32056808748,641.7650323081581
3700,7440.4808835157655,116284.99527779169,1422.439747152065,120008.07199751977,430.42310081186065,7680.015843187347,493071.85565793945,105632.48176325038,742.873468022083,-273.78157133802523,119324.8240710158,11658.327815180692,588046.6127192106,120000.0,119466.10034682682,33.74253857110584,592314.0544686186,120000.0,120000.0,119331.6661158569,677.0889465409184
3800,7420.8866280929005,117401.2691445816,2272.812022169163,119978.48429734568,577.4099504547909,7236.109842044013,495554.01010019967,103856.91885546142,742.1025030154191,-303.9747234802377,119290.51255962563,12318.443587771555,587692.5325850392,120000.0,119617.76898375725,11.540735672701107,592813.7205174695,120000.0,120000.0,119310.80594167998,683.3621435480088
3900,7394.306613225871,117743.20382123647,1487.123008205906,119981.94256278918,754.2709707923555,6780.240998303121,496533.33834307845,104614.65504409991,740.875652960853,421.3429221256436,120718.4498968274,12381.571413106702,587595.4312279992,120000.0,119587.62077698503,-11.689241673504139,593563.5678021193,120000.0,120000.0,119280.32500713,708.9063811898236
4000,7389.450649342725,116229.91309172897,1827.2898890299616,119983.42825997938,216.28440395848202,6419.152695833744,498274.38134792313,104054.43349054613,738.2269003829048,506.25500520234567,120226.61990239364,12840.380306779813,587272.2419528118,120000.0,119289.40483975063,35.61854935893395,593804.6086449841,120000.0,120000.0,119250.36988817355,761.9424553415731
4100,7376.009102597935,117396.08056148714,1269.9994500946589,120003.65624609744,193.63182500231855,5701.028169265522,499768.750023496,103481.82994847212,737.7357029733444,-453.6545344036385,120438.85323957165,13326.711804776533,586901.8483224402,120000.0,119356.25074078186,20.953342407335256,593851.5390588533,120000.0,120000.0,119208.70140532177,796.2153810968067
4200,7355.571457839895,118393.93363593635,2002.9461178828815,119972.34563083202,354.93022689231265,5393.427547494444,499538.96135772817,101617.80467116872,734.9093263426453,-578.0347532989485,119617.61576622372,13474.95587572794,586371.5277735277,120000.0,119803.66091365894,21.26292167175181,594665.0165627634,120000.0,120000.0,119177.06393520083,824.995012011192
4300,7338.557684090441,117317.12293058714,3318.376342819881,120010.36050009985,594.3547701287184,5480.972460165241,500930.1123231116,99666.44625487253,733.4457295008882,-707.3661210215022,120706.4654459001,13876.515095585148,586247.8611182843,120000.0,119526.85480596274,-7.213149514336825,594909.6399703771,120000.0,120000.0,119148.4078700912,850.768152648374
4400,7326.322451210331,117679.94103228168,199.60688793132272,119971.88512155924,91.63891487177108,5225.93022722684,499861.66874297184,98121.98019911315,732.5530084637376,-195.78891274355612,120634.99296594327,14260.257427655199,585913.8319910892,120000.0,119556.9445216741,31.243811587955484,595250.827119855,120000.0,120000.0,119142.76203076584,857.6650810505545
4500,7308.343329912179,119374.36804600101,495.4567979190158,120011.44407086747,194.56999523310074,4669.096109866157,504032.6906403754,96397.48581109499,731.4629065244651,-425.53864607980813,119904.78652388659,14330.740407825022,585498.3550644704,120000.0,119397.76709490649,-3.894606802410536,595411.1170334881,120000.0,120000.0,119117.322591848,889.4272109261058
4600,7304.341189490891,118506.94165408214,419.9611002775014,119999.17731433819,650.0202065071986,4770.239710376581,505632.4261038493,96791.32081608784,730.2494097136628,-297.31147802844134,120238.02225115967,14528.877982720578,585511.9858830082,120000.0,119785.96845594185,11.683131727610146,595508.5018330781,120000.0,120000.0,119074.41407601682,927.7924490939582
4700,7285.407282566781,119589.20570721672,2596.007383366806,120008.73822198629,332.44165065413614,4496.269011803877,506001.56467636564,93036.25116095573,728.7373190577656,-77.89643095904346,120206.81264065411,14782.797246151786,585217.2271784164,120000.0,119840.00501850236,17.46241107433437,595507.2740610997,120000.0,120000.0,119052.03476360325,964.4962146407235
4800,7262.440794597217,117634.03231738688,2834.9987061780794,119977.7021591992,376.0003256394764,3641.128942365649,507011.1343924393,91766.10249154475,726.6089193754608,-576.6607803348813,119635.57730102925,15191.1178962279,584464.797324254,120000.0,119370.01548748898,37.71978039743056,595684.6521671742,120000.0,120000.0,119026.2260060941,982.3473800488548
4900,7245.886118437055,118200.94237126326,2538.5690865784914,119960.75329816257,524.8157983785673,3665.61260208594,508470.8379245171,89749.57558331,725.5476965027161,278.5277885514912,120562.27475629108,15553.117923749927,584406.6990350352,120000.0,119776.3736515253,21.078102083931128,596106.9710877488,120000.0,120000.0,118990.24963766636,999.6215806169515
5000,7234.645646490985,120099.6596208062,1302.833179191799,119992.20175347585,11.17773956825738,3401.426027756784,510693.3306923959,90317.7656691404,722.8928777637204,592.4528872119266,119555.20586618125,16113.300797415332,584214.8824626341,120000.0,119374.64062198979,40.955950324101856,596252.7795791636,120000.0,120000.0,118982.14762485144,1028.2331451505765
