miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
1800,5.090872050686876,5.057349608304277,94.9127602084521,9.999075236090532,10.0,7.108869468205467e-11,199.99999999993113,7.747103927095327e-13,0.9999566136177063,0.0007163547010179704,2.3842858630475063e-08,1.1487764717955187e-12,3.8046603063011995e-10,7.0,100.0,-2.5589256414121634e-19,1.5029380706890822e-18,0.0,1.8117828586209998e-08,2.8005770536239826e-22,10.0
1900,5.0960354255714835,5.0564042732481225,94.90829302554089,9.99902349687696,10.0,7.177193885684619e-11,199.99999999993446,8.758895854158538e-13,0.9999544048434408,0.0007833405175131984,2.7420660324017127e-08,1.1537905073971846e-12,4.2386366307475006e-10,7.0,100.0,7.6197561321173085e-19,8.718423297531614e-19,0.0,1.8307468395567533e-08,3.755261531511494e-23,10.0
2000,5.107205587072146,5.062600360903342,94.89856395908315,9.99900525914415,10.0,7.545764234194854e-11,199.99999999991982,9.140154372835658e-13,0.9999539664288709,0.0007875612337326424,3.506908905178876e-08,1.1929690393862763e-12,3.6844500646744465e-10,7.0,100.0,1.0069901431666706e-19,9.35709974516218e-19,0.0,2.0515077008097304e-08,2.872110829731237e-22,10.0
2100,5.107401735952786,5.065609321816665,94.89785511660139,9.998934319906926,10.0,8.05723648604037e-11,199.99999999991098,1.0174092606552022e-12,0.9999496018835573,0.0008232466022145488,3.822830745136948e-08,1.5933843193109796e-12,4.739915381643807e-10,7.0,100.0,1.1487053243134296e-18,2.062612100371964e-18,0.0,2.1161642700486724e-08,-4.270338070113437e-23,10.0
2200,5.112318128226467,5.067586387912061,94.88865887168004,9.998921525277886,10.0,9.085759760294083e-11,199.99999999990484,1.1707730790748272e-12,0.9999471875274912,0.0008520803974258136,4.014502671790251e-08,1.7239209568440184e-12,5.21532262462332e-10,7.0,100.0,1.6134988618979337e-18,2.26848077330234e-18,0.0,2.263397298164815e-08,1.0549483587142973e-22,10.0
2300,5.121854422416418,5.07123732379359,94.8891881068111,9.998854706515006,10.0,1.0235491714700918e-10,199.99999999990146,1.4449380075364114e-12,0.9999455755152284,0.0009150815226816153,4.292741932470982e-08,1.9590079981101684e-12,7.130775709773292e-10,7.0,100.0,1.5259991193961427e-18,2.5693322855877826e-18,0.0,2.2866790753568795e-08,1.6492286768802691e-22,10.0
2400,5.123670262861772,5.071573275171757,94.8855085656375,9.998811016769599,10.0,1.1634302727546362e-10,199.9999999998881,1.3797306520312312e-12,0.9999446513332189,0.0009562835742880382,4.4165577875443565e-08,2.0960112875859254e-12,7.894504256305217e-10,7.0,100.0,1.7520846778113423e-18,4.0271112449293225e-18,0.0,2.3263240711108414e-08,3.598535134484146e-22,10.0
2500,5.1304899351899556,5.076954817564985,94.8783581820312,9.998781842788388,10.0,1.220910845373746e-10,199.99999999986912,1.704600713216431e-12,0.9999418577318954,0.0009775357270045714,5.0530561106500205e-08,2.236081979161718e-12,8.278724899427065e-10,7.0,100.0,2.181676871030904e-18,4.062797743906182e-18,0.0,2.479607329491094e-08,2.7483609299445703e-22,10.0
2600,5.132649456590685,5.078692387051655,94.87587359612212,9.99874556854007,10.0,1.3265923518811722e-10,199.9999999998584,1.967995018420024e-12,0.9999371573237988,0.0010387825143512483,5.602750908122407e-08,2.5879860089199485e-12,8.789022995239102e-10,7.0,100.0,2.2922385110052372e-18,4.846565228720043e-18,0.0,2.6436112740796826e-08,3.511119038171142e-22,10.0
2700,5.138726164497621,5.08200717741142,94.86785868613904,9.998630136801758,10.0,1.395405485941112e-10,199.99999999986176,1.9490708427273998e-12,0.9999376005757047,0.0011016870837951395,5.7890924383628985e-08,2.801370157178354e-12,1.01087593696254e-09,7.0,100.0,2.7524042001443763e-18,5.973850942147115e-18,0.0,2.6591326731428016e-08,6.585763718491647e-22,10.0
2800,5.144422986103454,5.084403367453133,94.86285041500463,9.998646610609255,10.0,1.5382454381078107e-10,199.9999999998432,2.251798604682975e-12,0.9999342980029798,0.001107807768113426,6.366310981621268e-08,3.1210719588206e-12,1.1436499024650692e-09,7.0,100.0,3.0396361922414842e-18,7.489747181821507e-18,0.0,2.858367841328945e-08,5.440506633913346e-22,10.0
2900,5.15237417982083,5.087408941846699,94.8613078890491,9.998578704055033,10.0,1.7545870037922416e-10,199.99999999983916,2.6104995992331854e-12,0.9999327928161963,0.001132339908548933,6.983837655574203e-08,3.501192051561061e-12,1.2648848225846938e-09,7.0,100.0,3.523301657665089e-18,7.193669190788201e-18,0.0,2.943491902315817e-08,8.659087459816083e-22,10.0
3000,5.157776777910962,5.090246574764746,94.8528595146191,9.99854842487462,10.0,1.725978510344158e-10,199.999999999827,2.9835483015405976e-12,0.9999292973784732,0.0011900259990427638,6.916660861373292e-08,3.999369305994956e-12,1.3733358029106426e-09,7.0,100.0,4.659464079750429e-18,9.192631747412181e-18,0.0,3.017902533224918e-08,1.127548078805856e-21,10.0
3100,5.160011907641062,5.092612544835873,94.8517836333575,9.998428886900921,10.0,1.866311071554672e-10,199.99999999980534,3.16671119688238e-12,0.9999275244099601,0.0012270260025527056,7.74224089054095e-08,4.118830116034082e-12,1.450154614720984e-09,7.0,100.0,4.520895782631236e-18,1.0799446074448799e-17,0.0,3.148189100871984e-08,1.5135098836995292e-21,10.0
3200,5.164045536746546,5.097484262913213,94.84193430579491,9.998392608598426,10.0,2.0900574913696126e-10,199.99999999980147,3.4274920596083494e-12,0.9999250797001543,0.0012529729328550118,8.470327717424337e-08,4.474677935803425e-12,1.6428049768870995e-09,7.0,100.0,6.514196652736734e-18,1.1255210024143018e-17,0.0,3.141586114847495e-08,1.4630670797679945e-21,10.0
3300,5.1694573316451775,5.100280246013822,94.83853725854354,9.998346895750657,10.0,2.133301015755727e-10,199.99999999978579,3.922617227544704e-12,0.999921189769484,0.0013213083393013613,8.797773501563187e-08,4.924849444131393e-12,1.6452321299123946e-09,7.0,100.0,6.165134257404778e-18,1.2300295807284592e-17,0.0,3.2745225193631264e-08,1.8259909790213305e-21,10.0
3400,5.175854019245656,5.1048842012698294,94.83385116574864,9.998319019751742,10.0,2.363234915603309e-10,199.99999999977197,4.264028393040666e-12,0.9999188015232116,0.0013391769555980795,9.52472376107042e-08,5.40173869495467e-12,1.9169100871456697e-09,7.0,100.0,7.46051253601874e-18,1.5203626045614416e-17,0.0,3.381653718753523e-08,2.0074017094537134e-21,10.0
3500,5.181110173218378,5.108253505947089,94.83004571883764,9.998298577605034,10.0,2.513622220344607e-10,199.99999999974858,4.761159501834616e-12,0.9999155981363059,0.0014293325697685001,1.0087147968897401e-07,5.712397205431105e-12,2.018196345468528e-09,7.0,100.0,8.417379550208864e-18,1.618723612591542e-17,0.0,3.465229874598586e-08,2.4809834468625803e-21,10.0
3600,5.181575867364729,5.108689863712523,94.823646307521,9.998195766591524,10.0,2.581597243633603e-10,199.99999999974452,5.077608185921303e-12,0.9999152009695044,0.0014453747588314375,1.0384359430223276e-07,6.250584515948875e-12,2.199088541895307e-09,7.0,100.0,9.618342813532761e-18,1.9060629264739586e-17,0.0,3.568787254067774e-08,3.073225213636755e-21,10.0
3700,5.193428306207813,5.1122155250540935,94.81643680056348,9.998202319336077,10.0,2.673477828770802e-10,199.99999999972954,5.439233807017194e-12,0.9999107077597906,0.0014745228254057702,1.0690595821856126e-07,6.677728453600588e-12,2.3449000327723446e-09,7.0,100.0,1.1829297297536035e-17,1.980419678149068e-17,0.0,3.666842331212298e-08,3.504001201669677e-21,10.0
3800,5.198165325992013,5.114997110424696,94.8182024804575,9.99812306895344,10.0,2.87970636339682e-10,199.99999999971857,5.8389755131441754e-12,0.9999114959753093,0.0015161491269499536,1.167452662262888e-07,7.536402935060028e-12,2.5239811503230096e-09,7.0,100.0,1.3009424082689258e-17,2.263808038123522e-17,0.0,3.7591879668296046e-08,4.075441807120139e-21,10.0
3900,5.198373973804901,5.11902085503407,94.80743598515346,9.998080681317578,10.0,3.109399492549637e-10,199.99999999969458,6.174379663337726e-12,0.99990718719274,0.0015755543728801565,1.2103594689720717e-07,7.845167328350368e-12,2.701155457939511e-09,7.0,100.0,1.5541636670825073e-17,2.5229902839350395e-17,0.0,3.888638531091464e-08,4.988008414372447e-21,10.0
4000,5.207742617933237,5.121740517639457,94.80430828097187,9.998034042562024,10.0,3.2399379387550915e-10,199.99999999967312,6.983404844831649e-12,0.9999051960592227,0.001606681089056277,1.3084404636573973e-07,8.624947867937019e-12,2.925728486876135e-09,7.0,100.0,1.772721628396155e-17,2.784421582980545e-17,0.0,4.060296612947714e-08,5.415972649219935e-21,10.0
4100,5.2129588008236345,5.126143159131134,94.8016088118623,9.997946157853958,10.0,3.408543783412554e-10,199.99999999966826,7.286788883608798e-12,0.9999030919357254,0.0016609259465419847,1.371108385604493e-07,8.932200163520019e-12,3.0772629446041986e-09,7.0,100.0,1.897807744291591e-17,3.0955059537548035e-17,0.0,4.03742195074914e-08,6.1308263138355005e-21,10.0
4200,5.217874009279243,5.124903332765053,94.7938369029719,9.997904481203882,10.0,3.5832954374338214e-10,199.99999999965078,8.103243179954953e-12,0.999898821994715,0.00169626692645429,1.3904509668039117e-07,9.833094592418148e-12,3.1943450658380263e-09,7.0,100.0,2.132799396348517e-17,3.4290029239608117e-17,0.0,4.239280340769813e-08,7.246977426418125e-21,10.0
4300,5.220458916363549,5.1289860242281184,94.79046962517953,9.997908078336145,10.0,3.749704318059389e-10,199.9999999996311,8.468846428550147e-12,0.9998988842808197,0.001722881394190885,1.502836252455783e-07,1.0229328885278244e-11,3.4975495905467228e-09,7.0,100.0,2.446676191390091e-17,3.7524565228363653e-17,0.0,4.281244074081668e-08,8.119860475391226e-21,10.0
4400,5.226035872314641,5.1322320476474825,94.78930116182266,9.997861621913973,10.0,3.922957416060854e-10,199.99999999961207,9.184654116110453e-12,0.999895368067472,0.0017650251704782675,1.5543061289945783e-07,1.0817594361473973e-11,3.726378631027044e-09,7.0,100.0,2.78186271554212e-17,4.102151716136608e-17,0.0,4.358429662793025e-08,9.326426177049839e-21,10.0
4500,5.230884621116385,5.1342683377596785,94.77934584478696,9.997810106609817,10.0,4.031026443434279e-10,199.99999999959644,9.861053980992785e-12,0.9998924874881664,0.0018009575012165398,1.5955070342426928e-07,1.1500987582705244e-11,3.905408097141805e-09,7.0,100.0,3.083150611556447e-17,4.414084751962661e-17,0.0,4.42658284605026e-08,1.0936968677347994e-20,10.0
4600,5.237991513281961,5.139845746409459,94.77852891271522,9.997750293166348,10.0,4.29422200499179e-10,199.99999999957154,1.0271301093384297e-11,0.9998916491257229,0.0018601218537086612,1.699846638649228e-07,1.2411262770843188e-11,4.1094669841982775e-09,7.0,100.0,3.4290979054020375e-17,4.8243412831511774e-17,0.0,4.63502002090919e-08,1.2257361380119889e-20,10.0
4700,5.239854249365454,5.139439324159158,94.77069039796514,9.997663522728788,10.0,4.45469122333767e-10,199.99999999955526,1.0951663399796937e-11,0.9998871307326375,0.0018884675785633088,1.7834429959839466e-07,1.28153595685051e-11,4.404122691636598e-09,7.0,100.0,3.76200188658784e-17,5.187744431258918e-17,0.0,4.7560767013853264e-08,1.41806001067975e-20,10.0
4800,5.248552414799538,5.145404226435816,94.77029445280444,9.99763629155293,10.0,4.5898063039141216e-10,199.99999999954304,1.1716477697454051e-11,0.9998864705011721,0.0019287159507509065,1.862028191354822e-07,1.345294718472495e-11,4.613461026514653e-09,7.0,100.0,4.0810056760772435e-17,5.748647154121216e-17,0.0,4.798658811386658e-08,1.556341734974425e-20,10.0
4900,5.248989828753299,5.146177101811311,94.7603709647639,9.99759917519445,10.0,4.867331235252702e-10,199.99999999952385,1.2411402526175217e-11,0.999882228165749,0.0019409728705698489,1.9321441700347755e-07,1.4433489110729568e-11,4.93287150136231e-09,7.0,100.0,4.641552820368577e-17,6.151875522390494e-17,0.0,4.837704488457107e-08,1.7627639381009716e-20,10.0
5000,5.254281528610141,5.148813005966837,94.75686750257024,9.997547211154108,10.0,5.03245686077861e-10,199.999999999494,1.3298098188964407e-11,0.9998801408443577,0.0020085564386424478,2.0241279518477685e-07,1.529991211743272e-11,5.111974395904787e-09,7.0,100.0,5.080100796784195e-17,6.816567607838249e-17,0.0,5.025381033437309e-08,1.9801309356914664e-20,10.0
