milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
1000,5.054733751565848,5.030566294047865,94.95315195656694,9.999536966933027,10.0,1.3996980366585356e-11,199.99999999998514,2.1913269454696066e-13,0.9999777831666399,0.0003774026207717259,6.180364453181875e-09,5.028700529520135e-14,7.053338998382564e-11,7.0,100.0,-4.650712031164685e-19,5.440486816866878e-19,0.0,9.472179298745686e-09,-1.6642541802976517e-22,10.0
1100,5.054585554441405,5.03460171638538,94.94463154042462,9.999476162416402,10.0,2.1417929784082233e-11,199.9999999999713,2.739827061775046e-13,0.9999729227264692,0.00046919325095092976,1.0152964825284819e-08,4.5083946256472216e-14,1.3333467728032104e-10,7.0,100.0,1.4758754347025163e-19,6.095297639651325e-19,0.0,1.1588666013237593e-08,1.3659171088645013e-22,10.0
1200,5.0640684645080585,5.0393499548188565,94.94159669333996,9.999402602921645,10.0,2.1124774659204034e-11,199.99999999997152,3.8380168887166004e-14,0.9999706274714478,0.00047004253778197666,1.16608305574967e-08,1.909764059005393e-13,1.2155249989530132e-10,7.0,100.0,5.049037780770657e-19,-1.9220816430406318e-19,0.0,1.2303935025289138e-08,-1.7997765359428526e-22,10.0
1300,5.066587843298817,5.041535224694405,94.93471691088315,9.99932743969158,10.0,3.896683263368761e-11,199.99999999997118,2.370665429872491e-13,0.9999681413651351,0.0004964495903648083,1.2666903968480792e-08,3.9500612515758037e-13,1.7401446066972944e-10,7.0,100.0,7.390182932493821e-20,-3.124620669908921e-19,0.0,1.31058157896678e-08,1.2577413964086615e-22,10.0
1400,5.074450428533065,5.044625303194158,94.93182720008541,9.999325440234777,10.0,4.2811521981673056e-11,199.99999999996334,3.8387267950281026e-13,0.9999667543369934,0.0005369272231972105,1.531414655323668e-08,5.391868387258395e-13,1.7075751941156545e-10,7.0,100.0,5.3250728883354475e-19,9.648247952254066e-19,0.0,1.4523994786960801e-08,1.8887787713899456e-22,10.0
1500,5.078404641395244,5.045076726068405,94.92827497875905,9.999286536282108,10.0,4.564701795260623e-11,199.9999999999604,1.8205783134792283e-13,0.9999648580955928,0.0005932239831904906,2.0632026576509028e-08,7.372061730879319e-13,2.400870102661963e-10,7.0,100.0,-3.7458392562382927e-19,6.284455775237309e-19,0.0,1.4257440886447802e-08,-1.348024572687856e-22,10.0
1600,5.081798269557961,5.051114517268879,94.92004014429156,9.999237888511544,10.0,5.035945393128669e-11,199.99999999995512,2.9614645872053366e-13,0.9999624203266942,0.0006686033152708751,2.2049368852448498e-08,4.788132421296282e-13,2.312084259919403e-10,7.0,100.0,2.514814156466118e-19,1.0570533994990464e-18,0.0,1.6259553432218584e-08,-7.907926941377772e-23,10.0
1700,5.086031161293951,5.054240847343105,94.91432819138319,9.999172856059943,10.0,5.89020230878351e-11,199.99999999994816,6.977810459702517e-13,0.9999581775980192,0.0006972678000321677,2.3460272206289945e-08,8.316058528034607e-13,1.9930896604566018e-10,7.0,100.0,3.0651139507110313e-19,1.5594706382347448e-18,0.0,1.7156727591873386e-08,-1.9229783452780504e-22,10.0
1800,5.094590299371681,5.053894026993857,94.90867490416599,9.99907741753298,10.0,6.646001274927981e-11,199.99999999992923,8.182045545970441e-13,0.9999582721656387,0.0007120406987692134,2.7828615980341282e-08,7.424660527878943e-13,2.850501217279578e-10,7.0,100.0,2.794540072782191e-19,2.1302403710322756e-18,0.0,1.854092030294056e-08,-1.1650035223692684e-22,10.0
1900,5.102184667032204,5.06061353887058,94.90887945759293,9.999053123938758,10.0,7.299402437389063e-11,199.99999999992667,7.799927181801215e-13,0.9999543503567904,0.0007408010687966544,3.0964354727400845e-08,1.344397943964078e-12,2.994719571886092e-10,7.0,100.0,4.571664548370652e-19,1.0620405154404447e-18,0.0,1.853837304039743e-08,2.3056133011002573e-22,10.0
2000,5.10358883890994,5.061327980331499,94.90275949046386,9.999022082221083,10.0,8.26861228888392e-11,199.99999999991874,1.031019517256314e-12,0.9999511654993715,0.0008118337195992477,3.140096883295404e-08,1.437755177454248e-12,4.843627576332855e-10,7.0,100.0,1.7188788830162734e-19,1.7185967026697142e-18,0.0,2.019984881545763e-08,3.5537098205299332e-22,10.0
2100,5.1108076279197645,5.065248790664076,94.89757757717243,9.998986686380695,10.0,8.585498450035812e-11,199.99999999990854,9.017964068260472e-13,0.9999497633523817,0.0008623664721225924,3.6114608687067655e-08,1.2622636134932844e-12,4.326510470699542e-10,7.0,100.0,1.3127520801450732e-18,1.787583795531882e-18,0.0,2.0273384441038156e-08,6.834993405501505e-23,10.0
2200,5.112209942621226,5.067871209085332,94.8955861886931,9.998937607455238,10.0,9.956800195357645e-11,199.999999999905,1.2925325604411321e-12,0.999947335309603,0.0008625376461775889,3.869268712161226e-08,1.6477366512364501e-12,5.464322983138579e-10,7.0,100.0,7.767277305104628e-19,2.2762195277148922e-18,0.0,2.240612643050314e-08,1.0393617241467234e-22,10.0
2300,5.118354713509932,5.069242909319257,94.88380347422338,9.998871386740284,10.0,1.0551435271808665e-10,199.99999999989396,1.3816662475247787e-12,0.9999464121773084,0.0009101726338158792,4.1378928814855806e-08,1.8172290856285604e-12,6.008140724357735e-10,7.0,100.0,1.7731507358573157e-18,3.754506720480382e-18,0.0,2.3451990356244992e-08,4.195149505985312e-22,10.0
2400,5.126153604367099,5.075172111120576,94.88021829626325,9.99881370582229,10.0,1.2086160831573565e-10,199.99999999988603,1.3185140110128534e-12,0.9999415988488061,0.000986503627404082,4.611284021857499e-08,2.0330610234642685e-12,7.088485005438263e-10,7.0,100.0,1.6138010713127898e-18,4.602941790927576e-18,0.0,2.4535829444904192e-08,1.6057701061760324e-22,10.0
2500,5.127803599176378,5.075658379484044,94.87684779296605,9.998754227699365,10.0,1.1927382374997104e-10,199.9999999998686,1.7721043289764862e-12,0.9999408482770331,0.0010195495941572033,5.103047650824837e-08,2.418258167464598e-12,8.450786439235685e-10,7.0,100.0,1.7966428316767935e-18,4.813754521925512e-18,0.0,2.449515687814287e-08,4.1692915390465416e-22,10.0
2600,5.134556912010005,5.080090285395251,94.87614806306055,9.998719017361992,10.0,1.322137684469361e-10,199.99999999986122,2.0897403121423245e-12,0.999939694651569,0.0010384844016363773,5.324214505858177e-08,2.508982363693425e-12,9.605579309217347e-10,7.0,100.0,1.841940223575079e-18,4.347861983518632e-18,0.0,2.5682581812679525e-08,5.226216949245314e-22,10.0
2700,5.137861663098025,5.083990542311373,94.86762737962324,9.998690779234598,10.0,1.462517865585768e-10,199.9999999998548,2.0324994109457657e-12,0.9999356636344959,0.001107233016777416,5.723368043534554e-08,3.1157357564500654e-12,9.611213932233124e-10,7.0,100.0,2.2247819405501212e-18,6.025681383455755e-18,0.0,2.6801839673464414e-08,5.751460639746309e-22,10.0
2800,5.142068105645789,5.0874357793739975,94.86570160169474,9.998591492212968,10.0,1.4916894570609742e-10,199.99999999984834,2.253264180208589e-12,0.9999352806398792,0.001115131766584787,6.121039185898281e-08,3.151767654340037e-12,1.072627326402892e-09,7.0,100.0,3.582073331565398e-18,7.549621514627572e-18,0.0,2.7530078413166552e-08,9.016367233357961e-22,10.0
2900,5.147259754742393,5.090553806580934,94.86108321613648,9.998528826391047,10.0,1.6850187455023023e-10,199.99999999983459,2.429758388605476e-12,0.9999304982021752,0.0011635562967128438,6.717923552093602e-08,3.605365635483662e-12,1.2507991005314513e-09,7.0,100.0,3.1871574208664516e-18,6.940052020168518e-18,0.0,2.9287519993580393e-08,1.1270307689800418e-21,10.0
3000,5.156122335028989,5.092152170219195,94.85312515966655,9.998485496657766,10.0,1.8041290762668636e-10,199.99999999982685,2.714834800014387e-12,0.9999295322050447,0.001214331057848693,7.304094528590782e-08,3.795658031377575e-12,1.2446210787115682e-09,7.0,100.0,3.9366671074207494e-18,9.199947860712663e-18,0.0,3.046251683173214e-08,1.1208953728342382e-21,10.0
3100,5.161723830998401,5.095677810132348,94.84900855981887,9.9984908122378,10.0,1.9827500117899197e-10,199.9999999998021,3.3751167702306947e-12,0.9999279993829511,0.001222425090472808,7.663178289156831e-08,4.075935077887573e-12,1.5148797306458654e-09,7.0,100.0,4.825459974159665e-18,9.77579642918091e-18,0.0,3.090484303156565e-08,1.4450365589144279e-21,10.0
3200,5.164458765434312,5.099424202278753,94.84083410368478,9.998412584996753,10.0,1.9829633973593614e-10,199.9999999997939,3.611323073691656e-12,0.9999257694958518,0.0012519906592419166,8.225762003722029e-08,4.439885888864413e-12,1.6006608806259523e-09,7.0,100.0,6.198959875572588e-18,1.2142427593372516e-17,0.0,3.221016094677781e-08,1.782065312389188e-21,10.0
3300,5.168390078891075,5.1012109400271495,94.836889568997,9.998351930127644,10.0,2.1216031828064399e-10,199.99999999978627,3.793089675341803e-12,0.9999208740221979,0.0013335743752551149,8.906929033631576e-08,5.20652029058625e-12,1.6851930512753326e-09,7.0,100.0,6.409441997762724e-18,1.384426502864309e-17,0.0,3.346512794024123e-08,1.7399007637958353e-21,10.0
3400,5.175798390242128,5.104757144006949,94.83078077440877,9.998333577154662,10.0,2.2727007183390032e-10,199.9999999997645,4.150158472235531e-12,0.9999194691144214,0.0013754284788875348,9.249086889570839e-08,5.393598460096209e-12,1.7786424478784566e-09,7.0,100.0,7.253543928014126e-18,1.5235275497363617e-17,0.0,3.44854466893916e-08,1.9912912655860114e-21,10.0
3500,5.182175482260107,5.106672922668611,94.83155332946107,9.998271712403033,10.0,2.523641957079287e-10,199.9999999997478,4.4554026091948085e-12,0.9999184423210488,0.0014056831627664308,9.821926085465356e-08,5.7328973816874705e-12,1.992657367190787e-09,7.0,100.0,8.923998576657373e-18,1.6995054159699603e-17,0.0,3.4950165359655955e-08,2.6462508443051455e-21,10.0
3600,5.18161177444446,5.111345072478035,94.82830388163849,9.998191061058336,10.0,2.637821082717944e-10,199.99999999973465,4.8384737905288755e-12,0.9999150081164181,0.0014404207398196003,1.0274575168494251e-07,6.3902761793913746e-12,2.0816209924470316e-09,7.0,100.0,1.0788907657109226e-17,1.841383256005629e-17,0.0,3.5786492069607895e-08,3.024506972097994e-21,10.0
3700,5.193048999167634,5.110877614354263,94.82223957005925,9.998195432179694,10.0,2.6900111536730563e-10,199.99999999972945,5.33396762776803e-12,0.9999114476470312,0.0015046927541487991,1.1135054978841348e-07,6.842741455025962e-12,2.303502425066333e-09,7.0,100.0,1.1094128413094164e-17,2.0715135029562136e-17,0.0,3.7220301235536766e-08,3.530302404561905e-21,10.0
3800,5.194394379112141,5.1172701588161855,94.81602520164529,9.998088901961685,10.0,2.873940671303303e-10,199.99999999971004,5.936851941464858e-12,0.9999104274745501,0.0015184510614011945,1.1767156208460292e-07,7.430140158042225e-12,2.518371883797416e-09,7.0,100.0,1.2903292273564358e-17,2.33654042247769e-17,0.0,3.7730608178917965e-08,4.186137609126795e-21,10.0
3900,5.202838029433136,5.119694421381214,94.81063585446331,9.998038934432465,10.0,3.100722607090563e-10,199.999999999692,6.2049688899721364e-12,0.9999085023282366,0.0015777092215466814,1.2222966546258675e-07,8.041666468984833e-12,2.7163220412011522e-09,7.0,100.0,1.5379353811231715e-17,2.5428673994207614e-17,0.0,3.901720796989286e-08,4.671131829095029e-21,10.0
4000,5.20895967404801,5.120409094215547,94.80809754079102,9.99799504738847,10.0,3.209133641837047e-10,199.99999999967758,6.754609834702733e-12,0.9999061795384292,0.0015849639761106372,1.3056458880419094e-07,8.35481267575203e-12,2.788454390951345e-09,7.0,100.0,1.6615831507749594e-17,2.7293012028482034e-17,0.0,4.0526763857185885e-08,5.722496257922085e-21,10.0
4100,5.209788339953625,5.124713326930569,94.800643198395,9.99800872548126,10.0,3.300774643032024e-10,199.99999999966485,7.429004839419579e-12,0.9999028137007488,0.0016629421439581943,1.3182312138169625e-07,9.175230933929058e-12,3.0128356211036736e-09,7.0,100.0,1.9585626896175707e-17,3.1174357595353606e-17,0.0,4.037480989799395e-08,6.583865727558909e-21,10.0
4200,5.21536804021737,5.126622402835309,94.79564200320007,9.997893819025055,10.0,3.5716107678209023e-10,199.99999999964533,8.01313366222583e-12,0.9999016832670837,0.0016510625577653114,1.3869835044714225e-07,9.709140977254856e-12,3.195340883078686e-09,7.0,100.0,2.127052073418599e-17,3.2991370610066414e-17,0.0,4.130052509358511e-08,7.382189342315844e-21,10.0
4300,5.221210890101157,5.127988429000557,94.79441215030153,9.997873574740321,10.0,3.763340501535419e-10,199.99999999962492,8.582499871343042e-12,0.9998996468709908,0.0017170182905333524,1.465429998361259e-07,1.0444292641411312e-11,3.524682297436499e-09,7.0,100.0,2.4476633269813814e-17,3.6770990092215e-17,0.0,4.234223122006766e-08,8.35291287289731e-21,10.0
4400,5.227647861205333,5.131371726544119,94.78785139240081,9.997862937293599,10.0,3.823828566781375e-10,199.9999999996106,8.91276452311429e-12,0.999897136329688,0.0017699600499289565,1.574062592220835e-07,1.0998733769495471e-11,3.6583879623646995e-09,7.0,100.0,2.6721658973694846e-17,4.0586020587775157e-17,0.0,4.384186617303645e-08,9.712518647090723e-21,10.0
4500,5.233614571235881,5.134985596952579,94.78368229923257,9.997768497207904,10.0,3.999636541156805e-10,199.99999999959053,9.737724957484132e-12,0.9998916674250462,0.0018080384003329197,1.6158555242133536e-07,1.1426294626282697e-11,3.849889658414763e-09,7.0,100.0,3.0844323860583185e-17,4.393186772563272e-17,0.0,4.448236413190131e-08,1.1029909670263285e-20,10.0
4600,5.234344522507888,5.139061314571529,94.77804025395481,9.997744704310268,10.0,4.2178523777382566e-10,199.99999999957714,1.028676617237209e-11,0.9998914827673175,0.0018135409800246422,1.6957221301945286e-07,1.2336068600022442e-11,4.206299679093828e-09,7.0,100.0,3.3882554735503404e-17,4.802603548031241e-17,0.0,4.662344225681852e-08,1.2364940885035907e-20,10.0
4700,5.236654861462052,5.141410438383707,94.77550617516104,9.997652084853897,10.0,4.448825302177703e-10,199.99999999956023,1.1075793951210268e-11,0.9998898160935077,0.001862473422339888,1.7720986243127473e-07,1.2799061528415177e-11,4.447489345052442e-09,7.0,100.0,3.7308231613857964e-17,5.2551125735307424e-17,0.0,4.729761710488116e-08,1.3713231763193584e-20,10.0
4800,5.248457663444146,5.1429655264201735,94.76807328836676,9.997628194586222,10.0,4.5509803897594923e-10,199.99999999953397,1.1708488555396479e-11,0.9998878699465795,0.0018989945724846883,1.870066170730284e-07,1.3474161065845542e-11,4.681010804651135e-09,7.0,100.0,4.126324513571344e-17,5.667012497269961e-17,0.0,4.85813549818067e-08,1.5812649897552117e-20,10.0
4900,5.24875275224587,5.14703779563859,94.76135636157757,9.997590275639835,10.0,4.729792037458013e-10,199.999999999519,1.2635022323727178e-11,0.9998855940633955,0.001976618941801569,1.9110271101112863e-07,1.4389190844092886e-11,4.814707800340823e-09,7.0,100.0,4.594257795067779e-17,6.139203083264203e-17,0.0,4.8335889480558344e-08,1.772911995427805e-20,10.0
5000,5.257964560458476,5.148449179318363,94.75853517823478,9.997538578614217,10.0,5.022478811459362e-10,199.99999999950518,1.3187226691839263e-11,0.999880151707122,0.0019797013162126645,2.015842371484352e-07,1.5388103632118133e-11,5.136771510325397e-09,7.0,100.0,5.032907350368638e-17,6.685275834974134e-17,0.0,4.93561723332009e-08,1.988404986267061e-20,10.0
