miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
1000,5.052849066686317,5.029723537929285,94.95317769244737,9.999520049396386,10.0,1.499558902856013e-11,199.99999999998062,2.556360786520566e-13,0.9999770432272412,0.0004090688660760089,6.426196085917545e-09,3.0818765456399223e-13,1.0775192795465847e-10,7.0,100.0,-6.246255197425842e-19,1.0397143515846256e-18,0.0,1.0290374937334109e-08,1.3737902916978818e-22,10.0
1100,5.057282940313163,5.032483296241045,94.94259643246271,9.999429649230809,10.0,2.2300607631498684e-11,199.99999999997428,1.6912244560455684e-13,0.9999742195469328,0.0004156768235268951,7.470886745296569e-09,3.1623057290717225e-13,1.3333840435838273e-10,7.0,100.0,2.9822972343354073e-19,-5.2065665193317505e-19,0.0,1.042533688737407e-08,-6.21284470656403e-23,10.0
1200,5.062381049037793,5.035424068225738,94.93914983362278,9.999395543083876,10.0,2.4387775199705454e-11,199.99999999997783,3.5284916464930844e-13,0.9999728346933289,0.00047029851231362015,1.1928750347182814e-08,3.497346794330221e-13,6.577190524559771e-11,7.0,100.0,1.5725878678547573e-19,5.952882664279871e-19,0.0,1.1850393245361073e-08,1.453423507957903e-23,10.0
1300,5.064564704196665,5.03959718129231,94.93544601145516,9.999374491447137,10.0,3.1785602291926134e-11,199.99999999996385,1.4299879337503728e-13,0.999969263778243,0.0005412512064524515,1.0593573894148592e-08,4.825545166115012e-13,9.485787710648779e-11,7.0,100.0,7.37140324280662e-20,1.1144190276531608e-18,0.0,1.2471301092691702e-08,-5.919284730802328e-23,10.0
1400,5.074260523141669,5.042229480911146,94.93306396779334,9.999287459849185,10.0,4.0720223925099625e-11,199.99999999996382,2.0262683946309966e-13,0.9999680105724091,0.0005624136368955739,1.5119248818374032e-08,5.339021509252368e-13,2.1745656924883472e-10,7.0,100.0,-4.700859932628466e-20,-2.4988394799025186e-20,0.0,1.3745031003302095e-08,2.38639892986309e-22,10.0
1500,5.078653456069503,5.04834699329149,94.92556798054974,9.999251255079784,10.0,4.6909674786261696e-11,199.99999999995038,3.6575538226878713e-13,0.9999654615800851,0.0006085160829773781,1.6028347224553306e-08,6.297892218155403e-13,1.4895790139083456e-10,7.0,100.0,8.499076105153497e-19,7.909195917333008e-19,0.0,1.4678891202472847e-08,9.887368423996891e-23,10.0
1600,5.085009931198503,5.049062435256031,94.92188848145038,9.999228397275555,10.0,5.609874922135766e-11,199.9999999999428,4.770594934724015e-13,0.999961581076523,0.0006426979037149395,2.2200404490271742e-08,5.909538242954909e-13,3.0205927855035883e-10,7.0,100.0,9.673001330436758e-20,3.642834107287795e-19,0.0,1.54700126149894e-08,2.3227111478411386e-22,10.0
1700,5.0857524502747,5.052860152459283,94.9135257621536,9.999150594858685,10.0,6.00316178892416e-11,199.99999999994188,7.003676708430059e-13,0.9999603332512378,0.0007020265468098127,2.5355484486709188e-08,7.982380713049208e-13,2.5578640009587157e-10,7.0,100.0,6.407354793587467e-19,1.6160403055318576e-18,0.0,1.6484961246749253e-08,1.5380473147985166e-22,10.0
1800,5.090296540250311,5.056616310094402,94.915061521965,9.999117211032017,10.0,6.63680827582363e-11,199.9999999999276,6.245208583064281e-13,0.999958579639668,0.0007087824789599579,2.5628123867457786e-08,7.597780106778024e-13,3.2748657649070464e-10,7.0,100.0,8.178448956799349e-19,1.8994704964770346e-18,0.0,1.8416443345191453e-08,8.17785943588444e-23,10.0
1900,5.101698460617686,5.057713257981736,94.90522540930411,9.99908180260984,10.0,7.60267699255745e-11,199.99999999993042,8.369562946384545e-13,0.9999532905774692,0.0007724620356543826,3.175102443300208e-08,1.2465608944746617e-12,4.4520204356172124e-10,7.0,100.0,1.7043539006578434e-20,1.501962429623189e-18,0.0,1.8949080167963287e-08,2.1245476744551534e-22,10.0
2000,5.102989419286429,5.06366347340836,94.9050415936239,9.999011188497649,10.0,7.748270534022434e-11,199.99999999992465,7.365275200958177e-13,0.9999521062767038,0.0008281598143872445,3.406926281445816e-08,1.2836321795213384e-12,3.835230463797139e-10,7.0,100.0,1.827718368259377e-19,1.769800259620275e-18,0.0,2.002684796352789e-08,1.4768813076286152e-22,10.0
2100,5.105715749444062,5.062651060445056,94.90052754520845,9.998939382310857,10.0,8.070599864796254e-11,199.9999999999099,8.664737503851002e-13,0.9999517904829069,0.0008259045735309817,3.5433059261631986e-08,1.3999790815218748e-12,4.79131358719559e-10,7.0,100.0,1.1393564914799728e-18,1.450335260436733e-18,0.0,2.1715048737856973e-08,2.147391923354653e-22,10.0
2200,5.1113190557754695,5.065969147862738,94.88877827176536,9.998887070555867,10.0,1.0284349680755524e-10,199.9999999999062,9.859666094105747e-13,0.9999493514858822,0.0008525598870742463,3.5746337599909496e-08,1.5324492066835415e-12,5.672751146828097e-10,7.0,100.0,8.425108615923939e-19,2.9374791013616743e-18,0.0,2.2646850272398367e-08,-5.2588143286529294e-23,10.0
2300,5.116830052918563,5.07163444094279,94.89001698493858,9.998854255043891,10.0,1.1176935573859568e-10,199.9999999998904,1.2303041382988219e-12,0.9999455010153173,0.0009007814103601703,4.053186813228903e-08,1.980894502835856e-12,6.432190691297804e-10,7.0,100.0,1.4805105457169204e-18,3.663600257356025e-18,0.0,2.3101846193351537e-08,2.7182265649595606e-22,10.0
2400,5.126139969635116,5.071754985518501,94.88500893153855,9.998776915481676,10.0,1.1401456728071819e-10,199.99999999987887,1.4912630522028807e-12,0.999943172480238,0.0009652358408203559,4.396512264049554e-08,2.2755644303112013e-12,7.175892412489858e-10,7.0,100.0,2.0813776239456426e-18,3.2726517105421366e-18,0.0,2.377093648782398e-08,4.770536413961653e-22,10.0
2500,5.1328796884069146,5.076436247419298,94.8781970333691,9.998780629421478,10.0,1.3072183980234953e-10,199.9999999998747,1.801063843603983e-12,0.9999422738773531,0.0010108524703394569,4.8263290053697257e-08,2.4016647892747245e-12,8.685376588798862e-10,7.0,100.0,2.132797721840537e-18,4.195812701662684e-18,0.0,2.437511378617164e-08,2.5678337603360336e-22,10.0
2600,5.137725606574053,5.081049923410674,94.87630895310704,9.998727195211265,10.0,1.281732626222147e-10,199.9999999998647,2.0330867463633472e-12,0.9999372333298451,0.0010589235385112172,5.330348726249118e-08,2.813954136965256e-12,9.305270399449827e-10,7.0,100.0,2.5390205113265544e-18,4.734643097222264e-18,0.0,2.5267945582844976e-08,6.497471865442054e-22,10.0
2700,5.137684070988201,5.0832283383037,94.87052365885489,9.99868362698937,10.0,1.4056084516850452e-10,199.99999999985678,2.156293663726377e-12,0.9999374089386582,0.0010914022265044398,6.095290827509108e-08,2.911346490002008e-12,1.0025981852451003e-09,7.0,100.0,2.537789039182387e-18,6.48786837438572e-18,0.0,2.6921455377015923e-08,5.94751670347242e-22,10.0
2800,5.146496340253731,5.084267170827289,94.86039550612877,9.998604096302758,10.0,1.5570109964366634e-10,199.99999999983592,2.3854683264812634e-12,0.999933283465416,0.001128363747310482,6.191608104208747e-08,3.445479496385507e-12,1.0909739914937906e-09,7.0,100.0,2.9026912796567774e-18,6.55090567361098e-18,0.0,2.7588376808383207e-08,9.816716791193824e-22,10.0
2900,5.150597522636283,5.0885690311883724,94.85776994699536,9.998540180307016,10.0,1.680719240097727e-10,199.99999999983936,2.6745293026552844e-12,0.999930189708403,0.0011392808444015544,6.724821075913293e-08,3.590416906696318e-12,1.1492930396071018e-09,7.0,100.0,4.153583439240181e-18,8.710160850144741e-18,0.0,2.852148887496201e-08,8.883731141400397e-22,10.0
3000,5.154760267435667,5.090729191000439,94.85061275525878,9.998480658840275,10.0,1.774290419714225e-10,199.99999999981364,2.84248790883045e-12,0.99992889539095,0.0011985656242109897,7.432494818940085e-08,3.817239440968511e-12,1.3731612891236048e-09,7.0,100.0,4.140559106799204e-18,8.940672314405153e-18,0.0,3.0243125950525926e-08,1.1294762604681674e-21,10.0
3100,5.156576781510938,5.096479078416933,94.8498819480592,9.998496173865494,10.0,1.9644778071208894e-10,199.99999999980372,3.0836455825633134e-12,0.9999265990581018,0.001242153753943106,7.792181025701736e-08,4.080477319931787e-12,1.4707153010137467e-09,7.0,100.0,5.57658865150407e-18,1.0565306966947042e-17,0.0,3.113395755398611e-08,1.0420025973754364e-21,10.0
3200,5.161331456298141,5.096558378402361,94.84308829017222,9.99842210045295,10.0,1.9736376447349522e-10,199.99999999979016,3.696563119833606e-12,0.9999234268821228,0.001295020089399014,8.252185398596553e-08,4.499428890514021e-12,1.6138960025829204e-09,7.0,100.0,6.463731129170201e-18,1.1108219534389419e-17,0.0,3.269063951988066e-08,1.5726919445822595e-21,10.0
3300,5.171548971307982,5.098695556859834,94.83797708563124,9.998356395138615,10.0,2.2340495677180613e-10,199.99999999978354,3.706867928826907e-12,0.9999211213937585,0.0013247185825295482,8.617422800488036e-08,5.0065330663703464e-12,1.7634574985947151e-09,7.0,100.0,7.197134031868238e-18,1.2399405117847922e-17,0.0,3.339707367188224e-08,1.965955879738511e-21,10.0
3400,5.173240038028131,5.101791309101582,94.83685662170893,9.99829046875229,10.0,2.321041877595069e-10,199.99999999977447,4.372467544154736e-12,0.9999209530973905,0.0013391951079998736,9.466708158954225e-08,5.710873322443165e-12,1.9218790168188765e-09,7.0,100.0,7.177410337856057e-18,1.4765544098581806e-17,0.0,3.4734330419201176e-08,2.162517707512638e-21,10.0
3500,5.181425282936635,5.108576988069946,94.82617052992443,9.998282254184266,10.0,2.485900566279686e-10,199.9999999997504,4.70488528202107e-12,0.999917887256655,0.0013701381736520193,9.687165175966223e-08,6.157692434799876e-12,2.057586194663987e-09,7.0,100.0,8.433085445802315e-18,1.6815968385966795e-17,0.0,3.476407927620389e-08,2.657958003077943e-21,10.0
3600,5.183659437932996,5.109950485142056,94.822301456344,9.998222536348518,10.0,2.542203317665619e-10,199.9999999997405,5.055045424304296e-12,0.9999139012294602,0.0014251345164138735,1.0132124559714239e-07,6.442121726261211e-12,2.183333553093787e-09,7.0,100.0,9.783255088037439e-18,1.8460205441870667e-17,0.0,3.652439819373992e-08,2.9913238680731878e-21,10.0
3700,5.188873764609834,5.1114412075008575,94.81711319053043,9.99814888183632,10.0,2.7792411869655816e-10,199.9999999997287,5.4787465342089536e-12,0.9999126366163751,0.0014696900462019325,1.0701850452333675e-07,6.761040968923167e-12,2.310505306769655e-09,7.0,100.0,1.1335059692579536e-17,1.981872021509446e-17,0.0,3.646806795385718e-08,3.5203086646793305e-21,10.0
3800,5.195073811685371,5.114806921823887,94.8119972824625,9.998111567483186,10.0,2.9021706034184205e-10,199.9999999997157,5.682899805706372e-12,0.9999111068217837,0.0015328054919131516,1.1744897470242047e-07,7.162289216749516e-12,2.4664670328475455e-09,7.0,100.0,1.3484497678279606e-17,2.3166797025266955e-17,0.0,3.822166750594892e-08,4.2038449971622734e-21,10.0
3900,5.200319616323291,5.119468936082908,94.80764832603893,9.998050526941812,10.0,2.9814106213378946e-10,199.99999999969796,6.299764725180633e-12,0.9999076482029248,0.001538578310665633,1.2272552514974482e-07,8.049052138863174e-12,2.6050452507161766e-09,7.0,100.0,1.538534909316111e-17,2.5007350320191648e-17,0.0,3.965573342312443e-08,4.9277846230416285e-21,10.0
4000,5.203172507608029,5.121744987563489,94.80468482707826,9.99802770827701,10.0,3.1361525090757516e-10,199.99999999968128,6.681131003082504e-12,0.9999040682660894,0.0015785877856246016,1.3005792064174208e-07,8.496103250621188e-12,2.870983093192131e-09,7.0,100.0,1.667014037605284e-17,2.7416930064399743e-17,0.0,4.032281749006549e-08,5.28202129973353e-21,10.0
4100,5.210594604084946,5.122770952834806,94.80328291345977,9.99799428038612,10.0,3.404472233646118e-10,199.99999999966283,7.32824392844499e-12,0.9999026011329049,0.001650531631290104,1.3752151804834242e-07,9.132081803105943e-12,3.076502679643121e-09,7.0,100.0,1.9470596393276886e-17,2.9799497883531744e-17,0.0,4.103909065436824e-08,6.467491787337974e-21,10.0
4200,5.211897022364436,5.127263081808967,94.79388626984225,9.997945928881506,10.0,3.5984947513129946e-10,199.99999999965277,7.767351288423015e-12,0.9999019886084877,0.0016986225937504593,1.4080217274634263e-07,9.562256642280446e-12,3.2291290256929045e-09,7.0,100.0,2.1557289790155022e-17,3.36609755813286e-17,0.0,4.1622147040876094e-08,7.298389000621833e-21,10.0
4300,5.218718157496664,5.130330327055317,94.79376609463434,9.99790029529477,10.0,3.738575526043487e-10,199.99999999962793,8.315663291663017e-12,0.9998990876293132,0.0016930840812447577,1.4824952642848522e-07,1.0013430521560418e-11,3.4359628468620613e-09,7.0,100.0,2.4405351189338184e-17,3.7082257030678887e-17,0.0,4.2655795902378516e-08,8.417297202986586e-21,10.0
4400,5.22415141893843,5.13215513012961,94.78654906098072,9.997866111246687,10.0,3.802316881309638e-10,199.99999999960943,8.966155753314354e-12,0.9998941007816916,0.001748865729365627,1.5445132458369564e-07,1.0770204232124424e-11,3.603834771399527e-09,7.0,100.0,2.6536993422878674e-17,4.130502838773438e-17,0.0,4.4682524256118e-08,9.36205961696087e-21,10.0
4500,5.232364562360337,5.134177728915457,94.78534516276358,9.99779859504452,10.0,4.0390093166572594e-10,199.99999999959806,9.892285245446657e-12,0.9998917314710254,0.0017919008121438783,1.6005786617237783e-07,1.1317812314861138e-11,3.8708524515885976e-09,7.0,100.0,3.04845636360138e-17,4.445486776890125e-17,0.0,4.4894929249712685e-08,1.0659649866666899e-20,10.0
4600,5.233859730344559,5.139194901638399,94.780692856843,9.997720136904066,10.0,4.2560389405816165e-10,199.99999999957774,1.050991714366654e-11,0.9998905675307019,0.0018123372765942874,1.6871864270131386e-07,1.2336452295006203e-11,4.124321442632094e-09,7.0,100.0,3.3181008914530396e-17,4.7538084796137515e-17,0.0,4.5926454529231e-08,1.2545151917495575e-20,10.0
4700,5.242021051774129,5.143391695301719,94.77463348466122,9.997649716285993,10.0,4.4311106956993426e-10,199.9999999995519,1.0940084256211892e-11,0.9998885872270044,0.001884580548892395,1.753862634132371e-07,1.2967386325569655e-11,4.438729837707279e-09,7.0,100.0,3.799608526245284e-17,5.274739420638555e-17,0.0,4.643608346121862e-08,1.372448984967841e-20,10.0
4800,5.244174359707312,5.143592105993618,94.76490797211848,9.997631341337046,10.0,4.5330141147992605e-10,199.99999999953198,1.1911533150624968e-11,0.9998859151020172,0.001937784756025233,1.8692042979602735e-07,1.350920542862218e-11,4.658578619698429e-09,7.0,100.0,4.148697205883799e-17,5.777131094612172e-17,0.0,4.741592805794551e-08,1.5735031530275487e-20,10.0
4900,5.2485349226045575,5.147678965644684,94.7610530211546,9.997601328282865,10.0,4.84756361680172e-10,199.99999999951623,1.2478755072806452e-11,0.9998824954707727,0.001941007660881628,1.8922102301298515e-07,1.432008667085187e-11,4.868969775668188e-09,7.0,100.0,4.611151551669048e-17,6.143826100374942e-17,0.0,4.82498363303967e-08,1.7516814192952864e-20,10.0
5000,5.2527875967200535,5.149077669195485,94.7595136493399,9.997541857180105,10.0,5.039038861760238e-10,199.9999999994995,1.3496499632213089e-11,0.9998818931750053,0.0019821369989864793,1.9838545079714305e-07,1.5222773791625125e-11,5.2141441523456005e-09,7.0,100.0,5.0442049766624894e-17,6.695020588471214e-17,0.0,4.9695412994673855e-08,1.9920444719199992e-20,10.0
