milliseconds,mw15abaa48_d7d0_4845_ae04_c573d289d495,mwfcfaf604_14d4_47a6_b021_226d1fb5497c,mw8796c919_9251_4970_8f87_0bca9ecfeb5c,mw849ed3fd_87d9_44d2_9f3e_4d631b900d41,mwcb834e43_dc57_45ae_9452_f4c10955caf1,mwf166ad55_4ff0_49fb_95d2_b657ad7653d5,mwee54b5b4_b8c0_41df_8dda_5b160c5e10a5,mw812f63db_4cb0_40ad_b92b_9874be969dfe
4100,2.4956439522914497e-06,8.954495308083498e-09,4.763350385731529e-07,5.8144229589213235e-08,1.1715939455208679e-08,1.5650097980103203e-09,1.7528454185742137e-10,3.064463685156434e-07
4200,2.514695600469118e-06,8.766202490017917e-09,4.95674093018811e-07,5.952390616229063e-08,1.2320567293932e-08,1.6772886305773437e-09,1.799372657980381e-10,2.983552372338567e-07
4300,2.5106478989449335e-06,9.105988421116341e-09,5.216751096745912e-07,6.07631643272332e-08,1.3224971439163991e-08,1.9134195771274896e-09,2.0226561717841292e-10,3.202998212992786e-07
4400,2.580745649249846e-06,9.580241152733066e-09,5.437261191677669e-07,6.84668384846117e-08,1.3924832744325885e-08,1.9933973924915908e-09,2.1016198087907974e-10,3.16890382258874e-07
4500,2.5836180202435756e-06,9.918153002513362e-09,5.794275114239739e-07,7.16586069204565e-08,1.4127732101217646e-08,2.229280367551112e-09,2.284661195569379e-10,3.373837953186311e-07
4600,2.704714659373923e-06,1.0287547176268675e-08,6.022694015713e-07,7.512136766037784e-08,1.4941079671491672e-08,2.4733803583675193e-09,2.367250155965831e-10,3.4090017103387727e-07
4700,2.7935196107068645e-06,1.1020865737131226e-08,6.370039070069418e-07,8.18573798129712e-08,1.4989184080697952e-08,2.6262011147884204e-09,2.5599424835757724e-10,3.428649737208508e-07
4800,2.708174832733078e-06,1.1503804014005609e-08,6.642656377482816e-07,8.657126619703446e-08,1.5852100995720612e-08,2.8044616875447393e-09,2.7302390615308525e-10,3.572559247741609e-07
4900,2.9091297013878855e-06,1.1902292324043752e-08,6.565084562344011e-07,9.023667973095374e-08,1.6440121577747756e-08,2.9753698370012746e-09,2.919475182162058e-10,3.6765544346060284e-07
5000,2.864536239147338e-06,1.2647964402481206e-08,7.007964976277824e-07,9.404027331918075e-08,1.7963591467079864e-08,3.2223952228881464e-09,3.036268677607595e-10,3.56261504999736e-07
